run,layer,component,expert,matrix,l2,maxabs,kurtosis
g3_moe,6,router_row,31,router,0.949377,0.170898,-0.450237
g3_moe,6,router_row,32,router,0.885317,0.155273,-0.137672
g3_moe,6,router_row,33,router,0.901868,0.152344,-0.542909
g3_moe,6,router_row,34,router,0.901892,0.152344,-0.416438
g3_moe,6,router_row,35,router,0.963091,0.180664,-0.409059
g3_moe,6,router_row,36,router,0.932704,0.160156,-0.448298
g3_moe,6,router_row,37,router,0.931066,0.212891,0.0556176
g3_moe,6,router_row,38,router,0.909146,0.183594,0.0221421
g3_moe,6,router_row,39,router,0.890422,0.181641,-0.283587
g3_moe,6,router_row,40,router,0.90778,0.172852,0.0404601
g3_moe,6,router_row,41,router,0.927814,0.185547,-0.170439
g3_moe,6,router_row,42,router,0.915659,0.139648,-0.64061
g3_moe,6,router_row,43,router,0.869534,0.15625,-0.179413
g3_moe,6,router_row,44,router,0.830341,0.143555,-0.404843
g3_moe,6,router_row,45,router,0.903642,0.154297,-0.513261
g3_moe,6,router_row,46,router,0.910483,0.144531,-0.572962
g3_moe,6,router_row,47,router,0.877048,0.161133,-0.353972
g3_moe,6,router_row,48,router,0.836732,0.172852,-0.532138
g3_moe,6,router_row,49,router,0.896574,0.172852,-0.380209
g3_moe,6,router_row,50,router,0.897468,0.173828,-0.123034
g3_moe,6,router_row,51,router,0.987694,0.236328,0.320369
g3_moe,6,router_row,52,router,0.95948,0.161133,-0.172207
g3_moe,6,router_row,53,router,0.827149,0.144531,-0.350386
g3_moe,6,router_row,54,router,0.892283,0.158203,-0.191157
g3_moe,6,router_row,55,router,0.885602,0.177734,-0.346321
g3_moe,6,router_row,56,router,0.890583,0.174805,-0.293484
g3_moe,6,router_row,57,router,0.831607,0.166992,-0.161132
g3_moe,6,router_row,58,router,0.831734,0.129883,-0.52717
g3_moe,6,router_row,59,router,0.909108,0.15332,-0.497194
g3_moe,6,router_row,60,router,0.934831,0.167969,-0.00224726
g3_moe,6,router_row,61,router,1.00367,0.166992,-0.305648
g3_moe,6,router_row,62,router,0.887309,0.150391,-0.158663
g3_moe,6,router_row,63,router,0.862016,0.146484,-0.348111
g3_moe,6,router_row,64,router,0.972511,0.198242,0.00331896
g3_moe,6,router_row,65,router,0.841999,0.147461,-0.466121
g3_moe,6,router_row,66,router,0.832946,0.140625,-0.416602
g3_moe,6,router_row,67,router,0.909528,0.167969,-0.445384
g3_moe,6,router_row,68,router,0.900634,0.152344,-0.670934
g3_moe,6,router_row,69,router,0.853655,0.152344,-0.44784
g3_moe,6,router_row,70,router,0.91199,0.18457,-0.0975065
g3_moe,6,router_row,71,router,0.890263,0.141602,-0.383566
g3_moe,6,router_row,72,router,0.886498,0.189453,-0.083367
g3_moe,6,router_row,73,router,0.866298,0.141602,-0.354992
g3_moe,6,router_row,74,router,0.781744,0.120117,-0.80801
g3_moe,6,router_row,75,router,0.887106,0.161133,-0.304025
g3_moe,6,router_row,76,router,0.906418,0.142578,-0.721547
g3_moe,6,router_row,77,router,1.00081,0.202148,0.0826157
g3_moe,6,router_row,78,router,0.869246,0.172852,-0.292823
g3_moe,6,router_row,79,router,0.950604,0.194336,-0.188273
g3_moe,6,router_row,80,router,0.909144,0.162109,-0.22458
g3_moe,6,router_row,81,router,0.948007,0.171875,-0.0358424
g3_moe,6,router_row,82,router,0.88289,0.21582,0.327607
g3_moe,6,router_row,83,router,0.867756,0.152344,-0.283004
g3_moe,6,router_row,84,router,0.857611,0.141602,-0.33836
g3_moe,6,router_row,85,router,0.901247,0.172852,-0.275775
g3_moe,6,router_row,86,router,0.871318,0.170898,-0.200511
g3_moe,6,router_row,87,router,0.812525,0.139648,-0.678819
g3_moe,6,router_row,88,router,0.910525,0.137695,-0.283977
g3_moe,6,router_row,89,router,0.96079,0.198242,0.43521
g3_moe,6,router_row,90,router,0.875992,0.167969,-0.569378
g3_moe,6,router_row,91,router,0.962011,0.172852,-0.222578
g3_moe,6,router_row,92,router,0.945356,0.172852,-0.291194
g3_moe,6,router_row,93,router,0.815641,0.140625,-0.313788
g3_moe,6,router_row,94,router,0.854174,0.166016,-0.426252
g3_moe,6,router_row,95,router,0.884312,0.147461,-0.376
g3_moe,6,router_row,96,router,0.954658,0.180664,-0.0436156
g3_moe,6,router_row,97,router,0.919989,0.219727,0.299652
g3_moe,6,router_row,98,router,0.875198,0.160156,-0.537678
g3_moe,6,router_row,99,router,0.889911,0.15625,-0.221854
g3_moe,6,router_row,100,router,0.955503,0.150391,-0.3422
g3_moe,6,router_row,101,router,0.905133,0.179688,-0.0724562
g3_moe,6,router_row,102,router,0.935454,0.210938,0.505802
g3_moe,6,router_row,103,router,0.908944,0.155273,-0.331551
g3_moe,6,router_row,104,router,0.984577,0.178711,-0.387418
g3_moe,6,router_row,105,router,0.944416,0.199219,0.358809
g3_moe,6,router_row,106,router,0.82043,0.141602,-0.493404
g3_moe,6,router_row,107,router,0.93233,0.157227,-0.442293
g3_moe,6,router_row,108,router,0.89108,0.145508,-0.610489
g3_moe,6,router_row,109,router,0.919163,0.172852,0.00217039
g3_moe,6,router_row,110,router,0.880004,0.175781,-0.293675
g3_moe,6,router_row,111,router,0.886013,0.207031,0.312765
g3_moe,6,router_row,112,router,0.926534,0.180664,-0.35721
g3_moe,6,router_row,113,router,0.940424,0.173828,-0.454094
g3_moe,6,router_row,114,router,0.875568,0.166016,-0.251917
g3_moe,6,router_row,115,router,0.86423,0.138672,-0.530418
g3_moe,6,router_row,116,router,0.860021,0.136719,-0.325713
g3_moe,6,router_row,117,router,0.820349,0.133789,-0.691273
g3_moe,6,router_row,118,router,0.909577,0.167969,-0.0786561
g3_moe,6,router_row,119,router,0.866708,0.15918,0.202774
g3_moe,6,router_row,120,router,0.901596,0.1875,0.0823391
g3_moe,6,router_row,121,router,0.806483,0.15625,-0.189375
g3_moe,6,router_row,122,router,0.969911,0.171875,-0.127625
g3_moe,6,router_row,123,router,0.838767,0.15332,-0.426582
g3_moe,6,router_row,124,router,0.837457,0.169922,0.033177
g3_moe,6,router_row,125,router,0.881837,0.161133,-0.327216
g3_moe,6,router_row,126,router,0.918308,0.166016,-0.0361936
g3_moe,6,router_row,127,router,0.846655,0.155273,-0.541288
g3_moe,6,router_row,128,router,0.84163,0.155273,-0.482505
g3_moe,6,router_row,129,router,0.959594,0.166016,-0.180904
g3_moe,6,router_row,130,router,0.834926,0.149414,-0.357759
g3_moe,6,router_row,131,router,0.904443,0.169922,-0.410304
g3_moe,6,router_row,132,router,0.906626,0.154297,-0.29837
g3_moe,6,router_row,133,router,0.839529,0.135742,-0.584714
g3_moe,6,router_row,134,router,0.890269,0.148438,-0.262861
g3_moe,6,router_row,135,router,0.901806,0.18457,0.306116
g3_moe,6,router_row,136,router,0.87901,0.200195,0.402452
g3_moe,6,router_row,137,router,0.898641,0.142578,-0.599532
g3_moe,6,router_row,138,router,0.850228,0.152344,-0.232619
g3_moe,6,router_row,139,router,0.866171,0.144531,-0.369107
g3_moe,6,router_row,140,router,0.876897,0.15625,-0.464629
g3_moe,6,router_row,141,router,0.932805,0.155273,-0.256767
g3_moe,6,router_row,142,router,0.983561,0.192383,-0.284059
g3_moe,6,router_row,143,router,0.92504,0.217773,0.281779
g3_moe,6,router_row,144,router,0.830822,0.168945,-0.192709
g3_moe,6,router_row,145,router,0.885849,0.155273,-0.115279
g3_moe,6,router_row,146,router,0.885538,0.158203,-0.224595
g3_moe,6,router_row,147,router,0.845431,0.133789,-0.512151
g3_moe,6,router_row,148,router,0.86976,0.189453,-0.242956
g3_moe,6,router_row,149,router,0.979407,0.201172,-0.0772946
g3_moe,6,router_row,150,router,0.865218,0.164062,-0.20029
g3_moe,6,router_row,151,router,0.842239,0.148438,-0.34787
g3_moe,6,router_row,152,router,0.818809,0.151367,-0.585322
g3_moe,6,router_row,153,router,0.94273,0.175781,-0.574213
g3_moe,6,router_row,154,router,0.834938,0.154297,-0.365432
g3_moe,6,router_row,155,router,0.865343,0.148438,-0.47925
g3_moe,6,router_row,156,router,0.78192,0.12207,-0.569972
g3_moe,6,router_row,157,router,0.892964,0.169922,-0.120433
g3_moe,6,router_row,158,router,0.781853,0.123047,-0.543541
g3_moe,6,router_row,159,router,0.90369,0.154297,-0.509523
g3_moe,6,router_row,160,router,0.93448,0.197266,0.398337
g3_moe,6,router_row,161,router,0.898833,0.145508,-0.451295
g3_moe,6,router_row,162,router,0.92316,0.160156,-0.256401
g3_moe,6,router_row,163,router,0.919359,0.167969,-0.141994
g3_moe,6,router_row,164,router,0.890012,0.15332,-0.50035
g3_moe,6,router_row,165,router,0.897158,0.15918,-0.308214
g3_moe,6,router_row,166,router,0.923152,0.207031,0.0927502
g3_moe,6,router_row,167,router,0.865524,0.128906,-0.750652
g3_moe,6,router_row,168,router,0.858612,0.134766,-0.508669
g3_moe,6,router_row,169,router,0.925493,0.174805,-0.120785
g3_moe,6,router_row,170,router,0.894463,0.140625,-0.77695
g3_moe,6,router_row,171,router,0.959566,0.197266,0.124582
g3_moe,6,router_row,172,router,0.908527,0.155273,-0.374867
g3_moe,6,router_row,173,router,0.847459,0.134766,-0.63037
g3_moe,6,router_row,174,router,0.963155,0.189453,-0.16685
g3_moe,6,router_row,175,router,0.909893,0.160156,0.0371585
g3_moe,6,router_row,176,router,0.919976,0.164062,-0.484893
g3_moe,6,router_row,177,router,0.950374,0.192383,0.177759
g3_moe,6,router_row,178,router,0.917508,0.157227,-0.263048
g3_moe,6,router_row,179,router,0.942739,0.173828,-0.463598
g3_moe,6,router_row,180,router,0.838243,0.165039,0.0123285
g3_moe,6,router_row,181,router,0.960626,0.227539,1.14415
g3_moe,6,router_row,182,router,0.859341,0.15625,-0.237021
g3_moe,6,router_row,183,router,0.911085,0.192383,-0.112848
g3_moe,6,router_row,184,router,0.890607,0.158203,-0.219868
g3_moe,6,router_row,185,router,0.929598,0.158203,-0.318988
g3_moe,6,router_row,186,router,0.945897,0.144531,-0.5926
g3_moe,6,router_row,187,router,0.852488,0.134766,-0.610365
g3_moe,6,router_row,188,router,0.925216,0.152344,-0.285235
g3_moe,6,router_row,189,router,0.914919,0.192383,0.275854
g3_moe,6,router_row,190,router,0.902823,0.198242,0.199106
g3_moe,6,router_row,191,router,0.890699,0.164062,0.0232193
g3_moe,6,shared,,fc1,8.91269,0.0957031,0.0238964
g3_moe,6,shared,,fc2,2.7675,0.0446777,0.163182
g3_moe,7,routed,0,fc1,4.98753,0.208984,0.861266
g3_moe,7,routed,1,fc1,5.72449,0.195312,0.418674
g3_moe,7,routed,2,fc1,4.87685,0.151367,0.623103
g3_moe,7,routed,3,fc1,5.88212,0.227539,0.833184
g3_moe,7,routed,4,fc1,5.74878,0.209961,0.645187
g3_moe,7,routed,5,fc1,6.18907,0.198242,0.624595
g3_moe,7,routed,6,fc1,6.49857,0.197266,0.664617
g3_moe,7,routed,7,fc1,4.92855,0.150391,0.576101
g3_moe,7,routed,8,fc1,5.10868,0.182617,0.696214
g3_moe,7,routed,9,fc1,5.41771,0.194336,0.653861
g3_moe,7,routed,10,fc1,5.41533,0.181641,0.682206
g3_moe,7,routed,11,fc1,5.78757,0.171875,0.511877
g3_moe,7,routed,12,fc1,5.66069,0.15625,0.405517
g3_moe,7,routed,13,fc1,5.7239,0.209961,0.637804
g3_moe,7,routed,14,fc1,5.66527,0.170898,0.471334
g3_moe,7,routed,15,fc1,5.84238,0.179688,0.66036
g3_moe,7,routed,16,fc1,4.82016,0.146484,0.569406
g3_moe,7,routed,17,fc1,5.91205,0.19043,0.706089
g3_moe,7,routed,18,fc1,6.12936,0.194336,1.01708
g3_moe,7,routed,19,fc1,5.59535,0.255859,0.799663
g3_moe,7,routed,20,fc1,5.44537,0.167969,0.778534
g3_moe,7,routed,21,fc1,5.14453,0.152344,0.445427
g3_moe,7,routed,22,fc1,5.37801,0.168945,0.802645
g3_moe,7,routed,23,fc1,4.82014,0.18457,0.711871
g3_moe,7,routed,24,fc1,5.21413,0.220703,0.889107
g3_moe,7,routed,25,fc1,5.47757,0.171875,0.543326
g3_moe,7,routed,26,fc1,5.6433,0.168945,0.739012
g3_moe,7,routed,27,fc1,5.51594,0.188477,1.02473
g3_moe,7,routed,28,fc1,5.21609,0.162109,0.777489
g3_moe,7,routed,29,fc1,5.87452,0.1875,0.47886
g3_moe,7,routed,30,fc1,5.07646,0.166016,0.552516
g3_moe,7,routed,31,fc1,5.65112,0.181641,0.726919
g3_moe,7,routed,32,fc1,5.33065,0.170898,0.701028
g3_moe,7,routed,33,fc1,6.14318,0.202148,0.94666
g3_moe,7,routed,34,fc1,5.461,0.15625,0.496517
g3_moe,7,routed,35,fc1,5.30691,0.147461,0.373579
g3_moe,7,routed,36,fc1,5.15632,0.144531,0.623037
g3_moe,7,routed,37,fc1,5.05477,0.172852,0.74296
g3_moe,7,routed,38,fc1,5.42159,0.170898,0.760949
g3_moe,7,routed,39,fc1,5.19224,0.165039,0.671887
g3_moe,7,routed,40,fc1,5.83584,0.164062,0.584699
g3_moe,7,routed,41,fc1,5.55025,0.207031,0.742692
g3_moe,7,routed,42,fc1,5.49699,0.161133,0.422819
g3_moe,7,routed,43,fc1,5.84298,0.188477,0.743432
g3_moe,7,routed,44,fc1,6.18863,0.189453,0.63005
g3_moe,7,routed,45,fc1,5.73331,0.166016,0.454333
g3_moe,7,routed,46,fc1,5.88318,0.186523,0.595402
g3_moe,7,routed,47,fc1,5.1954,0.164062,0.680998
g3_moe,7,routed,48,fc1,5.41228,0.207031,0.701723
g3_moe,7,routed,49,fc1,5.42766,0.158203,0.44066
g3_moe,7,routed,50,fc1,5.34632,0.164062,0.742723
g3_moe,7,routed,51,fc1,5.20789,0.143555,0.3871
g3_moe,7,routed,52,fc1,5.2567,0.183594,0.544676
g3_moe,7,routed,53,fc1,4.95523,0.169922,1.03277
g3_moe,7,routed,54,fc1,5.80283,0.206055,0.775003
g3_moe,7,routed,55,fc1,5.85598,0.169922,0.504248
g3_moe,7,routed,56,fc1,5.86897,0.192383,0.776723
g3_moe,7,routed,57,fc1,5.91037,0.201172,0.937232
g3_moe,7,routed,58,fc1,5.35722,0.175781,0.618832
g3_moe,7,routed,59,fc1,5.80003,0.197266,1.05731
g3_moe,7,routed,60,fc1,5.27842,0.178711,0.931277
g3_moe,7,routed,61,fc1,5.51819,0.177734,0.974159
g3_moe,7,routed,62,fc1,5.34957,0.148438,0.47695
g3_moe,7,routed,63,fc1,5.26539,0.163086,0.631743
g3_moe,7,routed,64,fc1,5.39668,0.186523,0.979349
g3_moe,7,routed,65,fc1,5.46932,0.186523,0.711439
g3_moe,7,routed,66,fc1,4.99217,0.182617,0.669342
g3_moe,7,routed,67,fc1,5.34238,0.161133,0.677367
g3_moe,7,routed,68,fc1,5.7497,0.196289,0.787795
g3_moe,7,routed,69,fc1,5.11839,0.175781,0.790388
g3_moe,7,routed,70,fc1,5.67587,0.204102,0.822106
g3_moe,7,routed,71,fc1,5.97017,0.175781,0.749486
g3_moe,7,routed,72,fc1,5.523,0.203125,0.840583
g3_moe,7,routed,73,fc1,5.5231,0.174805,0.776565
g3_moe,7,routed,74,fc1,5.63965,0.166016,0.640306
g3_moe,7,routed,75,fc1,6.29391,0.216797,1.06839
g3_moe,7,routed,76,fc1,5.32491,0.194336,0.731917
g3_moe,7,routed,77,fc1,5.38589,0.15918,0.550005
g3_moe,7,routed,78,fc1,5.58821,0.170898,0.559081
g3_moe,7,routed,79,fc1,5.61504,0.267578,1.30985
g3_moe,7,routed,80,fc1,5.51993,0.169922,0.615233
g3_moe,7,routed,81,fc1,4.96677,0.15332,0.567379
g3_moe,7,routed,82,fc1,5.34692,0.161133,0.495021
g3_moe,7,routed,83,fc1,5.78464,0.209961,1.05749
g3_moe,7,routed,84,fc1,5.90147,0.1875,0.863206
g3_moe,7,routed,85,fc1,5.67751,0.176758,0.625489
g3_moe,7,routed,86,fc1,5.28666,0.170898,0.736357
g3_moe,7,routed,87,fc1,5.03824,0.144531,0.574083
g3_moe,7,routed,88,fc1,6.037,0.21875,0.67102
g3_moe,7,routed,89,fc1,5.49437,0.173828,0.814657
g3_moe,7,routed,90,fc1,5.99807,0.233398,0.998194
g3_moe,7,routed,91,fc1,5.85558,0.182617,0.76213
g3_moe,7,routed,92,fc1,6.04554,0.232422,0.604923
g3_moe,7,routed,93,fc1,5.87668,0.191406,0.620277
g3_moe,7,routed,94,fc1,5.3961,0.157227,0.524445
g3_moe,7,routed,95,fc1,5.42063,0.178711,0.490369
g3_moe,7,routed,96,fc1,5.64346,0.192383,0.751155
g3_moe,7,routed,97,fc1,5.49364,0.191406,0.827304
g3_moe,7,routed,98,fc1,5.74491,0.177734,0.780445
g3_moe,7,routed,99,fc1,5.70221,0.163086,0.461677
g3_moe,7,routed,100,fc1,5.22217,0.142578,0.616527
g3_moe,7,routed,101,fc1,5.65895,0.162109,0.769239
g3_moe,7,routed,102,fc1,5.80873,0.207031,0.864179
g3_moe,7,routed,103,fc1,6.24682,0.18457,0.484942
g3_moe,7,routed,104,fc1,6.38113,0.196289,0.876901
g3_moe,7,routed,105,fc1,5.07834,0.175781,0.841753
g3_moe,7,routed,106,fc1,5.40502,0.178711,0.965518
g3_moe,7,routed,107,fc1,5.73304,0.235352,0.664216
g3_moe,7,routed,108,fc1,5.55465,0.185547,0.636567
g3_moe,7,routed,109,fc1,5.14127,0.196289,0.62359
g3_moe,7,routed,110,fc1,5.88391,0.19043,0.745245
g3_moe,7,routed,111,fc1,5.39163,0.209961,0.933699
g3_moe,7,routed,112,fc1,5.53795,0.168945,0.81085
g3_moe,7,routed,113,fc1,5.51808,0.189453,1.16534
g3_moe,7,routed,114,fc1,5.575,0.193359,0.753259
g3_moe,7,routed,115,fc1,4.95002,0.177734,1.20023
g3_moe,7,routed,116,fc1,5.80267,0.172852,0.649348
g3_moe,7,routed,117,fc1,5.39944,0.201172,0.835008
g3_moe,7,routed,118,fc1,5.96059,0.183594,0.564184
g3_moe,7,routed,119,fc1,6.38496,0.194336,0.807015
g3_moe,7,routed,120,fc1,5.11569,0.197266,0.620532
g3_moe,7,routed,121,fc1,5.33223,0.188477,0.656256
g3_moe,7,routed,122,fc1,6.03725,0.194336,1.20167
g3_moe,7,routed,123,fc1,5.44846,0.198242,0.982553
g3_moe,7,routed,124,fc1,5.55923,0.200195,0.794504
g3_moe,7,routed,125,fc1,5.38028,0.225586,1.20225
g3_moe,7,routed,126,fc1,5.93493,0.171875,0.699064
g3_moe,7,routed,127,fc1,5.77247,0.211914,1.26901
g3_moe,7,routed,128,fc1,5.85928,0.195312,1.01866
g3_moe,7,routed,129,fc1,5.56353,0.198242,0.626597
g3_moe,7,routed,130,fc1,5.45102,0.191406,1.03462
g3_moe,7,routed,131,fc1,5.83291,0.200195,1.14906
g3_moe,7,routed,132,fc1,5.82095,0.176758,0.886541
g3_moe,7,routed,133,fc1,5.44832,0.174805,0.515377
g3_moe,7,routed,134,fc1,5.63486,0.183594,1.18476
g3_moe,7,routed,135,fc1,5.995,0.259766,1.18489
g3_moe,7,routed,136,fc1,5.37498,0.173828,0.467531
g3_moe,7,routed,137,fc1,5.82073,0.192383,0.632522
g3_moe,7,routed,138,fc1,5.74548,0.182617,0.79899
g3_moe,7,routed,139,fc1,4.94845,0.157227,0.583052
g3_moe,7,routed,140,fc1,6.31472,0.213867,0.576754
g3_moe,7,routed,141,fc1,5.12977,0.154297,0.449514
g3_moe,7,routed,142,fc1,5.86367,0.191406,0.552418
g3_moe,7,routed,143,fc1,6.25883,0.207031,0.925157
g3_moe,7,routed,144,fc1,5.35076,0.176758,0.676066
g3_moe,7,routed,145,fc1,4.91162,0.139648,0.445801
g3_moe,7,routed,146,fc1,6.21375,0.193359,0.822367
g3_moe,7,routed,147,fc1,4.83893,0.214844,0.986758
g3_moe,7,routed,148,fc1,5.61563,0.172852,0.848149
g3_moe,7,routed,149,fc1,5.82777,0.167969,0.49556
g3_moe,7,routed,150,fc1,5.64418,0.162109,0.671293
g3_moe,7,routed,151,fc1,5.95049,0.217773,0.618997
g3_moe,7,routed,152,fc1,4.94062,0.161133,0.697004
g3_moe,7,routed,153,fc1,6.32723,0.217773,0.817737
g3_moe,7,routed,154,fc1,5.35716,0.173828,0.90779
g3_moe,7,routed,155,fc1,5.16876,0.148438,0.590526
g3_moe,7,routed,156,fc1,5.79001,0.181641,0.683509
g3_moe,7,routed,157,fc1,5.22121,0.178711,0.986892
g3_moe,7,routed,158,fc1,5.9697,0.207031,0.767289
g3_moe,7,routed,159,fc1,5.31792,0.181641,0.529791
g3_moe,7,routed,160,fc1,5.40849,0.174805,0.675622
g3_moe,7,routed,161,fc1,5.74069,0.206055,0.899937
g3_moe,7,routed,162,fc1,5.10062,0.182617,0.737139
g3_moe,7,routed,163,fc1,5.62512,0.208984,1.07426
g3_moe,7,routed,164,fc1,5.86244,0.182617,0.688706
g3_moe,7,routed,165,fc1,4.4615,0.161133,0.653127
g3_moe,7,routed,166,fc1,5.59824,0.174805,0.454217
g3_moe,7,routed,167,fc1,5.63157,0.160156,0.462798
g3_moe,7,routed,168,fc1,5.93537,0.192383,0.642483
g3_moe,7,routed,169,fc1,4.83393,0.158203,0.752841
g3_moe,7,routed,170,fc1,6.19689,0.199219,0.672537
g3_moe,7,routed,171,fc1,5.49754,0.166016,0.651206
g3_moe,7,routed,172,fc1,5.24354,0.169922,0.579468
g3_moe,7,routed,173,fc1,5.80328,0.189453,0.800196
g3_moe,7,routed,174,fc1,5.8942,0.220703,0.689943
g3_moe,7,routed,175,fc1,5.23737,0.171875,0.697307
g3_moe,7,routed,176,fc1,5.64167,0.167969,0.684617
g3_moe,7,routed,177,fc1,5.36107,0.176758,0.673876
g3_moe,7,routed,178,fc1,5.36339,0.201172,1.26669
g3_moe,7,routed,179,fc1,5.94775,0.177734,0.474972
g3_moe,7,routed,180,fc1,5.65526,0.167969,0.557304
g3_moe,7,routed,181,fc1,5.1399,0.15625,0.74761
g3_moe,7,routed,182,fc1,5.77388,0.193359,0.863389
g3_moe,7,routed,183,fc1,5.31669,0.160156,0.705283
g3_moe,7,routed,184,fc1,4.93828,0.147461,0.665103
g3_moe,7,routed,185,fc1,6.19557,0.202148,0.936058
g3_moe,7,routed,186,fc1,5.74209,0.224609,0.733228
g3_moe,7,routed,187,fc1,5.89544,0.171875,0.445888
g3_moe,7,routed,188,fc1,4.87025,0.143555,0.486778
g3_moe,7,routed,189,fc1,5.62158,0.175781,0.709172
g3_moe,7,routed,190,fc1,5.59775,0.214844,1.19726
g3_moe,7,routed,191,fc1,5.05691,0.149414,0.530776
g3_moe,7,routed,0,fc2,1.81141,0.109375,1.22737
g3_moe,7,routed,1,fc2,2.01537,0.115723,1.28484
g3_moe,7,routed,2,fc2,1.59677,0.0776367,1.25232
g3_moe,7,routed,3,fc2,1.98773,0.0795898,1.01444
g3_moe,7,routed,4,fc2,2.08686,0.123047,2.04181
g3_moe,7,routed,5,fc2,2.14912,0.129883,1.54601
g3_moe,7,routed,6,fc2,2.32321,0.100586,0.829806
g3_moe,7,routed,7,fc2,1.61867,0.0756836,1.16624
g3_moe,7,routed,8,fc2,1.82817,0.120117,1.4888
g3_moe,7,routed,9,fc2,1.76468,0.0898438,1.72919
g3_moe,7,routed,10,fc2,1.74378,0.078125,1.07707
g3_moe,7,routed,11,fc2,1.97753,0.0947266,1.29656
g3_moe,7,routed,12,fc2,1.9748,0.0922852,1.83971
g3_moe,7,routed,13,fc2,1.75855,0.0708008,0.778364
g3_moe,7,routed,14,fc2,2.00926,0.109863,1.61551
g3_moe,7,routed,15,fc2,1.96478,0.103516,1.92972
g3_moe,7,routed,16,fc2,1.64498,0.0771484,1.10659
g3_moe,7,routed,17,fc2,2.15843,0.11084,1.89117
g3_moe,7,routed,18,fc2,2.00988,0.119141,2.15107
g3_moe,7,routed,19,fc2,1.77144,0.0898438,1.51172
g3_moe,7,routed,20,fc2,1.96599,0.0986328,1.55011
g3_moe,7,routed,21,fc2,1.69744,0.0668945,1.08585
g3_moe,7,routed,22,fc2,2.0508,0.108398,1.39182
g3_moe,7,routed,23,fc2,1.70192,0.0957031,1.8664
g3_moe,7,routed,24,fc2,1.86038,0.105957,1.79809
g3_moe,7,routed,25,fc2,1.81423,0.0864258,1.36102
g3_moe,7,routed,26,fc2,1.85455,0.0874023,0.856381
g3_moe,7,routed,27,fc2,1.75548,0.106445,1.49839
g3_moe,7,routed,28,fc2,1.83641,0.108887,1.63762
g3_moe,7,routed,29,fc2,2.15126,0.0961914,0.652156
g3_moe,7,routed,30,fc2,1.85878,0.105957,2.05709
g3_moe,7,routed,31,fc2,1.83671,0.0825195,0.785875
g3_moe,7,routed,32,fc2,1.79044,0.104004,2.23266
g3_moe,7,routed,33,fc2,2.27426,0.183594,2.65025
g3_moe,7,routed,34,fc2,1.81783,0.0849609,1.12125
g3_moe,7,routed,35,fc2,1.84746,0.0761719,0.973797
g3_moe,7,routed,36,fc2,1.63524,0.0625,0.576955
g3_moe,7,routed,37,fc2,1.84009,0.100586,1.85614
g3_moe,7,routed,38,fc2,1.97478,0.101074,1.89668
g3_moe,7,routed,39,fc2,1.80367,0.0981445,1.53811
g3_moe,7,routed,40,fc2,2.11014,0.101562,1.34665
g3_moe,7,routed,41,fc2,1.81342,0.108398,1.09186
g3_moe,7,routed,42,fc2,1.83769,0.118652,1.69275
g3_moe,7,routed,43,fc2,1.99216,0.0791016,0.947044
g3_moe,7,routed,44,fc2,2.18377,0.111816,1.45695
g3_moe,7,routed,45,fc2,2.06983,0.0922852,0.664794
g3_moe,7,routed,46,fc2,1.9933,0.132812,2.93273
g3_moe,7,routed,47,fc2,1.76252,0.10498,1.0518
g3_moe,7,routed,48,fc2,1.85669,0.0908203,1.24864
g3_moe,7,routed,49,fc2,1.76111,0.0683594,0.832762
g3_moe,7,routed,50,fc2,1.69487,0.0839844,1.10211
g3_moe,7,routed,51,fc2,1.67934,0.0727539,0.76317
g3_moe,7,routed,52,fc2,1.71233,0.130859,3.44553
g3_moe,7,routed,53,fc2,1.93299,0.100586,2.07588
g3_moe,7,routed,54,fc2,2.02643,0.0917969,1.48367
g3_moe,7,routed,55,fc2,1.99169,0.117188,1.95866
g3_moe,7,routed,56,fc2,1.9192,0.107422,1.43336
g3_moe,7,routed,57,fc2,2.08009,0.11084,2.05675
g3_moe,7,routed,58,fc2,1.90366,0.0932617,1.34442
g3_moe,7,routed,59,fc2,1.96308,0.112793,1.10787
g3_moe,7,routed,60,fc2,1.92606,0.113281,2.62089
g3_moe,7,routed,61,fc2,2.03207,0.108398,2.2325
g3_moe,7,routed,62,fc2,1.73331,0.0805664,0.959755
g3_moe,7,routed,63,fc2,1.75972,0.145508,3.43866
g3_moe,7,routed,64,fc2,1.66996,0.0859375,1.98447
g3_moe,7,routed,65,fc2,1.93582,0.0957031,1.24977
g3_moe,7,routed,66,fc2,1.73412,0.131836,1.98165
g3_moe,7,routed,67,fc2,1.76746,0.109375,2.07961
g3_moe,7,routed,68,fc2,1.9555,0.103027,1.55795
g3_moe,7,routed,69,fc2,1.81634,0.0771484,1.1089
g3_moe,7,routed,70,fc2,1.98297,0.126953,2.54669
g3_moe,7,routed,71,fc2,1.97516,0.0927734,1.29042
g3_moe,7,routed,72,fc2,1.91748,0.0883789,1.25322
g3_moe,7,routed,73,fc2,2.08153,0.106445,1.71234
g3_moe,7,routed,74,fc2,1.82486,0.078125,1.06149
g3_moe,7,routed,75,fc2,2.16586,0.100586,0.957245
g3_moe,7,routed,76,fc2,2.03332,0.0859375,1.2539
g3_moe,7,routed,77,fc2,1.77534,0.0732422,0.865042
g3_moe,7,routed,78,fc2,1.92578,0.103027,1.30097
g3_moe,7,routed,79,fc2,2.07553,0.150391,4.51704
g3_moe,7,routed,80,fc2,1.893,0.0932617,1.57014
