# substitution tolerance: per-token CE delta (arm minus unperturbed) on cached test micro-batches; BPB = CE/2.9780 (pythia-50k runs) or CE/2.7568 (tok16k 1e17); 95% percentile bootstrap over documents, 2000 resamples; producer analysis/residency/substitution_tolerance.py from analysis/probes/substitution_eval.py .npz records
run,budget,regime,grain,experts,topk,seed,condition,gate,fraction,layer,n_tokens,n_docs,ref_ce,ref_bpb,delta_ce,delta_ce_lo95,delta_ce_hi95,delta_bpb,delta_bpb_lo95,delta_bpb_hi95,hook_calls,subs_per_token_layer,replay_drift
g3_tmoe_s2_1e17,1e17,temporal,3,192,18,1,random,inherit,matched,all,1048576,1308,3.527458,1.2795,0.095222,0.093460,0.097070,0.0345,0.0339,0.0352,80,3.000,0.00e+00
g3_tmoe_s2_1e17,1e17,temporal,3,192,18,1,nextbest,own,matched,all,1048576,1308,3.527458,1.2795,0.071451,0.069681,0.073287,0.0259,0.0253,0.0266,80,3.000,0.00e+00
g3_tmoe_s2_1e17,1e17,temporal,3,192,18,1,nextbest,inherit,matched,all,1048576,1308,3.527458,1.2795,0.071087,0.069336,0.073027,0.0258,0.0252,0.0265,80,3.000,0.00e+00
g3_tmoe_s2_1e17,1e17,temporal,3,192,18,1,stale,own,matched,all,1048576,1308,3.527458,1.2795,0.025336,0.024589,0.026070,0.0092,0.0089,0.0095,80,0.999,0.00e+00
g3_tmoe_s2_1e17,1e17,temporal,3,192,18,1,stale,inherit,matched,all,1048576,1308,3.527458,1.2795,0.033921,0.033051,0.034818,0.0123,0.0120,0.0126,80,0.999,0.00e+00
g3_tmoe_s2_1e17,1e17,temporal,3,192,18,1,zero,-,matched,all,1048576,1308,3.527458,1.2795,0.084146,0.082522,0.085866,0.0305,0.0299,0.0311,80,3.000,0.00e+00
g3_tmoe_s2_1e17,1e17,temporal,3,192,18,1,random,own,one,all,1048576,1308,3.527458,1.2795,0.025232,0.024507,0.025996,0.0092,0.0089,0.0094,80,1.000,0.00e+00
g3_tmoe_s2_1e17,1e17,temporal,3,192,18,1,random,inherit,one,all,1048576,1308,3.527458,1.2795,0.033381,0.032456,0.034398,0.0121,0.0118,0.0125,80,1.000,0.00e+00
g3_tmoe_s2_1e17,1e17,temporal,3,192,18,1,nextbest,own,one,all,1048576,1308,3.527458,1.2795,0.018056,0.017228,0.018894,0.0065,0.0062,0.0069,80,1.000,0.00e+00
g3_tmoe_s2_1e17,1e17,temporal,3,192,18,1,nextbest,inherit,one,all,1048576,1308,3.527458,1.2795,0.022951,0.022129,0.023812,0.0083,0.0080,0.0086,80,1.000,0.00e+00
g3_tmoe_s2_1e17,1e17,temporal,3,192,18,1,stale,own,one,all,1048576,1308,3.527458,1.2795,0.024569,0.023913,0.025282,0.0089,0.0087,0.0092,80,0.999,0.00e+00
g3_tmoe_s2_1e17,1e17,temporal,3,192,18,1,stale,inherit,one,all,1048576,1308,3.527458,1.2795,0.032327,0.031481,0.033150,0.0117,0.0114,0.0120,80,0.999,0.00e+00
g3_tmoe_s2_1e17,1e17,temporal,3,192,18,1,zero,-,one,all,1048576,1308,3.527458,1.2795,0.025151,0.024416,0.025940,0.0091,0.0089,0.0094,80,1.000,0.00e+00
g3_tmoe_s2_1e17,1e17,temporal,3,192,18,1,random,own,matched,L2,1048576,1308,3.527458,1.2795,0.017734,0.017030,0.018491,0.0064,0.0062,0.0067,16,3.000,0.00e+00
g3_tmoe_s2_1e17,1e17,temporal,3,192,18,1,random,own,matched,L3,1048576,1308,3.527458,1.2795,0.012766,0.012267,0.013280,0.0046,0.0044,0.0048,16,3.000,0.00e+00
g3_tmoe_s2_1e17,1e17,temporal,3,192,18,1,random,own,matched,L4,1048576,1308,3.527458,1.2795,0.013939,0.013412,0.014493,0.0051,0.0049,0.0053,16,3.000,0.00e+00
g3_tmoe_s2_1e17,1e17,temporal,3,192,18,1,random,own,matched,L5,1048576,1308,3.527458,1.2795,0.014835,0.014229,0.015438,0.0054,0.0052,0.0056,16,3.000,0.00e+00
g3_tmoe_s2_1e17,1e17,temporal,3,192,18,1,random,own,matched,L6,1048576,1308,3.527458,1.2795,0.017756,0.017189,0.018339,0.0064,0.0062,0.0067,16,3.000,0.00e+00
moe_coarse_1e19,1e19,full,1,64,6,1,random,own,matched,all,1048576,1322,3.156780,1.0600,0.122859,0.120397,0.125478,0.0413,0.0404,0.0421,416,1.000,0.00e+00
moe_coarse_1e19,1e19,full,1,64,6,1,random,inherit,matched,all,1048576,1322,3.156780,1.0600,0.225869,0.222413,0.229395,0.0758,0.0747,0.0770,416,1.000,0.00e+00
moe_coarse_1e19,1e19,full,1,64,6,1,nextbest,own,matched,all,1048576,1322,3.156780,1.0600,0.117098,0.114750,0.119586,0.0393,0.0385,0.0402,416,1.000,0.00e+00
moe_coarse_1e19,1e19,full,1,64,6,1,nextbest,inherit,matched,all,1048576,1322,3.156780,1.0600,0.178337,0.174980,0.181820,0.0599,0.0588,0.0611,416,1.000,0.00e+00
moe_coarse_1e19,1e19,full,1,64,6,1,stale,own,matched,all,1048576,1322,3.156780,1.0600,0.120635,0.118210,0.123351,0.0405,0.0397,0.0414,416,0.998,0.00e+00
moe_coarse_1e19,1e19,full,1,64,6,1,stale,inherit,matched,all,1048576,1322,3.156780,1.0600,0.222341,0.218954,0.225758,0.0747,0.0735,0.0758,416,0.998,0.00e+00
moe_coarse_1e19,1e19,full,1,64,6,1,zero,-,matched,all,1048576,1322,3.156780,1.0600,0.121331,0.118974,0.123724,0.0407,0.0400,0.0415,416,1.000,0.00e+00
moe_coarse_1e19,1e19,full,1,64,6,1,random,own,matched,L2,1048576,1322,3.156780,1.0600,0.005644,0.004773,0.006633,0.0019,0.0016,0.0022,32,1.000,0.00e+00
moe_coarse_1e19,1e19,full,1,64,6,1,random,own,matched,L3,1048576,1322,3.156780,1.0600,0.001671,0.001432,0.001919,0.0006,0.0005,0.0006,32,1.000,0.00e+00
moe_coarse_1e19,1e19,full,1,64,6,1,random,own,matched,L4,1048576,1322,3.156780,1.0600,0.002057,0.001855,0.002259,0.0007,0.0006,0.0008,32,1.000,0.00e+00
moe_coarse_1e19,1e19,full,1,64,6,1,random,own,matched,L5,1048576,1322,3.156780,1.0600,0.004104,0.003830,0.004397,0.0014,0.0013,0.0015,32,1.000,0.00e+00
moe_coarse_1e19,1e19,full,1,64,6,1,random,own,matched,L6,1048576,1322,3.156780,1.0600,0.004624,0.004350,0.004906,0.0016,0.0015,0.0016,32,1.000,0.00e+00
moe_coarse_1e19,1e19,full,1,64,6,1,random,own,matched,L7,1048576,1322,3.156780,1.0600,0.005808,0.005479,0.006151,0.0020,0.0018,0.0021,32,1.000,0.00e+00
moe_coarse_1e19,1e19,full,1,64,6,1,random,own,matched,L8,1048576,1322,3.156780,1.0600,0.005931,0.005627,0.006220,0.0020,0.0019,0.0021,32,1.000,0.00e+00
moe_coarse_1e19,1e19,full,1,64,6,1,random,own,matched,L9,1048576,1322,3.156780,1.0600,0.006363,0.006072,0.006669,0.0021,0.0020,0.0022,32,1.000,0.00e+00
moe_coarse_1e19,1e19,full,1,64,6,1,random,own,matched,L10,1048576,1322,3.156780,1.0600,0.007355,0.007059,0.007658,0.0025,0.0024,0.0026,32,1.000,0.00e+00
moe_coarse_1e19,1e19,full,1,64,6,1,random,own,matched,L11,1048576,1322,3.156780,1.0600,0.009635,0.009312,0.009954,0.0032,0.0031,0.0033,32,1.000,0.00e+00
moe_coarse_1e19,1e19,full,1,64,6,1,random,own,matched,L12,1048576,1322,3.156780,1.0600,0.012017,0.011625,0.012399,0.0040,0.0039,0.0042,32,1.000,0.00e+00
moe_coarse_1e19,1e19,full,1,64,6,1,random,own,matched,L13,1048576,1322,3.156780,1.0600,0.014842,0.014396,0.015312,0.0050,0.0048,0.0051,32,1.000,0.00e+00
moe_coarse_1e19,1e19,full,1,64,6,1,random,own,matched,L14,1048576,1322,3.156780,1.0600,0.020153,0.019556,0.020787,0.0068,0.0066,0.0070,32,1.000,0.00e+00
temporal_fine_g3_1e19,1e19,temporal,3,192,18,1,random,own,matched,all,1048576,1322,3.199766,1.0745,0.108507,0.106219,0.110947,0.0364,0.0357,0.0373,416,3.000,0.00e+00
temporal_fine_g3_1e19,1e19,temporal,3,192,18,1,random,inherit,matched,all,1048576,1322,3.199766,1.0745,0.119223,0.116846,0.121822,0.0400,0.0392,0.0409,416,3.000,0.00e+00
temporal_fine_g3_1e19,1e19,temporal,3,192,18,1,nextbest,own,matched,all,1048576,1322,3.199766,1.0745,0.098968,0.096623,0.101390,0.0332,0.0324,0.0340,416,3.000,0.00e+00
temporal_fine_g3_1e19,1e19,temporal,3,192,18,1,nextbest,inherit,matched,all,1048576,1322,3.199766,1.0745,0.097620,0.095256,0.100012,0.0328,0.0320,0.0336,416,3.000,0.00e+00
temporal_fine_g3_1e19,1e19,temporal,3,192,18,1,stale,own,matched,all,1048576,1322,3.199766,1.0745,0.030476,0.029567,0.031394,0.0102,0.0099,0.0105,416,0.999,0.00e+00
temporal_fine_g3_1e19,1e19,temporal,3,192,18,1,stale,inherit,matched,all,1048576,1322,3.199766,1.0745,0.035644,0.034728,0.036578,0.0120,0.0117,0.0123,416,0.999,0.00e+00
temporal_fine_g3_1e19,1e19,temporal,3,192,18,1,zero,-,matched,all,1048576,1322,3.199766,1.0745,0.109778,0.107407,0.112206,0.0369,0.0361,0.0377,416,3.000,0.00e+00
temporal_fine_g3_1e19,1e19,temporal,3,192,18,1,random,own,one,all,1048576,1322,3.199766,1.0745,0.032653,0.031680,0.033685,0.0110,0.0106,0.0113,416,1.000,0.00e+00
temporal_fine_g3_1e19,1e19,temporal,3,192,18,1,random,inherit,one,all,1048576,1322,3.199766,1.0745,0.037820,0.036742,0.038937,0.0127,0.0123,0.0131,416,1.000,0.00e+00
temporal_fine_g3_1e19,1e19,temporal,3,192,18,1,nextbest,own,one,all,1048576,1322,3.199766,1.0745,0.025128,0.024142,0.026189,0.0084,0.0081,0.0088,416,1.000,0.00e+00
temporal_fine_g3_1e19,1e19,temporal,3,192,18,1,nextbest,inherit,one,all,1048576,1322,3.199766,1.0745,0.032026,0.030921,0.033094,0.0108,0.0104,0.0111,416,1.000,0.00e+00
temporal_fine_g3_1e19,1e19,temporal,3,192,18,1,stale,own,one,all,1048576,1322,3.199766,1.0745,0.031303,0.030372,0.032264,0.0105,0.0102,0.0108,416,0.999,0.00e+00
temporal_fine_g3_1e19,1e19,temporal,3,192,18,1,stale,inherit,one,all,1048576,1322,3.199766,1.0745,0.037303,0.036279,0.038336,0.0125,0.0122,0.0129,416,0.999,0.00e+00
temporal_fine_g3_1e19,1e19,temporal,3,192,18,1,zero,-,one,all,1048576,1322,3.199766,1.0745,0.032901,0.031915,0.033943,0.0110,0.0107,0.0114,416,1.000,0.00e+00
temporal_fine_g3_1e19,1e19,temporal,3,192,18,1,random,own,matched,L2,1048576,1322,3.199766,1.0745,0.011144,0.010137,0.012134,0.0037,0.0034,0.0041,32,3.000,0.00e+00
temporal_fine_g3_1e19,1e19,temporal,3,192,18,1,random,own,matched,L3,1048576,1322,3.199766,1.0745,0.009233,0.008597,0.009933,0.0031,0.0029,0.0033,32,3.000,0.00e+00
temporal_fine_g3_1e19,1e19,temporal,3,192,18,1,random,own,matched,L4,1048576,1322,3.199766,1.0745,0.003838,0.003435,0.004209,0.0013,0.0012,0.0014,32,3.000,0.00e+00
temporal_fine_g3_1e19,1e19,temporal,3,192,18,1,random,own,matched,L5,1048576,1322,3.199766,1.0745,0.003580,0.003206,0.003958,0.0012,0.0011,0.0013,32,3.000,0.00e+00
temporal_fine_g3_1e19,1e19,temporal,3,192,18,1,random,own,matched,L6,1048576,1322,3.199766,1.0745,0.003375,0.003036,0.003703,0.0011,0.0010,0.0012,32,3.000,0.00e+00
temporal_fine_g3_1e19,1e19,temporal,3,192,18,1,random,own,matched,L7,1048576,1322,3.199766,1.0745,0.004179,0.003804,0.004576,0.0014,0.0013,0.0015,32,3.000,0.00e+00
temporal_fine_g3_1e19,1e19,temporal,3,192,18,1,random,own,matched,L8,1048576,1322,3.199766,1.0745,0.004243,0.003936,0.004550,0.0014,0.0013,0.0015,32,3.000,0.00e+00
temporal_fine_g3_1e19,1e19,temporal,3,192,18,1,random,own,matched,L9,1048576,1322,3.199766,1.0745,0.004610,0.004306,0.004913,0.0015,0.0014,0.0016,32,3.000,0.00e+00
temporal_fine_g3_1e19,1e19,temporal,3,192,18,1,random,own,matched,L10,1048576,1322,3.199766,1.0745,0.005128,0.004811,0.005462,0.0017,0.0016,0.0018,32,3.000,0.00e+00
temporal_fine_g3_1e19,1e19,temporal,3,192,18,1,random,own,matched,L11,1048576,1322,3.199766,1.0745,0.007516,0.007142,0.007877,0.0025,0.0024,0.0026,32,3.000,0.00e+00
temporal_fine_g3_1e19,1e19,temporal,3,192,18,1,random,own,matched,L12,1048576,1322,3.199766,1.0745,0.010109,0.009728,0.010494,0.0034,0.0033,0.0035,32,3.000,0.00e+00
temporal_fine_g3_1e19,1e19,temporal,3,192,18,1,random,own,matched,L13,1048576,1322,3.199766,1.0745,0.011330,0.010915,0.011751,0.0038,0.0037,0.0039,32,3.000,0.00e+00
temporal_fine_g3_1e19,1e19,temporal,3,192,18,1,random,own,matched,L14,1048576,1322,3.199766,1.0745,0.016027,0.015485,0.016576,0.0054,0.0052,0.0056,32,3.000,0.00e+00
flame38m_g1_temporal-minus-flame38m_g1_moe,1e18,pair,1,64,6,1,random,own,matched,all,1048576,1322,,,-0.022767,-0.024519,-0.021149,-0.0076,-0.0082,-0.0071,,,
flame38m_g1_temporal-minus-flame38m_g1_moe,1e18,pair,1,64,6,1,random,inherit,matched,all,1048576,1322,,,-0.120573,-0.122733,-0.118429,-0.0405,-0.0412,-0.0398,,,
flame38m_g1_temporal-minus-flame38m_g1_moe,1e18,pair,1,64,6,1,nextbest,own,matched,all,1048576,1322,,,-0.028053,-0.029645,-0.026438,-0.0094,-0.0100,-0.0089,,,
flame38m_g1_temporal-minus-flame38m_g1_moe,1e18,pair,1,64,6,1,nextbest,inherit,matched,all,1048576,1322,,,-0.084081,-0.086059,-0.082112,-0.0282,-0.0289,-0.0276,,,
flame38m_g1_temporal-minus-flame38m_g1_moe,1e18,pair,1,64,6,1,stale,own,matched,all,1048576,1322,,,-0.022299,-0.023881,-0.020569,-0.0075,-0.0080,-0.0069,,,
flame38m_g1_temporal-minus-flame38m_g1_moe,1e18,pair,1,64,6,1,stale,inherit,matched,all,1048576,1322,,,-0.115538,-0.117816,-0.113277,-0.0388,-0.0396,-0.0380,,,
flame38m_g1_temporal-minus-flame38m_g1_moe,1e18,pair,1,64,6,1,zero,-,matched,all,1048576,1322,,,-0.019917,-0.021685,-0.018147,-0.0067,-0.0073,-0.0061,,,
flame38m_g1_temporal-minus-flame38m_g1_moe,1e18,pair,1,64,6,1,random,own,matched,L2,1048576,1322,,,-0.003102,-0.003822,-0.002336,-0.0010,-0.0013,-0.0008,,,
flame38m_g1_temporal-minus-flame38m_g1_moe,1e18,pair,1,64,6,1,random,own,matched,L3,1048576,1322,,,0.002906,0.002143,0.003616,0.0010,0.0007,0.0012,,,
flame38m_g1_temporal-minus-flame38m_g1_moe,1e18,pair,1,64,6,1,random,own,matched,L4,1048576,1322,,,-0.003005,-0.003655,-0.002380,-0.0010,-0.0012,-0.0008,,,
flame38m_g1_temporal-minus-flame38m_g1_moe,1e18,pair,1,64,6,1,random,own,matched,L5,1048576,1322,,,-0.004476,-0.005043,-0.003954,-0.0015,-0.0017,-0.0013,,,
flame38m_g1_temporal-minus-flame38m_g1_moe,1e18,pair,1,64,6,1,random,own,matched,L6,1048576,1322,,,-0.005301,-0.005827,-0.004791,-0.0018,-0.0020,-0.0016,,,
flame38m_g1_temporal-minus-flame38m_g1_moe,1e18,pair,1,64,6,1,random,own,matched,L7,1048576,1322,,,-0.003233,-0.003747,-0.002726,-0.0011,-0.0013,-0.0009,,,
flame38m_g1_temporal-minus-flame38m_g1_moe,1e18,pair,1,64,6,1,random,own,matched,L8,1048576,1322,,,-0.000489,-0.000975,0.000001,-0.0002,-0.0003,0.0000,,,
flame38m_g1_temporal-minus-flame38m_g1_moe,1e18,pair,1,64,6,1,random,own,matched,L9,1048576,1322,,,-0.002416,-0.002952,-0.001884,-0.0008,-0.0010,-0.0006,,,
flame38m_g1_temporal_s2-minus-flame38m_g1_moe_s2,1e18,pair,1,64,6,2,random,own,matched,all,1048576,1322,,,-0.025495,-0.027350,-0.023562,-0.0086,-0.0092,-0.0079,,,
flame38m_g1_temporal_s2-minus-flame38m_g1_moe_s2,1e18,pair,1,64,6,2,random,inherit,matched,all,1048576,1322,,,-0.123102,-0.125430,-0.120714,-0.0413,-0.0421,-0.0405,,,
flame38m_g1_temporal_s2-minus-flame38m_g1_moe_s2,1e18,pair,1,64,6,2,nextbest,own,matched,all,1048576,1322,,,-0.031676,-0.033531,-0.029747,-0.0106,-0.0113,-0.0100,,,
flame38m_g1_temporal_s2-minus-flame38m_g1_moe_s2,1e18,pair,1,64,6,2,nextbest,inherit,matched,all,1048576,1322,,,-0.092575,-0.094715,-0.090449,-0.0311,-0.0318,-0.0304,,,
flame38m_g1_temporal_s2-minus-flame38m_g1_moe_s2,1e18,pair,1,64,6,2,stale,own,matched,all,1048576,1322,,,-0.026826,-0.028539,-0.025111,-0.0090,-0.0096,-0.0084,,,
flame38m_g1_temporal_s2-minus-flame38m_g1_moe_s2,1e18,pair,1,64,6,2,stale,inherit,matched,all,1048576,1322,,,-0.119185,-0.121438,-0.116895,-0.0400,-0.0408,-0.0393,,,
flame38m_g1_temporal_s2-minus-flame38m_g1_moe_s2,1e18,pair,1,64,6,2,zero,-,matched,all,1048576,1322,,,-0.023650,-0.025390,-0.021898,-0.0079,-0.0085,-0.0074,,,
flame38m_g1_temporal_s2-minus-flame38m_g1_moe_s2,1e18,pair,1,64,6,2,random,own,matched,L2,1048576,1322,,,0.003176,0.002350,0.004088,0.0011,0.0008,0.0014,,,
flame38m_g1_temporal_s2-minus-flame38m_g1_moe_s2,1e18,pair,1,64,6,2,random,own,matched,L3,1048576,1322,,,0.001785,0.001053,0.002493,0.0006,0.0004,0.0008,,,
flame38m_g1_temporal_s2-minus-flame38m_g1_moe_s2,1e18,pair,1,64,6,2,random,own,matched,L4,1048576,1322,,,-0.002155,-0.002827,-0.001483,-0.0007,-0.0009,-0.0005,,,
flame38m_g1_temporal_s2-minus-flame38m_g1_moe_s2,1e18,pair,1,64,6,2,random,own,matched,L5,1048576,1322,,,-0.006894,-0.007448,-0.006326,-0.0023,-0.0025,-0.0021,,,
flame38m_g1_temporal_s2-minus-flame38m_g1_moe_s2,1e18,pair,1,64,6,2,random,own,matched,L6,1048576,1322,,,-0.006593,-0.007154,-0.006014,-0.0022,-0.0024,-0.0020,,,
flame38m_g1_temporal_s2-minus-flame38m_g1_moe_s2,1e18,pair,1,64,6,2,random,own,matched,L7,1048576,1322,,,-0.003886,-0.004412,-0.003373,-0.0013,-0.0015,-0.0011,,,
flame38m_g1_temporal_s2-minus-flame38m_g1_moe_s2,1e18,pair,1,64,6,2,random,own,matched,L8,1048576,1322,,,-0.004086,-0.004607,-0.003532,-0.0014,-0.0015,-0.0012,,,
flame38m_g1_temporal_s2-minus-flame38m_g1_moe_s2,1e18,pair,1,64,6,2,random,own,matched,L9,1048576,1322,,,-0.004241,-0.004852,-0.003642,-0.0014,-0.0016,-0.0012,,,
flame38m_g1_temporal_s3-minus-flame38m_g1_moe_s3,1e18,pair,1,64,6,3,random,own,matched,all,1048576,1322,,,-0.025630,-0.027350,-0.023896,-0.0086,-0.0092,-0.0080,,,
flame38m_g1_temporal_s3-minus-flame38m_g1_moe_s3,1e18,pair,1,64,6,3,random,inherit,matched,all,1048576,1322,,,-0.106666,-0.108873,-0.104293,-0.0358,-0.0366,-0.0350,,,
flame38m_g1_temporal_s3-minus-flame38m_g1_moe_s3,1e18,pair,1,64,6,3,nextbest,own,matched,all,1048576,1322,,,-0.032106,-0.033878,-0.030321,-0.0108,-0.0114,-0.0102,,,
flame38m_g1_temporal_s3-minus-flame38m_g1_moe_s3,1e18,pair,1,64,6,3,nextbest,inherit,matched,all,1048576,1322,,,-0.083898,-0.086029,-0.081609,-0.0282,-0.0289,-0.0274,,,
flame38m_g1_temporal_s3-minus-flame38m_g1_moe_s3,1e18,pair,1,64,6,3,stale,own,matched,all,1048576,1322,,,-0.025507,-0.027143,-0.023850,-0.0086,-0.0091,-0.0080,,,
flame38m_g1_temporal_s3-minus-flame38m_g1_moe_s3,1e18,pair,1,64,6,3,stale,inherit,matched,all,1048576,1322,,,-0.102602,-0.104926,-0.100375,-0.0345,-0.0352,-0.0337,,,
flame38m_g1_temporal_s3-minus-flame38m_g1_moe_s3,1e18,pair,1,64,6,3,zero,-,matched,all,1048576,1322,,,-0.022511,-0.024272,-0.020725,-0.0076,-0.0082,-0.0070,,,
flame38m_g1_temporal_s3-minus-flame38m_g1_moe_s3,1e18,pair,1,64,6,3,random,own,matched,L2,1048576,1322,,,-0.005559,-0.006459,-0.004598,-0.0019,-0.0022,-0.0015,,,
flame38m_g1_temporal_s3-minus-flame38m_g1_moe_s3,1e18,pair,1,64,6,3,random,own,matched,L3,1048576,1322,,,0.000053,-0.000639,0.000783,0.0000,-0.0002,0.0003,,,
flame38m_g1_temporal_s3-minus-flame38m_g1_moe_s3,1e18,pair,1,64,6,3,random,own,matched,L4,1048576,1322,,,-0.006875,-0.007499,-0.006219,-0.0023,-0.0025,-0.0021,,,
flame38m_g1_temporal_s3-minus-flame38m_g1_moe_s3,1e18,pair,1,64,6,3,random,own,matched,L5,1048576,1322,,,-0.003738,-0.004320,-0.003171,-0.0013,-0.0015,-0.0011,,,
flame38m_g1_temporal_s3-minus-flame38m_g1_moe_s3,1e18,pair,1,64,6,3,random,own,matched,L6,1048576,1322,,,-0.002835,-0.003299,-0.002350,-0.0010,-0.0011,-0.0008,,,
flame38m_g1_temporal_s3-minus-flame38m_g1_moe_s3,1e18,pair,1,64,6,3,random,own,matched,L7,1048576,1322,,,-0.002455,-0.002932,-0.001983,-0.0008,-0.0010,-0.0007,,,
flame38m_g1_temporal_s3-minus-flame38m_g1_moe_s3,1e18,pair,1,64,6,3,random,own,matched,L8,1048576,1322,,,-0.002865,-0.003350,-0.002349,-0.0010,-0.0011,-0.0008,,,
flame38m_g1_temporal_s3-minus-flame38m_g1_moe_s3,1e18,pair,1,64,6,3,random,own,matched,L9,1048576,1322,,,0.003430,0.002699,0.004206,0.0012,0.0009,0.0014,,,
flame38m_g3_temporal-minus-flame38m_g3_moe,1e18,pair,3,192,18,1,random,own,matched,all,1048576,1322,,,-0.022011,-0.023499,-0.020418,-0.0074,-0.0079,-0.0069,,,
flame38m_g3_temporal-minus-flame38m_g3_moe,1e18,pair,3,192,18,1,random,inherit,matched,all,1048576,1322,,,-0.063170,-0.064761,-0.061536,-0.0212,-0.0217,-0.0207,,,
flame38m_g3_temporal-minus-flame38m_g3_moe,1e18,pair,3,192,18,1,nextbest,own,matched,all,1048576,1322,,,-0.014330,-0.015869,-0.012739,-0.0048,-0.0053,-0.0043,,,
flame38m_g3_temporal-minus-flame38m_g3_moe,1e18,pair,3,192,18,1,nextbest,inherit,matched,all,1048576,1322,,,-0.055062,-0.056601,-0.053486,-0.0185,-0.0190,-0.0180,,,
flame38m_g3_temporal-minus-flame38m_g3_moe,1e18,pair,3,192,18,1,stale,own,matched,all,1048576,1322,,,-0.079917,-0.081235,-0.078563,-0.0268,-0.0273,-0.0264,,,
flame38m_g3_temporal-minus-flame38m_g3_moe,1e18,pair,3,192,18,1,stale,inherit,matched,all,1048576,1322,,,-0.128186,-0.129926,-0.126485,-0.0430,-0.0436,-0.0425,,,
flame38m_g3_temporal-minus-flame38m_g3_moe,1e18,pair,3,192,18,1,zero,-,matched,all,1048576,1322,,,-0.022417,-0.023980,-0.020810,-0.0075,-0.0081,-0.0070,,,
flame38m_g3_temporal-minus-flame38m_g3_moe,1e18,pair,3,192,18,1,random,own,one,all,1048576,1322,,,-0.004239,-0.005051,-0.003453,-0.0014,-0.0017,-0.0012,,,
flame38m_g3_temporal-minus-flame38m_g3_moe,1e18,pair,3,192,18,1,random,inherit,one,all,1048576,1322,,,-0.019516,-0.020493,-0.018511,-0.0066,-0.0069,-0.0062,,,
flame38m_g3_temporal-minus-flame38m_g3_moe,1e18,pair,3,192,18,1,nextbest,own,one,all,1048576,1322,,,-0.007352,-0.008287,-0.006452,-0.0025,-0.0028,-0.0022,,,
flame38m_g3_temporal-minus-flame38m_g3_moe,1e18,pair,3,192,18,1,nextbest,inherit,one,all,1048576,1322,,,-0.020131,-0.021080,-0.019218,-0.0068,-0.0071,-0.0065,,,
flame38m_g3_temporal-minus-flame38m_g3_moe,1e18,pair,3,192,18,1,stale,own,one,all,1048576,1322,,,-0.005157,-0.005997,-0.004314,-0.0017,-0.0020,-0.0014,,,
flame38m_g3_temporal-minus-flame38m_g3_moe,1e18,pair,3,192,18,1,stale,inherit,one,all,1048576,1322,,,-0.019665,-0.020639,-0.018650,-0.0066,-0.0069,-0.0063,,,
flame38m_g3_temporal-minus-flame38m_g3_moe,1e18,pair,3,192,18,1,zero,-,one,all,1048576,1322,,,-0.004962,-0.005783,-0.004152,-0.0017,-0.0019,-0.0014,,,
flame38m_g3_temporal-minus-flame38m_g3_moe,1e18,pair,3,192,18,1,random,own,matched,L2,1048576,1322,,,-0.008454,-0.009151,-0.007733,-0.0028,-0.0031,-0.0026,,,
flame38m_g3_temporal-minus-flame38m_g3_moe,1e18,pair,3,192,18,1,random,own,matched,L3,1048576,1322,,,0.000541,-0.000247,0.001300,0.0002,-0.0001,0.0004,,,
flame38m_g3_temporal-minus-flame38m_g3_moe,1e18,pair,3,192,18,1,random,own,matched,L4,1048576,1322,,,-0.002394,-0.003043,-0.001765,-0.0008,-0.0010,-0.0006,,,
flame38m_g3_temporal-minus-flame38m_g3_moe,1e18,pair,3,192,18,1,random,own,matched,L5,1048576,1322,,,-0.003487,-0.004010,-0.002981,-0.0012,-0.0013,-0.0010,,,
flame38m_g3_temporal-minus-flame38m_g3_moe,1e18,pair,3,192,18,1,random,own,matched,L6,1048576,1322,,,-0.003188,-0.003626,-0.002755,-0.0011,-0.0012,-0.0009,,,
flame38m_g3_temporal-minus-flame38m_g3_moe,1e18,pair,3,192,18,1,random,own,matched,L7,1048576,1322,,,-0.002207,-0.002638,-0.001795,-0.0007,-0.0009,-0.0006,,,
flame38m_g3_temporal-minus-flame38m_g3_moe,1e18,pair,3,192,18,1,random,own,matched,L8,1048576,1322,,,-0.002818,-0.003238,-0.002394,-0.0009,-0.0011,-0.0008,,,
flame38m_g3_temporal-minus-flame38m_g3_moe,1e18,pair,3,192,18,1,random,own,matched,L9,1048576,1322,,,0.000574,0.000106,0.001080,0.0002,0.0000,0.0004,,,
flame38m_g3_temporal_s2-minus-flame38m_g3_moe_s2,1e18,pair,3,192,18,2,random,own,matched,all,1048576,1322,,,-0.024658,-0.026120,-0.023180,-0.0083,-0.0088,-0.0078,,,
flame38m_g3_temporal_s2-minus-flame38m_g3_moe_s2,1e18,pair,3,192,18,2,random,inherit,matched,all,1048576,1322,,,-0.066361,-0.068123,-0.064455,-0.0223,-0.0229,-0.0216,,,
flame38m_g3_temporal_s2-minus-flame38m_g3_moe_s2,1e18,pair,3,192,18,2,nextbest,own,matched,all,1048576,1322,,,-0.018884,-0.020448,-0.017260,-0.0063,-0.0069,-0.0058,,,
flame38m_g3_temporal_s2-minus-flame38m_g3_moe_s2,1e18,pair,3,192,18,2,nextbest,inherit,matched,all,1048576,1322,,,-0.057193,-0.058847,-0.055483,-0.0192,-0.0198,-0.0186,,,
