# substitution tolerance: per-token CE delta (arm minus unperturbed) on cached test micro-batches; BPB = CE/2.9780 (pythia-50k runs) or CE/2.7568 (tok16k 1e17); 95% percentile bootstrap over documents, 2000 resamples; producer analysis/residency/substitution_tolerance.py from analysis/probes/substitution_eval.py .npz records
run,budget,regime,grain,experts,topk,seed,condition,gate,fraction,layer,n_tokens,n_docs,ref_ce,ref_bpb,delta_ce,delta_ce_lo95,delta_ce_hi95,delta_bpb,delta_bpb_lo95,delta_bpb_hi95,hook_calls,subs_per_token_layer,replay_drift
flame38m_g3_moe_s2,1e18,full,3,192,18,2,zero,-,one,all,1048576,1322,4.039222,1.3564,0.032054,0.031450,0.032663,0.0108,0.0106,0.0110,128,1.000,0.00e+00
flame38m_g3_moe_s2,1e18,full,3,192,18,2,random,own,matched,L2,1048576,1322,4.039222,1.3564,0.010795,0.010383,0.011214,0.0036,0.0035,0.0038,16,3.000,0.00e+00
flame38m_g3_moe_s2,1e18,full,3,192,18,2,random,own,matched,L3,1048576,1322,4.039222,1.3564,0.017354,0.016855,0.017851,0.0058,0.0057,0.0060,16,3.000,0.00e+00
flame38m_g3_moe_s2,1e18,full,3,192,18,2,random,own,matched,L4,1048576,1322,4.039222,1.3564,0.014634,0.014233,0.015049,0.0049,0.0048,0.0051,16,3.000,0.00e+00
flame38m_g3_moe_s2,1e18,full,3,192,18,2,random,own,matched,L5,1048576,1322,4.039222,1.3564,0.012099,0.011722,0.012473,0.0041,0.0039,0.0042,16,3.000,0.00e+00
flame38m_g3_moe_s2,1e18,full,3,192,18,2,random,own,matched,L6,1048576,1322,4.039222,1.3564,0.010693,0.010356,0.011021,0.0036,0.0035,0.0037,16,3.000,0.00e+00
flame38m_g3_moe_s2,1e18,full,3,192,18,2,random,own,matched,L7,1048576,1322,4.039222,1.3564,0.010715,0.010356,0.011059,0.0036,0.0035,0.0037,16,3.000,0.00e+00
flame38m_g3_moe_s2,1e18,full,3,192,18,2,random,own,matched,L8,1048576,1322,4.039222,1.3564,0.012504,0.012145,0.012859,0.0042,0.0041,0.0043,16,3.000,0.00e+00
flame38m_g3_moe_s2,1e18,full,3,192,18,2,random,own,matched,L9,1048576,1322,4.039222,1.3564,0.013220,0.012811,0.013621,0.0044,0.0043,0.0046,16,3.000,0.00e+00
flame38m_g3_moe_s3,1e18,full,3,192,18,3,random,own,matched,all,1048576,1322,4.035630,1.3551,0.107873,0.106572,0.109230,0.0362,0.0358,0.0367,128,3.000,0.00e+00
flame38m_g3_moe_s3,1e18,full,3,192,18,3,random,inherit,matched,all,1048576,1322,4.035630,1.3551,0.162732,0.160815,0.164606,0.0546,0.0540,0.0553,128,3.000,0.00e+00
flame38m_g3_moe_s3,1e18,full,3,192,18,3,nextbest,own,matched,all,1048576,1322,4.035630,1.3551,0.099623,0.098200,0.101028,0.0335,0.0330,0.0339,128,3.000,0.00e+00
flame38m_g3_moe_s3,1e18,full,3,192,18,3,nextbest,inherit,matched,all,1048576,1322,4.035630,1.3551,0.133682,0.131966,0.135401,0.0449,0.0443,0.0455,128,3.000,0.00e+00
flame38m_g3_moe_s3,1e18,full,3,192,18,3,stale,own,matched,all,1048576,1322,4.035630,1.3551,0.107109,0.105653,0.108594,0.0360,0.0355,0.0365,128,2.997,0.00e+00
flame38m_g3_moe_s3,1e18,full,3,192,18,3,stale,inherit,matched,all,1048576,1322,4.035630,1.3551,0.161463,0.159509,0.163401,0.0542,0.0536,0.0549,128,2.997,0.00e+00
flame38m_g3_moe_s3,1e18,full,3,192,18,3,zero,-,matched,all,1048576,1322,4.035630,1.3551,0.110362,0.108825,0.111927,0.0371,0.0365,0.0376,128,3.000,0.00e+00
flame38m_g3_moe_s3,1e18,full,3,192,18,3,random,own,one,all,1048576,1322,4.035630,1.3551,0.031489,0.030845,0.032132,0.0106,0.0104,0.0108,128,1.000,0.00e+00
flame38m_g3_moe_s3,1e18,full,3,192,18,3,random,inherit,one,all,1048576,1322,4.035630,1.3551,0.053361,0.052527,0.054237,0.0179,0.0176,0.0182,128,1.000,0.00e+00
flame38m_g3_moe_s3,1e18,full,3,192,18,3,nextbest,own,one,all,1048576,1322,4.035630,1.3551,0.030180,0.029515,0.030816,0.0101,0.0099,0.0103,128,1.000,0.00e+00
flame38m_g3_moe_s3,1e18,full,3,192,18,3,nextbest,inherit,one,all,1048576,1322,4.035630,1.3551,0.046387,0.045581,0.047232,0.0156,0.0153,0.0159,128,1.000,0.00e+00
flame38m_g3_moe_s3,1e18,full,3,192,18,3,stale,own,one,all,1048576,1322,4.035630,1.3551,0.031418,0.030823,0.032026,0.0105,0.0104,0.0108,128,0.999,0.00e+00
flame38m_g3_moe_s3,1e18,full,3,192,18,3,stale,inherit,one,all,1048576,1322,4.035630,1.3551,0.053463,0.052628,0.054368,0.0180,0.0177,0.0183,128,0.999,0.00e+00
flame38m_g3_moe_s3,1e18,full,3,192,18,3,zero,-,one,all,1048576,1322,4.035630,1.3551,0.031650,0.031035,0.032262,0.0106,0.0104,0.0108,128,1.000,0.00e+00
flame38m_g3_moe_s3,1e18,full,3,192,18,3,random,own,matched,L2,1048576,1322,4.035630,1.3551,0.019283,0.018724,0.019832,0.0065,0.0063,0.0067,16,3.000,0.00e+00
flame38m_g3_moe_s3,1e18,full,3,192,18,3,random,own,matched,L3,1048576,1322,4.035630,1.3551,0.017176,0.016685,0.017680,0.0058,0.0056,0.0059,16,3.000,0.00e+00
flame38m_g3_moe_s3,1e18,full,3,192,18,3,random,own,matched,L4,1048576,1322,4.035630,1.3551,0.013821,0.013419,0.014221,0.0046,0.0045,0.0048,16,3.000,0.00e+00
flame38m_g3_moe_s3,1e18,full,3,192,18,3,random,own,matched,L5,1048576,1322,4.035630,1.3551,0.013191,0.012814,0.013586,0.0044,0.0043,0.0046,16,3.000,0.00e+00
flame38m_g3_moe_s3,1e18,full,3,192,18,3,random,own,matched,L6,1048576,1322,4.035630,1.3551,0.010920,0.010570,0.011279,0.0037,0.0035,0.0038,16,3.000,0.00e+00
flame38m_g3_moe_s3,1e18,full,3,192,18,3,random,own,matched,L7,1048576,1322,4.035630,1.3551,0.009144,0.008834,0.009450,0.0031,0.0030,0.0032,16,3.000,0.00e+00
flame38m_g3_moe_s3,1e18,full,3,192,18,3,random,own,matched,L8,1048576,1322,4.035630,1.3551,0.008907,0.008608,0.009196,0.0030,0.0029,0.0031,16,3.000,0.00e+00
flame38m_g3_moe_s3,1e18,full,3,192,18,3,random,own,matched,L9,1048576,1322,4.035630,1.3551,0.008274,0.007901,0.008703,0.0028,0.0027,0.0029,16,3.000,0.00e+00
flame38m_g3_temporal,1e18,temporal,3,192,18,1,random,own,matched,all,1048576,1322,3.997139,1.3422,0.085762,0.084297,0.087301,0.0288,0.0283,0.0293,128,3.000,0.00e+00
flame38m_g3_temporal,1e18,temporal,3,192,18,1,random,inherit,matched,all,1048576,1322,3.997139,1.3422,0.098743,0.097169,0.100412,0.0332,0.0326,0.0337,128,3.000,0.00e+00
flame38m_g3_temporal,1e18,temporal,3,192,18,1,nextbest,own,matched,all,1048576,1322,3.997139,1.3422,0.086104,0.084430,0.087835,0.0289,0.0284,0.0295,128,3.000,0.00e+00
flame38m_g3_temporal,1e18,temporal,3,192,18,1,nextbest,inherit,matched,all,1048576,1322,3.997139,1.3422,0.079423,0.077745,0.081035,0.0267,0.0261,0.0272,128,3.000,0.00e+00
flame38m_g3_temporal,1e18,temporal,3,192,18,1,stale,own,matched,all,1048576,1322,3.997139,1.3422,0.026730,0.026007,0.027448,0.0090,0.0087,0.0092,128,0.999,0.00e+00
flame38m_g3_temporal,1e18,temporal,3,192,18,1,stale,inherit,matched,all,1048576,1322,3.997139,1.3422,0.035258,0.034499,0.036068,0.0118,0.0116,0.0121,128,0.999,0.00e+00
flame38m_g3_temporal,1e18,temporal,3,192,18,1,zero,-,matched,all,1048576,1322,3.997139,1.3422,0.088531,0.086940,0.090127,0.0297,0.0292,0.0303,128,3.000,0.00e+00
flame38m_g3_temporal,1e18,temporal,3,192,18,1,random,own,one,all,1048576,1322,3.997139,1.3422,0.027149,0.026454,0.027846,0.0091,0.0089,0.0094,128,1.000,0.00e+00
flame38m_g3_temporal,1e18,temporal,3,192,18,1,random,inherit,one,all,1048576,1322,3.997139,1.3422,0.033656,0.032916,0.034369,0.0113,0.0111,0.0115,128,1.000,0.00e+00
flame38m_g3_temporal,1e18,temporal,3,192,18,1,nextbest,own,one,all,1048576,1322,3.997139,1.3422,0.022794,0.021981,0.023611,0.0077,0.0074,0.0079,128,1.000,0.00e+00
flame38m_g3_temporal,1e18,temporal,3,192,18,1,nextbest,inherit,one,all,1048576,1322,3.997139,1.3422,0.026144,0.025420,0.026880,0.0088,0.0085,0.0090,128,1.000,0.00e+00
flame38m_g3_temporal,1e18,temporal,3,192,18,1,stale,own,one,all,1048576,1322,3.997139,1.3422,0.026109,0.025392,0.026772,0.0088,0.0085,0.0090,128,0.999,0.00e+00
flame38m_g3_temporal,1e18,temporal,3,192,18,1,stale,inherit,one,all,1048576,1322,3.997139,1.3422,0.034193,0.033420,0.034958,0.0115,0.0112,0.0117,128,0.999,0.00e+00
flame38m_g3_temporal,1e18,temporal,3,192,18,1,zero,-,one,all,1048576,1322,3.997139,1.3422,0.026971,0.026283,0.027671,0.0091,0.0088,0.0093,128,1.000,0.00e+00
flame38m_g3_temporal,1e18,temporal,3,192,18,1,random,own,matched,L2,1048576,1322,3.997139,1.3422,0.008339,0.007816,0.008855,0.0028,0.0026,0.0030,16,3.000,0.00e+00
flame38m_g3_temporal,1e18,temporal,3,192,18,1,random,own,matched,L3,1048576,1322,3.997139,1.3422,0.019183,0.018591,0.019803,0.0064,0.0062,0.0066,16,3.000,0.00e+00
flame38m_g3_temporal,1e18,temporal,3,192,18,1,random,own,matched,L4,1048576,1322,3.997139,1.3422,0.011422,0.010970,0.011900,0.0038,0.0037,0.0040,16,3.000,0.00e+00
flame38m_g3_temporal,1e18,temporal,3,192,18,1,random,own,matched,L5,1048576,1322,3.997139,1.3422,0.008254,0.007875,0.008642,0.0028,0.0026,0.0029,16,3.000,0.00e+00
flame38m_g3_temporal,1e18,temporal,3,192,18,1,random,own,matched,L6,1048576,1322,3.997139,1.3422,0.007642,0.007308,0.007989,0.0026,0.0025,0.0027,16,3.000,0.00e+00
flame38m_g3_temporal,1e18,temporal,3,192,18,1,random,own,matched,L7,1048576,1322,3.997139,1.3422,0.006877,0.006555,0.007218,0.0023,0.0022,0.0024,16,3.000,0.00e+00
flame38m_g3_temporal,1e18,temporal,3,192,18,1,random,own,matched,L8,1048576,1322,3.997139,1.3422,0.007023,0.006731,0.007328,0.0024,0.0023,0.0025,16,3.000,0.00e+00
flame38m_g3_temporal,1e18,temporal,3,192,18,1,random,own,matched,L9,1048576,1322,3.997139,1.3422,0.011676,0.011269,0.012121,0.0039,0.0038,0.0041,16,3.000,0.00e+00
flame38m_g3_temporal_s2,1e18,temporal,3,192,18,2,random,own,matched,all,1048576,1322,3.994921,1.3415,0.084591,0.083098,0.085958,0.0284,0.0279,0.0289,128,3.000,0.00e+00
flame38m_g3_temporal_s2,1e18,temporal,3,192,18,2,random,inherit,matched,all,1048576,1322,3.994921,1.3415,0.098191,0.096616,0.099828,0.0330,0.0324,0.0335,128,3.000,0.00e+00
flame38m_g3_temporal_s2,1e18,temporal,3,192,18,2,nextbest,own,matched,all,1048576,1322,3.994921,1.3415,0.082980,0.081392,0.084640,0.0279,0.0273,0.0284,128,3.000,0.00e+00
flame38m_g3_temporal_s2,1e18,temporal,3,192,18,2,nextbest,inherit,matched,all,1048576,1322,3.994921,1.3415,0.076878,0.075326,0.078535,0.0258,0.0253,0.0264,128,3.000,0.00e+00
flame38m_g3_temporal_s2,1e18,temporal,3,192,18,2,stale,own,matched,all,1048576,1322,3.994921,1.3415,0.026313,0.025572,0.027022,0.0088,0.0086,0.0091,128,0.999,0.00e+00
flame38m_g3_temporal_s2,1e18,temporal,3,192,18,2,stale,inherit,matched,all,1048576,1322,3.994921,1.3415,0.034495,0.033659,0.035337,0.0116,0.0113,0.0119,128,0.999,0.00e+00
flame38m_g3_temporal_s2,1e18,temporal,3,192,18,2,zero,-,matched,all,1048576,1322,3.994921,1.3415,0.088266,0.086780,0.089734,0.0296,0.0291,0.0301,128,3.000,0.00e+00
flame38m_g3_temporal_s2,1e18,temporal,3,192,18,2,random,own,one,all,1048576,1322,3.994921,1.3415,0.026410,0.025721,0.027092,0.0089,0.0086,0.0091,128,1.000,0.00e+00
flame38m_g3_temporal_s2,1e18,temporal,3,192,18,2,random,inherit,one,all,1048576,1322,3.994921,1.3415,0.033077,0.032312,0.033834,0.0111,0.0109,0.0114,128,1.000,0.00e+00
flame38m_g3_temporal_s2,1e18,temporal,3,192,18,2,nextbest,own,one,all,1048576,1322,3.994921,1.3415,0.021937,0.021114,0.022764,0.0074,0.0071,0.0076,128,1.000,0.00e+00
flame38m_g3_temporal_s2,1e18,temporal,3,192,18,2,nextbest,inherit,one,all,1048576,1322,3.994921,1.3415,0.025468,0.024694,0.026209,0.0086,0.0083,0.0088,128,1.000,0.00e+00
flame38m_g3_temporal_s2,1e18,temporal,3,192,18,2,stale,own,one,all,1048576,1322,3.994921,1.3415,0.026085,0.025430,0.026748,0.0088,0.0085,0.0090,128,0.999,0.00e+00
flame38m_g3_temporal_s2,1e18,temporal,3,192,18,2,stale,inherit,one,all,1048576,1322,3.994921,1.3415,0.033725,0.032974,0.034480,0.0113,0.0111,0.0116,128,0.999,0.00e+00
flame38m_g3_temporal_s2,1e18,temporal,3,192,18,2,zero,-,one,all,1048576,1322,3.994921,1.3415,0.027328,0.026629,0.027975,0.0092,0.0089,0.0094,128,1.000,0.00e+00
flame38m_g3_temporal_s2,1e18,temporal,3,192,18,2,random,own,matched,L2,1048576,1322,3.994921,1.3415,0.010230,0.009653,0.010798,0.0034,0.0032,0.0036,16,3.000,0.00e+00
flame38m_g3_temporal_s2,1e18,temporal,3,192,18,2,random,own,matched,L3,1048576,1322,3.994921,1.3415,0.014951,0.014416,0.015518,0.0050,0.0048,0.0052,16,3.000,0.00e+00
flame38m_g3_temporal_s2,1e18,temporal,3,192,18,2,random,own,matched,L4,1048576,1322,3.994921,1.3415,0.009336,0.008899,0.009783,0.0031,0.0030,0.0033,16,3.000,0.00e+00
flame38m_g3_temporal_s2,1e18,temporal,3,192,18,2,random,own,matched,L5,1048576,1322,3.994921,1.3415,0.008363,0.007973,0.008761,0.0028,0.0027,0.0029,16,3.000,0.00e+00
flame38m_g3_temporal_s2,1e18,temporal,3,192,18,2,random,own,matched,L6,1048576,1322,3.994921,1.3415,0.006697,0.006392,0.007025,0.0022,0.0021,0.0024,16,3.000,0.00e+00
flame38m_g3_temporal_s2,1e18,temporal,3,192,18,2,random,own,matched,L7,1048576,1322,3.994921,1.3415,0.007500,0.007167,0.007817,0.0025,0.0024,0.0026,16,3.000,0.00e+00
flame38m_g3_temporal_s2,1e18,temporal,3,192,18,2,random,own,matched,L8,1048576,1322,3.994921,1.3415,0.009990,0.009550,0.010448,0.0034,0.0032,0.0035,16,3.000,0.00e+00
flame38m_g3_temporal_s2,1e18,temporal,3,192,18,2,random,own,matched,L9,1048576,1322,3.994921,1.3415,0.013260,0.012781,0.013754,0.0045,0.0043,0.0046,16,3.000,0.00e+00
flame38m_g3_temporal_s3,1e18,temporal,3,192,18,3,random,own,matched,all,1048576,1322,3.988907,1.3395,0.087527,0.086008,0.089043,0.0294,0.0289,0.0299,128,3.000,0.00e+00
flame38m_g3_temporal_s3,1e18,temporal,3,192,18,3,random,inherit,matched,all,1048576,1322,3.988907,1.3395,0.100933,0.099270,0.102603,0.0339,0.0333,0.0345,128,3.000,0.00e+00
flame38m_g3_temporal_s3,1e18,temporal,3,192,18,3,nextbest,own,matched,all,1048576,1322,3.988907,1.3395,0.087240,0.085484,0.089074,0.0293,0.0287,0.0299,128,3.000,0.00e+00
flame38m_g3_temporal_s3,1e18,temporal,3,192,18,3,nextbest,inherit,matched,all,1048576,1322,3.988907,1.3395,0.081730,0.080223,0.083363,0.0274,0.0269,0.0280,128,3.000,0.00e+00
flame38m_g3_temporal_s3,1e18,temporal,3,192,18,3,stale,own,matched,all,1048576,1322,3.988907,1.3395,0.027158,0.026370,0.027887,0.0091,0.0089,0.0094,128,0.999,0.00e+00
flame38m_g3_temporal_s3,1e18,temporal,3,192,18,3,stale,inherit,matched,all,1048576,1322,3.988907,1.3395,0.035267,0.034462,0.036118,0.0118,0.0116,0.0121,128,0.999,0.00e+00
flame38m_g3_temporal_s3,1e18,temporal,3,192,18,3,zero,-,matched,all,1048576,1322,3.988907,1.3395,0.089816,0.088254,0.091406,0.0302,0.0296,0.0307,128,3.000,0.00e+00
flame38m_g3_temporal_s3,1e18,temporal,3,192,18,3,random,own,one,all,1048576,1322,3.988907,1.3395,0.027448,0.026723,0.028183,0.0092,0.0090,0.0095,128,1.000,0.00e+00
flame38m_g3_temporal_s3,1e18,temporal,3,192,18,3,random,inherit,one,all,1048576,1322,3.988907,1.3395,0.034513,0.033638,0.035354,0.0116,0.0113,0.0119,128,1.000,0.00e+00
flame38m_g3_temporal_s3,1e18,temporal,3,192,18,3,nextbest,own,one,all,1048576,1322,3.988907,1.3395,0.023475,0.022591,0.024388,0.0079,0.0076,0.0082,128,1.000,0.00e+00
flame38m_g3_temporal_s3,1e18,temporal,3,192,18,3,nextbest,inherit,one,all,1048576,1322,3.988907,1.3395,0.026667,0.025877,0.027497,0.0090,0.0087,0.0092,128,1.000,0.00e+00
flame38m_g3_temporal_s3,1e18,temporal,3,192,18,3,stale,own,one,all,1048576,1322,3.988907,1.3395,0.027067,0.026321,0.027871,0.0091,0.0088,0.0094,128,0.999,0.00e+00
flame38m_g3_temporal_s3,1e18,temporal,3,192,18,3,stale,inherit,one,all,1048576,1322,3.988907,1.3395,0.034373,0.033608,0.035128,0.0115,0.0113,0.0118,128,0.999,0.00e+00
flame38m_g3_temporal_s3,1e18,temporal,3,192,18,3,zero,-,one,all,1048576,1322,3.988907,1.3395,0.027180,0.026436,0.027975,0.0091,0.0089,0.0094,128,1.000,0.00e+00
flame38m_g3_temporal_s3,1e18,temporal,3,192,18,3,random,own,matched,L2,1048576,1322,3.988907,1.3395,0.006778,0.006053,0.007578,0.0023,0.0020,0.0025,16,3.000,0.00e+00
flame38m_g3_temporal_s3,1e18,temporal,3,192,18,3,random,own,matched,L3,1048576,1322,3.988907,1.3395,0.018719,0.018044,0.019379,0.0063,0.0061,0.0065,16,3.000,0.00e+00
flame38m_g3_temporal_s3,1e18,temporal,3,192,18,3,random,own,matched,L4,1048576,1322,3.988907,1.3395,0.010343,0.009892,0.010793,0.0035,0.0033,0.0036,16,3.000,0.00e+00
flame38m_g3_temporal_s3,1e18,temporal,3,192,18,3,random,own,matched,L5,1048576,1322,3.988907,1.3395,0.009203,0.008797,0.009636,0.0031,0.0030,0.0032,16,3.000,0.00e+00
flame38m_g3_temporal_s3,1e18,temporal,3,192,18,3,random,own,matched,L6,1048576,1322,3.988907,1.3395,0.007169,0.006794,0.007560,0.0024,0.0023,0.0025,16,3.000,0.00e+00
flame38m_g3_temporal_s3,1e18,temporal,3,192,18,3,random,own,matched,L7,1048576,1322,3.988907,1.3395,0.009016,0.008671,0.009371,0.0030,0.0029,0.0031,16,3.000,0.00e+00
flame38m_g3_temporal_s3,1e18,temporal,3,192,18,3,random,own,matched,L8,1048576,1322,3.988907,1.3395,0.009115,0.008731,0.009490,0.0031,0.0029,0.0032,16,3.000,0.00e+00
flame38m_g3_temporal_s3,1e18,temporal,3,192,18,3,random,own,matched,L9,1048576,1322,3.988907,1.3395,0.012295,0.011874,0.012732,0.0041,0.0040,0.0043,16,3.000,0.00e+00
g1_tmoe_coarse_1e19,1e19,temporal,1,64,6,1,random,own,matched,all,1048576,1322,3.206670,1.0768,0.111125,0.108734,0.113704,0.0373,0.0365,0.0382,416,1.000,0.00e+00
g1_tmoe_coarse_1e19,1e19,temporal,1,64,6,1,random,inherit,matched,all,1048576,1322,3.206670,1.0768,0.134080,0.131546,0.136977,0.0450,0.0442,0.0460,416,1.000,0.00e+00
g1_tmoe_coarse_1e19,1e19,temporal,1,64,6,1,nextbest,own,matched,all,1048576,1322,3.206670,1.0768,0.096287,0.094038,0.098749,0.0323,0.0316,0.0332,416,1.000,0.00e+00
g1_tmoe_coarse_1e19,1e19,temporal,1,64,6,1,nextbest,inherit,matched,all,1048576,1322,3.206670,1.0768,0.110336,0.107650,0.112972,0.0371,0.0361,0.0379,416,1.000,0.00e+00
g1_tmoe_coarse_1e19,1e19,temporal,1,64,6,1,stale,own,matched,all,1048576,1322,3.206670,1.0768,0.108961,0.106418,0.111546,0.0366,0.0357,0.0375,416,0.999,0.00e+00
g1_tmoe_coarse_1e19,1e19,temporal,1,64,6,1,stale,inherit,matched,all,1048576,1322,3.206670,1.0768,0.133287,0.130515,0.136037,0.0448,0.0438,0.0457,416,0.999,0.00e+00
g1_tmoe_coarse_1e19,1e19,temporal,1,64,6,1,zero,-,matched,all,1048576,1322,3.206670,1.0768,0.115290,0.112617,0.118171,0.0387,0.0378,0.0397,416,1.000,0.00e+00
g1_tmoe_coarse_1e19,1e19,temporal,1,64,6,1,random,own,matched,L2,1048576,1322,3.206670,1.0768,0.013389,0.012307,0.014579,0.0045,0.0041,0.0049,32,1.000,0.00e+00
g1_tmoe_coarse_1e19,1e19,temporal,1,64,6,1,random,own,matched,L3,1048576,1322,3.206670,1.0768,0.005721,0.005315,0.006143,0.0019,0.0018,0.0021,32,1.000,0.00e+00
g1_tmoe_coarse_1e19,1e19,temporal,1,64,6,1,random,own,matched,L4,1048576,1322,3.206670,1.0768,0.002610,0.002288,0.002966,0.0009,0.0008,0.0010,32,1.000,0.00e+00
g1_tmoe_coarse_1e19,1e19,temporal,1,64,6,1,random,own,matched,L5,1048576,1322,3.206670,1.0768,0.001680,0.001394,0.001976,0.0006,0.0005,0.0007,32,1.000,0.00e+00
g1_tmoe_coarse_1e19,1e19,temporal,1,64,6,1,random,own,matched,L6,1048576,1322,3.206670,1.0768,0.003700,0.003356,0.004061,0.0012,0.0011,0.0014,32,1.000,0.00e+00
g1_tmoe_coarse_1e19,1e19,temporal,1,64,6,1,random,own,matched,L7,1048576,1322,3.206670,1.0768,0.004165,0.003816,0.004509,0.0014,0.0013,0.0015,32,1.000,0.00e+00
g1_tmoe_coarse_1e19,1e19,temporal,1,64,6,1,random,own,matched,L8,1048576,1322,3.206670,1.0768,0.005353,0.005021,0.005696,0.0018,0.0017,0.0019,32,1.000,0.00e+00
g1_tmoe_coarse_1e19,1e19,temporal,1,64,6,1,random,own,matched,L9,1048576,1322,3.206670,1.0768,0.006701,0.006311,0.007082,0.0023,0.0021,0.0024,32,1.000,0.00e+00
g1_tmoe_coarse_1e19,1e19,temporal,1,64,6,1,random,own,matched,L10,1048576,1322,3.206670,1.0768,0.006218,0.005879,0.006554,0.0021,0.0020,0.0022,32,1.000,0.00e+00
g1_tmoe_coarse_1e19,1e19,temporal,1,64,6,1,random,own,matched,L11,1048576,1322,3.206670,1.0768,0.008816,0.008461,0.009207,0.0030,0.0028,0.0031,32,1.000,0.00e+00
g1_tmoe_coarse_1e19,1e19,temporal,1,64,6,1,random,own,matched,L12,1048576,1322,3.206670,1.0768,0.009214,0.008834,0.009624,0.0031,0.0030,0.0032,32,1.000,0.00e+00
g1_tmoe_coarse_1e19,1e19,temporal,1,64,6,1,random,own,matched,L13,1048576,1322,3.206670,1.0768,0.013224,0.012780,0.013706,0.0044,0.0043,0.0046,32,1.000,0.00e+00
g1_tmoe_coarse_1e19,1e19,temporal,1,64,6,1,random,own,matched,L14,1048576,1322,3.206670,1.0768,0.016464,0.015921,0.017048,0.0055,0.0053,0.0057,32,1.000,0.00e+00
g3_moe_s2_1e17,1e17,full,3,192,18,1,random,own,matched,all,1048576,1308,3.482318,1.2632,0.111045,0.109336,0.112853,0.0403,0.0397,0.0409,80,3.000,0.00e+00
g3_moe_s2_1e17,1e17,full,3,192,18,1,random,inherit,matched,all,1048576,1308,3.482318,1.2632,0.157185,0.154856,0.159465,0.0570,0.0562,0.0578,80,3.000,0.00e+00
g3_moe_s2_1e17,1e17,full,3,192,18,1,nextbest,own,matched,all,1048576,1308,3.482318,1.2632,0.105650,0.104085,0.107270,0.0383,0.0378,0.0389,80,3.000,0.00e+00
g3_moe_s2_1e17,1e17,full,3,192,18,1,nextbest,inherit,matched,all,1048576,1308,3.482318,1.2632,0.129139,0.127244,0.131041,0.0468,0.0462,0.0475,80,3.000,0.00e+00
g3_moe_s2_1e17,1e17,full,3,192,18,1,stale,own,matched,all,1048576,1308,3.482318,1.2632,0.110664,0.108870,0.112372,0.0401,0.0395,0.0408,80,2.994,0.00e+00
g3_moe_s2_1e17,1e17,full,3,192,18,1,stale,inherit,matched,all,1048576,1308,3.482318,1.2632,0.154635,0.152557,0.156736,0.0561,0.0553,0.0569,80,2.994,0.00e+00
g3_moe_s2_1e17,1e17,full,3,192,18,1,zero,-,matched,all,1048576,1308,3.482318,1.2632,0.110705,0.108938,0.112484,0.0402,0.0395,0.0408,80,3.000,0.00e+00
g3_moe_s2_1e17,1e17,full,3,192,18,1,random,own,one,all,1048576,1308,3.482318,1.2632,0.032574,0.031870,0.033289,0.0118,0.0116,0.0121,80,1.000,0.00e+00
g3_moe_s2_1e17,1e17,full,3,192,18,1,random,inherit,one,all,1048576,1308,3.482318,1.2632,0.049516,0.048607,0.050446,0.0180,0.0176,0.0183,80,1.000,0.00e+00
g3_moe_s2_1e17,1e17,full,3,192,18,1,nextbest,own,one,all,1048576,1308,3.482318,1.2632,0.031338,0.030601,0.032075,0.0114,0.0111,0.0116,80,1.000,0.00e+00
g3_moe_s2_1e17,1e17,full,3,192,18,1,nextbest,inherit,one,all,1048576,1308,3.482318,1.2632,0.041551,0.040733,0.042426,0.0151,0.0148,0.0154,80,1.000,0.00e+00
g3_moe_s2_1e17,1e17,full,3,192,18,1,stale,own,one,all,1048576,1308,3.482318,1.2632,0.033010,0.032276,0.033750,0.0120,0.0117,0.0122,80,0.999,0.00e+00
g3_moe_s2_1e17,1e17,full,3,192,18,1,stale,inherit,one,all,1048576,1308,3.482318,1.2632,0.049070,0.048171,0.049967,0.0178,0.0175,0.0181,80,0.999,0.00e+00
g3_moe_s2_1e17,1e17,full,3,192,18,1,zero,-,one,all,1048576,1308,3.482318,1.2632,0.032204,0.031546,0.032895,0.0117,0.0114,0.0119,80,1.000,0.00e+00
g3_moe_s2_1e17,1e17,full,3,192,18,1,random,own,matched,L2,1048576,1308,3.482318,1.2632,0.019868,0.019298,0.020489,0.0072,0.0070,0.0074,16,3.000,0.00e+00
g3_moe_s2_1e17,1e17,full,3,192,18,1,random,own,matched,L3,1048576,1308,3.482318,1.2632,0.014750,0.014295,0.015214,0.0054,0.0052,0.0055,16,3.000,0.00e+00
g3_moe_s2_1e17,1e17,full,3,192,18,1,random,own,matched,L4,1048576,1308,3.482318,1.2632,0.014425,0.013948,0.014907,0.0052,0.0051,0.0054,16,3.000,0.00e+00
g3_moe_s2_1e17,1e17,full,3,192,18,1,random,own,matched,L5,1048576,1308,3.482318,1.2632,0.023922,0.023309,0.024586,0.0087,0.0085,0.0089,16,3.000,0.00e+00
g3_moe_s2_1e17,1e17,full,3,192,18,1,random,own,matched,L6,1048576,1308,3.482318,1.2632,0.028348,0.027756,0.028986,0.0103,0.0101,0.0105,16,3.000,0.00e+00
g3_tmoe_s2_1e17,1e17,temporal,3,192,18,1,random,own,matched,all,1048576,1308,3.527458,1.2795,0.080977,0.079355,0.082635,0.0294,0.0288,0.0300,80,3.000,0.00e+00
