label,run,budget,regime,H,E,split,layer_from,layer_to,rank,subspace_overlap,chance_overlap,overlap_over_chance
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,4,13,63,0.2558,0.0784,3.264
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,4,14,63,0.2457,0.0784,3.135
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,5,2,63,0.1778,0.0784,2.269
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,5,3,63,0.2359,0.0784,3.01
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,5,4,63,0.2587,0.0784,3.301
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,5,5,63,1.0,0.0784,12.759
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,5,6,63,0.2839,0.0784,3.622
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,5,7,63,0.2843,0.0784,3.627
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,5,8,63,0.2953,0.0784,3.767
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,5,9,63,0.2872,0.0784,3.664
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,5,10,63,0.2968,0.0784,3.786
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,5,11,63,0.2824,0.0784,3.603
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,5,12,63,0.2847,0.0784,3.632
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,5,13,63,0.2709,0.0784,3.456
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,5,14,63,0.2614,0.0784,3.335
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,6,2,63,0.1803,0.0784,2.301
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,6,3,63,0.238,0.0784,3.037
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,6,4,63,0.2604,0.0784,3.322
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,6,5,63,0.2839,0.0784,3.622
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,6,6,63,1.0,0.0784,12.759
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,6,7,63,0.3039,0.0784,3.878
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,6,8,63,0.3104,0.0784,3.96
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,6,9,63,0.3081,0.0784,3.931
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,6,10,63,0.3149,0.0784,4.018
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,6,11,63,0.3045,0.0784,3.885
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,6,12,63,0.3057,0.0784,3.9
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,6,13,63,0.2899,0.0784,3.698
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,6,14,63,0.2777,0.0784,3.543
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,7,2,63,0.1829,0.0784,2.334
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,7,3,63,0.2372,0.0784,3.027
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,7,4,63,0.266,0.0784,3.393
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,7,5,63,0.2843,0.0784,3.627
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,7,6,63,0.3039,0.0784,3.878
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,7,7,63,1.0,0.0784,12.759
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,7,8,63,0.3298,0.0784,4.207
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,7,9,63,0.3254,0.0784,4.152
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,7,10,63,0.3347,0.0784,4.27
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,7,11,63,0.3263,0.0784,4.163
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,7,12,63,0.3195,0.0784,4.076
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,7,13,63,0.3064,0.0784,3.91
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,7,14,63,0.3022,0.0784,3.855
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,8,2,63,0.187,0.0784,2.385
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,8,3,63,0.2443,0.0784,3.116
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,8,4,63,0.2729,0.0784,3.482
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,8,5,63,0.2953,0.0784,3.767
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,8,6,63,0.3104,0.0784,3.96
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,8,7,63,0.3298,0.0784,4.207
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,8,8,63,1.0,0.0784,12.759
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,8,9,63,0.348,0.0784,4.44
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,8,10,63,0.3669,0.0784,4.681
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,8,11,63,0.3544,0.0784,4.522
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,8,12,63,0.3527,0.0784,4.5
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,8,13,63,0.3406,0.0784,4.346
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,8,14,63,0.3201,0.0784,4.084
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,9,2,63,0.1808,0.0784,2.307
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,9,3,63,0.2357,0.0784,3.007
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,9,4,63,0.2677,0.0784,3.415
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,9,5,63,0.2872,0.0784,3.664
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,9,6,63,0.3081,0.0784,3.931
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,9,7,63,0.3254,0.0784,4.152
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,9,8,63,0.348,0.0784,4.44
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,9,9,63,1.0,0.0784,12.759
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,9,10,63,0.3653,0.0784,4.661
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,9,11,63,0.3536,0.0784,4.512
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,9,12,63,0.3585,0.0784,4.573
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,9,13,63,0.3398,0.0784,4.336
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,9,14,63,0.3214,0.0784,4.101
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,10,2,63,0.1872,0.0784,2.388
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,10,3,63,0.2342,0.0784,2.988
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,10,4,63,0.2675,0.0784,3.413
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,10,5,63,0.2968,0.0784,3.786
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,10,6,63,0.3149,0.0784,4.018
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,10,7,63,0.3347,0.0784,4.27
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,10,8,63,0.3669,0.0784,4.681
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,10,9,63,0.3653,0.0784,4.661
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,10,10,63,1.0,0.0784,12.759
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,10,11,63,0.3749,0.0784,4.783
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,10,12,63,0.3788,0.0784,4.833
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,10,13,63,0.3668,0.0784,4.68
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,10,14,63,0.3444,0.0784,4.394
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,11,2,63,0.1811,0.0784,2.311
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,11,3,63,0.2327,0.0784,2.969
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,11,4,63,0.2622,0.0784,3.345
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,11,5,63,0.2824,0.0784,3.603
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,11,6,63,0.3045,0.0784,3.885
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,11,7,63,0.3263,0.0784,4.163
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,11,8,63,0.3544,0.0784,4.522
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,11,9,63,0.3536,0.0784,4.512
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,11,10,63,0.3749,0.0784,4.783
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,11,11,63,1.0,0.0784,12.759
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,11,12,63,0.3873,0.0784,4.941
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,11,13,63,0.3742,0.0784,4.774
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,11,14,63,0.3502,0.0784,4.468
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,12,2,63,0.1825,0.0784,2.328
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,12,3,63,0.2374,0.0784,3.029
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,12,4,63,0.2601,0.0784,3.318
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,12,5,63,0.2847,0.0784,3.632
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,12,6,63,0.3057,0.0784,3.9
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,12,7,63,0.3195,0.0784,4.076
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,12,8,63,0.3527,0.0784,4.5
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,12,9,63,0.3585,0.0784,4.573
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,12,10,63,0.3788,0.0784,4.833
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,12,11,63,0.3873,0.0784,4.941
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,12,12,63,1.0,0.0784,12.759
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,12,13,63,0.3901,0.0784,4.978
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,12,14,63,0.382,0.0784,4.874
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,13,2,63,0.1813,0.0784,2.313
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,13,3,63,0.2291,0.0784,2.924
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,13,4,63,0.2558,0.0784,3.264
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,13,5,63,0.2709,0.0784,3.456
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,13,6,63,0.2899,0.0784,3.698
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,13,7,63,0.3064,0.0784,3.91
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,13,8,63,0.3406,0.0784,4.346
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,13,9,63,0.3398,0.0784,4.336
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,13,10,63,0.3668,0.0784,4.68
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,13,11,63,0.3742,0.0784,4.774
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,13,12,63,0.3901,0.0784,4.978
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,13,13,63,1.0,0.0784,12.759
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,13,14,63,0.3918,0.0784,4.999
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,14,2,63,0.1778,0.0784,2.269
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,14,3,63,0.2288,0.0784,2.92
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,14,4,63,0.2457,0.0784,3.135
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,14,5,63,0.2614,0.0784,3.335
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,14,6,63,0.2777,0.0784,3.543
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,14,7,63,0.3022,0.0784,3.855
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,14,8,63,0.3201,0.0784,4.084
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,14,9,63,0.3214,0.0784,4.101
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,14,10,63,0.3444,0.0784,4.394
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,14,11,63,0.3502,0.0784,4.468
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,14,12,63,0.382,0.0784,4.874
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,14,13,63,0.3918,0.0784,4.999
moe_coarse_1e19,moe_coarse_1e19,1e19,full,800,64,sequence,14,14,63,1.0,0.0784,12.759
