"# AUTHORITATIVE ROWS ONLY: one row per (record, arm, task, metric), all from the single-pass sampled protocol (never greedy; eos-only stops; thinking stripped before scoring; budgets in max_gen_toks) or the bespoke producers listed in DATA_CONTRACT.md. Full history: superseded/instruct_genbench_vllm_history.csv"
model,E,k,arm,R,task,metric,value,limit,max_gen_toks,secs
qwen35_halfgrain_off,512,16,R96,96,gsm8k_cot_zeroshot,"exact_match,flexible-extract",0.580000,200,2048,270
qwen35_halfgrain_off,512,16,R96,96,ifeval,sample_len,200.000000,200,2048,257
qwen35_halfgrain_off,512,16,R96,96,ifeval,"prompt_level_strict_acc,none",0.795000,200,2048,257
qwen35_halfgrain_off,512,16,R96,96,ifeval,"inst_level_strict_acc,none",0.864780,200,2048,257
qwen35_halfgrain_off,512,16,R96,96,ifeval,"prompt_level_loose_acc,none",0.830000,200,2048,257
qwen35_halfgrain_off,512,16,R96,96,ifeval,"inst_level_loose_acc,none",0.886792,200,2048,257
qwen35_halfgrain_off,512,16,R96,96,humaneval_instruct,sample_len,164.000000,full,2048,524
qwen35_halfgrain_off,512,16,R96,96,humaneval_instruct,"pass@1,create_test",0.835366,full,2048,524
qwen35_halfgrain_off,512,16,R96,96,mmlu_flan_cot_fewshot,sample_len,228.000000,4,2048,1358
qwen35_halfgrain_off,512,16,R96,96,mmlu_flan_cot_fewshot,"exact_match,get-answer",0.859649,4,2048,1358
gemma4_halfgrain,256,16,free,,gsm8k_cot_zeroshot,sample_len,200.000000,200,2048,50
gemma4_halfgrain,256,16,free,,gsm8k_cot_zeroshot,"exact_match,flexible-extract",0.870000,200,2048,50
gemma4_halfgrain,256,16,free,,ifeval,sample_len,200.000000,200,2048,64
gemma4_halfgrain,256,16,free,,ifeval,"prompt_level_strict_acc,none",0.865000,200,2048,64
gemma4_halfgrain,256,16,free,,ifeval,"inst_level_strict_acc,none",0.908805,200,2048,64
gemma4_halfgrain,256,16,free,,ifeval,"prompt_level_loose_acc,none",0.870000,200,2048,64
gemma4_halfgrain,256,16,free,,ifeval,"inst_level_loose_acc,none",0.915094,200,2048,64
gemma4_halfgrain,256,16,free,,mmlu_flan_cot_fewshot,sample_len,228.000000,4,2048,104
gemma4_halfgrain,256,16,free,,mmlu_flan_cot_fewshot,"exact_match,get-answer",0.679825,4,2048,104
gemma4_halfgrain,256,16,R48,48,gsm8k_cot_zeroshot,sample_len,200.000000,200,2048,117
gemma4_halfgrain,256,16,R48,48,gsm8k_cot_zeroshot,"exact_match,flexible-extract",0.825000,200,2048,117
gemma4_halfgrain,256,16,R48,48,ifeval,sample_len,200.000000,200,2048,170
gemma4_halfgrain,256,16,R48,48,ifeval,"prompt_level_strict_acc,none",0.860000,200,2048,170
gemma4_halfgrain,256,16,R48,48,ifeval,"inst_level_strict_acc,none",0.905660,200,2048,170
gemma4_halfgrain,256,16,R48,48,ifeval,"prompt_level_loose_acc,none",0.880000,200,2048,170
gemma4_halfgrain,256,16,R48,48,ifeval,"inst_level_loose_acc,none",0.918239,200,2048,170
gemma4_halfgrain,256,16,R48,48,mmlu_flan_cot_fewshot,sample_len,228.000000,4,2048,1124
gemma4_halfgrain,256,16,R48,48,mmlu_flan_cot_fewshot,"exact_match,get-answer",0.679825,4,2048,1124
gemma4_halfgrain,128,8,free,,humaneval_gemma_fixed,"pass@1,channel-aware",0.993902,full,1536,57
gemma4_halfgrain,128,8,R48,8,humaneval_gemma_fixed,"pass@1,channel-aware",0.481707,full,1536,509
gemma4_halfgrain_cap3k,128,8,R48,8,humaneval_gemma_fixed,"pass@1,channel-aware",0.621951,full,3072,714
gemma4_halfgrain_ce,256,16,free,,gsm8k_cot_zeroshot,sample_len,200.000000,200,2048,44
gemma4_halfgrain_ce,256,16,free,,gsm8k_cot_zeroshot,"exact_match,flexible-extract",0.860000,200,2048,44
gemma4_halfgrain_ce,256,16,free,,ifeval,sample_len,200.000000,200,2048,63
gemma4_halfgrain_ce,256,16,free,,ifeval,"prompt_level_strict_acc,none",0.890000,200,2048,63
gemma4_halfgrain_ce,256,16,free,,ifeval,"inst_level_strict_acc,none",0.927673,200,2048,63
gemma4_halfgrain_ce,256,16,free,,ifeval,"prompt_level_loose_acc,none",0.910000,200,2048,63
gemma4_halfgrain_ce,256,16,free,,ifeval,"inst_level_loose_acc,none",0.940252,200,2048,63
gemma4_halfgrain_ce,256,16,free,,mmlu_flan_cot_fewshot,sample_len,228.000000,4,2048,111
gemma4_halfgrain_ce,256,16,free,,mmlu_flan_cot_fewshot,"exact_match,get-answer",0.618421,4,2048,111
gemma4_halfgrain_ce,256,16,R48,48,gsm8k_cot_zeroshot,sample_len,200.000000,200,2048,125
gemma4_halfgrain_ce,256,16,R48,48,gsm8k_cot_zeroshot,"exact_match,flexible-extract",0.855000,200,2048,125
gemma4_halfgrain_ce,256,16,R48,48,ifeval,sample_len,200.000000,200,2048,135
gemma4_halfgrain_ce,256,16,R48,48,ifeval,"prompt_level_strict_acc,none",0.845000,200,2048,135
gemma4_halfgrain_ce,256,16,R48,48,ifeval,"inst_level_strict_acc,none",0.896226,200,2048,135
gemma4_halfgrain_ce,256,16,R48,48,ifeval,"prompt_level_loose_acc,none",0.860000,200,2048,135
gemma4_halfgrain_ce,256,16,R48,48,ifeval,"inst_level_loose_acc,none",0.908805,200,2048,135
gemma4_halfgrain_ce,256,16,R48,48,mmlu_flan_cot_fewshot,sample_len,228.000000,4,2048,1114
gemma4_halfgrain_ce,256,16,R48,48,mmlu_flan_cot_fewshot,"exact_match,get-answer",0.640351,4,2048,1114
gemma4_halfgrain_ce,128,8,free,,humaneval_gemma_fixed,"pass@1,channel-aware",0.981707,full,1536,71
gemma4_halfgrain_ce,128,8,R48,8,humaneval_gemma_fixed,"pass@1,channel-aware",0.414634,full,1536,495
gemma4_halfgrain_ce_cap3k,128,8,R48,8,humaneval_gemma_fixed,"pass@1,channel-aware",0.518293,full,3072,736
qwen35_halfgrain_ce_off,512,16,free,,gsm8k_cot_zeroshot,sample_len,200.000000,200,2048,152
qwen35_halfgrain_ce_off,512,16,free,,gsm8k_cot_zeroshot,"exact_match,flexible-extract",0.860000,200,2048,152
qwen35_halfgrain_ce_off,512,16,free,,ifeval,sample_len,200.000000,200,2048,151
qwen35_halfgrain_ce_off,512,16,free,,ifeval,"prompt_level_strict_acc,none",0.845000,200,2048,151
qwen35_halfgrain_ce_off,512,16,free,,ifeval,"inst_level_strict_acc,none",0.896226,200,2048,151
qwen35_halfgrain_ce_off,512,16,free,,ifeval,"prompt_level_loose_acc,none",0.895000,200,2048,151
qwen35_halfgrain_ce_off,512,16,free,,ifeval,"inst_level_loose_acc,none",0.927673,200,2048,151
qwen35_halfgrain_ce_off,512,16,free,,humaneval_instruct,sample_len,164.000000,full,2048,195
qwen35_halfgrain_ce_off,512,16,free,,humaneval_instruct,"pass@1,create_test",0.951220,full,2048,195
qwen35_halfgrain_ce_off,512,16,free,,mmlu_flan_cot_fewshot,sample_len,228.000000,4,2048,188
qwen35_halfgrain_ce_off,512,16,free,,mmlu_flan_cot_fewshot,"exact_match,get-answer",0.653509,4,2048,188
qwen35_halfgrain_ce_off,512,16,R96,96,gsm8k_cot_zeroshot,sample_len,200.000000,200,2048,263
qwen35_halfgrain_ce_off,512,16,R96,96,gsm8k_cot_zeroshot,"exact_match,flexible-extract",0.680000,200,2048,263
qwen35_halfgrain_ce_off,512,16,R96,96,ifeval,sample_len,200.000000,200,2048,256
qwen35_halfgrain_ce_off,512,16,R96,96,ifeval,"prompt_level_strict_acc,none",0.800000,200,2048,256
qwen35_halfgrain_ce_off,512,16,R96,96,ifeval,"inst_level_strict_acc,none",0.874214,200,2048,256
qwen35_halfgrain_ce_off,512,16,R96,96,ifeval,"prompt_level_loose_acc,none",0.845000,200,2048,256
qwen35_halfgrain_ce_off,512,16,R96,96,ifeval,"inst_level_loose_acc,none",0.902516,200,2048,256
qwen35_halfgrain_ce_off,512,16,R96,96,humaneval_instruct,sample_len,164.000000,full,2048,497
qwen35_halfgrain_ce_off,512,16,R96,96,humaneval_instruct,"pass@1,create_test",0.884146,full,2048,497
qwen35_halfgrain_ce_off,512,16,R96,96,mmlu_flan_cot_fewshot,sample_len,228.000000,4,2048,1309
qwen35_halfgrain_ce_off,512,16,R96,96,mmlu_flan_cot_fewshot,"exact_match,get-answer",0.679825,4,2048,1309
gemma4_halfgrain_ce2,256,16,free,,gsm8k_cot_zeroshot,sample_len,200.000000,200,2048,49
gemma4_halfgrain_ce2,256,16,free,,gsm8k_cot_zeroshot,"exact_match,flexible-extract",0.850000,200,2048,49
gemma4_halfgrain_ce2,256,16,free,,ifeval,sample_len,200.000000,200,2048,69
gemma4_halfgrain_ce2,256,16,free,,ifeval,"prompt_level_strict_acc,none",0.865000,200,2048,69
gemma4_halfgrain_ce2,256,16,free,,ifeval,"inst_level_strict_acc,none",0.911950,200,2048,69
gemma4_halfgrain_ce2,256,16,free,,ifeval,"prompt_level_loose_acc,none",0.880000,200,2048,69
gemma4_halfgrain_ce2,256,16,free,,ifeval,"inst_level_loose_acc,none",0.921384,200,2048,69
gemma4_halfgrain_ce2,256,16,free,,mmlu_flan_cot_fewshot,sample_len,228.000000,4,2048,104
gemma4_halfgrain_ce2,256,16,free,,mmlu_flan_cot_fewshot,"exact_match,get-answer",0.600877,4,2048,104
gemma4_halfgrain_ce2,256,16,R48,48,gsm8k_cot_zeroshot,sample_len,200.000000,200,2048,141
gemma4_halfgrain_ce2,256,16,R48,48,gsm8k_cot_zeroshot,"exact_match,flexible-extract",0.860000,200,2048,141
gemma4_halfgrain_ce2,256,16,R48,48,ifeval,sample_len,200.000000,200,2048,161
gemma4_halfgrain_ce2,256,16,R48,48,ifeval,"prompt_level_strict_acc,none",0.805000,200,2048,161
gemma4_halfgrain_ce2,256,16,R48,48,ifeval,"inst_level_strict_acc,none",0.867925,200,2048,161
gemma4_halfgrain_ce2,256,16,R48,48,ifeval,"prompt_level_loose_acc,none",0.835000,200,2048,161
gemma4_halfgrain_ce2,256,16,R48,48,ifeval,"inst_level_loose_acc,none",0.893082,200,2048,161
gemma4_halfgrain_ce2,256,16,R48,48,mmlu_flan_cot_fewshot,sample_len,228.000000,4,2048,1026
gemma4_halfgrain_ce2,256,16,R48,48,mmlu_flan_cot_fewshot,"exact_match,get-answer",0.666667,4,2048,1026
gemma4_halfgrain_ce2,128,8,free,,humaneval_gemma_fixed,"pass@1,channel-aware",0.969512,full,1536,68
gemma4_halfgrain_ce2,128,8,R48,8,humaneval_gemma_fixed,"pass@1,channel-aware",0.451220,full,1536,523
gemma4_halfgrain_ce2_cap3k,128,8,R48,8,humaneval_gemma_fixed,"pass@1,channel-aware",0.603659,full,3072,740
gemma4_halfgrain_ce3,256,16,free,,gsm8k_cot_zeroshot,sample_len,200.000000,200,2048,46
gemma4_halfgrain_ce3,256,16,free,,gsm8k_cot_zeroshot,"exact_match,flexible-extract",0.850000,200,2048,46
gemma4_halfgrain_ce3,256,16,free,,ifeval,sample_len,200.000000,200,2048,61
gemma4_halfgrain_ce3,256,16,free,,ifeval,"prompt_level_strict_acc,none",0.865000,200,2048,61
gemma4_halfgrain_ce3,256,16,free,,ifeval,"inst_level_strict_acc,none",0.908805,200,2048,61
gemma4_halfgrain_ce3,256,16,free,,ifeval,"prompt_level_loose_acc,none",0.870000,200,2048,61
gemma4_halfgrain_ce3,256,16,free,,ifeval,"inst_level_loose_acc,none",0.915094,200,2048,61
gemma4_halfgrain_ce3,256,16,free,,mmlu_flan_cot_fewshot,sample_len,228.000000,4,2048,118
gemma4_halfgrain_ce3,256,16,free,,mmlu_flan_cot_fewshot,"exact_match,get-answer",0.653509,4,2048,118
gemma4_halfgrain_ce3,256,16,R48,48,gsm8k_cot_zeroshot,sample_len,200.000000,200,2048,121
gemma4_halfgrain_ce3,256,16,R48,48,gsm8k_cot_zeroshot,"exact_match,flexible-extract",0.830000,200,2048,121
gemma4_halfgrain_ce3,256,16,R48,48,ifeval,sample_len,200.000000,200,2048,144
gemma4_halfgrain_ce3,256,16,R48,48,ifeval,"prompt_level_strict_acc,none",0.805000,200,2048,144
gemma4_halfgrain_ce3,256,16,R48,48,ifeval,"inst_level_strict_acc,none",0.871069,200,2048,144
gemma4_halfgrain_ce3,256,16,R48,48,ifeval,"prompt_level_loose_acc,none",0.830000,200,2048,144
gemma4_halfgrain_ce3,256,16,R48,48,ifeval,"inst_level_loose_acc,none",0.889937,200,2048,144
gemma4_halfgrain_ce3,256,16,R48,48,mmlu_flan_cot_fewshot,sample_len,228.000000,4,2048,1015
gemma4_halfgrain_ce3,256,16,R48,48,mmlu_flan_cot_fewshot,"exact_match,get-answer",0.692982,4,2048,1015
gemma4_halfgrain_ce3,128,8,free,,humaneval_gemma_fixed,"pass@1,channel-aware",0.975610,full,1536,68
gemma4_halfgrain_ce3,128,8,R48,8,humaneval_gemma_fixed,"pass@1,channel-aware",0.451220,full,1536,478
gemma4_halfgrain_ce3_cap3k,128,8,R48,8,humaneval_gemma_fixed,"pass@1,channel-aware",0.554878,full,3072,704
qwen35_halfgrain_ce2_off,512,16,free,,gsm8k_cot_zeroshot,sample_len,200.000000,200,2048,137
qwen35_halfgrain_ce2_off,512,16,free,,gsm8k_cot_zeroshot,"exact_match,flexible-extract",0.835000,200,2048,137
qwen35_halfgrain_ce2_off,512,16,free,,ifeval,sample_len,200.000000,200,2048,145
qwen35_halfgrain_ce2_off,512,16,free,,ifeval,"prompt_level_strict_acc,none",0.830000,200,2048,145
qwen35_halfgrain_ce2_off,512,16,free,,ifeval,"inst_level_strict_acc,none",0.889937,200,2048,145
qwen35_halfgrain_ce2_off,512,16,free,,ifeval,"prompt_level_loose_acc,none",0.870000,200,2048,145
qwen35_halfgrain_ce2_off,512,16,free,,ifeval,"inst_level_loose_acc,none",0.915094,200,2048,145
qwen35_halfgrain_ce2_off,512,16,free,,humaneval_instruct,sample_len,164.000000,full,2048,193
qwen35_halfgrain_ce2_off,512,16,free,,humaneval_instruct,"pass@1,create_test",0.926829,full,2048,193
qwen35_halfgrain_ce2_off,512,16,free,,mmlu_flan_cot_fewshot,sample_len,228.000000,4,2048,215
qwen35_halfgrain_ce2_off,512,16,free,,mmlu_flan_cot_fewshot,"exact_match,get-answer",0.701754,4,2048,215
qwen35_halfgrain_ce2_off,512,16,R96,96,gsm8k_cot_zeroshot,sample_len,200.000000,200,2048,270
qwen35_halfgrain_ce2_off,512,16,R96,96,gsm8k_cot_zeroshot,"exact_match,flexible-extract",0.675000,200,2048,270
qwen35_halfgrain_ce2_off,512,16,R96,96,ifeval,sample_len,200.000000,200,2048,255
qwen35_halfgrain_ce2_off,512,16,R96,96,ifeval,"prompt_level_strict_acc,none",0.825000,200,2048,255
qwen35_halfgrain_ce2_off,512,16,R96,96,ifeval,"inst_level_strict_acc,none",0.886792,200,2048,255
qwen35_halfgrain_ce2_off,512,16,R96,96,ifeval,"prompt_level_loose_acc,none",0.860000,200,2048,255
qwen35_halfgrain_ce2_off,512,16,R96,96,ifeval,"inst_level_loose_acc,none",0.908805,200,2048,255
qwen35_halfgrain_ce2_off,512,16,R96,96,humaneval_instruct,sample_len,164.000000,full,2048,505
qwen35_halfgrain_ce2_off,512,16,R96,96,humaneval_instruct,"pass@1,create_test",0.896341,full,2048,505
qwen35_halfgrain_ce2_off,512,16,R96,96,mmlu_flan_cot_fewshot,sample_len,228.000000,4,2048,1344
qwen35_halfgrain_ce2_off,512,16,R96,96,mmlu_flan_cot_fewshot,"exact_match,get-answer",0.706140,4,2048,1344
gemma4_halfgrain_sp,256,16,free,,gsm8k_cot_zeroshot,sample_len,200.000000,200,2048,49
gemma4_halfgrain_sp,256,16,free,,gsm8k_cot_zeroshot,"exact_match,flexible-extract",0.855000,200,2048,49
gemma4_halfgrain_sp,256,16,free,,ifeval,sample_len,200.000000,200,2048,60
gemma4_halfgrain_sp,256,16,free,,ifeval,"prompt_level_strict_acc,none",0.865000,200,2048,60
gemma4_halfgrain_sp,256,16,free,,ifeval,"inst_level_strict_acc,none",0.911950,200,2048,60
gemma4_halfgrain_sp,256,16,free,,ifeval,"prompt_level_loose_acc,none",0.870000,200,2048,60
gemma4_halfgrain_sp,256,16,free,,ifeval,"inst_level_loose_acc,none",0.915094,200,2048,60
gemma4_halfgrain_sp,256,16,free,,mmlu_flan_cot_fewshot,sample_len,228.000000,4,2048,104
gemma4_halfgrain_sp,256,16,free,,mmlu_flan_cot_fewshot,"exact_match,get-answer",0.635965,4,2048,104
gemma4_halfgrain_sp,256,16,R48,48,gsm8k_cot_zeroshot,sample_len,200.000000,200,2048,178
gemma4_halfgrain_sp,256,16,R48,48,gsm8k_cot_zeroshot,"exact_match,flexible-extract",0.850000,200,2048,178
gemma4_halfgrain_sp,256,16,R48,48,ifeval,sample_len,200.000000,200,2048,140
gemma4_halfgrain_sp,256,16,R48,48,ifeval,"prompt_level_strict_acc,none",0.800000,200,2048,140
gemma4_halfgrain_sp,256,16,R48,48,ifeval,"inst_level_strict_acc,none",0.871069,200,2048,140
gemma4_halfgrain_sp,256,16,R48,48,ifeval,"prompt_level_loose_acc,none",0.850000,200,2048,140
gemma4_halfgrain_sp,256,16,R48,48,ifeval,"inst_level_loose_acc,none",0.902516,200,2048,140
gemma4_halfgrain_sp,256,16,R48,48,mmlu_flan_cot_fewshot,sample_len,228.000000,4,2048,1007
gemma4_halfgrain_sp,256,16,R48,48,mmlu_flan_cot_fewshot,"exact_match,get-answer",0.649123,4,2048,1007
gemma4_halfgrain_sp,128,8,free,,humaneval_gemma_fixed,"pass@1,channel-aware",0.987805,full,1536,62
gemma4_halfgrain_sp,128,8,R48,8,humaneval_gemma_fixed,"pass@1,channel-aware",0.481707,full,1536,463
gemma4_halfgrain_sp_cap3k,128,8,R48,8,humaneval_gemma_fixed,"pass@1,channel-aware",0.579268,full,3072,707
qwen35_halfgrain_sp_off,512,16,free,,gsm8k_cot_zeroshot,sample_len,200.000000,200,2048,143
qwen35_halfgrain_sp_off,512,16,free,,gsm8k_cot_zeroshot,"exact_match,flexible-extract",0.865000,200,2048,143
qwen35_halfgrain_sp_off,512,16,free,,ifeval,sample_len,200.000000,200,2048,153
qwen35_halfgrain_sp_off,512,16,free,,ifeval,"prompt_level_strict_acc,none",0.785000,200,2048,153
qwen35_halfgrain_sp_off,512,16,free,,ifeval,"inst_level_strict_acc,none",0.858491,200,2048,153
qwen35_halfgrain_sp_off,512,16,free,,ifeval,"prompt_level_loose_acc,none",0.810000,200,2048,153
qwen35_halfgrain_sp_off,512,16,free,,ifeval,"inst_level_loose_acc,none",0.874214,200,2048,153
qwen35_halfgrain_sp_off,512,16,free,,humaneval_instruct,sample_len,164.000000,full,2048,193
qwen35_halfgrain_sp_off,512,16,free,,humaneval_instruct,"pass@1,create_test",0.945122,full,2048,193
qwen35_halfgrain_sp_off,512,16,free,,mmlu_flan_cot_fewshot,sample_len,228.000000,4,2048,222
qwen35_halfgrain_sp_off,512,16,free,,mmlu_flan_cot_fewshot,"exact_match,get-answer",0.679825,4,2048,222
qwen35_halfgrain_sp_off,512,16,R96,96,gsm8k_cot_zeroshot,sample_len,200.000000,200,2048,274
qwen35_halfgrain_sp_off,512,16,R96,96,gsm8k_cot_zeroshot,"exact_match,flexible-extract",0.665000,200,2048,274
qwen35_halfgrain_sp_off,512,16,R96,96,ifeval,sample_len,200.000000,200,2048,260
qwen35_halfgrain_sp_off,512,16,R96,96,ifeval,"prompt_level_strict_acc,none",0.820000,200,2048,260
qwen35_halfgrain_sp_off,512,16,R96,96,ifeval,"inst_level_strict_acc,none",0.871069,200,2048,260
qwen35_halfgrain_sp_off,512,16,R96,96,ifeval,"prompt_level_loose_acc,none",0.855000,200,2048,260
qwen35_halfgrain_sp_off,512,16,R96,96,ifeval,"inst_level_loose_acc,none",0.896226,200,2048,260
qwen35_halfgrain_sp_off,512,16,R96,96,humaneval_instruct,sample_len,164.000000,full,2048,542
qwen35_halfgrain_sp_off,512,16,R96,96,humaneval_instruct,"pass@1,create_test",0.908537,full,2048,542
qwen35_halfgrain_sp_off,512,16,R96,96,mmlu_flan_cot_fewshot,sample_len,228.000000,4,2048,1537
qwen35_halfgrain_sp_off,512,16,R96,96,mmlu_flan_cot_fewshot,"exact_match,get-answer",0.692982,4,2048,1537
gemma4_halfgrain_dz,256,16,free,,gsm8k_cot_zeroshot,sample_len,200.000000,200,2048,48
gemma4_halfgrain_dz,256,16,free,,gsm8k_cot_zeroshot,"exact_match,flexible-extract",0.845000,200,2048,48
gemma4_halfgrain_dz,256,16,free,,ifeval,sample_len,200.000000,200,2048,60
gemma4_halfgrain_dz,256,16,free,,ifeval,"prompt_level_strict_acc,none",0.875000,200,2048,60
gemma4_halfgrain_dz,256,16,free,,ifeval,"inst_level_strict_acc,none",0.918239,200,2048,60
gemma4_halfgrain_dz,256,16,free,,ifeval,"prompt_level_loose_acc,none",0.880000,200,2048,60
gemma4_halfgrain_dz,256,16,free,,ifeval,"inst_level_loose_acc,none",0.921384,200,2048,60
gemma4_halfgrain_dz,256,16,R48,48,gsm8k_cot_zeroshot,sample_len,200.000000,200,2048,132
gemma4_halfgrain_dz,256,16,R48,48,gsm8k_cot_zeroshot,"exact_match,flexible-extract",0.835000,200,2048,132
gemma4_halfgrain_dz,256,16,R48,48,ifeval,sample_len,200.000000,200,2048,133
gemma4_halfgrain_dz,256,16,R48,48,ifeval,"prompt_level_strict_acc,none",0.805000,200,2048,133
gemma4_halfgrain_dz,256,16,R48,48,ifeval,"inst_level_strict_acc,none",0.871069,200,2048,133
gemma4_halfgrain_dz,256,16,R48,48,ifeval,"prompt_level_loose_acc,none",0.830000,200,2048,133
gemma4_halfgrain_dz,256,16,R48,48,ifeval,"inst_level_loose_acc,none",0.893082,200,2048,133
gemma4_halfgrain_dz,128,8,free,,humaneval_gemma_fixed,"pass@1,channel-aware",0.987805,full,1536,68
gemma4_halfgrain_dz,128,8,R48,8,humaneval_gemma_fixed,"pass@1,channel-aware",0.524390,full,1536,494
gemma4_halfgrain_dz_cap3k,128,8,R48,8,humaneval_gemma_fixed,"pass@1,channel-aware",0.554878,full,3072,733
gemma4_halfgrain_dz2,256,16,free,,gsm8k_cot_zeroshot,sample_len,200.000000,200,2048,48
gemma4_halfgrain_dz2,256,16,free,,gsm8k_cot_zeroshot,"exact_match,flexible-extract",0.855000,200,2048,48
gemma4_halfgrain_dz2,256,16,free,,ifeval,sample_len,200.000000,200,2048,70
gemma4_halfgrain_dz2,256,16,free,,ifeval,"prompt_level_strict_acc,none",0.870000,200,2048,70
gemma4_halfgrain_dz2,256,16,free,,ifeval,"inst_level_strict_acc,none",0.915094,200,2048,70
gemma4_halfgrain_dz2,256,16,free,,ifeval,"prompt_level_loose_acc,none",0.890000,200,2048,70
gemma4_halfgrain_dz2,256,16,free,,ifeval,"inst_level_loose_acc,none",0.927673,200,2048,70
gemma4_halfgrain_dz2,256,16,R48,48,gsm8k_cot_zeroshot,sample_len,200.000000,200,2048,115
gemma4_halfgrain_dz2,256,16,R48,48,gsm8k_cot_zeroshot,"exact_match,flexible-extract",0.870000,200,2048,115
gemma4_halfgrain_dz2,256,16,R48,48,ifeval,sample_len,200.000000,200,2048,153
gemma4_halfgrain_dz2,256,16,R48,48,ifeval,"prompt_level_strict_acc,none",0.820000,200,2048,153
gemma4_halfgrain_dz2,256,16,R48,48,ifeval,"inst_level_strict_acc,none",0.880503,200,2048,153
gemma4_halfgrain_dz2,256,16,R48,48,ifeval,"prompt_level_loose_acc,none",0.860000,200,2048,153
gemma4_halfgrain_dz2,256,16,R48,48,ifeval,"inst_level_loose_acc,none",0.908805,200,2048,153
gemma4_halfgrain_dz2,128,8,free,,humaneval_gemma_fixed,"pass@1,channel-aware",0.981707,full,1536,68
gemma4_halfgrain_dz2,128,8,R48,8,humaneval_gemma_fixed,"pass@1,channel-aware",0.524390,full,1536,488
gemma4_halfgrain_dz2_cap3k,128,8,R48,8,humaneval_gemma_fixed,"pass@1,channel-aware",0.567073,full,3072,688
gemma4_halfgrain_dz3,256,16,free,,gsm8k_cot_zeroshot,sample_len,200.000000,200,2048,58
gemma4_halfgrain_dz3,256,16,free,,gsm8k_cot_zeroshot,"exact_match,flexible-extract",0.845000,200,2048,58
gemma4_halfgrain_dz3,256,16,free,,ifeval,sample_len,200.000000,200,2048,62
gemma4_halfgrain_dz3,256,16,free,,ifeval,"prompt_level_strict_acc,none",0.860000,200,2048,62
gemma4_halfgrain_dz3,256,16,free,,ifeval,"inst_level_strict_acc,none",0.911950,200,2048,62
gemma4_halfgrain_dz3,256,16,free,,ifeval,"prompt_level_loose_acc,none",0.900000,200,2048,62
gemma4_halfgrain_dz3,256,16,free,,ifeval,"inst_level_loose_acc,none",0.937107,200,2048,62
gemma4_halfgrain_dz3,256,16,R48,48,gsm8k_cot_zeroshot,sample_len,200.000000,200,2048,153
gemma4_halfgrain_dz3,256,16,R48,48,gsm8k_cot_zeroshot,"exact_match,flexible-extract",0.850000,200,2048,153
gemma4_halfgrain_dz3,256,16,R48,48,ifeval,sample_len,200.000000,200,2048,139
gemma4_halfgrain_dz3,256,16,R48,48,ifeval,"prompt_level_strict_acc,none",0.770000,200,2048,139
gemma4_halfgrain_dz3,256,16,R48,48,ifeval,"inst_level_strict_acc,none",0.842767,200,2048,139
gemma4_halfgrain_dz3,256,16,R48,48,ifeval,"prompt_level_loose_acc,none",0.795000,200,2048,139
gemma4_halfgrain_dz3,256,16,R48,48,ifeval,"inst_level_loose_acc,none",0.867925,200,2048,139
gemma4_halfgrain_dz3,128,8,free,,humaneval_gemma_fixed,"pass@1,channel-aware",0.957317,full,1536,67
gemma4_halfgrain_dz3,128,8,R48,8,humaneval_gemma_fixed,"pass@1,channel-aware",0.524390,full,1536,479
gemma4_halfgrain_dz3_cap3k,128,8,R48,8,humaneval_gemma_fixed,"pass@1,channel-aware",0.634146,full,3072,745
gemma4_halfgrain_dz3_cap6k,128,8,R48,8,humaneval_gemma_fixed,"pass@1,channel-aware",0.628049,full,6144,1065
qwen35_halfgrain_dzq_off,512,16,free,,gsm8k_cot_zeroshot,sample_len,200.000000,200,2048,132
qwen35_halfgrain_dzq_off,512,16,free,,gsm8k_cot_zeroshot,"exact_match,flexible-extract",0.885000,200,2048,132
qwen35_halfgrain_dzq_off,512,16,free,,ifeval,sample_len,200.000000,200,2048,145
qwen35_halfgrain_dzq_off,512,16,free,,ifeval,"prompt_level_strict_acc,none",0.830000,200,2048,145
qwen35_halfgrain_dzq_off,512,16,free,,ifeval,"inst_level_strict_acc,none",0.886792,200,2048,145
qwen35_halfgrain_dzq_off,512,16,free,,ifeval,"prompt_level_loose_acc,none",0.845000,200,2048,145
qwen35_halfgrain_dzq_off,512,16,free,,ifeval,"inst_level_loose_acc,none",0.896226,200,2048,145
qwen35_halfgrain_dzq_off,512,16,free,,humaneval_instruct,sample_len,164.000000,full,2048,201
qwen35_halfgrain_dzq_off,512,16,free,,humaneval_instruct,"pass@1,create_test",0.939024,full,2048,201
qwen35_halfgrain_dzq_off,512,16,free,,mmlu_flan_cot_fewshot,sample_len,228.000000,4,2048,209
qwen35_halfgrain_dzq_off,512,16,free,,mmlu_flan_cot_fewshot,"exact_match,get-answer",0.570175,4,2048,209
qwen35_halfgrain_dzq_off,512,16,R96,96,gsm8k_cot_zeroshot,sample_len,200.000000,200,2048,301
qwen35_halfgrain_dzq_off,512,16,R96,96,gsm8k_cot_zeroshot,"exact_match,flexible-extract",0.725000,200,2048,301
qwen35_halfgrain_dzq_off,512,16,R96,96,ifeval,sample_len,200.000000,200,2048,257
qwen35_halfgrain_dzq_off,512,16,R96,96,ifeval,"prompt_level_strict_acc,none",0.815000,200,2048,257
