label,run,layer,expert,variant,n_tokens,eff_vocab,dispersion
s0_TEMPORAL,g3_tmoe_s0_1e16,4,58,static,5325,15967.0,0.8973
s0_TEMPORAL,g3_tmoe_s0_1e16,4,59,weighted,19207,15693.9,0.8721
s0_TEMPORAL,g3_tmoe_s0_1e16,4,59,static,19207,15990.6,0.8951
s0_TEMPORAL,g3_tmoe_s0_1e16,4,60,weighted,13261,15682.7,0.9229
s0_TEMPORAL,g3_tmoe_s0_1e16,4,60,static,13261,15984.9,0.8919
s0_TEMPORAL,g3_tmoe_s0_1e16,4,61,weighted,12431,15506.2,0.846
s0_TEMPORAL,g3_tmoe_s0_1e16,4,61,static,12431,15992.8,0.8961
s0_TEMPORAL,g3_tmoe_s0_1e16,4,62,weighted,14573,15791.1,0.8998
s0_TEMPORAL,g3_tmoe_s0_1e16,4,62,static,14573,15994.3,0.7334
s0_TEMPORAL,g3_tmoe_s0_1e16,4,63,weighted,9128,15580.9,0.8636
s0_TEMPORAL,g3_tmoe_s0_1e16,4,63,static,9128,15987.7,0.9159
s0_TEMPORAL,g3_tmoe_s0_1e16,4,64,weighted,10620,15783.1,0.9156
s0_TEMPORAL,g3_tmoe_s0_1e16,4,64,static,10620,15985.0,0.8495
s0_TEMPORAL,g3_tmoe_s0_1e16,4,65,weighted,14538,14666.4,0.9103
s0_TEMPORAL,g3_tmoe_s0_1e16,4,65,static,14538,15991.4,0.8924
s0_TEMPORAL,g3_tmoe_s0_1e16,4,66,weighted,18324,15508.7,0.924
s0_TEMPORAL,g3_tmoe_s0_1e16,4,66,static,18324,15991.5,0.842
s0_TEMPORAL,g3_tmoe_s0_1e16,4,67,weighted,13574,15665.7,0.9275
s0_TEMPORAL,g3_tmoe_s0_1e16,4,67,static,13574,15982.1,0.863
s0_TEMPORAL,g3_tmoe_s0_1e16,4,68,weighted,12255,15867.5,0.8421
s0_TEMPORAL,g3_tmoe_s0_1e16,4,68,static,12255,15985.6,0.8521
s0_TEMPORAL,g3_tmoe_s0_1e16,4,69,weighted,14069,15472.6,0.9188
s0_TEMPORAL,g3_tmoe_s0_1e16,4,69,static,14069,15985.2,0.8538
s0_TEMPORAL,g3_tmoe_s0_1e16,4,70,weighted,12222,15793.5,0.9384
s0_TEMPORAL,g3_tmoe_s0_1e16,4,70,static,12222,15988.4,0.9036
s0_TEMPORAL,g3_tmoe_s0_1e16,4,71,weighted,20132,15583.0,0.8804
s0_TEMPORAL,g3_tmoe_s0_1e16,4,71,static,20132,15992.4,0.8942
s0_TEMPORAL,g3_tmoe_s0_1e16,4,72,weighted,13789,15584.5,0.888
s0_TEMPORAL,g3_tmoe_s0_1e16,4,72,static,13789,15990.2,0.9227
s0_TEMPORAL,g3_tmoe_s0_1e16,4,73,weighted,11205,15165.7,0.9107
s0_TEMPORAL,g3_tmoe_s0_1e16,4,73,static,11205,15985.1,0.881
s0_TEMPORAL,g3_tmoe_s0_1e16,4,74,weighted,13805,14763.9,0.9386
s0_TEMPORAL,g3_tmoe_s0_1e16,4,74,static,13805,15975.6,0.8764
s0_TEMPORAL,g3_tmoe_s0_1e16,4,75,weighted,7999,14994.8,0.9096
s0_TEMPORAL,g3_tmoe_s0_1e16,4,75,static,7999,15991.7,0.9255
s0_TEMPORAL,g3_tmoe_s0_1e16,4,76,weighted,17381,15545.1,0.8934
s0_TEMPORAL,g3_tmoe_s0_1e16,4,76,static,17381,15993.6,0.8989
s0_TEMPORAL,g3_tmoe_s0_1e16,4,77,weighted,20492,15546.4,0.9366
s0_TEMPORAL,g3_tmoe_s0_1e16,4,77,static,20492,15991.0,0.8774
s0_TEMPORAL,g3_tmoe_s0_1e16,4,78,weighted,14843,15712.6,0.8928
s0_TEMPORAL,g3_tmoe_s0_1e16,4,78,static,14843,15994.4,0.9065
s0_TEMPORAL,g3_tmoe_s0_1e16,4,79,weighted,14203,15218.8,0.906
s0_TEMPORAL,g3_tmoe_s0_1e16,4,79,static,14203,15990.4,0.878
s0_TEMPORAL,g3_tmoe_s0_1e16,4,80,weighted,15719,15585.7,0.8722
s0_TEMPORAL,g3_tmoe_s0_1e16,4,80,static,15719,15993.2,0.8835
s0_TEMPORAL,g3_tmoe_s0_1e16,4,81,weighted,14679,15622.2,0.8845
s0_TEMPORAL,g3_tmoe_s0_1e16,4,81,static,14679,15989.1,0.8176
s0_TEMPORAL,g3_tmoe_s0_1e16,4,82,weighted,16507,15693.1,0.9035
s0_TEMPORAL,g3_tmoe_s0_1e16,4,82,static,16507,15990.6,0.9025
s0_TEMPORAL,g3_tmoe_s0_1e16,4,83,weighted,20437,15767.6,0.8762
s0_TEMPORAL,g3_tmoe_s0_1e16,4,83,static,20437,15995.9,0.8765
s0_TEMPORAL,g3_tmoe_s0_1e16,4,84,weighted,8155,14796.1,0.8528
s0_TEMPORAL,g3_tmoe_s0_1e16,4,84,static,8155,15990.6,0.8819
s0_TEMPORAL,g3_tmoe_s0_1e16,4,85,weighted,12618,15559.9,0.9136
s0_TEMPORAL,g3_tmoe_s0_1e16,4,85,static,12618,15987.2,0.8884
s0_TEMPORAL,g3_tmoe_s0_1e16,4,86,weighted,12046,15225.5,0.9151
s0_TEMPORAL,g3_tmoe_s0_1e16,4,86,static,12046,15991.2,0.9215
s0_TEMPORAL,g3_tmoe_s0_1e16,4,87,weighted,8309,15573.1,0.8901
s0_TEMPORAL,g3_tmoe_s0_1e16,4,87,static,8309,15992.4,0.8862
s0_TEMPORAL,g3_tmoe_s0_1e16,4,88,weighted,13519,15720.0,0.8814
s0_TEMPORAL,g3_tmoe_s0_1e16,4,88,static,13519,15983.3,0.9068
s0_TEMPORAL,g3_tmoe_s0_1e16,4,89,weighted,10642,14662.9,0.8421
s0_TEMPORAL,g3_tmoe_s0_1e16,4,89,static,10642,15992.9,0.9002
s0_TEMPORAL,g3_tmoe_s0_1e16,4,90,weighted,13963,15251.2,0.8828
s0_TEMPORAL,g3_tmoe_s0_1e16,4,90,static,13963,15992.7,0.8682
s0_TEMPORAL,g3_tmoe_s0_1e16,4,91,weighted,11010,15685.0,0.9056
s0_TEMPORAL,g3_tmoe_s0_1e16,4,91,static,11010,15986.2,0.9068
s0_TEMPORAL,g3_tmoe_s0_1e16,4,92,weighted,10221,15835.1,0.9251
s0_TEMPORAL,g3_tmoe_s0_1e16,4,92,static,10221,15984.8,0.8783
s0_TEMPORAL,g3_tmoe_s0_1e16,4,93,weighted,8332,15875.3,0.9283
s0_TEMPORAL,g3_tmoe_s0_1e16,4,93,static,8332,15989.5,0.8844
s0_TEMPORAL,g3_tmoe_s0_1e16,4,94,weighted,13025,15758.9,0.875
s0_TEMPORAL,g3_tmoe_s0_1e16,4,94,static,13025,15988.6,0.8982
s0_TEMPORAL,g3_tmoe_s0_1e16,4,95,weighted,15482,15788.4,0.8651
s0_TEMPORAL,g3_tmoe_s0_1e16,4,95,static,15482,15993.6,0.933
s0_TEMPORAL,g3_tmoe_s0_1e16,4,96,weighted,7550,14370.1,0.8305
s0_TEMPORAL,g3_tmoe_s0_1e16,4,96,static,7550,15986.9,0.8802
s0_TEMPORAL,g3_tmoe_s0_1e16,4,97,weighted,4142,13974.5,0.8747
s0_TEMPORAL,g3_tmoe_s0_1e16,4,97,static,4142,15979.3,0.8356
s0_TEMPORAL,g3_tmoe_s0_1e16,4,98,weighted,10465,15405.9,0.9254
s0_TEMPORAL,g3_tmoe_s0_1e16,4,98,static,10465,15981.9,0.8879
s0_TEMPORAL,g3_tmoe_s0_1e16,4,99,weighted,11307,15705.6,0.895
s0_TEMPORAL,g3_tmoe_s0_1e16,4,99,static,11307,15997.4,0.8791
s0_TEMPORAL,g3_tmoe_s0_1e16,4,100,weighted,16673,15718.4,0.9076
s0_TEMPORAL,g3_tmoe_s0_1e16,4,100,static,16673,15990.2,0.8895
s0_TEMPORAL,g3_tmoe_s0_1e16,4,101,weighted,12705,15605.9,0.8558
s0_TEMPORAL,g3_tmoe_s0_1e16,4,101,static,12705,15986.3,0.9162
s0_TEMPORAL,g3_tmoe_s0_1e16,4,102,weighted,7421,15502.9,0.9258
s0_TEMPORAL,g3_tmoe_s0_1e16,4,102,static,7421,15983.1,0.7936
s0_TEMPORAL,g3_tmoe_s0_1e16,4,103,weighted,11556,15689.9,0.8836
s0_TEMPORAL,g3_tmoe_s0_1e16,4,103,static,11556,15989.8,0.8584
s0_TEMPORAL,g3_tmoe_s0_1e16,4,104,weighted,12599,15734.3,0.8713
s0_TEMPORAL,g3_tmoe_s0_1e16,4,104,static,12599,15989.2,0.905
s0_TEMPORAL,g3_tmoe_s0_1e16,4,105,weighted,15357,15342.1,0.8772
s0_TEMPORAL,g3_tmoe_s0_1e16,4,105,static,15357,15982.9,0.9061
s0_TEMPORAL,g3_tmoe_s0_1e16,4,106,weighted,13060,15751.5,0.8747
s0_TEMPORAL,g3_tmoe_s0_1e16,4,106,static,13060,15981.6,0.8964
s0_TEMPORAL,g3_tmoe_s0_1e16,4,107,weighted,12736,15758.7,0.8174
s0_TEMPORAL,g3_tmoe_s0_1e16,4,107,static,12736,15995.4,0.918
s0_TEMPORAL,g3_tmoe_s0_1e16,4,108,weighted,13306,15799.7,0.8931
s0_TEMPORAL,g3_tmoe_s0_1e16,4,108,static,13306,15993.9,0.8183
s0_TEMPORAL,g3_tmoe_s0_1e16,4,109,weighted,11733,14819.5,0.8322
s0_TEMPORAL,g3_tmoe_s0_1e16,4,109,static,11733,15988.7,0.8602
s0_TEMPORAL,g3_tmoe_s0_1e16,4,110,weighted,7988,15373.4,0.9289
s0_TEMPORAL,g3_tmoe_s0_1e16,4,110,static,7988,15988.7,0.9172
s0_TEMPORAL,g3_tmoe_s0_1e16,4,111,weighted,13280,15204.6,0.8889
s0_TEMPORAL,g3_tmoe_s0_1e16,4,111,static,13280,15990.6,0.93
s0_TEMPORAL,g3_tmoe_s0_1e16,4,112,weighted,4232,15871.9,0.9313
s0_TEMPORAL,g3_tmoe_s0_1e16,4,112,static,4232,15986.2,0.8534
s0_TEMPORAL,g3_tmoe_s0_1e16,4,113,weighted,10091,15371.3,0.8438
s0_TEMPORAL,g3_tmoe_s0_1e16,4,113,static,10091,15992.8,0.8726
s0_TEMPORAL,g3_tmoe_s0_1e16,4,114,weighted,9868,14731.5,0.9003
s0_TEMPORAL,g3_tmoe_s0_1e16,4,114,static,9868,15991.3,0.9215
s0_TEMPORAL,g3_tmoe_s0_1e16,4,115,weighted,14492,15259.9,0.9023
s0_TEMPORAL,g3_tmoe_s0_1e16,4,115,static,14492,15991.0,0.9213
s0_TEMPORAL,g3_tmoe_s0_1e16,4,116,weighted,8472,14461.6,0.9235
s0_TEMPORAL,g3_tmoe_s0_1e16,4,116,static,8472,15985.2,0.8233
s0_TEMPORAL,g3_tmoe_s0_1e16,4,117,weighted,12408,15569.1,0.8897
s0_TEMPORAL,g3_tmoe_s0_1e16,4,117,static,12408,15984.3,0.8965
s0_TEMPORAL,g3_tmoe_s0_1e16,4,118,weighted,8976,15559.8,0.9351
s0_TEMPORAL,g3_tmoe_s0_1e16,4,118,static,8976,15975.3,0.8783
s0_TEMPORAL,g3_tmoe_s0_1e16,4,119,weighted,7547,15282.7,0.8195
s0_TEMPORAL,g3_tmoe_s0_1e16,4,119,static,7547,15983.9,0.8712
s0_TEMPORAL,g3_tmoe_s0_1e16,4,120,weighted,15497,15687.0,0.8589
s0_TEMPORAL,g3_tmoe_s0_1e16,4,120,static,15497,15990.9,0.8659
s0_TEMPORAL,g3_tmoe_s0_1e16,4,121,weighted,18420,15752.0,0.8531
s0_TEMPORAL,g3_tmoe_s0_1e16,4,121,static,18420,15981.2,0.8393
s0_TEMPORAL,g3_tmoe_s0_1e16,4,122,weighted,17216,14740.7,0.8338
s0_TEMPORAL,g3_tmoe_s0_1e16,4,122,static,17216,15989.5,0.8642
s0_TEMPORAL,g3_tmoe_s0_1e16,4,123,weighted,11865,14769.5,0.8276
s0_TEMPORAL,g3_tmoe_s0_1e16,4,123,static,11865,15992.1,0.8678
s0_TEMPORAL,g3_tmoe_s0_1e16,4,124,weighted,11923,14725.1,0.9233
s0_TEMPORAL,g3_tmoe_s0_1e16,4,124,static,11923,15992.5,0.8846
s0_TEMPORAL,g3_tmoe_s0_1e16,4,125,weighted,15596,15750.3,0.7569
s0_TEMPORAL,g3_tmoe_s0_1e16,4,125,static,15596,15994.0,0.8185
s0_TEMPORAL,g3_tmoe_s0_1e16,4,126,weighted,11831,15518.2,0.8606
s0_TEMPORAL,g3_tmoe_s0_1e16,4,126,static,11831,15988.4,0.8733
s0_TEMPORAL,g3_tmoe_s0_1e16,4,127,weighted,10139,15560.3,0.8149
s0_TEMPORAL,g3_tmoe_s0_1e16,4,127,static,10139,15989.0,0.8863
s0_TEMPORAL,g3_tmoe_s0_1e16,4,128,weighted,15099,15712.7,0.9244
s0_TEMPORAL,g3_tmoe_s0_1e16,4,128,static,15099,15980.4,0.8896
s0_TEMPORAL,g3_tmoe_s0_1e16,4,129,weighted,11063,15825.1,0.899
s0_TEMPORAL,g3_tmoe_s0_1e16,4,129,static,11063,15989.2,0.8231
s0_TEMPORAL,g3_tmoe_s0_1e16,4,130,weighted,7494,15625.0,0.9184
s0_TEMPORAL,g3_tmoe_s0_1e16,4,130,static,7494,15990.7,0.9205
s0_TEMPORAL,g3_tmoe_s0_1e16,4,131,weighted,14455,15928.9,0.9154
s0_TEMPORAL,g3_tmoe_s0_1e16,4,131,static,14455,15995.2,0.8281
s0_TEMPORAL,g3_tmoe_s0_1e16,4,132,weighted,9464,15647.4,0.9246
s0_TEMPORAL,g3_tmoe_s0_1e16,4,132,static,9464,15986.1,0.8916
s0_TEMPORAL,g3_tmoe_s0_1e16,4,133,weighted,13978,15609.1,0.8715
s0_TEMPORAL,g3_tmoe_s0_1e16,4,133,static,13978,15995.0,0.8716
s0_TEMPORAL,g3_tmoe_s0_1e16,4,134,weighted,13944,15870.4,0.8869
s0_TEMPORAL,g3_tmoe_s0_1e16,4,134,static,13944,15994.2,0.8474
s0_TEMPORAL,g3_tmoe_s0_1e16,4,135,weighted,14096,15713.5,0.878
s0_TEMPORAL,g3_tmoe_s0_1e16,4,135,static,14096,15993.7,0.9196
s0_TEMPORAL,g3_tmoe_s0_1e16,4,136,weighted,6547,15098.5,0.9177
s0_TEMPORAL,g3_tmoe_s0_1e16,4,136,static,6547,15985.0,0.779
s0_TEMPORAL,g3_tmoe_s0_1e16,4,137,weighted,12187,15842.9,0.9319
s0_TEMPORAL,g3_tmoe_s0_1e16,4,137,static,12187,15992.0,0.909
s0_TEMPORAL,g3_tmoe_s0_1e16,4,138,weighted,12534,15509.7,0.9456
s0_TEMPORAL,g3_tmoe_s0_1e16,4,138,static,12534,15989.3,0.9165
s0_TEMPORAL,g3_tmoe_s0_1e16,4,139,weighted,10974,15707.1,0.9114
s0_TEMPORAL,g3_tmoe_s0_1e16,4,139,static,10974,15986.2,0.87
s0_TEMPORAL,g3_tmoe_s0_1e16,4,140,weighted,9148,14936.5,0.9304
s0_TEMPORAL,g3_tmoe_s0_1e16,4,140,static,9148,15989.1,0.8416
s0_TEMPORAL,g3_tmoe_s0_1e16,4,141,weighted,11376,15341.5,0.8486
s0_TEMPORAL,g3_tmoe_s0_1e16,4,141,static,11376,15990.3,0.8505
s0_TEMPORAL,g3_tmoe_s0_1e16,4,142,weighted,7677,15495.9,0.9138
s0_TEMPORAL,g3_tmoe_s0_1e16,4,142,static,7677,15991.5,0.9202
s0_TEMPORAL,g3_tmoe_s0_1e16,4,143,weighted,15331,15685.6,0.9201
s0_TEMPORAL,g3_tmoe_s0_1e16,4,143,static,15331,15985.2,0.8634
s0_TEMPORAL,g3_tmoe_s0_1e16,4,144,weighted,16642,15255.0,0.8965
s0_TEMPORAL,g3_tmoe_s0_1e16,4,144,static,16642,15993.3,0.9089
s0_TEMPORAL,g3_tmoe_s0_1e16,4,145,weighted,13009,15018.7,0.9075
s0_TEMPORAL,g3_tmoe_s0_1e16,4,145,static,13009,15994.0,0.9136
s0_TEMPORAL,g3_tmoe_s0_1e16,4,146,weighted,15570,15411.2,0.9123
s0_TEMPORAL,g3_tmoe_s0_1e16,4,146,static,15570,15984.6,0.8887
s0_TEMPORAL,g3_tmoe_s0_1e16,4,147,weighted,8360,15907.4,0.907
s0_TEMPORAL,g3_tmoe_s0_1e16,4,147,static,8360,15995.4,0.9145
s0_TEMPORAL,g3_tmoe_s0_1e16,4,148,weighted,5866,15057.1,0.9115
s0_TEMPORAL,g3_tmoe_s0_1e16,4,148,static,5866,15977.0,0.856
s0_TEMPORAL,g3_tmoe_s0_1e16,4,149,weighted,14390,15803.3,0.9064
s0_TEMPORAL,g3_tmoe_s0_1e16,4,149,static,14390,15987.7,0.9216
s0_TEMPORAL,g3_tmoe_s0_1e16,4,150,weighted,16968,15682.7,0.9177
s0_TEMPORAL,g3_tmoe_s0_1e16,4,150,static,16968,15980.7,0.7892
s0_TEMPORAL,g3_tmoe_s0_1e16,4,151,weighted,20630,15800.7,0.8907
s0_TEMPORAL,g3_tmoe_s0_1e16,4,151,static,20630,15995.7,0.9115
s0_TEMPORAL,g3_tmoe_s0_1e16,4,152,weighted,8823,15421.9,0.9124
s0_TEMPORAL,g3_tmoe_s0_1e16,4,152,static,8823,15995.1,0.9001
s0_TEMPORAL,g3_tmoe_s0_1e16,4,153,weighted,2802,15917.9,0.9064
s0_TEMPORAL,g3_tmoe_s0_1e16,4,153,static,2802,15985.2,0.8818
s0_TEMPORAL,g3_tmoe_s0_1e16,4,154,weighted,14400,15875.4,0.9041
s0_TEMPORAL,g3_tmoe_s0_1e16,4,154,static,14400,15987.5,0.9217
s0_TEMPORAL,g3_tmoe_s0_1e16,4,155,weighted,18878,14463.4,0.9286
s0_TEMPORAL,g3_tmoe_s0_1e16,4,155,static,18878,15988.4,0.7897
s0_TEMPORAL,g3_tmoe_s0_1e16,4,156,weighted,14038,15764.6,0.8499
s0_TEMPORAL,g3_tmoe_s0_1e16,4,156,static,14038,15988.2,0.8676
s0_TEMPORAL,g3_tmoe_s0_1e16,4,157,weighted,13739,15696.6,0.8935
s0_TEMPORAL,g3_tmoe_s0_1e16,4,157,static,13739,15992.8,0.8924
s0_TEMPORAL,g3_tmoe_s0_1e16,4,158,weighted,3875,15329.4,0.8898
s0_TEMPORAL,g3_tmoe_s0_1e16,4,158,static,3875,15980.7,0.8942
s0_TEMPORAL,g3_tmoe_s0_1e16,4,159,weighted,12001,15867.0,0.7097
s0_TEMPORAL,g3_tmoe_s0_1e16,4,159,static,12001,15996.2,0.8942
s0_TEMPORAL,g3_tmoe_s0_1e16,4,160,weighted,9063,15308.2,0.9289
s0_TEMPORAL,g3_tmoe_s0_1e16,4,160,static,9063,15995.0,0.8801
s0_TEMPORAL,g3_tmoe_s0_1e16,4,161,weighted,10808,15652.7,0.9118
s0_TEMPORAL,g3_tmoe_s0_1e16,4,161,static,10808,15989.8,0.9074
s0_TEMPORAL,g3_tmoe_s0_1e16,4,162,weighted,13575,15827.1,0.9335
s0_TEMPORAL,g3_tmoe_s0_1e16,4,162,static,13575,15987.6,0.8983
s0_TEMPORAL,g3_tmoe_s0_1e16,4,163,weighted,12815,15395.0,0.8908
s0_TEMPORAL,g3_tmoe_s0_1e16,4,163,static,12815,15993.3,0.9246
s0_TEMPORAL,g3_tmoe_s0_1e16,4,164,weighted,8453,15399.6,0.7955
s0_TEMPORAL,g3_tmoe_s0_1e16,4,164,static,8453,15990.4,0.8407
s0_TEMPORAL,g3_tmoe_s0_1e16,4,165,weighted,19203,15625.7,0.7795
s0_TEMPORAL,g3_tmoe_s0_1e16,4,165,static,19203,15994.7,0.8214
s0_TEMPORAL,g3_tmoe_s0_1e16,4,166,weighted,17969,15705.5,0.8841
s0_TEMPORAL,g3_tmoe_s0_1e16,4,166,static,17969,15985.8,0.9275
s0_TEMPORAL,g3_tmoe_s0_1e16,4,167,weighted,4385,14233.0,0.8519
s0_TEMPORAL,g3_tmoe_s0_1e16,4,167,static,4385,15981.1,0.8828
s0_TEMPORAL,g3_tmoe_s0_1e16,4,168,weighted,12053,15594.9,0.8982
s0_TEMPORAL,g3_tmoe_s0_1e16,4,168,static,12053,15986.9,0.8824
s0_TEMPORAL,g3_tmoe_s0_1e16,4,169,weighted,12875,14487.7,0.7992
s0_TEMPORAL,g3_tmoe_s0_1e16,4,169,static,12875,15989.1,0.8723
s0_TEMPORAL,g3_tmoe_s0_1e16,4,170,weighted,16890,15531.3,0.8951
s0_TEMPORAL,g3_tmoe_s0_1e16,4,170,static,16890,15994.0,0.9271
s0_TEMPORAL,g3_tmoe_s0_1e16,4,171,weighted,9262,14237.7,0.8388
s0_TEMPORAL,g3_tmoe_s0_1e16,4,171,static,9262,15989.2,0.9179
s0_TEMPORAL,g3_tmoe_s0_1e16,4,172,weighted,13089,15561.4,0.9034
s0_TEMPORAL,g3_tmoe_s0_1e16,4,172,static,13089,15987.3,0.8672
s0_TEMPORAL,g3_tmoe_s0_1e16,4,173,weighted,11089,15679.8,0.7946
s0_TEMPORAL,g3_tmoe_s0_1e16,4,173,static,11089,15986.2,0.9016
s0_TEMPORAL,g3_tmoe_s0_1e16,4,174,weighted,13217,15644.4,0.9123
s0_TEMPORAL,g3_tmoe_s0_1e16,4,174,static,13217,15989.1,0.8515
s0_TEMPORAL,g3_tmoe_s0_1e16,4,175,weighted,6364,15354.1,0.8921
s0_TEMPORAL,g3_tmoe_s0_1e16,4,175,static,6364,15982.2,0.8761
s0_TEMPORAL,g3_tmoe_s0_1e16,4,176,weighted,12976,15676.6,0.812
s0_TEMPORAL,g3_tmoe_s0_1e16,4,176,static,12976,15995.5,0.9051
s0_TEMPORAL,g3_tmoe_s0_1e16,4,177,weighted,13707,15502.0,0.9275
s0_TEMPORAL,g3_tmoe_s0_1e16,4,177,static,13707,15984.9,0.8824
s0_TEMPORAL,g3_tmoe_s0_1e16,4,178,weighted,15631,15002.1,0.9213
s0_TEMPORAL,g3_tmoe_s0_1e16,4,178,static,15631,15990.6,0.8276
s0_TEMPORAL,g3_tmoe_s0_1e16,4,179,weighted,5523,15735.1,0.9128
s0_TEMPORAL,g3_tmoe_s0_1e16,4,179,static,5523,15987.2,0.8741
s0_TEMPORAL,g3_tmoe_s0_1e16,4,180,weighted,9410,15520.0,0.941
s0_TEMPORAL,g3_tmoe_s0_1e16,4,180,static,9410,15976.0,0.8803
s0_TEMPORAL,g3_tmoe_s0_1e16,4,181,weighted,14432,15483.5,0.8445
s0_TEMPORAL,g3_tmoe_s0_1e16,4,181,static,14432,15985.8,0.9048
s0_TEMPORAL,g3_tmoe_s0_1e16,4,182,weighted,9914,15239.3,0.8708
s0_TEMPORAL,g3_tmoe_s0_1e16,4,182,static,9914,15988.8,0.8229
s0_TEMPORAL,g3_tmoe_s0_1e16,4,183,weighted,15510,15373.3,0.8887
s0_TEMPORAL,g3_tmoe_s0_1e16,4,183,static,15510,15990.8,0.8903
s0_TEMPORAL,g3_tmoe_s0_1e16,4,184,weighted,7050,15645.1,0.8802
s0_TEMPORAL,g3_tmoe_s0_1e16,4,184,static,7050,15985.0,0.8865
s0_TEMPORAL,g3_tmoe_s0_1e16,4,185,weighted,10354,15430.5,0.8737
s0_TEMPORAL,g3_tmoe_s0_1e16,4,185,static,10354,15993.7,0.9
s0_TEMPORAL,g3_tmoe_s0_1e16,4,186,weighted,11601,15751.3,0.8843
s0_TEMPORAL,g3_tmoe_s0_1e16,4,186,static,11601,15990.9,0.9009
s0_TEMPORAL,g3_tmoe_s0_1e16,4,187,weighted,13840,15865.4,0.9206
s0_TEMPORAL,g3_tmoe_s0_1e16,4,187,static,13840,15988.2,0.9182
s0_TEMPORAL,g3_tmoe_s0_1e16,4,188,weighted,12264,15545.6,0.9214
s0_TEMPORAL,g3_tmoe_s0_1e16,4,188,static,12264,15992.2,0.9284
s0_TEMPORAL,g3_tmoe_s0_1e16,4,189,weighted,16484,15845.9,0.9145
s0_TEMPORAL,g3_tmoe_s0_1e16,4,189,static,16484,15994.1,0.9279
s0_TEMPORAL,g3_tmoe_s0_1e16,4,190,weighted,14341,15731.1,0.9524
s0_TEMPORAL,g3_tmoe_s0_1e16,4,190,static,14341,15988.8,0.8743
s0_TEMPORAL,g3_tmoe_s0_1e16,4,191,weighted,11547,15294.4,0.8784
s0_TEMPORAL,g3_tmoe_s0_1e16,4,191,static,11547,15951.7,0.8455
s0_FULL,g3_moe_s0_1e16_sigmoid,2,0,weighted,13162,15759.6,0.9124
s0_FULL,g3_moe_s0_1e16_sigmoid,2,0,static,13162,15990.2,0.8318
s0_FULL,g3_moe_s0_1e16_sigmoid,2,1,weighted,13463,15142.3,0.9202
s0_FULL,g3_moe_s0_1e16_sigmoid,2,1,static,13463,15977.2,0.8617
s0_FULL,g3_moe_s0_1e16_sigmoid,2,2,weighted,11647,14982.4,0.885
s0_FULL,g3_moe_s0_1e16_sigmoid,2,2,static,11647,15991.1,0.8722
s0_FULL,g3_moe_s0_1e16_sigmoid,2,3,weighted,13260,15212.6,0.9094
s0_FULL,g3_moe_s0_1e16_sigmoid,2,3,static,13260,15986.5,0.8975
s0_FULL,g3_moe_s0_1e16_sigmoid,2,4,weighted,10522,15621.6,0.8623
s0_FULL,g3_moe_s0_1e16_sigmoid,2,4,static,10522,15983.5,0.9024
s0_FULL,g3_moe_s0_1e16_sigmoid,2,5,weighted,13553,15537.4,0.9192
s0_FULL,g3_moe_s0_1e16_sigmoid,2,5,static,13553,15988.3,0.8815
s0_FULL,g3_moe_s0_1e16_sigmoid,2,6,weighted,13246,15513.6,0.9045
s0_FULL,g3_moe_s0_1e16_sigmoid,2,6,static,13246,15993.3,0.882
s0_FULL,g3_moe_s0_1e16_sigmoid,2,7,weighted,11795,15850.1,0.9218
s0_FULL,g3_moe_s0_1e16_sigmoid,2,7,static,11795,15989.5,0.8801
s0_FULL,g3_moe_s0_1e16_sigmoid,2,8,weighted,12232,15562.1,0.9243
s0_FULL,g3_moe_s0_1e16_sigmoid,2,8,static,12232,15993.5,0.8713
s0_FULL,g3_moe_s0_1e16_sigmoid,2,9,weighted,11952,15710.4,0.8838
s0_FULL,g3_moe_s0_1e16_sigmoid,2,9,static,11952,15990.7,0.8623
s0_FULL,g3_moe_s0_1e16_sigmoid,2,10,weighted,13691,15693.8,0.8909
s0_FULL,g3_moe_s0_1e16_sigmoid,2,10,static,13691,15992.2,0.9094
s0_FULL,g3_moe_s0_1e16_sigmoid,2,11,weighted,13563,15418.3,0.9038
s0_FULL,g3_moe_s0_1e16_sigmoid,2,11,static,13563,15985.4,0.9211
s0_FULL,g3_moe_s0_1e16_sigmoid,2,12,weighted,9877,15805.0,0.8599
s0_FULL,g3_moe_s0_1e16_sigmoid,2,12,static,9877,15988.1,0.8722
s0_FULL,g3_moe_s0_1e16_sigmoid,2,13,weighted,14045,15516.3,0.8336
s0_FULL,g3_moe_s0_1e16_sigmoid,2,13,static,14045,15994.6,0.881
s0_FULL,g3_moe_s0_1e16_sigmoid,2,14,weighted,11294,15611.7,0.8532
s0_FULL,g3_moe_s0_1e16_sigmoid,2,14,static,11294,15991.0,0.8949
s0_FULL,g3_moe_s0_1e16_sigmoid,2,15,weighted,11281,15537.4,0.8661
s0_FULL,g3_moe_s0_1e16_sigmoid,2,15,static,11281,15988.9,0.8517
s0_FULL,g3_moe_s0_1e16_sigmoid,2,16,weighted,13127,15522.4,0.9256
s0_FULL,g3_moe_s0_1e16_sigmoid,2,16,static,13127,15986.0,0.7492
s0_FULL,g3_moe_s0_1e16_sigmoid,2,17,weighted,13224,15687.5,0.8818
s0_FULL,g3_moe_s0_1e16_sigmoid,2,17,static,13224,15985.0,0.89
s0_FULL,g3_moe_s0_1e16_sigmoid,2,18,weighted,8363,15856.0,0.8689
