cell,run,test_ce,a3_mass_pct,set_cov_pct,union,union_frac_pct,eff_experts,max_residency_pct,pinned_per_layer,num_experts,topk
temporal_fine_g3@1e19,temporal_fine_g3_1e19,3.173160,28.11,23.54,184.17,95.92,183.00,25.45,0.00,192,18
