run,iteration,train_lm_loss,final_val_ce,final_test_ce,seed,train_lm_loss_bpb,final_val_ce_bpb,final_test_ce_bpb
flame38m_g1_temporal,1505,4.078860E+00,,,1234,1.3697,,
flame38m_g1_temporal,1510,4.082738E+00,,,1234,1.3710,,
flame38m_g1_temporal,1515,4.074870E+00,,,1234,1.3683,,
flame38m_g1_temporal,1520,4.082344E+00,,,1234,1.3708,,
flame38m_g1_temporal,1525,4.067548E+00,,,1234,1.3659,,
flame38m_g1_temporal,1530,4.071762E+00,,,1234,1.3673,,
flame38m_g1_temporal,1535,4.073417E+00,,,1234,1.3678,,
flame38m_g1_temporal,1540,4.065386E+00,,,1234,1.3651,,
flame38m_g1_temporal,1545,4.068308E+00,,,1234,1.3661,,
flame38m_g1_temporal,1550,4.060983E+00,,,1234,1.3637,,
flame38m_g1_temporal,1555,4.074880E+00,,,1234,1.3683,,
flame38m_g1_temporal,1560,4.061053E+00,,,1234,1.3637,,
flame38m_g1_temporal,1565,4.063213E+00,,,1234,1.3644,,
flame38m_g1_temporal,1570,4.068041E+00,,,1234,1.3660,,
flame38m_g1_temporal,1575,4.063157E+00,,,1234,1.3644,,
flame38m_g1_temporal,1580,4.064931E+00,,,1234,1.3650,,
flame38m_g1_temporal,1585,4.056860E+00,,,1234,1.3623,,
flame38m_g1_temporal,1590,4.048712E+00,,,1234,1.3595,,
flame38m_g1_temporal,1595,4.045689E+00,,,1234,1.3585,,
flame38m_g1_temporal,1600,4.053420E+00,,,1234,1.3611,,
flame38m_g1_temporal,1605,4.041479E+00,,,1234,1.3571,,
flame38m_g1_temporal,1610,4.044678E+00,,,1234,1.3582,,
flame38m_g1_temporal,1615,4.049213E+00,,,1234,1.3597,,
flame38m_g1_temporal,1620,4.033174E+00,,,1234,1.3543,,
flame38m_g1_temporal,1625,4.030310E+00,,,1234,1.3534,,
flame38m_g1_temporal,1630,4.023111E+00,,,1234,1.3509,,
flame38m_g1_temporal,1635,4.034785E+00,,,1234,1.3549,,
flame38m_g1_temporal,1640,4.037007E+00,,,1234,1.3556,,
flame38m_g1_temporal,1645,4.031270E+00,,,1234,1.3537,,
flame38m_g1_temporal,1650,4.038212E+00,,,1234,1.3560,,
flame38m_g1_temporal,1655,4.039803E+00,,,1234,1.3565,,
flame38m_g1_temporal,1660,4.029322E+00,,,1234,1.3530,,
flame38m_g1_temporal,1665,4.025508E+00,,,1234,1.3517,,
flame38m_g1_temporal,1670,4.022179E+00,,,1234,1.3506,,
flame38m_g1_temporal,1675,4.028325E+00,,,1234,1.3527,,
flame38m_g1_temporal,1680,4.014436E+00,,,1234,1.3480,,
flame38m_g1_temporal,1685,4.017563E+00,,,1234,1.3491,,
flame38m_g1_temporal,1690,4.016984E+00,,,1234,1.3489,,
flame38m_g1_temporal,1695,4.021415E+00,,,1234,1.3504,,
flame38m_g1_temporal,1700,4.019249E+00,,,1234,1.3496,,
flame38m_g1_temporal,1705,4.015880E+00,,,1234,1.3485,,
flame38m_g1_temporal,1710,4.010035E+00,,,1234,1.3466,,
flame38m_g1_temporal,1715,4.011136E+00,,,1234,1.3469,,
flame38m_g1_temporal,1720,4.006361E+00,,,1234,1.3453,,
flame38m_g1_temporal,1725,4.016584E+00,,,1234,1.3488,,
flame38m_g1_temporal,1730,4.002229E+00,,,1234,1.3439,,
flame38m_g1_temporal,1735,4.006621E+00,,,1234,1.3454,,
flame38m_g1_temporal,1740,4.004662E+00,,,1234,1.3447,,
flame38m_g1_temporal,1745,4.008986E+00,,,1234,1.3462,,
flame38m_g1_temporal,1750,4.004587E+00,,,1234,1.3447,,
flame38m_g1_temporal,1755,3.997173E+00,,,1234,1.3422,,
flame38m_g1_temporal,1760,3.999618E+00,,,1234,1.3431,,
flame38m_g1_temporal,1765,4.003368E+00,,,1234,1.3443,,
flame38m_g1_temporal,1770,3.996074E+00,,,1234,1.3419,,
flame38m_g1_temporal,1775,3.999912E+00,,,1234,1.3432,,
flame38m_g1_temporal,1780,3.991698E+00,,,1234,1.3404,,
flame38m_g1_temporal,1785,3.999435E+00,,,1234,1.3430,,
flame38m_g1_temporal,1790,3.992683E+00,,,1234,1.3407,,
flame38m_g1_temporal,1795,3.994644E+00,,,1234,1.3414,,
flame38m_g1_temporal,1800,3.990368E+00,,,1234,1.3399,,
flame38m_g1_temporal,1805,3.980543E+00,,,1234,1.3366,,
flame38m_g1_temporal,1810,3.988417E+00,,,1234,1.3393,,
flame38m_g1_temporal,1815,3.985823E+00,,,1234,1.3384,,
flame38m_g1_temporal,1820,3.986065E+00,,,1234,1.3385,,
flame38m_g1_temporal,1825,3.989033E+00,,,1234,1.3395,,
flame38m_g1_temporal,1830,3.977400E+00,,,1234,1.3356,,
flame38m_g1_temporal,1835,3.980629E+00,,,1234,1.3367,,
flame38m_g1_temporal,1840,3.964132E+00,,,1234,1.3311,,
flame38m_g1_temporal,1845,3.965339E+00,,,1234,1.3315,,
flame38m_g1_temporal,1850,3.975782E+00,,,1234,1.3351,,
flame38m_g1_temporal,1855,3.969315E+00,,,1234,1.3329,,
flame38m_g1_temporal,1860,3.963621E+00,,,1234,1.3310,,
flame38m_g1_temporal,1865,3.972608E+00,,,1234,1.3340,,
flame38m_g1_temporal,1870,3.972613E+00,,,1234,1.3340,,
flame38m_g1_temporal,1875,3.970749E+00,,,1234,1.3334,,
flame38m_g1_temporal,1880,3.971288E+00,,,1234,1.3335,,
flame38m_g1_temporal,1885,3.976718E+00,,,1234,1.3354,,
flame38m_g1_temporal,1890,3.975148E+00,,,1234,1.3348,,
flame38m_g1_temporal,1895,3.960678E+00,,,1234,1.3300,,
flame38m_g1_temporal,1900,3.962266E+00,,,1234,1.3305,,
flame38m_g1_temporal,1905,3.961057E+00,,,1234,1.3301,,
flame38m_g1_temporal,1910,3.950566E+00,,,1234,1.3266,,
flame38m_g1_temporal,1915,3.966386E+00,,,1234,1.3319,,
flame38m_g1_temporal,1920,3.953689E+00,,,1234,1.3276,,
flame38m_g1_temporal,1925,3.951376E+00,,,1234,1.3269,,
flame38m_g1_temporal,1930,3.956003E+00,,,1234,1.3284,,
flame38m_g1_temporal,1935,3.943330E+00,,,1234,1.3242,,
flame38m_g1_temporal,1940,3.948668E+00,,,1234,1.3259,,
flame38m_g1_temporal,1945,3.942818E+00,,,1234,1.3240,,
flame38m_g1_temporal,1950,3.945153E+00,,,1234,1.3248,,
flame38m_g1_temporal,1955,3.938131E+00,,,1234,1.3224,,
flame38m_g1_temporal,1960,3.941249E+00,,,1234,1.3235,,
flame38m_g1_temporal,1965,3.938492E+00,,,1234,1.3225,,
flame38m_g1_temporal,1970,3.945053E+00,,,1234,1.3247,,
flame38m_g1_temporal,1975,3.932052E+00,,,1234,1.3204,,
flame38m_g1_temporal,1980,3.930537E+00,,,1234,1.3199,,
flame38m_g1_temporal,1985,3.943401E+00,,,1234,1.3242,,
flame38m_g1_temporal,1990,3.930349E+00,,,1234,1.3198,,
flame38m_g1_temporal,1995,3.925596E+00,,,1234,1.3182,,
flame38m_g1_temporal,2000,3.937026E+00,,,1234,1.3220,,
flame38m_g1_temporal,2005,3.917588E+00,,,1234,1.3155,,
flame38m_g1_temporal,2010,3.925848E+00,,,1234,1.3183,,
flame38m_g1_temporal,2015,3.927058E+00,,,1234,1.3187,,
flame38m_g1_temporal,2020,3.922773E+00,,,1234,1.3173,,
flame38m_g1_temporal,2025,3.913504E+00,,,1234,1.3141,,
flame38m_g1_temporal,2030,3.911864E+00,,,1234,1.3136,,
flame38m_g1_temporal,2035,3.918964E+00,,,1234,1.3160,,
flame38m_g1_temporal,2040,3.914878E+00,,,1234,1.3146,,
flame38m_g1_temporal,2045,3.911549E+00,,,1234,1.3135,,
flame38m_g1_temporal,2050,3.911038E+00,,,1234,1.3133,,
flame38m_g1_temporal,2055,3.909813E+00,,,1234,1.3129,,
flame38m_g1_temporal,2060,3.915311E+00,,,1234,1.3147,,
flame38m_g1_temporal,2065,3.913056E+00,,,1234,1.3140,,
flame38m_g1_temporal,2070,3.902619E+00,,,1234,1.3105,,
flame38m_g1_temporal,2075,3.909851E+00,,,1234,1.3129,,
flame38m_g1_temporal,2080,3.911473E+00,,,1234,1.3135,,
flame38m_g1_temporal,2085,3.916735E+00,,,1234,1.3152,,
flame38m_g1_temporal,2090,3.908154E+00,,,1234,1.3123,,
flame38m_g1_temporal,2095,3.900589E+00,,,1234,1.3098,,
flame38m_g1_temporal,2100,3.911091E+00,,,1234,1.3133,,
flame38m_g1_temporal,2105,3.903627E+00,,,1234,1.3108,,
flame38m_g1_temporal,2110,3.906939E+00,,,1234,1.3119,,
flame38m_g1_temporal,2115,3.899916E+00,,,1234,1.3096,,
flame38m_g1_temporal,2120,3.907635E+00,,,1234,1.3122,,
flame38m_g1_temporal,2121,,3.905200E+00,3.909421E+00,1234,,1.3113,1.3127
flame38m_g1_temporal_s2,5,1.080539E+01,,,2,3.6284,,
flame38m_g1_temporal_s2,10,1.045020E+01,,,2,3.5091,,
flame38m_g1_temporal_s2,15,1.020629E+01,,,2,3.4272,,
flame38m_g1_temporal_s2,20,9.861950E+00,,,2,3.3116,,
flame38m_g1_temporal_s2,25,9.438533E+00,,,2,3.1694,,
flame38m_g1_temporal_s2,30,8.980876E+00,,,2,3.0157,,
flame38m_g1_temporal_s2,35,8.580870E+00,,,2,2.8814,,
flame38m_g1_temporal_s2,40,8.223215E+00,,,2,2.7613,,
flame38m_g1_temporal_s2,45,7.923183E+00,,,2,2.6606,,
flame38m_g1_temporal_s2,50,7.655070E+00,,,2,2.5705,,
flame38m_g1_temporal_s2,55,7.437254E+00,,,2,2.4974,,
flame38m_g1_temporal_s2,60,7.267001E+00,,,2,2.4402,,
flame38m_g1_temporal_s2,65,7.112170E+00,,,2,2.3882,,
flame38m_g1_temporal_s2,70,6.984077E+00,,,2,2.3452,,
flame38m_g1_temporal_s2,75,6.894367E+00,,,2,2.3151,,
flame38m_g1_temporal_s2,80,6.801250E+00,,,2,2.2838,,
flame38m_g1_temporal_s2,85,6.720837E+00,,,2,2.2568,,
flame38m_g1_temporal_s2,90,6.637348E+00,,,2,2.2288,,
flame38m_g1_temporal_s2,95,6.581921E+00,,,2,2.2102,,
flame38m_g1_temporal_s2,100,6.533034E+00,,,2,2.1938,,
flame38m_g1_temporal_s2,105,6.491463E+00,,,2,2.1798,,
flame38m_g1_temporal_s2,110,6.443255E+00,,,2,2.1636,,
flame38m_g1_temporal_s2,115,6.393509E+00,,,2,2.1469,,
flame38m_g1_temporal_s2,120,6.344257E+00,,,2,2.1304,,
flame38m_g1_temporal_s2,125,6.323086E+00,,,2,2.1233,,
flame38m_g1_temporal_s2,130,6.276983E+00,,,2,2.1078,,
flame38m_g1_temporal_s2,135,6.251996E+00,,,2,2.0994,,
flame38m_g1_temporal_s2,140,6.226456E+00,,,2,2.0908,,
flame38m_g1_temporal_s2,145,6.196979E+00,,,2,2.0809,,
flame38m_g1_temporal_s2,150,6.167403E+00,,,2,2.0710,,
flame38m_g1_temporal_s2,155,6.129139E+00,,,2,2.0581,,
flame38m_g1_temporal_s2,160,6.111471E+00,,,2,2.0522,,
flame38m_g1_temporal_s2,165,6.088135E+00,,,2,2.0444,,
flame38m_g1_temporal_s2,170,6.055024E+00,,,2,2.0333,,
flame38m_g1_temporal_s2,175,6.028497E+00,,,2,2.0243,,
flame38m_g1_temporal_s2,180,6.032682E+00,,,2,2.0257,,
flame38m_g1_temporal_s2,185,5.992526E+00,,,2,2.0123,,
flame38m_g1_temporal_s2,190,5.965513E+00,,,2,2.0032,,
flame38m_g1_temporal_s2,195,5.940125E+00,,,2,1.9947,,
flame38m_g1_temporal_s2,200,5.912748E+00,,,2,1.9855,,
flame38m_g1_temporal_s2,205,5.885695E+00,,,2,1.9764,,
flame38m_g1_temporal_s2,210,5.869827E+00,,,2,1.9711,,
flame38m_g1_temporal_s2,215,5.845134E+00,,,2,1.9628,,
flame38m_g1_temporal_s2,220,5.817803E+00,,,2,1.9536,,
flame38m_g1_temporal_s2,225,5.785806E+00,,,2,1.9428,,
flame38m_g1_temporal_s2,230,5.787597E+00,,,2,1.9435,,
flame38m_g1_temporal_s2,235,5.754006E+00,,,2,1.9322,,
flame38m_g1_temporal_s2,240,5.724683E+00,,,2,1.9223,,
flame38m_g1_temporal_s2,245,5.699647E+00,,,2,1.9139,,
flame38m_g1_temporal_s2,250,5.681916E+00,,,2,1.9080,,
flame38m_g1_temporal_s2,255,5.659098E+00,,,2,1.9003,,
flame38m_g1_temporal_s2,260,5.637443E+00,,,2,1.8930,,
flame38m_g1_temporal_s2,265,5.623503E+00,,,2,1.8883,,
flame38m_g1_temporal_s2,270,5.575164E+00,,,2,1.8721,,
flame38m_g1_temporal_s2,275,5.562448E+00,,,2,1.8678,,
flame38m_g1_temporal_s2,280,5.555183E+00,,,2,1.8654,,
flame38m_g1_temporal_s2,285,5.543890E+00,,,2,1.8616,,
flame38m_g1_temporal_s2,290,5.510862E+00,,,2,1.8505,,
flame38m_g1_temporal_s2,295,5.484401E+00,,,2,1.8416,,
flame38m_g1_temporal_s2,300,5.457286E+00,,,2,1.8325,,
flame38m_g1_temporal_s2,305,5.441220E+00,,,2,1.8271,,
flame38m_g1_temporal_s2,310,5.424314E+00,,,2,1.8215,,
flame38m_g1_temporal_s2,315,5.403030E+00,,,2,1.8143,,
flame38m_g1_temporal_s2,320,5.406874E+00,,,2,1.8156,,
flame38m_g1_temporal_s2,325,5.382804E+00,,,2,1.8075,,
flame38m_g1_temporal_s2,330,5.363531E+00,,,2,1.8011,,
flame38m_g1_temporal_s2,335,5.331009E+00,,,2,1.7901,,
flame38m_g1_temporal_s2,340,5.317233E+00,,,2,1.7855,,
flame38m_g1_temporal_s2,345,5.313047E+00,,,2,1.7841,,
flame38m_g1_temporal_s2,350,5.300006E+00,,,2,1.7797,,
flame38m_g1_temporal_s2,355,5.285177E+00,,,2,1.7747,,
flame38m_g1_temporal_s2,360,5.273555E+00,,,2,1.7708,,
flame38m_g1_temporal_s2,365,5.244700E+00,,,2,1.7611,,
flame38m_g1_temporal_s2,370,5.227614E+00,,,2,1.7554,,
flame38m_g1_temporal_s2,375,5.211106E+00,,,2,1.7499,,
flame38m_g1_temporal_s2,380,5.193602E+00,,,2,1.7440,,
flame38m_g1_temporal_s2,385,5.198908E+00,,,2,1.7458,,
flame38m_g1_temporal_s2,390,5.201585E+00,,,2,1.7467,,
flame38m_g1_temporal_s2,395,5.174028E+00,,,2,1.7374,,
flame38m_g1_temporal_s2,400,5.151508E+00,,,2,1.7299,,
flame38m_g1_temporal_s2,405,5.137791E+00,,,2,1.7252,,
flame38m_g1_temporal_s2,410,5.121995E+00,,,2,1.7199,,
flame38m_g1_temporal_s2,415,5.106776E+00,,,2,1.7148,,
flame38m_g1_temporal_s2,420,5.100230E+00,,,2,1.7126,,
flame38m_g1_temporal_s2,425,5.084880E+00,,,2,1.7075,,
flame38m_g1_temporal_s2,430,5.075440E+00,,,2,1.7043,,
flame38m_g1_temporal_s2,435,5.062945E+00,,,2,1.7001,,
flame38m_g1_temporal_s2,440,5.058839E+00,,,2,1.6987,,
flame38m_g1_temporal_s2,445,5.039391E+00,,,2,1.6922,,
flame38m_g1_temporal_s2,450,5.034420E+00,,,2,1.6905,,
flame38m_g1_temporal_s2,455,5.017861E+00,,,2,1.6850,,
flame38m_g1_temporal_s2,460,5.017567E+00,,,2,1.6849,,
flame38m_g1_temporal_s2,465,5.011411E+00,,,2,1.6828,,
flame38m_g1_temporal_s2,470,4.978886E+00,,,2,1.6719,,
flame38m_g1_temporal_s2,475,4.966157E+00,,,2,1.6676,,
flame38m_g1_temporal_s2,480,4.963760E+00,,,2,1.6668,,
flame38m_g1_temporal_s2,485,4.954341E+00,,,2,1.6636,,
flame38m_g1_temporal_s2,490,4.943583E+00,,,2,1.6600,,
flame38m_g1_temporal_s2,495,4.936212E+00,,,2,1.6576,,
flame38m_g1_temporal_s2,500,4.923224E+00,,,2,1.6532,,
flame38m_g1_temporal_s2,505,4.923084E+00,,,2,1.6532,,
flame38m_g1_temporal_s2,510,4.914766E+00,,,2,1.6504,,
flame38m_g1_temporal_s2,515,4.899209E+00,,,2,1.6451,,
flame38m_g1_temporal_s2,520,4.893493E+00,,,2,1.6432,,
flame38m_g1_temporal_s2,525,4.886072E+00,,,2,1.6407,,
flame38m_g1_temporal_s2,530,4.890869E+00,,,2,1.6423,,
flame38m_g1_temporal_s2,535,4.879247E+00,,,2,1.6384,,
flame38m_g1_temporal_s2,540,4.854936E+00,,,2,1.6303,,
flame38m_g1_temporal_s2,545,4.864332E+00,,,2,1.6334,,
flame38m_g1_temporal_s2,550,4.842178E+00,,,2,1.6260,,
flame38m_g1_temporal_s2,555,4.833128E+00,,,2,1.6229,,
flame38m_g1_temporal_s2,560,4.834811E+00,,,2,1.6235,,
flame38m_g1_temporal_s2,565,4.816024E+00,,,2,1.6172,,
flame38m_g1_temporal_s2,570,4.821072E+00,,,2,1.6189,,
flame38m_g1_temporal_s2,575,4.812392E+00,,,2,1.6160,,
flame38m_g1_temporal_s2,580,4.808053E+00,,,2,1.6145,,
flame38m_g1_temporal_s2,585,4.785969E+00,,,2,1.6071,,
flame38m_g1_temporal_s2,590,4.788120E+00,,,2,1.6078,,
flame38m_g1_temporal_s2,595,4.767006E+00,,,2,1.6007,,
flame38m_g1_temporal_s2,600,4.773538E+00,,,2,1.6029,,
flame38m_g1_temporal_s2,605,4.762955E+00,,,2,1.5994,,
flame38m_g1_temporal_s2,610,4.755819E+00,,,2,1.5970,,
flame38m_g1_temporal_s2,615,4.751007E+00,,,2,1.5954,,
flame38m_g1_temporal_s2,620,4.743627E+00,,,2,1.5929,,
flame38m_g1_temporal_s2,625,4.723175E+00,,,2,1.5860,,
flame38m_g1_temporal_s2,630,4.715991E+00,,,2,1.5836,,
flame38m_g1_temporal_s2,635,4.719404E+00,,,2,1.5848,,
flame38m_g1_temporal_s2,640,4.702394E+00,,,2,1.5790,,
flame38m_g1_temporal_s2,645,4.704700E+00,,,2,1.5798,,
flame38m_g1_temporal_s2,650,4.699796E+00,,,2,1.5782,,
flame38m_g1_temporal_s2,655,4.685925E+00,,,2,1.5735,,
flame38m_g1_temporal_s2,660,4.686741E+00,,,2,1.5738,,
flame38m_g1_temporal_s2,665,4.679130E+00,,,2,1.5712,,
flame38m_g1_temporal_s2,670,4.671670E+00,,,2,1.5687,,
flame38m_g1_temporal_s2,675,4.670306E+00,,,2,1.5683,,
flame38m_g1_temporal_s2,680,4.660152E+00,,,2,1.5649,,
flame38m_g1_temporal_s2,685,4.649653E+00,,,2,1.5613,,
flame38m_g1_temporal_s2,690,4.643910E+00,,,2,1.5594,,
flame38m_g1_temporal_s2,695,4.649618E+00,,,2,1.5613,,
flame38m_g1_temporal_s2,700,4.643618E+00,,,2,1.5593,,
flame38m_g1_temporal_s2,705,4.637858E+00,,,2,1.5574,,
flame38m_g1_temporal_s2,710,4.629840E+00,,,2,1.5547,,
flame38m_g1_temporal_s2,715,4.632456E+00,,,2,1.5556,,
flame38m_g1_temporal_s2,720,4.612459E+00,,,2,1.5488,,
flame38m_g1_temporal_s2,725,4.602690E+00,,,2,1.5456,,
flame38m_g1_temporal_s2,730,4.602526E+00,,,2,1.5455,,
flame38m_g1_temporal_s2,735,4.601998E+00,,,2,1.5453,,
flame38m_g1_temporal_s2,740,4.587064E+00,,,2,1.5403,,
flame38m_g1_temporal_s2,745,4.583793E+00,,,2,1.5392,,
flame38m_g1_temporal_s2,750,4.575040E+00,,,2,1.5363,,
flame38m_g1_temporal_s2,755,4.572829E+00,,,2,1.5355,,
flame38m_g1_temporal_s2,760,4.559717E+00,,,2,1.5311,,
flame38m_g1_temporal_s2,765,4.560109E+00,,,2,1.5313,,
flame38m_g1_temporal_s2,770,4.558441E+00,,,2,1.5307,,
flame38m_g1_temporal_s2,775,4.560819E+00,,,2,1.5315,,
flame38m_g1_temporal_s2,780,4.548523E+00,,,2,1.5274,,
flame38m_g1_temporal_s2,785,4.541498E+00,,,2,1.5250,,
flame38m_g1_temporal_s2,790,4.541798E+00,,,2,1.5251,,
flame38m_g1_temporal_s2,795,4.532576E+00,,,2,1.5220,,
flame38m_g1_temporal_s2,800,4.530638E+00,,,2,1.5214,,
flame38m_g1_temporal_s2,805,4.518991E+00,,,2,1.5175,,
flame38m_g1_temporal_s2,810,4.525842E+00,,,2,1.5198,,
flame38m_g1_temporal_s2,815,4.519537E+00,,,2,1.5176,,
flame38m_g1_temporal_s2,820,4.513501E+00,,,2,1.5156,,
flame38m_g1_temporal_s2,825,4.506455E+00,,,2,1.5132,,
flame38m_g1_temporal_s2,830,4.490530E+00,,,2,1.5079,,
flame38m_g1_temporal_s2,835,4.485885E+00,,,2,1.5063,,
flame38m_g1_temporal_s2,840,4.489165E+00,,,2,1.5074,,
flame38m_g1_temporal_s2,845,4.488116E+00,,,2,1.5071,,
flame38m_g1_temporal_s2,850,4.476094E+00,,,2,1.5031,,
flame38m_g1_temporal_s2,855,4.471928E+00,,,2,1.5017,,
flame38m_g1_temporal_s2,860,4.480907E+00,,,2,1.5047,,
flame38m_g1_temporal_s2,865,4.471133E+00,,,2,1.5014,,
flame38m_g1_temporal_s2,870,4.441706E+00,,,2,1.4915,,
flame38m_g1_temporal_s2,875,4.444881E+00,,,2,1.4926,,
flame38m_g1_temporal_s2,880,4.448186E+00,,,2,1.4937,,
flame38m_g1_temporal_s2,885,4.447174E+00,,,2,1.4933,,
flame38m_g1_temporal_s2,890,4.443309E+00,,,2,1.4920,,
flame38m_g1_temporal_s2,895,4.443049E+00,,,2,1.4920,,
flame38m_g1_temporal_s2,900,4.429050E+00,,,2,1.4873,,
flame38m_g1_temporal_s2,905,4.424969E+00,,,2,1.4859,,
flame38m_g1_temporal_s2,910,4.415025E+00,,,2,1.4825,,
flame38m_g1_temporal_s2,915,4.403857E+00,,,2,1.4788,,
flame38m_g1_temporal_s2,920,4.408067E+00,,,2,1.4802,,
flame38m_g1_temporal_s2,925,4.409247E+00,,,2,1.4806,,
flame38m_g1_temporal_s2,930,4.397730E+00,,,2,1.4767,,
flame38m_g1_temporal_s2,935,4.402666E+00,,,2,1.4784,,
flame38m_g1_temporal_s2,940,4.393633E+00,,,2,1.4754,,
flame38m_g1_temporal_s2,945,4.393959E+00,,,2,1.4755,,
flame38m_g1_temporal_s2,950,4.397681E+00,,,2,1.4767,,
flame38m_g1_temporal_s2,955,4.384976E+00,,,2,1.4725,,
flame38m_g1_temporal_s2,960,4.375711E+00,,,2,1.4693,,
flame38m_g1_temporal_s2,965,4.371051E+00,,,2,1.4678,,
flame38m_g1_temporal_s2,970,4.372869E+00,,,2,1.4684,,
flame38m_g1_temporal_s2,975,4.360084E+00,,,2,1.4641,,
flame38m_g1_temporal_s2,980,4.359585E+00,,,2,1.4639,,
flame38m_g1_temporal_s2,985,4.360522E+00,,,2,1.4642,,
flame38m_g1_temporal_s2,990,4.357285E+00,,,2,1.4632,,
flame38m_g1_temporal_s2,995,4.350017E+00,,,2,1.4607,,
flame38m_g1_temporal_s2,1000,4.340946E+00,,,2,1.4577,,
flame38m_g1_temporal_s2,1005,4.347706E+00,,,2,1.4599,,
flame38m_g1_temporal_s2,1010,4.348645E+00,,,2,1.4603,,
flame38m_g1_temporal_s2,1015,4.335119E+00,,,2,1.4557,,
flame38m_g1_temporal_s2,1020,4.318687E+00,,,2,1.4502,,
flame38m_g1_temporal_s2,1025,4.318856E+00,,,2,1.4503,,
flame38m_g1_temporal_s2,1030,4.322745E+00,,,2,1.4516,,
flame38m_g1_temporal_s2,1035,4.310991E+00,,,2,1.4476,,
flame38m_g1_temporal_s2,1040,4.309329E+00,,,2,1.4471,,
flame38m_g1_temporal_s2,1045,4.325563E+00,,,2,1.4525,,
flame38m_g1_temporal_s2,1050,4.317126E+00,,,2,1.4497,,
flame38m_g1_temporal_s2,1055,4.312117E+00,,,2,1.4480,,
flame38m_g1_temporal_s2,1060,4.296203E+00,,,2,1.4426,,
flame38m_g1_temporal_s2,1065,4.294805E+00,,,2,1.4422,,
flame38m_g1_temporal_s2,1070,4.296669E+00,,,2,1.4428,,
flame38m_g1_temporal_s2,1075,4.291670E+00,,,2,1.4411,,
flame38m_g1_temporal_s2,1080,4.285825E+00,,,2,1.4392,,
flame38m_g1_temporal_s2,1085,4.296935E+00,,,2,1.4429,,
flame38m_g1_temporal_s2,1090,4.286179E+00,,,2,1.4393,,
flame38m_g1_temporal_s2,1095,4.278724E+00,,,2,1.4368,,
flame38m_g1_temporal_s2,1100,4.271953E+00,,,2,1.4345,,
flame38m_g1_temporal_s2,1105,4.274204E+00,,,2,1.4353,,
flame38m_g1_temporal_s2,1110,4.266590E+00,,,2,1.4327,,
flame38m_g1_temporal_s2,1115,4.264326E+00,,,2,1.4319,,
flame38m_g1_temporal_s2,1120,4.267420E+00,,,2,1.4330,,
flame38m_g1_temporal_s2,1125,4.270285E+00,,,2,1.4339,,
flame38m_g1_temporal_s2,1130,4.262254E+00,,,2,1.4312,,
flame38m_g1_temporal_s2,1135,4.254028E+00,,,2,1.4285,,
flame38m_g1_temporal_s2,1140,4.257724E+00,,,2,1.4297,,
flame38m_g1_temporal_s2,1145,4.248117E+00,,,2,1.4265,,
flame38m_g1_temporal_s2,1150,4.253015E+00,,,2,1.4281,,
flame38m_g1_temporal_s2,1155,4.236315E+00,,,2,1.4225,,
flame38m_g1_temporal_s2,1160,4.237445E+00,,,2,1.4229,,
flame38m_g1_temporal_s2,1165,4.234749E+00,,,2,1.4220,,
flame38m_g1_temporal_s2,1170,4.235033E+00,,,2,1.4221,,
flame38m_g1_temporal_s2,1175,4.223715E+00,,,2,1.4183,,
flame38m_g1_temporal_s2,1180,4.223512E+00,,,2,1.4182,,
flame38m_g1_temporal_s2,1185,4.221089E+00,,,2,1.4174,,
flame38m_g1_temporal_s2,1190,4.231302E+00,,,2,1.4209,,
flame38m_g1_temporal_s2,1195,4.221072E+00,,,2,1.4174,,
flame38m_g1_temporal_s2,1200,4.216368E+00,,,2,1.4158,,
flame38m_g1_temporal_s2,1205,4.207771E+00,,,2,1.4130,,
flame38m_g1_temporal_s2,1210,4.216362E+00,,,2,1.4158,,
flame38m_g1_temporal_s2,1215,4.211847E+00,,,2,1.4143,,
flame38m_g1_temporal_s2,1220,4.213955E+00,,,2,1.4150,,
flame38m_g1_temporal_s2,1225,4.211410E+00,,,2,1.4142,,
flame38m_g1_temporal_s2,1230,4.185134E+00,,,2,1.4054,,
flame38m_g1_temporal_s2,1235,4.191605E+00,,,2,1.4075,,
flame38m_g1_temporal_s2,1240,4.188052E+00,,,2,1.4063,,
flame38m_g1_temporal_s2,1245,4.205846E+00,,,2,1.4123,,
flame38m_g1_temporal_s2,1250,4.179135E+00,,,2,1.4033,,
flame38m_g1_temporal_s2,1255,4.188160E+00,,,2,1.4064,,
flame38m_g1_temporal_s2,1260,4.181653E+00,,,2,1.4042,,
flame38m_g1_temporal_s2,1265,4.174295E+00,,,2,1.4017,,
flame38m_g1_temporal_s2,1270,4.181120E+00,,,2,1.4040,,
flame38m_g1_temporal_s2,1275,4.183191E+00,,,2,1.4047,,
flame38m_g1_temporal_s2,1280,4.184651E+00,,,2,1.4052,,
flame38m_g1_temporal_s2,1285,4.176516E+00,,,2,1.4025,,
flame38m_g1_temporal_s2,1290,4.178944E+00,,,2,1.4033,,
flame38m_g1_temporal_s2,1295,4.172863E+00,,,2,1.4012,,
flame38m_g1_temporal_s2,1300,4.165796E+00,,,2,1.3989,,
flame38m_g1_temporal_s2,1305,4.159622E+00,,,2,1.3968,,
flame38m_g1_temporal_s2,1310,4.164377E+00,,,2,1.3984,,
flame38m_g1_temporal_s2,1315,4.147713E+00,,,2,1.3928,,
