vocab,corpus_tokens,slice_tokens,eval_subset_seqs,eval_subset_target_tokens,coverage_by_type,n_types_covered,n_types_uncovered,coverage_by_token_full_slice,coverage_by_token_eval_subset,coverage_by_loss,uncovered_target_tokens_eval_subset,eval_tokens_with_corpus_count_ge_1,eval_tokens_with_corpus_count_ge_10,eval_tokens_with_corpus_count_ge_100,eval_tokens_with_corpus_count_ge_1000,eval_tokens_with_corpus_count_ge_10000,median_corpus_count_of_eval_token,loss_model,eval_bpb_of_scored_model,divisor
50304,1000001536,99999744,256,1048320,0.990955,49849,455,0.99999982,0.99999905,0.99999785,1,0.999999,0.999997,0.999922,0.993943,0.885496,429893,C (router + norm gains),0.850511,3.1089070924799973
