group,name,metric,value,note
trainfree,calstack_norms_plus_ple_rfull/occ_100-999,n_eval_tokens,6268,
trainfree,calstack_norms_plus_ple_rfull/occ_1000-9999,bpb,3.773463,calib_table_rfull_cal0.pt
trainfree,calstack_norms_plus_ple_rfull/occ_1000-9999,recovery_pct,-49.22,calib_table_rfull_cal0.pt
trainfree,calstack_norms_plus_ple_rfull/occ_1000-9999,n_eval_tokens,113687,
trainfree,calstack_norms_plus_ple_rfull/occ_10000-99999,bpb,3.398561,calib_table_rfull_cal0.pt
trainfree,calstack_norms_plus_ple_rfull/occ_10000-99999,recovery_pct,-31.18,calib_table_rfull_cal0.pt
trainfree,calstack_norms_plus_ple_rfull/occ_10000-99999,n_eval_tokens,243363,
trainfree,calstack_norms_plus_ple_rfull/occ_100000+,bpb,2.482145,calib_table_rfull_cal0.pt
trainfree,calstack_norms_plus_ple_rfull/occ_100000+,recovery_pct,12.92,calib_table_rfull_cal0.pt
trainfree,calstack_norms_plus_ple_rfull/occ_100000+,n_eval_tokens,684920,
trainfree,calstack_norms_plus_ple_r512,bpb,2.767039,calib_table_r512_cal0.pt
trainfree,calstack_norms_plus_ple_r512,recovery_pct,-0.79,calib_table_r512_cal0.pt
trainfree,calstack_norms_plus_ple_r512,n_eval_tokens,1048320,
trainfree,calstack_norms_plus_ple_r512/occ_0,bpb,3.391767,calib_table_r512_cal0.pt
trainfree,calstack_norms_plus_ple_r512/occ_0,recovery_pct,-30.85,calib_table_r512_cal0.pt
trainfree,calstack_norms_plus_ple_r512/occ_0,n_eval_tokens,1,
trainfree,calstack_norms_plus_ple_r512/occ_1-9,bpb,3.52056,calib_table_r512_cal0.pt
trainfree,calstack_norms_plus_ple_r512/occ_1-9,recovery_pct,-37.05,calib_table_r512_cal0.pt
trainfree,calstack_norms_plus_ple_r512/occ_1-9,n_eval_tokens,2,
trainfree,calstack_norms_plus_ple_r512/occ_10-99,bpb,4.306995,calib_table_r512_cal0.pt
trainfree,calstack_norms_plus_ple_r512/occ_10-99,recovery_pct,-74.89,calib_table_r512_cal0.pt
trainfree,calstack_norms_plus_ple_r512/occ_10-99,n_eval_tokens,79,
trainfree,calstack_norms_plus_ple_r512/occ_100-999,bpb,3.861039,calib_table_r512_cal0.pt
trainfree,calstack_norms_plus_ple_r512/occ_100-999,recovery_pct,-53.43,calib_table_r512_cal0.pt
trainfree,calstack_norms_plus_ple_r512/occ_100-999,n_eval_tokens,6268,
trainfree,calstack_norms_plus_ple_r512/occ_1000-9999,bpb,3.643706,calib_table_r512_cal0.pt
trainfree,calstack_norms_plus_ple_r512/occ_1000-9999,recovery_pct,-42.97,calib_table_r512_cal0.pt
trainfree,calstack_norms_plus_ple_r512/occ_1000-9999,n_eval_tokens,113687,
trainfree,calstack_norms_plus_ple_r512/occ_10000-99999,bpb,3.303207,calib_table_r512_cal0.pt
trainfree,calstack_norms_plus_ple_r512/occ_10000-99999,recovery_pct,-26.59,calib_table_r512_cal0.pt
trainfree,calstack_norms_plus_ple_r512/occ_10000-99999,n_eval_tokens,243363,
trainfree,calstack_norms_plus_ple_r512/occ_100000+,bpb,2.420823,calib_table_r512_cal0.pt
trainfree,calstack_norms_plus_ple_r512/occ_100000+,recovery_pct,15.87,calib_table_r512_cal0.pt
trainfree,calstack_norms_plus_ple_r512/occ_100000+,n_eval_tokens,684920,
trainfree,A_normcal_then_ple_samescale_rfull,bpb,3.236982,calib_table_rfull_same.pt
trainfree,A_normcal_then_ple_samescale_rfull,recovery_pct,-23.4,calib_table_rfull_same.pt
trainfree,A_normcal_then_ple_samescale_rfull,n_eval_tokens,1048320,
trainfree,A_normcal_then_ple_samescale_r512,bpb,3.087772,calib_table_r512_same.pt
trainfree,A_normcal_then_ple_samescale_r512,recovery_pct,-16.22,calib_table_r512_same.pt
trainfree,A_normcal_then_ple_samescale_r512,n_eval_tokens,1048320,
calibration,untrained_base,lambda_star,5.106922,
calibration,untrained_base,within,80.04487,
calibration,untrained_base,between,15.6738,
calibration,untrained_base,tokens_seen,44842,
calibration,untrained_base,tokens,4194304,
calibration,untrained_base,rel_recon_err_r512,0.544175,
calibration,untrained_base,reference,untrained base,
calibration,untrained_base,delta,MoE_free - MoE_residency on the UNTRAINED base model,
calibration,at50M,lambda_star,3.802433,
calibration,at50M,within,53.834465,
calibration,at50M,between,14.157898,
calibration,at50M,tokens_seen,44842,
calibration,at50M,tokens,4194304,
calibration,at50M,rel_recon_err_r512,0.450591,
calibration,at50M,reference,/workspace/olmoe-adapt/data/csurf_seq_ple_512_at50M.pt,
calibration,at50M,delta,MoE_free - MoE_residency on the C surface at /workspace/olmoe-adapt/data/csurf_seq_ple_512_at50M.pt,
calibration,cal0,lambda_star,2.970797,
calibration,cal0,within,189.358296,
calibration,cal0,between,63.73989,
calibration,cal0,tokens_seen,44842,
calibration,cal0,tokens,4194304,
calibration,cal0,rel_recon_err_r512,0.347818,
calibration,cal0,reference,/workspace/olmoe-adapt/data/csurf_cal0norms.pt,
calibration,cal0,delta,MoE_free - MoE_residency on the C surface at /workspace/olmoe-adapt/data/csurf_cal0norms.pt,
calibration,same,lambda_star,4.231453,
calibration,same,within,172.148531,
calibration,same,between,40.683075,
calibration,same,tokens_seen,44842,
calibration,same,tokens,4194304,
calibration,same,rel_recon_err_r512,0.397401,
calibration,same,reference,/workspace/olmoe-adapt/data/csurf_cal0norms.pt,
calibration,same,free_side,target surface (--free-same),
calibration,same,delta,MoE_free - MoE_residency on the C surface at /workspace/olmoe-adapt/data/csurf_cal0norms.pt,
heldout,zero_property_set,n_tokens,160,stratified across occurrence deciles; ids regenerable with heldout.py
heldout,zero_property_set,eval_loss_share,0.00099611,
heldout,zero_property_set,corpus_count_min,2,
heldout,zero_property_set,corpus_count_max,1018,
