label,run,budget,regime,layer,expert,split,usage_count,oracle_token_AUC,mi_over_H,n_token_ids,frac_score_rows_backoff
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,11,14,sequence,15457,0.6535,0.1539,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,11,15,sequence,12122,0.6069,0.1606,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,11,16,sequence,12517,0.6046,0.137,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,11,17,sequence,11658,0.6108,0.1229,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,11,18,sequence,11577,0.6135,0.1766,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,11,19,sequence,12714,0.5901,0.1701,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,11,20,sequence,11843,0.5705,0.097,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,11,21,sequence,11568,0.5616,0.0972,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,11,22,sequence,15728,0.6454,0.1274,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,11,23,sequence,15834,0.6099,0.1591,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,11,24,sequence,14832,0.6597,0.1203,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,11,25,sequence,11406,0.6118,0.1169,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,11,26,sequence,11573,0.5645,0.1083,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,11,27,sequence,12145,0.6226,0.1675,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,11,28,sequence,13094,0.5959,0.0998,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,11,29,sequence,12157,0.6032,0.0998,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,11,30,sequence,12310,0.6064,0.0836,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,11,31,sequence,11437,0.6496,0.1556,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,11,32,sequence,12611,0.6517,0.1075,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,11,33,sequence,14622,0.6276,0.0647,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,11,34,sequence,9690,0.624,0.1523,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,11,35,sequence,11887,0.5887,0.0652,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,11,36,sequence,8464,0.5693,0.2781,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,11,37,sequence,12259,0.5833,0.106,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,11,38,sequence,12661,0.5987,0.1528,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,11,39,sequence,12369,0.6146,0.1063,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,11,40,sequence,11065,0.6276,0.1474,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,11,41,sequence,13805,0.6266,0.0879,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,11,42,sequence,11748,0.5832,0.0858,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,11,43,sequence,13044,0.6384,0.0989,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,11,44,sequence,14802,0.626,0.0847,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,11,45,sequence,12882,0.6095,0.1338,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,11,46,sequence,13673,0.6776,0.1669,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,11,47,sequence,8884,0.6116,0.2124,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,11,48,sequence,8669,0.5892,0.1728,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,11,49,sequence,12360,0.6071,0.1347,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,11,50,sequence,13409,0.6888,0.1811,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,11,51,sequence,11361,0.6437,0.1466,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,11,52,sequence,13923,0.6255,0.0951,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,11,53,sequence,12255,0.7416,0.2989,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,11,54,sequence,12227,0.5833,0.0726,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,11,55,sequence,9901,0.7547,0.3226,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,11,56,sequence,12594,0.6623,0.1472,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,11,57,sequence,12595,0.5656,0.0926,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,11,58,sequence,12275,0.6081,0.1398,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,11,59,sequence,12660,0.612,0.11,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,11,60,sequence,13501,0.6052,0.151,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,11,61,sequence,10876,0.5757,0.1338,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,11,62,sequence,12390,0.5954,0.0968,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,11,63,sequence,12324,0.6716,0.1987,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,0,sequence,12466,0.6636,0.1443,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,1,sequence,14008,0.6665,0.1192,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,2,sequence,11843,0.6055,0.1235,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,3,sequence,12680,0.6173,0.1245,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,4,sequence,12624,0.6066,0.1318,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,5,sequence,12732,0.6221,0.1212,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,6,sequence,11251,0.6078,0.1784,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,7,sequence,9340,0.5644,0.11,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,8,sequence,13304,0.6038,0.1047,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,9,sequence,11718,0.5757,0.1201,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,10,sequence,12542,0.6497,0.0915,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,11,sequence,10723,0.5917,0.1517,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,12,sequence,11760,0.5927,0.1232,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,13,sequence,11335,0.5913,0.115,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,14,sequence,15018,0.6342,0.134,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,15,sequence,13276,0.5829,0.1229,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,16,sequence,12722,0.6063,0.1038,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,17,sequence,13298,0.6767,0.1771,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,18,sequence,13486,0.6228,0.167,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,19,sequence,10371,0.6502,0.1865,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,20,sequence,12422,0.652,0.1655,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,21,sequence,13071,0.5936,0.1046,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,22,sequence,9793,0.5917,0.1896,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,23,sequence,11867,0.6508,0.1297,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,24,sequence,12264,0.5648,0.1019,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,25,sequence,10957,0.6091,0.1316,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,26,sequence,12608,0.5937,0.1015,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,27,sequence,15127,0.6871,0.1348,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,28,sequence,13878,0.6167,0.1528,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,29,sequence,11413,0.6219,0.1902,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,30,sequence,9975,0.5786,0.1231,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,31,sequence,11782,0.6104,0.152,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,32,sequence,9527,0.6617,0.2132,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,33,sequence,12863,0.6737,0.1521,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,34,sequence,13529,0.6378,0.1441,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,35,sequence,13593,0.6478,0.1152,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,36,sequence,13922,0.6404,0.1428,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,37,sequence,11797,0.6101,0.1058,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,38,sequence,14172,0.641,0.1357,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,39,sequence,12853,0.5985,0.1528,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,40,sequence,13917,0.742,0.2329,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,41,sequence,13663,0.6223,0.1443,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,42,sequence,11419,0.5878,0.0912,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,43,sequence,11699,0.6493,0.1167,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,44,sequence,10745,0.617,0.1142,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,45,sequence,11790,0.6213,0.1336,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,46,sequence,10462,0.6042,0.127,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,47,sequence,13928,0.7639,0.1998,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,48,sequence,11497,0.6353,0.1193,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,49,sequence,12954,0.6805,0.1992,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,50,sequence,9982,0.7231,0.3392,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,51,sequence,14212,0.6964,0.1381,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,52,sequence,11443,0.5814,0.1252,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,53,sequence,11721,0.6009,0.1045,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,54,sequence,14574,0.5765,0.1842,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,55,sequence,11561,0.585,0.0919,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,56,sequence,10933,0.6029,0.1288,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,57,sequence,12090,0.603,0.0987,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,58,sequence,12349,0.6758,0.2186,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,59,sequence,11783,0.5569,0.1173,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,60,sequence,12624,0.595,0.1442,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,61,sequence,11025,0.5964,0.1376,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,62,sequence,13150,0.6215,0.1214,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,12,63,sequence,13001,0.6473,0.1625,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,0,sequence,12910,0.6591,0.1617,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,1,sequence,11828,0.6231,0.1347,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,2,sequence,11223,0.5988,0.1246,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,3,sequence,12253,0.5855,0.1739,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,4,sequence,11094,0.6385,0.1364,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,5,sequence,11931,0.6545,0.1712,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,6,sequence,14035,0.6913,0.168,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,7,sequence,7817,0.7115,0.2813,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,8,sequence,12248,0.5956,0.1392,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,9,sequence,12202,0.6836,0.1146,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,10,sequence,12893,0.6447,0.1349,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,11,sequence,13724,0.6173,0.1165,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,12,sequence,11551,0.6751,0.2352,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,13,sequence,12130,0.6217,0.1268,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,14,sequence,12994,0.6139,0.1554,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,15,sequence,10009,0.5646,0.1795,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,16,sequence,12059,0.7065,0.2382,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,17,sequence,13471,0.6024,0.1429,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,18,sequence,11045,0.6043,0.1451,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,19,sequence,13125,0.6118,0.1013,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,20,sequence,11155,0.6201,0.1908,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,21,sequence,13341,0.6128,0.1281,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,22,sequence,12186,0.7232,0.297,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,23,sequence,10869,0.6195,0.1296,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,24,sequence,11029,0.6161,0.1501,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,25,sequence,12840,0.5884,0.1043,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,26,sequence,12940,0.5806,0.1193,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,27,sequence,9121,0.5677,0.216,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,28,sequence,13325,0.6501,0.1252,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,29,sequence,14097,0.7372,0.218,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,30,sequence,15763,0.6769,0.1406,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,31,sequence,9638,0.6389,0.1389,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,32,sequence,11536,0.6377,0.1682,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,33,sequence,13141,0.5857,0.0621,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,34,sequence,13314,0.6842,0.1361,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,35,sequence,8505,0.582,0.1262,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,36,sequence,12145,0.5661,0.07,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,37,sequence,12463,0.6357,0.1374,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,38,sequence,11750,0.6223,0.0756,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,39,sequence,14104,0.6746,0.1087,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,40,sequence,9616,0.5625,0.1434,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,41,sequence,13407,0.6465,0.1853,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,42,sequence,15411,0.6414,0.1752,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,43,sequence,14105,0.6066,0.0824,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,44,sequence,12362,0.6132,0.1166,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,45,sequence,13945,0.6102,0.0871,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,46,sequence,11247,0.6261,0.1442,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,47,sequence,13158,0.6037,0.083,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,48,sequence,13943,0.6218,0.1162,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,49,sequence,12525,0.5805,0.1111,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,50,sequence,12297,0.6223,0.0958,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,51,sequence,13106,0.6751,0.1546,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,52,sequence,10295,0.6268,0.2214,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,53,sequence,14075,0.6544,0.1786,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,54,sequence,13971,0.6106,0.1395,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,55,sequence,11110,0.5758,0.1253,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,56,sequence,12516,0.792,0.2939,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,57,sequence,12326,0.6752,0.1345,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,58,sequence,11239,0.5982,0.1101,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,59,sequence,11788,0.5925,0.1134,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,60,sequence,12420,0.6583,0.1326,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,61,sequence,13055,0.6615,0.1559,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,62,sequence,12718,0.6903,0.2059,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,13,63,sequence,11993,0.6132,0.1354,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,14,0,sequence,10864,0.6526,0.2252,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,14,1,sequence,17157,0.6209,0.0954,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,14,2,sequence,10377,0.6328,0.1965,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,14,3,sequence,11082,0.6635,0.2269,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,14,4,sequence,11839,0.5845,0.1466,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,14,5,sequence,13017,0.6604,0.1008,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,14,6,sequence,15020,0.717,0.2149,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,14,7,sequence,13203,0.6276,0.0988,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,14,8,sequence,9192,0.5967,0.1491,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,14,9,sequence,13639,0.6366,0.0915,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,14,10,sequence,14160,0.6442,0.1478,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,14,11,sequence,15467,0.6734,0.118,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,14,12,sequence,9827,0.5888,0.1478,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,14,13,sequence,10581,0.6172,0.1223,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,14,14,sequence,12077,0.7284,0.3302,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,14,15,sequence,11174,0.5737,0.1355,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,14,16,sequence,13450,0.8585,0.4046,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,14,17,sequence,13888,0.7336,0.2191,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,14,18,sequence,8228,0.7258,0.3433,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,14,19,sequence,12016,0.6749,0.2071,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,14,20,sequence,13306,0.6197,0.1255,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,14,21,sequence,8894,0.5723,0.1442,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,14,22,sequence,10904,0.5561,0.1146,15781,0.2628
g1_tmoe_coarse_1e19,g1_tmoe_coarse_1e19,1e19,temporal,14,23,sequence,14350,0.6759,0.2069,15781,0.2628
