run,budget,regime,grain,policy,layer,set_coverage,mass_coverage
g3_tmoe_s0_1e16_momg_b05,1e16,temporal,fine 18/192,Belady+prefetch(h=1),4,0.46721,0.55053
g3_tmoe_s0_1e16_momg_b05,1e16,temporal,fine 18/192,Belady+prefetch(h=1),all,0.39347,0.49176
g3_tmoe_s0_1e16_momg_b05,1e16,temporal,fine 18/192,Belady+prefetch(h=4),2,0.32302,0.43545
g3_tmoe_s0_1e16_momg_b05,1e16,temporal,fine 18/192,Belady+prefetch(h=4),3,0.38111,0.48238
g3_tmoe_s0_1e16_momg_b05,1e16,temporal,fine 18/192,Belady+prefetch(h=4),4,0.46115,0.54628
g3_tmoe_s0_1e16_momg_b05,1e16,temporal,fine 18/192,Belady+prefetch(h=4),all,0.38843,0.48804
g3_tmoe_s0_1e16_momg_b05,1e16,temporal,fine 18/192,Belady+prefetch(h=16),2,0.28283,0.34988
g3_tmoe_s0_1e16_momg_b05,1e16,temporal,fine 18/192,Belady+prefetch(h=16),3,0.33414,0.39478
g3_tmoe_s0_1e16_momg_b05,1e16,temporal,fine 18/192,Belady+prefetch(h=16),4,0.41514,0.46383
g3_tmoe_s0_1e16_momg_b05,1e16,temporal,fine 18/192,Belady+prefetch(h=16),all,0.34404,0.40283
g3_tmoe_s0_1e16_momr,1e16,temporal,fine 18/192,min_logit,2,0.18624,0.20851
g3_tmoe_s0_1e16_momr,1e16,temporal,fine 18/192,min_logit,3,0.27692,0.30915
g3_tmoe_s0_1e16_momr,1e16,temporal,fine 18/192,min_logit,4,0.39592,0.43327
g3_tmoe_s0_1e16_momr,1e16,temporal,fine 18/192,min_logit,all,0.28636,0.31698
g3_tmoe_s0_1e16_momr,1e16,temporal,fine 18/192,LRU,2,0.17346,0.21706
g3_tmoe_s0_1e16_momr,1e16,temporal,fine 18/192,LRU,3,0.22432,0.27265
g3_tmoe_s0_1e16_momr,1e16,temporal,fine 18/192,LRU,4,0.30205,0.35589
g3_tmoe_s0_1e16_momr,1e16,temporal,fine 18/192,LRU,all,0.23328,0.28187
g3_tmoe_s0_1e16_momr,1e16,temporal,fine 18/192,min_logit+tau*(4.0),2,0.14710,0.16855
g3_tmoe_s0_1e16_momr,1e16,temporal,fine 18/192,min_logit+tau*(4.0),3,0.17251,0.19944
g3_tmoe_s0_1e16_momr,1e16,temporal,fine 18/192,min_logit+tau*(4.0),4,0.18025,0.20859
g3_tmoe_s0_1e16_momr,1e16,temporal,fine 18/192,min_logit+tau*(4.0),all,0.16662,0.19219
g3_tmoe_s0_1e16_momr,1e16,temporal,fine 18/192,discounted-oracle(g=0.5),2,0.38558,0.41434
g3_tmoe_s0_1e16_momr,1e16,temporal,fine 18/192,discounted-oracle(g=0.5),3,0.46570,0.49781
g3_tmoe_s0_1e16_momr,1e16,temporal,fine 18/192,discounted-oracle(g=0.5),4,0.57358,0.60266
g3_tmoe_s0_1e16_momr,1e16,temporal,fine 18/192,discounted-oracle(g=0.5),all,0.47495,0.50494
g3_tmoe_s0_1e16_momr,1e16,temporal,fine 18/192,discounted-oracle(g=0.9),2,0.40622,0.43888
g3_tmoe_s0_1e16_momr,1e16,temporal,fine 18/192,discounted-oracle(g=0.9),3,0.47728,0.51198
g3_tmoe_s0_1e16_momr,1e16,temporal,fine 18/192,discounted-oracle(g=0.9),4,0.56240,0.59208
g3_tmoe_s0_1e16_momr,1e16,temporal,fine 18/192,discounted-oracle(g=0.9),all,0.48197,0.51431
g3_tmoe_s0_1e16_momr,1e16,temporal,fine 18/192,discounted-oracle(g=0.95),2,0.35453,0.38291
g3_tmoe_s0_1e16_momr,1e16,temporal,fine 18/192,discounted-oracle(g=0.95),3,0.41010,0.43874
g3_tmoe_s0_1e16_momr,1e16,temporal,fine 18/192,discounted-oracle(g=0.95),4,0.49368,0.51669
g3_tmoe_s0_1e16_momr,1e16,temporal,fine 18/192,discounted-oracle(g=0.95),all,0.41944,0.44611
g3_tmoe_s0_1e16_momr,1e16,temporal,fine 18/192,Belady,2,0.26730,0.31483
g3_tmoe_s0_1e16_momr,1e16,temporal,fine 18/192,Belady,3,0.34163,0.38836
g3_tmoe_s0_1e16_momr,1e16,temporal,fine 18/192,Belady,4,0.45199,0.49786
g3_tmoe_s0_1e16_momr,1e16,temporal,fine 18/192,Belady,all,0.35364,0.40035
g3_tmoe_s0_1e16_momr,1e16,temporal,fine 18/192,Belady+prefetch(h=1),2,0.31453,0.44082
g3_tmoe_s0_1e16_momr,1e16,temporal,fine 18/192,Belady+prefetch(h=1),3,0.38731,0.49014
g3_tmoe_s0_1e16_momr,1e16,temporal,fine 18/192,Belady+prefetch(h=1),4,0.49542,0.57899
g3_tmoe_s0_1e16_momr,1e16,temporal,fine 18/192,Belady+prefetch(h=1),all,0.39909,0.50331
g3_tmoe_s0_1e16_momr,1e16,temporal,fine 18/192,Belady+prefetch(h=4),2,0.31100,0.43826
g3_tmoe_s0_1e16_momr,1e16,temporal,fine 18/192,Belady+prefetch(h=4),3,0.38625,0.49055
g3_tmoe_s0_1e16_momr,1e16,temporal,fine 18/192,Belady+prefetch(h=4),4,0.48936,0.57466
g3_tmoe_s0_1e16_momr,1e16,temporal,fine 18/192,Belady+prefetch(h=4),all,0.39554,0.50116
g3_tmoe_s0_1e16_momr,1e16,temporal,fine 18/192,Belady+prefetch(h=16),2,0.27019,0.34744
g3_tmoe_s0_1e16_momr,1e16,temporal,fine 18/192,Belady+prefetch(h=16),3,0.33756,0.40149
g3_tmoe_s0_1e16_momr,1e16,temporal,fine 18/192,Belady+prefetch(h=16),4,0.44142,0.49335
g3_tmoe_s0_1e16_momr,1e16,temporal,fine 18/192,Belady+prefetch(h=16),all,0.34972,0.41409
g3_tmoe_s0_1e16_momr_b1,1e16,temporal,fine 18/192,min_logit,2,0.20781,0.23283
g3_tmoe_s0_1e16_momr_b1,1e16,temporal,fine 18/192,min_logit,3,0.28884,0.31762
g3_tmoe_s0_1e16_momr_b1,1e16,temporal,fine 18/192,min_logit,4,0.38436,0.42179
g3_tmoe_s0_1e16_momr_b1,1e16,temporal,fine 18/192,min_logit,all,0.29367,0.32408
g3_tmoe_s0_1e16_momr_b1,1e16,temporal,fine 18/192,LRU,2,0.17619,0.22364
g3_tmoe_s0_1e16_momr_b1,1e16,temporal,fine 18/192,LRU,3,0.22725,0.27067
g3_tmoe_s0_1e16_momr_b1,1e16,temporal,fine 18/192,LRU,4,0.29324,0.34584
g3_tmoe_s0_1e16_momr_b1,1e16,temporal,fine 18/192,LRU,all,0.23223,0.28005
g3_tmoe_s0_1e16_momr_b1,1e16,temporal,fine 18/192,min_logit+tau*(4.0),2,0.14745,0.16791
g3_tmoe_s0_1e16_momr_b1,1e16,temporal,fine 18/192,min_logit+tau*(4.0),3,0.16614,0.18749
g3_tmoe_s0_1e16_momr_b1,1e16,temporal,fine 18/192,min_logit+tau*(4.0),4,0.17157,0.19786
g3_tmoe_s0_1e16_momr_b1,1e16,temporal,fine 18/192,min_logit+tau*(4.0),all,0.16172,0.18442
g3_tmoe_s0_1e16_momr_b1,1e16,temporal,fine 18/192,discounted-oracle(g=0.5),2,0.40968,0.43209
g3_tmoe_s0_1e16_momr_b1,1e16,temporal,fine 18/192,discounted-oracle(g=0.5),3,0.47498,0.50216
g3_tmoe_s0_1e16_momr_b1,1e16,temporal,fine 18/192,discounted-oracle(g=0.5),4,0.56134,0.59059
g3_tmoe_s0_1e16_momr_b1,1e16,temporal,fine 18/192,discounted-oracle(g=0.5),all,0.48200,0.50828
g3_tmoe_s0_1e16_momr_b1,1e16,temporal,fine 18/192,discounted-oracle(g=0.9),2,0.42810,0.45220
g3_tmoe_s0_1e16_momr_b1,1e16,temporal,fine 18/192,discounted-oracle(g=0.9),3,0.48420,0.51291
g3_tmoe_s0_1e16_momr_b1,1e16,temporal,fine 18/192,discounted-oracle(g=0.9),4,0.55412,0.58367
g3_tmoe_s0_1e16_momr_b1,1e16,temporal,fine 18/192,discounted-oracle(g=0.9),all,0.48881,0.51626
g3_tmoe_s0_1e16_momr_b1,1e16,temporal,fine 18/192,discounted-oracle(g=0.95),2,0.37157,0.38940
g3_tmoe_s0_1e16_momr_b1,1e16,temporal,fine 18/192,discounted-oracle(g=0.95),3,0.41654,0.44016
g3_tmoe_s0_1e16_momr_b1,1e16,temporal,fine 18/192,discounted-oracle(g=0.95),4,0.48388,0.50550
g3_tmoe_s0_1e16_momr_b1,1e16,temporal,fine 18/192,discounted-oracle(g=0.95),all,0.42399,0.44502
g3_tmoe_s0_1e16_momr_b1,1e16,temporal,fine 18/192,Belady,2,0.27594,0.32545
g3_tmoe_s0_1e16_momr_b1,1e16,temporal,fine 18/192,Belady,3,0.34789,0.38901
g3_tmoe_s0_1e16_momr_b1,1e16,temporal,fine 18/192,Belady,4,0.43862,0.48437
g3_tmoe_s0_1e16_momr_b1,1e16,temporal,fine 18/192,Belady,all,0.35415,0.39961
g3_tmoe_s0_1e16_momr_b1,1e16,temporal,fine 18/192,Belady+prefetch(h=1),2,0.32292,0.44328
g3_tmoe_s0_1e16_momr_b1,1e16,temporal,fine 18/192,Belady+prefetch(h=1),3,0.39378,0.48419
g3_tmoe_s0_1e16_momr_b1,1e16,temporal,fine 18/192,Belady+prefetch(h=1),4,0.48212,0.56352
g3_tmoe_s0_1e16_momr_b1,1e16,temporal,fine 18/192,Belady+prefetch(h=1),all,0.39961,0.49700
g3_tmoe_s0_1e16_momr_b1,1e16,temporal,fine 18/192,Belady+prefetch(h=4),2,0.32072,0.44247
g3_tmoe_s0_1e16_momr_b1,1e16,temporal,fine 18/192,Belady+prefetch(h=4),3,0.39189,0.48368
g3_tmoe_s0_1e16_momr_b1,1e16,temporal,fine 18/192,Belady+prefetch(h=4),4,0.47884,0.56210
g3_tmoe_s0_1e16_momr_b1,1e16,temporal,fine 18/192,Belady+prefetch(h=4),all,0.39715,0.49609
g3_tmoe_s0_1e16_momr_b1,1e16,temporal,fine 18/192,Belady+prefetch(h=16),2,0.27662,0.35167
g3_tmoe_s0_1e16_momr_b1,1e16,temporal,fine 18/192,Belady+prefetch(h=16),3,0.34479,0.40033
g3_tmoe_s0_1e16_momr_b1,1e16,temporal,fine 18/192,Belady+prefetch(h=16),4,0.42916,0.47864
g3_tmoe_s0_1e16_momr_b1,1e16,temporal,fine 18/192,Belady+prefetch(h=16),all,0.35019,0.41022
g3_tmoe_s0_1e16_momr_b2,1e16,temporal,fine 18/192,min_logit,2,0.20636,0.22644
g3_tmoe_s0_1e16_momr_b2,1e16,temporal,fine 18/192,min_logit,3,0.31867,0.35093
g3_tmoe_s0_1e16_momr_b2,1e16,temporal,fine 18/192,min_logit,4,0.40168,0.43971
g3_tmoe_s0_1e16_momr_b2,1e16,temporal,fine 18/192,min_logit,all,0.30890,0.33903
g3_tmoe_s0_1e16_momr_b2,1e16,temporal,fine 18/192,LRU,2,0.17566,0.21423
g3_tmoe_s0_1e16_momr_b2,1e16,temporal,fine 18/192,LRU,3,0.24038,0.29118
g3_tmoe_s0_1e16_momr_b2,1e16,temporal,fine 18/192,LRU,4,0.31323,0.36199
g3_tmoe_s0_1e16_momr_b2,1e16,temporal,fine 18/192,LRU,all,0.24309,0.28913
g3_tmoe_s0_1e16_momr_b2,1e16,temporal,fine 18/192,min_logit+tau*(4.0),2,0.14733,0.16388
g3_tmoe_s0_1e16_momr_b2,1e16,temporal,fine 18/192,min_logit+tau*(4.0),3,0.17547,0.20092
g3_tmoe_s0_1e16_momr_b2,1e16,temporal,fine 18/192,min_logit+tau*(4.0),4,0.18727,0.21221
g3_tmoe_s0_1e16_momr_b2,1e16,temporal,fine 18/192,min_logit+tau*(4.0),all,0.17003,0.19233
g3_tmoe_s0_1e16_momr_b2,1e16,temporal,fine 18/192,discounted-oracle(g=0.5),2,0.39859,0.42497
g3_tmoe_s0_1e16_momr_b2,1e16,temporal,fine 18/192,discounted-oracle(g=0.5),3,0.50275,0.53141
g3_tmoe_s0_1e16_momr_b2,1e16,temporal,fine 18/192,discounted-oracle(g=0.5),4,0.57400,0.60734
g3_tmoe_s0_1e16_momr_b2,1e16,temporal,fine 18/192,discounted-oracle(g=0.5),all,0.49178,0.52124
g3_tmoe_s0_1e16_momr_b2,1e16,temporal,fine 18/192,discounted-oracle(g=0.9),2,0.42148,0.45021
g3_tmoe_s0_1e16_momr_b2,1e16,temporal,fine 18/192,discounted-oracle(g=0.9),3,0.50800,0.53769
g3_tmoe_s0_1e16_momr_b2,1e16,temporal,fine 18/192,discounted-oracle(g=0.9),4,0.56194,0.59532
g3_tmoe_s0_1e16_momr_b2,1e16,temporal,fine 18/192,discounted-oracle(g=0.9),all,0.49714,0.52774
g3_tmoe_s0_1e16_momr_b2,1e16,temporal,fine 18/192,discounted-oracle(g=0.95),2,0.36620,0.38891
g3_tmoe_s0_1e16_momr_b2,1e16,temporal,fine 18/192,discounted-oracle(g=0.95),3,0.43758,0.45707
g3_tmoe_s0_1e16_momr_b2,1e16,temporal,fine 18/192,discounted-oracle(g=0.95),4,0.49257,0.52011
g3_tmoe_s0_1e16_momr_b2,1e16,temporal,fine 18/192,discounted-oracle(g=0.95),all,0.43212,0.45536
g3_tmoe_s0_1e16_momr_b2,1e16,temporal,fine 18/192,Belady,2,0.27372,0.31484
g3_tmoe_s0_1e16_momr_b2,1e16,temporal,fine 18/192,Belady,3,0.37200,0.41733
g3_tmoe_s0_1e16_momr_b2,1e16,temporal,fine 18/192,Belady,4,0.45728,0.50016
g3_tmoe_s0_1e16_momr_b2,1e16,temporal,fine 18/192,Belady,all,0.36767,0.41078
g3_tmoe_s0_1e16_momr_b2,1e16,temporal,fine 18/192,Belady+prefetch(h=1),2,0.32098,0.42704
g3_tmoe_s0_1e16_momr_b2,1e16,temporal,fine 18/192,Belady+prefetch(h=1),3,0.41689,0.51011
g3_tmoe_s0_1e16_momr_b2,1e16,temporal,fine 18/192,Belady+prefetch(h=1),4,0.50114,0.57834
g3_tmoe_s0_1e16_momr_b2,1e16,temporal,fine 18/192,Belady+prefetch(h=1),all,0.41300,0.50517
g3_tmoe_s0_1e16_momr_b2,1e16,temporal,fine 18/192,Belady+prefetch(h=4),2,0.32120,0.42832
g3_tmoe_s0_1e16_momr_b2,1e16,temporal,fine 18/192,Belady+prefetch(h=4),3,0.41678,0.51217
g3_tmoe_s0_1e16_momr_b2,1e16,temporal,fine 18/192,Belady+prefetch(h=4),4,0.49864,0.57696
g3_tmoe_s0_1e16_momr_b2,1e16,temporal,fine 18/192,Belady+prefetch(h=4),all,0.41220,0.50582
g3_tmoe_s0_1e16_momr_b2,1e16,temporal,fine 18/192,Belady+prefetch(h=16),2,0.27604,0.34139
g3_tmoe_s0_1e16_momr_b2,1e16,temporal,fine 18/192,Belady+prefetch(h=16),3,0.36436,0.41965
g3_tmoe_s0_1e16_momr_b2,1e16,temporal,fine 18/192,Belady+prefetch(h=16),4,0.44904,0.49645
g3_tmoe_s0_1e16_momr_b2,1e16,temporal,fine 18/192,Belady+prefetch(h=16),all,0.36315,0.41917
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,min_logit,2,0.19249,0.23398
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,min_logit,3,0.26282,0.30389
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,min_logit,4,0.34581,0.39513
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,min_logit,5,0.40012,0.45264
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,min_logit,6,0.44554,0.50010
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,min_logit,all,0.32936,0.37715
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,LRU,2,0.18582,0.25229
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,LRU,3,0.21800,0.27829
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,LRU,4,0.27850,0.33890
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,LRU,5,0.32206,0.38405
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,LRU,6,0.34976,0.41684
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,LRU,all,0.27083,0.33407
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,min_logit+tau*(4.0),2,0.15180,0.18998
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,min_logit+tau*(4.0),3,0.18623,0.22966
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,min_logit+tau*(4.0),4,0.20051,0.24267
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,min_logit+tau*(4.0),5,0.20585,0.25318
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,min_logit+tau*(4.0),6,0.18371,0.23057
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,min_logit+tau*(4.0),all,0.18562,0.22921
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,discounted-oracle(g=0.5),2,0.40374,0.45453
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,discounted-oracle(g=0.5),3,0.45338,0.49829
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,discounted-oracle(g=0.5),4,0.52425,0.57157
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,discounted-oracle(g=0.5),5,0.57576,0.62252
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,discounted-oracle(g=0.5),6,0.61355,0.65805
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,discounted-oracle(g=0.5),all,0.51414,0.56099
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,discounted-oracle(g=0.9),2,0.42332,0.47660
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,discounted-oracle(g=0.9),3,0.46682,0.51194
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,discounted-oracle(g=0.9),4,0.52655,0.57640
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,discounted-oracle(g=0.9),5,0.56695,0.61596
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,discounted-oracle(g=0.9),6,0.59747,0.64387
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,discounted-oracle(g=0.9),all,0.51623,0.56496
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,discounted-oracle(g=0.95),2,0.36775,0.41054
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,discounted-oracle(g=0.95),3,0.40319,0.43925
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,discounted-oracle(g=0.95),4,0.45416,0.49753
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,discounted-oracle(g=0.95),5,0.49026,0.53537
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,discounted-oracle(g=0.95),6,0.52407,0.56389
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,discounted-oracle(g=0.95),all,0.44789,0.48932
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,Belady,2,0.28411,0.35440
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,Belady,3,0.33089,0.39068
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,Belady,4,0.40839,0.46491
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,Belady,5,0.46101,0.51716
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,Belady,6,0.50108,0.55844
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,Belady,all,0.39709,0.45712
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,Belady+prefetch(h=1),2,0.33078,0.48384
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,Belady+prefetch(h=1),3,0.37677,0.50971
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,Belady+prefetch(h=1),4,0.45297,0.55882
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,Belady+prefetch(h=1),5,0.50505,0.60048
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,Belady+prefetch(h=1),6,0.54374,0.63607
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,Belady+prefetch(h=1),all,0.44186,0.55779
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,Belady+prefetch(h=4),2,0.32886,0.48345
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,Belady+prefetch(h=4),3,0.37518,0.50918
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,Belady+prefetch(h=4),4,0.45322,0.56020
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,Belady+prefetch(h=4),5,0.50535,0.60179
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,Belady+prefetch(h=4),6,0.54177,0.63509
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,Belady+prefetch(h=4),all,0.44088,0.55794
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,Belady+prefetch(h=16),2,0.27986,0.37665
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,Belady+prefetch(h=16),3,0.32471,0.40449
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,Belady+prefetch(h=16),4,0.39949,0.46581
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,Belady+prefetch(h=16),5,0.44838,0.51257
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,Belady+prefetch(h=16),6,0.48718,0.54747
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,Belady+prefetch(h=16),all,0.38792,0.46140
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,min_logit,2,0.32907,0.38155
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,min_logit,3,0.33297,0.38785
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,min_logit,4,0.35961,0.40570
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,min_logit,5,0.41171,0.47614
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,min_logit,6,0.46440,0.52988
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,min_logit,all,0.37955,0.43623
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,LRU,2,0.24745,0.32531
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,LRU,3,0.25457,0.33648
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,LRU,4,0.27527,0.34438
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,LRU,5,0.32457,0.40625
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,LRU,6,0.36944,0.45681
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,LRU,all,0.29426,0.37385
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,min_logit+tau*(4.0),2,0.27605,0.32277
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,min_logit+tau*(4.0),3,0.25236,0.31660
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,min_logit+tau*(4.0),4,0.26265,0.31052
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,min_logit+tau*(4.0),5,0.26224,0.32723
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,min_logit+tau*(4.0),6,0.28381,0.35516
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,min_logit+tau*(4.0),all,0.26742,0.32646
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,discounted-oracle(g=0.5),2,0.49869,0.55438
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,discounted-oracle(g=0.5),3,0.50983,0.56295
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,discounted-oracle(g=0.5),4,0.53943,0.58416
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,discounted-oracle(g=0.5),5,0.58548,0.64285
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,discounted-oracle(g=0.5),6,0.63151,0.68440
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,discounted-oracle(g=0.5),all,0.55299,0.60575
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,discounted-oracle(g=0.9),2,0.49326,0.54902
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,discounted-oracle(g=0.9),3,0.50833,0.56221
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,discounted-oracle(g=0.9),4,0.53665,0.58270
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,discounted-oracle(g=0.9),5,0.57399,0.63378
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,discounted-oracle(g=0.9),6,0.61086,0.66718
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,discounted-oracle(g=0.9),all,0.54462,0.59898
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,discounted-oracle(g=0.95),2,0.43243,0.47602
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,discounted-oracle(g=0.95),3,0.44199,0.48290
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,discounted-oracle(g=0.95),4,0.46520,0.49960
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,discounted-oracle(g=0.95),5,0.49698,0.54660
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,discounted-oracle(g=0.95),6,0.53831,0.58492
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,discounted-oracle(g=0.95),all,0.47498,0.51801
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,Belady,2,0.38616,0.46139
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,Belady,3,0.39221,0.46615
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,Belady,4,0.41863,0.47801
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,Belady,5,0.46990,0.54013
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,Belady,6,0.52283,0.59375
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,Belady,all,0.43795,0.50788
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,Belady+prefetch(h=1),2,0.43066,0.59289
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,Belady+prefetch(h=1),3,0.43675,0.59709
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,Belady+prefetch(h=1),4,0.46249,0.59651
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,Belady+prefetch(h=1),5,0.51285,0.63563
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,Belady+prefetch(h=1),6,0.56438,0.68424
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,Belady+prefetch(h=1),all,0.48143,0.62127
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,Belady+prefetch(h=4),2,0.41995,0.58532
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,Belady+prefetch(h=4),3,0.42882,0.59195
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,Belady+prefetch(h=4),4,0.45702,0.59375
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,Belady+prefetch(h=4),5,0.51178,0.63631
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,Belady+prefetch(h=4),6,0.56056,0.68227
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,Belady+prefetch(h=4),all,0.47563,0.61792
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,Belady+prefetch(h=16),2,0.37574,0.46238
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,Belady+prefetch(h=16),3,0.38070,0.46887
