run,budget,regime,grain,policy,layer,set_coverage,mass_coverage
g1_tmoe_coarse_1e19,1e19,temporal,coarse 6/64,Belady,5,0.28724,0.30232
g1_tmoe_coarse_1e19,1e19,temporal,coarse 6/64,Belady,6,0.32758,0.35733
g1_tmoe_coarse_1e19,1e19,temporal,coarse 6/64,Belady,7,0.36410,0.39713
g1_tmoe_coarse_1e19,1e19,temporal,coarse 6/64,Belady,8,0.38742,0.42590
g1_tmoe_coarse_1e19,1e19,temporal,coarse 6/64,Belady,9,0.40874,0.45694
g1_tmoe_coarse_1e19,1e19,temporal,coarse 6/64,Belady,10,0.46503,0.51831
g1_tmoe_coarse_1e19,1e19,temporal,coarse 6/64,Belady,11,0.48705,0.54007
g1_tmoe_coarse_1e19,1e19,temporal,coarse 6/64,Belady,12,0.47294,0.52494
g1_tmoe_coarse_1e19,1e19,temporal,coarse 6/64,Belady,13,0.46146,0.50269
g1_tmoe_coarse_1e19,1e19,temporal,coarse 6/64,Belady,14,0.50570,0.55214
g1_tmoe_coarse_1e19,1e19,temporal,coarse 6/64,Belady,all,0.37757,0.41148
g1_tmoe_coarse_1e19,1e19,temporal,coarse 6/64,Belady+prefetch(h=1),2,0.36993,0.46662
g1_tmoe_coarse_1e19,1e19,temporal,coarse 6/64,Belady+prefetch(h=1),3,0.40104,0.50820
g1_tmoe_coarse_1e19,1e19,temporal,coarse 6/64,Belady+prefetch(h=1),4,0.41046,0.49706
g1_tmoe_coarse_1e19,1e19,temporal,coarse 6/64,Belady+prefetch(h=1),5,0.43166,0.52265
g1_tmoe_coarse_1e19,1e19,temporal,coarse 6/64,Belady+prefetch(h=1),6,0.46947,0.58641
g1_tmoe_coarse_1e19,1e19,temporal,coarse 6/64,Belady+prefetch(h=1),7,0.50494,0.61886
g1_tmoe_coarse_1e19,1e19,temporal,coarse 6/64,Belady+prefetch(h=1),8,0.52654,0.64115
g1_tmoe_coarse_1e19,1e19,temporal,coarse 6/64,Belady+prefetch(h=1),9,0.54716,0.67493
g1_tmoe_coarse_1e19,1e19,temporal,coarse 6/64,Belady+prefetch(h=1),10,0.60232,0.71638
g1_tmoe_coarse_1e19,1e19,temporal,coarse 6/64,Belady+prefetch(h=1),11,0.62180,0.73488
g1_tmoe_coarse_1e19,1e19,temporal,coarse 6/64,Belady+prefetch(h=1),12,0.60898,0.72705
g1_tmoe_coarse_1e19,1e19,temporal,coarse 6/64,Belady+prefetch(h=1),13,0.59845,0.71317
g1_tmoe_coarse_1e19,1e19,temporal,coarse 6/64,Belady+prefetch(h=1),14,0.64160,0.75444
g1_tmoe_coarse_1e19,1e19,temporal,coarse 6/64,Belady+prefetch(h=1),all,0.51803,0.62783
g1_tmoe_coarse_1e19,1e19,temporal,coarse 6/64,Belady+prefetch(h=4),2,0.31131,0.40667
g1_tmoe_coarse_1e19,1e19,temporal,coarse 6/64,Belady+prefetch(h=4),3,0.34061,0.44508
g1_tmoe_coarse_1e19,1e19,temporal,coarse 6/64,Belady+prefetch(h=4),4,0.35237,0.43439
g1_tmoe_coarse_1e19,1e19,temporal,coarse 6/64,Belady+prefetch(h=4),5,0.37107,0.45645
g1_tmoe_coarse_1e19,1e19,temporal,coarse 6/64,Belady+prefetch(h=4),6,0.41008,0.51938
g1_tmoe_coarse_1e19,1e19,temporal,coarse 6/64,Belady+prefetch(h=4),7,0.43733,0.54382
g1_tmoe_coarse_1e19,1e19,temporal,coarse 6/64,Belady+prefetch(h=4),8,0.46391,0.57111
g1_tmoe_coarse_1e19,1e19,temporal,coarse 6/64,Belady+prefetch(h=4),9,0.47908,0.60094
g1_tmoe_coarse_1e19,1e19,temporal,coarse 6/64,Belady+prefetch(h=4),10,0.53156,0.63999
g1_tmoe_coarse_1e19,1e19,temporal,coarse 6/64,Belady+prefetch(h=4),11,0.54942,0.65653
g1_tmoe_coarse_1e19,1e19,temporal,coarse 6/64,Belady+prefetch(h=4),12,0.53580,0.64694
g1_tmoe_coarse_1e19,1e19,temporal,coarse 6/64,Belady+prefetch(h=4),13,0.52418,0.62927
g1_tmoe_coarse_1e19,1e19,temporal,coarse 6/64,Belady+prefetch(h=4),14,0.55580,0.65731
g1_tmoe_coarse_1e19,1e19,temporal,coarse 6/64,Belady+prefetch(h=4),all,0.45096,0.55445
g1_tmoe_coarse_1e19,1e19,temporal,coarse 6/64,Belady+prefetch(h=16),2,0.22165,0.23676
g1_tmoe_coarse_1e19,1e19,temporal,coarse 6/64,Belady+prefetch(h=16),3,0.23040,0.25330
g1_tmoe_coarse_1e19,1e19,temporal,coarse 6/64,Belady+prefetch(h=16),4,0.23334,0.25210
g1_tmoe_coarse_1e19,1e19,temporal,coarse 6/64,Belady+prefetch(h=16),5,0.24811,0.27025
g1_tmoe_coarse_1e19,1e19,temporal,coarse 6/64,Belady+prefetch(h=16),6,0.26786,0.30084
g1_tmoe_coarse_1e19,1e19,temporal,coarse 6/64,Belady+prefetch(h=16),7,0.29894,0.33215
g1_tmoe_coarse_1e19,1e19,temporal,coarse 6/64,Belady+prefetch(h=16),8,0.30004,0.33448
g1_tmoe_coarse_1e19,1e19,temporal,coarse 6/64,Belady+prefetch(h=16),9,0.30937,0.34616
g1_tmoe_coarse_1e19,1e19,temporal,coarse 6/64,Belady+prefetch(h=16),10,0.36054,0.40760
g1_tmoe_coarse_1e19,1e19,temporal,coarse 6/64,Belady+prefetch(h=16),11,0.37162,0.41619
g1_tmoe_coarse_1e19,1e19,temporal,coarse 6/64,Belady+prefetch(h=16),12,0.36942,0.41623
g1_tmoe_coarse_1e19,1e19,temporal,coarse 6/64,Belady+prefetch(h=16),13,0.37609,0.41581
g1_tmoe_coarse_1e19,1e19,temporal,coarse 6/64,Belady+prefetch(h=16),14,0.43551,0.48000
g1_tmoe_coarse_1e19,1e19,temporal,coarse 6/64,Belady+prefetch(h=16),all,0.30945,0.34322
g3_tmoe_s0_1e16_ant0p02,1e16,temporal,fine 18/192,min_logit,2,0.45029,0.48984
g3_tmoe_s0_1e16_ant0p02,1e16,temporal,fine 18/192,min_logit,3,0.58489,0.63316
g3_tmoe_s0_1e16_ant0p02,1e16,temporal,fine 18/192,min_logit,4,0.63067,0.67534
g3_tmoe_s0_1e16_ant0p02,1e16,temporal,fine 18/192,min_logit,all,0.55528,0.59945
g3_tmoe_s0_1e16_ant0p02,1e16,temporal,fine 18/192,LRU,2,0.40667,0.46753
g3_tmoe_s0_1e16_ant0p02,1e16,temporal,fine 18/192,LRU,3,0.52385,0.58242
g3_tmoe_s0_1e16_ant0p02,1e16,temporal,fine 18/192,LRU,4,0.56056,0.62296
g3_tmoe_s0_1e16_ant0p02,1e16,temporal,fine 18/192,LRU,all,0.49703,0.55764
g3_tmoe_s0_1e16_ant0p02,1e16,temporal,fine 18/192,min_logit+tau*(4.0),2,0.37124,0.40930
g3_tmoe_s0_1e16_ant0p02,1e16,temporal,fine 18/192,min_logit+tau*(4.0),3,0.42182,0.45306
g3_tmoe_s0_1e16_ant0p02,1e16,temporal,fine 18/192,min_logit+tau*(4.0),4,0.42498,0.46053
g3_tmoe_s0_1e16_ant0p02,1e16,temporal,fine 18/192,min_logit+tau*(4.0),all,0.40601,0.44096
g3_tmoe_s0_1e16_ant0p02,1e16,temporal,fine 18/192,discounted-oracle(g=0.5),2,0.62564,0.66230
g3_tmoe_s0_1e16_ant0p02,1e16,temporal,fine 18/192,discounted-oracle(g=0.5),3,0.73571,0.77058
g3_tmoe_s0_1e16_ant0p02,1e16,temporal,fine 18/192,discounted-oracle(g=0.5),4,0.76934,0.79604
g3_tmoe_s0_1e16_ant0p02,1e16,temporal,fine 18/192,discounted-oracle(g=0.5),all,0.71023,0.74297
g3_tmoe_s0_1e16_ant0p02,1e16,temporal,fine 18/192,discounted-oracle(g=0.9),2,0.61470,0.65789
g3_tmoe_s0_1e16_ant0p02,1e16,temporal,fine 18/192,discounted-oracle(g=0.9),3,0.70184,0.74429
g3_tmoe_s0_1e16_ant0p02,1e16,temporal,fine 18/192,discounted-oracle(g=0.9),4,0.72661,0.76252
g3_tmoe_s0_1e16_ant0p02,1e16,temporal,fine 18/192,discounted-oracle(g=0.9),all,0.68105,0.72157
g3_tmoe_s0_1e16_ant0p02,1e16,temporal,fine 18/192,discounted-oracle(g=0.95),2,0.55346,0.58925
g3_tmoe_s0_1e16_ant0p02,1e16,temporal,fine 18/192,discounted-oracle(g=0.95),3,0.64545,0.68126
g3_tmoe_s0_1e16_ant0p02,1e16,temporal,fine 18/192,discounted-oracle(g=0.95),4,0.67904,0.71025
g3_tmoe_s0_1e16_ant0p02,1e16,temporal,fine 18/192,discounted-oracle(g=0.95),all,0.62598,0.66025
g3_tmoe_s0_1e16_ant0p02,1e16,temporal,fine 18/192,Belady,2,0.53097,0.58386
g3_tmoe_s0_1e16_ant0p02,1e16,temporal,fine 18/192,Belady,3,0.65719,0.70545
g3_tmoe_s0_1e16_ant0p02,1e16,temporal,fine 18/192,Belady,4,0.69448,0.74234
g3_tmoe_s0_1e16_ant0p02,1e16,temporal,fine 18/192,Belady,all,0.62755,0.67722
g3_tmoe_s0_1e16_ant0p02,1e16,temporal,fine 18/192,Belady+prefetch(h=1),2,0.56693,0.67782
g3_tmoe_s0_1e16_ant0p02,1e16,temporal,fine 18/192,Belady+prefetch(h=1),3,0.68927,0.76726
g3_tmoe_s0_1e16_ant0p02,1e16,temporal,fine 18/192,Belady+prefetch(h=1),4,0.72680,0.80181
g3_tmoe_s0_1e16_ant0p02,1e16,temporal,fine 18/192,Belady+prefetch(h=1),all,0.66100,0.74896
g3_tmoe_s0_1e16_ant0p02,1e16,temporal,fine 18/192,Belady+prefetch(h=4),2,0.55875,0.67035
g3_tmoe_s0_1e16_ant0p02,1e16,temporal,fine 18/192,Belady+prefetch(h=4),3,0.67857,0.75751
g3_tmoe_s0_1e16_ant0p02,1e16,temporal,fine 18/192,Belady+prefetch(h=4),4,0.71244,0.78663
g3_tmoe_s0_1e16_ant0p02,1e16,temporal,fine 18/192,Belady+prefetch(h=4),all,0.64992,0.73816
g3_tmoe_s0_1e16_ant0p02,1e16,temporal,fine 18/192,Belady+prefetch(h=16),2,0.51408,0.57724
g3_tmoe_s0_1e16_ant0p02,1e16,temporal,fine 18/192,Belady+prefetch(h=16),3,0.63104,0.68019
g3_tmoe_s0_1e16_ant0p02,1e16,temporal,fine 18/192,Belady+prefetch(h=16),4,0.67340,0.72283
g3_tmoe_s0_1e16_ant0p02,1e16,temporal,fine 18/192,Belady+prefetch(h=16),all,0.60618,0.66009
g3_tmoe_s0_1e16_ant0p02_g0p9,1e16,temporal,fine 18/192,min_logit,2,0.49286,0.54232
g3_tmoe_s0_1e16_ant0p02_g0p9,1e16,temporal,fine 18/192,min_logit,3,0.60738,0.65156
g3_tmoe_s0_1e16_ant0p02_g0p9,1e16,temporal,fine 18/192,min_logit,4,0.63143,0.67265
g3_tmoe_s0_1e16_ant0p02_g0p9,1e16,temporal,fine 18/192,min_logit,all,0.57722,0.62218
g3_tmoe_s0_1e16_ant0p02_g0p9,1e16,temporal,fine 18/192,LRU,2,0.43912,0.49948
g3_tmoe_s0_1e16_ant0p02_g0p9,1e16,temporal,fine 18/192,LRU,3,0.54015,0.60188
g3_tmoe_s0_1e16_ant0p02_g0p9,1e16,temporal,fine 18/192,LRU,4,0.55477,0.61604
g3_tmoe_s0_1e16_ant0p02_g0p9,1e16,temporal,fine 18/192,LRU,all,0.51135,0.57247
g3_tmoe_s0_1e16_ant0p02_g0p9,1e16,temporal,fine 18/192,min_logit+tau*(2.0),2,0.46400,0.51157
g3_tmoe_s0_1e16_ant0p02_g0p9,1e16,temporal,fine 18/192,min_logit+tau*(2.0),3,0.57802,0.62119
g3_tmoe_s0_1e16_ant0p02_g0p9,1e16,temporal,fine 18/192,min_logit+tau*(2.0),4,0.58713,0.63225
g3_tmoe_s0_1e16_ant0p02_g0p9,1e16,temporal,fine 18/192,min_logit+tau*(2.0),all,0.54305,0.58834
g3_tmoe_s0_1e16_ant0p02_g0p9,1e16,temporal,fine 18/192,discounted-oracle(g=0.5),2,0.65794,0.69886
g3_tmoe_s0_1e16_ant0p02_g0p9,1e16,temporal,fine 18/192,discounted-oracle(g=0.5),3,0.75420,0.78715
g3_tmoe_s0_1e16_ant0p02_g0p9,1e16,temporal,fine 18/192,discounted-oracle(g=0.5),4,0.77312,0.79932
g3_tmoe_s0_1e16_ant0p02_g0p9,1e16,temporal,fine 18/192,discounted-oracle(g=0.5),all,0.72842,0.76178
g3_tmoe_s0_1e16_ant0p02_g0p9,1e16,temporal,fine 18/192,discounted-oracle(g=0.9),2,0.63557,0.68182
g3_tmoe_s0_1e16_ant0p02_g0p9,1e16,temporal,fine 18/192,discounted-oracle(g=0.9),3,0.71307,0.75281
g3_tmoe_s0_1e16_ant0p02_g0p9,1e16,temporal,fine 18/192,discounted-oracle(g=0.9),4,0.72920,0.76320
g3_tmoe_s0_1e16_ant0p02_g0p9,1e16,temporal,fine 18/192,discounted-oracle(g=0.9),all,0.69261,0.73261
g3_tmoe_s0_1e16_ant0p02_g0p9,1e16,temporal,fine 18/192,discounted-oracle(g=0.95),2,0.57384,0.61327
g3_tmoe_s0_1e16_ant0p02_g0p9,1e16,temporal,fine 18/192,discounted-oracle(g=0.95),3,0.66305,0.69867
g3_tmoe_s0_1e16_ant0p02_g0p9,1e16,temporal,fine 18/192,discounted-oracle(g=0.95),4,0.68015,0.70843
g3_tmoe_s0_1e16_ant0p02_g0p9,1e16,temporal,fine 18/192,discounted-oracle(g=0.95),all,0.63901,0.67346
g3_tmoe_s0_1e16_ant0p02_g0p9,1e16,temporal,fine 18/192,Belady,2,0.56673,0.62024
g3_tmoe_s0_1e16_ant0p02_g0p9,1e16,temporal,fine 18/192,Belady,3,0.67541,0.72524
g3_tmoe_s0_1e16_ant0p02_g0p9,1e16,temporal,fine 18/192,Belady,4,0.69644,0.74035
g3_tmoe_s0_1e16_ant0p02_g0p9,1e16,temporal,fine 18/192,Belady,all,0.64619,0.69528
g3_tmoe_s0_1e16_ant0p02_g0p9,1e16,temporal,fine 18/192,Belady+prefetch(h=1),2,0.60283,0.69004
g3_tmoe_s0_1e16_ant0p02_g0p9,1e16,temporal,fine 18/192,Belady+prefetch(h=1),3,0.70835,0.78302
g3_tmoe_s0_1e16_ant0p02_g0p9,1e16,temporal,fine 18/192,Belady+prefetch(h=1),4,0.72890,0.80118
g3_tmoe_s0_1e16_ant0p02_g0p9,1e16,temporal,fine 18/192,Belady+prefetch(h=1),all,0.68002,0.75808
g3_tmoe_s0_1e16_ant0p02_g0p9,1e16,temporal,fine 18/192,Belady+prefetch(h=4),2,0.59425,0.68244
g3_tmoe_s0_1e16_ant0p02_g0p9,1e16,temporal,fine 18/192,Belady+prefetch(h=4),3,0.69367,0.76819
g3_tmoe_s0_1e16_ant0p02_g0p9,1e16,temporal,fine 18/192,Belady+prefetch(h=4),4,0.71399,0.78394
g3_tmoe_s0_1e16_ant0p02_g0p9,1e16,temporal,fine 18/192,Belady+prefetch(h=4),all,0.66730,0.74486
g3_tmoe_s0_1e16_ant0p02_g0p9,1e16,temporal,fine 18/192,Belady+prefetch(h=16),2,0.54652,0.60040
g3_tmoe_s0_1e16_ant0p02_g0p9,1e16,temporal,fine 18/192,Belady+prefetch(h=16),3,0.65499,0.70710
g3_tmoe_s0_1e16_ant0p02_g0p9,1e16,temporal,fine 18/192,Belady+prefetch(h=16),4,0.67282,0.71637
g3_tmoe_s0_1e16_ant0p02_g0p9,1e16,temporal,fine 18/192,Belady+prefetch(h=16),all,0.62478,0.67462
g3_tmoe_s0_1e16_ant0p1,1e16,temporal,fine 18/192,min_logit,2,0.71976,0.75222
g3_tmoe_s0_1e16_ant0p1,1e16,temporal,fine 18/192,min_logit,3,0.83610,0.85828
g3_tmoe_s0_1e16_ant0p1,1e16,temporal,fine 18/192,min_logit,4,0.85990,0.87638
g3_tmoe_s0_1e16_ant0p1,1e16,temporal,fine 18/192,min_logit,all,0.80525,0.82896
g3_tmoe_s0_1e16_ant0p1,1e16,temporal,fine 18/192,LRU,2,0.68546,0.71452
g3_tmoe_s0_1e16_ant0p1,1e16,temporal,fine 18/192,LRU,3,0.80581,0.82133
g3_tmoe_s0_1e16_ant0p1,1e16,temporal,fine 18/192,LRU,4,0.83575,0.84695
g3_tmoe_s0_1e16_ant0p1,1e16,temporal,fine 18/192,LRU,all,0.77567,0.79427
g3_tmoe_s0_1e16_ant0p1,1e16,temporal,fine 18/192,min_logit+tau*(1.0),2,0.71919,0.75164
g3_tmoe_s0_1e16_ant0p1,1e16,temporal,fine 18/192,min_logit+tau*(1.0),3,0.82826,0.84927
g3_tmoe_s0_1e16_ant0p1,1e16,temporal,fine 18/192,min_logit+tau*(1.0),4,0.84602,0.86227
g3_tmoe_s0_1e16_ant0p1,1e16,temporal,fine 18/192,min_logit+tau*(1.0),all,0.79782,0.82106
g3_tmoe_s0_1e16_ant0p1,1e16,temporal,fine 18/192,discounted-oracle(g=0.5),2,0.83793,0.85687
g3_tmoe_s0_1e16_ant0p1,1e16,temporal,fine 18/192,discounted-oracle(g=0.5),3,0.92227,0.93291
g3_tmoe_s0_1e16_ant0p1,1e16,temporal,fine 18/192,discounted-oracle(g=0.5),4,0.93775,0.94538
g3_tmoe_s0_1e16_ant0p1,1e16,temporal,fine 18/192,discounted-oracle(g=0.5),all,0.89931,0.91172
g3_tmoe_s0_1e16_ant0p1,1e16,temporal,fine 18/192,discounted-oracle(g=0.9),2,0.80088,0.82337
g3_tmoe_s0_1e16_ant0p1,1e16,temporal,fine 18/192,discounted-oracle(g=0.9),3,0.87504,0.88811
g3_tmoe_s0_1e16_ant0p1,1e16,temporal,fine 18/192,discounted-oracle(g=0.9),4,0.89274,0.90430
g3_tmoe_s0_1e16_ant0p1,1e16,temporal,fine 18/192,discounted-oracle(g=0.9),all,0.85622,0.87193
g3_tmoe_s0_1e16_ant0p1,1e16,temporal,fine 18/192,discounted-oracle(g=0.95),2,0.76376,0.78490
g3_tmoe_s0_1e16_ant0p1,1e16,temporal,fine 18/192,discounted-oracle(g=0.95),3,0.85264,0.86574
g3_tmoe_s0_1e16_ant0p1,1e16,temporal,fine 18/192,discounted-oracle(g=0.95),4,0.87519,0.88709
g3_tmoe_s0_1e16_ant0p1,1e16,temporal,fine 18/192,discounted-oracle(g=0.95),all,0.83053,0.84591
g3_tmoe_s0_1e16_ant0p1,1e16,temporal,fine 18/192,Belady,2,0.78478,0.81184
g3_tmoe_s0_1e16_ant0p1,1e16,temporal,fine 18/192,Belady,3,0.88912,0.90454
g3_tmoe_s0_1e16_ant0p1,1e16,temporal,fine 18/192,Belady,4,0.90840,0.91855
g3_tmoe_s0_1e16_ant0p1,1e16,temporal,fine 18/192,Belady,all,0.86077,0.87831
g3_tmoe_s0_1e16_ant0p1,1e16,temporal,fine 18/192,Belady+prefetch(h=1),2,0.80754,0.84877
g3_tmoe_s0_1e16_ant0p1,1e16,temporal,fine 18/192,Belady+prefetch(h=1),3,0.90813,0.92839
g3_tmoe_s0_1e16_ant0p1,1e16,temporal,fine 18/192,Belady+prefetch(h=1),4,0.92740,0.94177
g3_tmoe_s0_1e16_ant0p1,1e16,temporal,fine 18/192,Belady+prefetch(h=1),all,0.88102,0.90631
g3_tmoe_s0_1e16_ant0p1,1e16,temporal,fine 18/192,Belady+prefetch(h=4),2,0.79385,0.83332
g3_tmoe_s0_1e16_ant0p1,1e16,temporal,fine 18/192,Belady+prefetch(h=4),3,0.88982,0.90963
g3_tmoe_s0_1e16_ant0p1,1e16,temporal,fine 18/192,Belady+prefetch(h=4),4,0.90914,0.92239
g3_tmoe_s0_1e16_ant0p1,1e16,temporal,fine 18/192,Belady+prefetch(h=4),all,0.86427,0.88845
g3_tmoe_s0_1e16_ant0p1,1e16,temporal,fine 18/192,Belady+prefetch(h=16),2,0.77037,0.79653
g3_tmoe_s0_1e16_ant0p1,1e16,temporal,fine 18/192,Belady+prefetch(h=16),3,0.87464,0.88877
g3_tmoe_s0_1e16_ant0p1,1e16,temporal,fine 18/192,Belady+prefetch(h=16),4,0.89906,0.90884
g3_tmoe_s0_1e16_ant0p1,1e16,temporal,fine 18/192,Belady+prefetch(h=16),all,0.84803,0.86471
g3_tmoe_s0_1e16_bursty,1e16,temporal,fine 18/192,min_logit,2,0.80083,0.99999
g3_tmoe_s0_1e16_bursty,1e16,temporal,fine 18/192,min_logit,3,0.79026,0.99689
g3_tmoe_s0_1e16_bursty,1e16,temporal,fine 18/192,min_logit,4,0.78448,0.95482
g3_tmoe_s0_1e16_bursty,1e16,temporal,fine 18/192,min_logit,all,0.79186,0.98390
g3_tmoe_s0_1e16_bursty,1e16,temporal,fine 18/192,LRU,2,0.74672,0.94821
g3_tmoe_s0_1e16_bursty,1e16,temporal,fine 18/192,LRU,3,0.72574,0.94466
g3_tmoe_s0_1e16_bursty,1e16,temporal,fine 18/192,LRU,4,0.69987,0.89348
g3_tmoe_s0_1e16_bursty,1e16,temporal,fine 18/192,LRU,all,0.72411,0.92878
g3_tmoe_s0_1e16_bursty,1e16,temporal,fine 18/192,min_logit+tau*(4.0),2,0.76796,0.99998
g3_tmoe_s0_1e16_bursty,1e16,temporal,fine 18/192,min_logit+tau*(4.0),3,0.77235,0.99663
g3_tmoe_s0_1e16_bursty,1e16,temporal,fine 18/192,min_logit+tau*(4.0),4,0.76023,0.94730
g3_tmoe_s0_1e16_bursty,1e16,temporal,fine 18/192,min_logit+tau*(4.0),all,0.76685,0.98130
g3_tmoe_s0_1e16_bursty,1e16,temporal,fine 18/192,discounted-oracle(g=0.5),2,0.89342,0.99999
g3_tmoe_s0_1e16_bursty,1e16,temporal,fine 18/192,discounted-oracle(g=0.5),3,0.88799,0.99808
g3_tmoe_s0_1e16_bursty,1e16,temporal,fine 18/192,discounted-oracle(g=0.5),4,0.88109,0.97457
g3_tmoe_s0_1e16_bursty,1e16,temporal,fine 18/192,discounted-oracle(g=0.5),all,0.88750,0.99088
g3_tmoe_s0_1e16_bursty,1e16,temporal,fine 18/192,discounted-oracle(g=0.9),2,0.84634,0.99999
g3_tmoe_s0_1e16_bursty,1e16,temporal,fine 18/192,discounted-oracle(g=0.9),3,0.83371,0.99631
g3_tmoe_s0_1e16_bursty,1e16,temporal,fine 18/192,discounted-oracle(g=0.9),4,0.82189,0.96002
g3_tmoe_s0_1e16_bursty,1e16,temporal,fine 18/192,discounted-oracle(g=0.9),all,0.83398,0.98544
g3_tmoe_s0_1e16_bursty,1e16,temporal,fine 18/192,discounted-oracle(g=0.95),2,0.82803,0.99999
g3_tmoe_s0_1e16_bursty,1e16,temporal,fine 18/192,discounted-oracle(g=0.95),3,0.80723,0.99490
g3_tmoe_s0_1e16_bursty,1e16,temporal,fine 18/192,discounted-oracle(g=0.95),4,0.78728,0.94265
g3_tmoe_s0_1e16_bursty,1e16,temporal,fine 18/192,discounted-oracle(g=0.95),all,0.80751,0.97918
g3_tmoe_s0_1e16_bursty,1e16,temporal,fine 18/192,Belady,2,0.83971,0.99999
g3_tmoe_s0_1e16_bursty,1e16,temporal,fine 18/192,Belady,3,0.83885,0.99778
g3_tmoe_s0_1e16_bursty,1e16,temporal,fine 18/192,Belady,4,0.82791,0.96464
g3_tmoe_s0_1e16_bursty,1e16,temporal,fine 18/192,Belady,all,0.83549,0.98747
g3_tmoe_s0_1e16_bursty,1e16,temporal,fine 18/192,Belady+prefetch(h=1),2,0.87768,0.99999
g3_tmoe_s0_1e16_bursty,1e16,temporal,fine 18/192,Belady+prefetch(h=1),3,0.86905,0.99914
g3_tmoe_s0_1e16_bursty,1e16,temporal,fine 18/192,Belady+prefetch(h=1),4,0.86089,0.98472
g3_tmoe_s0_1e16_bursty,1e16,temporal,fine 18/192,Belady+prefetch(h=1),all,0.86921,0.99462
g3_tmoe_s0_1e16_bursty,1e16,temporal,fine 18/192,Belady+prefetch(h=4),2,0.85227,0.99999
g3_tmoe_s0_1e16_bursty,1e16,temporal,fine 18/192,Belady+prefetch(h=4),3,0.84699,0.99868
g3_tmoe_s0_1e16_bursty,1e16,temporal,fine 18/192,Belady+prefetch(h=4),4,0.84184,0.97890
g3_tmoe_s0_1e16_bursty,1e16,temporal,fine 18/192,Belady+prefetch(h=4),all,0.84703,0.99252
g3_tmoe_s0_1e16_bursty,1e16,temporal,fine 18/192,Belady+prefetch(h=16),2,0.83053,0.99999
g3_tmoe_s0_1e16_bursty,1e16,temporal,fine 18/192,Belady+prefetch(h=16),3,0.81859,0.99616
g3_tmoe_s0_1e16_bursty,1e16,temporal,fine 18/192,Belady+prefetch(h=16),4,0.80098,0.94386
g3_tmoe_s0_1e16_bursty,1e16,temporal,fine 18/192,Belady+prefetch(h=16),all,0.81670,0.98000
g3_tmoe_s0_1e16_head,1e16,temporal,fine 18/192,min_logit,2,0.36963,0.41569
g3_tmoe_s0_1e16_head,1e16,temporal,fine 18/192,min_logit,3,0.32665,0.37620
g3_tmoe_s0_1e16_head,1e16,temporal,fine 18/192,min_logit,4,0.44311,0.49378
g3_tmoe_s0_1e16_head,1e16,temporal,fine 18/192,min_logit,all,0.37980,0.42856
g3_tmoe_s0_1e16_head,1e16,temporal,fine 18/192,LRU,2,0.33661,0.40162
g3_tmoe_s0_1e16_head,1e16,temporal,fine 18/192,LRU,3,0.28477,0.35086
g3_tmoe_s0_1e16_head,1e16,temporal,fine 18/192,LRU,4,0.36703,0.42882
g3_tmoe_s0_1e16_head,1e16,temporal,fine 18/192,LRU,all,0.32947,0.39377
g3_tmoe_s0_1e16_head,1e16,temporal,fine 18/192,min_logit+tau*(4.0),2,0.31794,0.36406
g3_tmoe_s0_1e16_head,1e16,temporal,fine 18/192,min_logit+tau*(4.0),3,0.23884,0.27577
g3_tmoe_s0_1e16_head,1e16,temporal,fine 18/192,min_logit+tau*(4.0),4,0.21708,0.25132
g3_tmoe_s0_1e16_head,1e16,temporal,fine 18/192,min_logit+tau*(4.0),all,0.25795,0.29705
g3_tmoe_s0_1e16_head,1e16,temporal,fine 18/192,discounted-oracle(g=0.5),2,0.55337,0.60496
g3_tmoe_s0_1e16_head,1e16,temporal,fine 18/192,discounted-oracle(g=0.5),3,0.51192,0.56476
g3_tmoe_s0_1e16_head,1e16,temporal,fine 18/192,discounted-oracle(g=0.5),4,0.60764,0.65344
g3_tmoe_s0_1e16_head,1e16,temporal,fine 18/192,discounted-oracle(g=0.5),all,0.55764,0.60772
g3_tmoe_s0_1e16_head,1e16,temporal,fine 18/192,discounted-oracle(g=0.9),2,0.54797,0.60746
g3_tmoe_s0_1e16_head,1e16,temporal,fine 18/192,discounted-oracle(g=0.9),3,0.51990,0.57787
g3_tmoe_s0_1e16_head,1e16,temporal,fine 18/192,discounted-oracle(g=0.9),4,0.59266,0.64326
g3_tmoe_s0_1e16_head,1e16,temporal,fine 18/192,discounted-oracle(g=0.9),all,0.55351,0.60953
g3_tmoe_s0_1e16_head,1e16,temporal,fine 18/192,discounted-oracle(g=0.95),2,0.48902,0.54386
g3_tmoe_s0_1e16_head,1e16,temporal,fine 18/192,discounted-oracle(g=0.95),3,0.45161,0.50213
g3_tmoe_s0_1e16_head,1e16,temporal,fine 18/192,discounted-oracle(g=0.95),4,0.52357,0.56816
g3_tmoe_s0_1e16_head,1e16,temporal,fine 18/192,discounted-oracle(g=0.95),all,0.48807,0.53805
g3_tmoe_s0_1e16_head,1e16,temporal,fine 18/192,Belady,2,0.45444,0.51742
g3_tmoe_s0_1e16_head,1e16,temporal,fine 18/192,Belady,3,0.40379,0.46745
g3_tmoe_s0_1e16_head,1e16,temporal,fine 18/192,Belady,4,0.50626,0.56070
g3_tmoe_s0_1e16_head,1e16,temporal,fine 18/192,Belady,all,0.45483,0.51519
