# expert output similarity per run and MoE layer (analysis/probes/expert_similarity.py, N sampled tokens from one cached test micro-batch, every routed expert evaluated on the same inputs, ungated, shared expert excluded); cos_* are mean cosines between expert outputs, relerr_* relative output differences, layer_relchange_* the relative change of the gated layer output when the displaced expert's output is swapped for the substitute's at the same gate, cos_weights the mean pairwise cosine of flattened expert weights; regime init = random initialisation of the same shape. Prediction test vs substitution_tolerance.csv: n_pair_layers=84; spearman_layerchange_gap_vs_subst_gap=0.094; spearman_cos_gap_vs_subst_gap=0.405; n_model_layers=168; spearman_layerchange_vs_subst_within_models=0.070. Producer analysis/residency/expert_similarity.py
run,budget,regime,grain,seed,experts,topk,n_tokens,layer,cos_all,cos_sel_nextbest,cos_sel_random,cos_sel_stale,cos_weights,cos_within_topk,frac_has_stale,layer_relchange_nextbest,layer_relchange_random,layer_relchange_stale,layer_relchange_zero,mean_gate_displaced,mean_out_norm,relerr_all,relerr_sel_nextbest,relerr_sel_random,relerr_sel_stale,tokens_sha256
flame38m_g3_moe_s3,1e18,full,3,3,192,18,2048,9,0.10631,0.09212,0.08404,0.08111,0.01069,0.10190,1.00000,0.17216,0.16437,0.16610,0.13307,0.01502,2.65136,1.41625,1.53049,1.65891,1.62873,f5729a9b96ac2436cadbf9f6bfadc65e74c8954d90f58f65df26076178851aa3
flame38m_g3_temporal,1e18,temporal,3,1,192,18,2048,2,0.02831,0.03657,0.02609,0.03098,0.00056,0.03753,1.00000,0.20170,0.18669,0.20373,0.13720,0.05666,0.16895,1.55527,1.40966,1.65593,1.50632,f5729a9b96ac2436cadbf9f6bfadc65e74c8954d90f58f65df26076178851aa3
flame38m_g3_temporal,1e18,temporal,3,1,192,18,2048,3,0.01887,0.03296,0.01757,0.01514,0.00087,0.03031,1.00000,0.14711,0.14141,0.14900,0.10742,0.05315,0.29866,1.60351,1.45129,1.68201,1.51874,f5729a9b96ac2436cadbf9f6bfadc65e74c8954d90f58f65df26076178851aa3
flame38m_g3_temporal,1e18,temporal,3,1,192,18,2048,4,0.01819,0.03081,0.01857,0.01588,0.00089,0.02692,1.00000,0.17819,0.16415,0.17199,0.12820,0.05642,0.33940,1.54693,1.44998,1.71445,1.57079,f5729a9b96ac2436cadbf9f6bfadc65e74c8954d90f58f65df26076178851aa3
flame38m_g3_temporal,1e18,temporal,3,1,192,18,2048,5,0.01904,0.02654,0.01866,0.01487,0.00086,0.02623,1.00000,0.17924,0.16371,0.17498,0.12562,0.05445,0.35143,1.54796,1.43148,1.70462,1.55325,f5729a9b96ac2436cadbf9f6bfadc65e74c8954d90f58f65df26076178851aa3
flame38m_g3_temporal,1e18,temporal,3,1,192,18,2048,6,0.01909,0.02503,0.02187,0.01749,0.00109,0.02614,1.00000,0.18521,0.16628,0.17652,0.12903,0.05448,0.41419,1.58898,1.44743,1.72380,1.58544,f5729a9b96ac2436cadbf9f6bfadc65e74c8954d90f58f65df26076178851aa3
flame38m_g3_temporal,1e18,temporal,3,1,192,18,2048,7,0.02097,0.03059,0.01966,0.02151,0.00119,0.02999,1.00000,0.19889,0.17737,0.18488,0.13961,0.05589,0.45728,1.55770,1.45138,1.77179,1.63395,f5729a9b96ac2436cadbf9f6bfadc65e74c8954d90f58f65df26076178851aa3
flame38m_g3_temporal,1e18,temporal,3,1,192,18,2048,8,0.02638,0.03759,0.02365,0.02402,0.00101,0.03531,1.00000,0.20055,0.17794,0.18415,0.13915,0.05601,0.49632,1.52420,1.42680,1.75001,1.64162,f5729a9b96ac2436cadbf9f6bfadc65e74c8954d90f58f65df26076178851aa3
flame38m_g3_temporal,1e18,temporal,3,1,192,18,2048,9,0.04186,0.05626,0.03649,0.03813,0.00178,0.05603,1.00000,0.17668,0.15826,0.15769,0.12783,0.05489,0.74992,1.51657,1.46724,1.85589,1.83180,f5729a9b96ac2436cadbf9f6bfadc65e74c8954d90f58f65df26076178851aa3
flame38m_g3_temporal_s2,1e18,temporal,3,2,192,18,2048,2,0.02469,0.03811,0.02353,0.02416,0.00050,0.03461,1.00000,0.18111,0.16988,0.18527,0.12479,0.05560,0.19241,1.59168,1.41089,1.67041,1.48283,f5729a9b96ac2436cadbf9f6bfadc65e74c8954d90f58f65df26076178851aa3
flame38m_g3_temporal_s2,1e18,temporal,3,2,192,18,2048,3,0.01586,0.03519,0.01609,0.01245,0.00074,0.02617,1.00000,0.15656,0.15076,0.16033,0.11279,0.05563,0.28654,1.58940,1.44694,1.70895,1.52888,f5729a9b96ac2436cadbf9f6bfadc65e74c8954d90f58f65df26076178851aa3
flame38m_g3_temporal_s2,1e18,temporal,3,2,192,18,2048,4,0.01933,0.03100,0.02051,0.01378,0.00084,0.02881,1.00000,0.18944,0.17602,0.18322,0.13386,0.05804,0.32295,1.56602,1.43932,1.66611,1.53679,f5729a9b96ac2436cadbf9f6bfadc65e74c8954d90f58f65df26076178851aa3
flame38m_g3_temporal_s2,1e18,temporal,3,2,192,18,2048,5,0.01931,0.02581,0.01962,0.01766,0.00090,0.02510,1.00000,0.18349,0.16718,0.17602,0.12671,0.05494,0.34556,1.60683,1.43608,1.73304,1.56670,f5729a9b96ac2436cadbf9f6bfadc65e74c8954d90f58f65df26076178851aa3
flame38m_g3_temporal_s2,1e18,temporal,3,2,192,18,2048,6,0.01814,0.02932,0.01951,0.01710,0.00077,0.02465,1.00000,0.19461,0.17765,0.19080,0.13714,0.05657,0.36744,1.54707,1.43367,1.73066,1.56051,f5729a9b96ac2436cadbf9f6bfadc65e74c8954d90f58f65df26076178851aa3
flame38m_g3_temporal_s2,1e18,temporal,3,2,192,18,2048,7,0.02167,0.02989,0.02241,0.02134,0.00096,0.02896,1.00000,0.18768,0.16896,0.17909,0.12969,0.05468,0.40243,1.55484,1.42731,1.71655,1.57197,f5729a9b96ac2436cadbf9f6bfadc65e74c8954d90f58f65df26076178851aa3
flame38m_g3_temporal_s2,1e18,temporal,3,2,192,18,2048,8,0.02238,0.03373,0.02000,0.02162,0.00128,0.03335,1.00000,0.18757,0.16808,0.17368,0.13149,0.05533,0.50294,1.56106,1.42630,1.77657,1.67736,f5729a9b96ac2436cadbf9f6bfadc65e74c8954d90f58f65df26076178851aa3
flame38m_g3_temporal_s2,1e18,temporal,3,2,192,18,2048,9,0.04738,0.06160,0.04413,0.04022,0.00242,0.06104,1.00000,0.17057,0.15549,0.15664,0.12561,0.05522,0.79346,1.57668,1.45531,1.80516,1.78012,f5729a9b96ac2436cadbf9f6bfadc65e74c8954d90f58f65df26076178851aa3
flame38m_g3_temporal_s3,1e18,temporal,3,3,192,18,2048,2,0.02796,0.03503,0.02738,0.03162,0.00053,0.03645,1.00000,0.22083,0.19453,0.21525,0.14050,0.05527,0.13544,1.57230,1.40890,1.66793,1.51689,f5729a9b96ac2436cadbf9f6bfadc65e74c8954d90f58f65df26076178851aa3
flame38m_g3_temporal_s3,1e18,temporal,3,3,192,18,2048,3,0.02005,0.03423,0.01782,0.01599,0.00082,0.02853,1.00000,0.16305,0.16026,0.16826,0.11961,0.05816,0.28967,1.59093,1.47692,1.70282,1.50649,f5729a9b96ac2436cadbf9f6bfadc65e74c8954d90f58f65df26076178851aa3
flame38m_g3_temporal_s3,1e18,temporal,3,3,192,18,2048,4,0.02039,0.03251,0.02535,0.01709,0.00094,0.02953,1.00000,0.18050,0.16777,0.17738,0.12868,0.05841,0.28670,1.52875,1.42584,1.71539,1.51609,f5729a9b96ac2436cadbf9f6bfadc65e74c8954d90f58f65df26076178851aa3
flame38m_g3_temporal_s3,1e18,temporal,3,3,192,18,2048,5,0.02206,0.03317,0.02435,0.02267,0.00086,0.03061,1.00000,0.17596,0.16136,0.16924,0.12397,0.05511,0.33973,1.56896,1.43130,1.71451,1.56249,f5729a9b96ac2436cadbf9f6bfadc65e74c8954d90f58f65df26076178851aa3
flame38m_g3_temporal_s3,1e18,temporal,3,3,192,18,2048,6,0.02154,0.02732,0.02049,0.01976,0.00088,0.02844,1.00000,0.19391,0.17321,0.18479,0.13484,0.05566,0.38291,1.55763,1.43442,1.75676,1.56399,f5729a9b96ac2436cadbf9f6bfadc65e74c8954d90f58f65df26076178851aa3
flame38m_g3_temporal_s3,1e18,temporal,3,3,192,18,2048,7,0.02204,0.03410,0.02233,0.02210,0.00097,0.03080,1.00000,0.18892,0.16922,0.17408,0.13157,0.05609,0.45231,1.59427,1.42134,1.76943,1.60787,f5729a9b96ac2436cadbf9f6bfadc65e74c8954d90f58f65df26076178851aa3
flame38m_g3_temporal_s3,1e18,temporal,3,3,192,18,2048,8,0.02304,0.03304,0.02255,0.02311,0.00109,0.03091,1.00000,0.20008,0.18014,0.18693,0.14220,0.05823,0.49072,1.58442,1.45478,1.77415,1.66774,f5729a9b96ac2436cadbf9f6bfadc65e74c8954d90f58f65df26076178851aa3
flame38m_g3_temporal_s3,1e18,temporal,3,3,192,18,2048,9,0.04206,0.05562,0.03726,0.04068,0.00213,0.05908,1.00000,0.17594,0.15951,0.15850,0.12764,0.05548,0.82509,1.54026,1.48069,1.85967,1.83177,f5729a9b96ac2436cadbf9f6bfadc65e74c8954d90f58f65df26076178851aa3
g1_moe_s2_1e17,1e17,full,1,1,64,6,2048,2,0.01249,0.05167,0.01996,0.02251,0.01312,0.08443,0.99805,0.38227,0.38543,0.39116,0.29028,0.05271,11.50707,1.52044,1.64238,1.70210,1.66552,7559fffd8644a8cba1116b42e126161e16082e8aaf2d226c49c80c7e5760fbf2
g1_moe_s2_1e17,1e17,full,1,1,64,6,2048,3,0.01187,0.03931,0.01795,0.02298,0.01342,0.06413,0.99951,0.38453,0.38191,0.38429,0.29263,0.05677,13.36581,1.50335,1.66020,1.71380,1.68872,7559fffd8644a8cba1116b42e126161e16082e8aaf2d226c49c80c7e5760fbf2
g1_moe_s2_1e17,1e17,full,1,1,64,6,2048,4,0.01193,0.04284,0.01848,0.02097,0.01069,0.07474,0.99854,0.38903,0.39893,0.39704,0.29707,0.06511,16.04571,1.53193,1.63430,1.65466,1.64909,7559fffd8644a8cba1116b42e126161e16082e8aaf2d226c49c80c7e5760fbf2
g1_moe_s2_1e17,1e17,full,1,1,64,6,2048,5,0.00722,0.04294,0.01137,0.01728,0.00589,0.07480,0.99854,0.34944,0.35599,0.35394,0.27499,0.06801,27.74636,1.52569,1.72157,1.73498,1.72494,7559fffd8644a8cba1116b42e126161e16082e8aaf2d226c49c80c7e5760fbf2
g1_moe_s2_1e17,1e17,full,1,1,64,6,2048,6,0.01213,0.06520,0.01614,0.02962,0.00446,0.10455,0.99414,0.36108,0.36535,0.37201,0.28838,0.06877,39.66802,1.61330,1.79106,1.91547,1.81756,7559fffd8644a8cba1116b42e126161e16082e8aaf2d226c49c80c7e5760fbf2
g1_tmoe_coarse_1e19,1e19,temporal,1,1,64,6,2048,2,0.01955,0.03109,0.01982,0.01752,0.00311,0.02466,1.00000,0.43454,0.44916,0.46224,0.31705,0.16707,0.83029,1.44729,1.62736,1.62057,1.59637,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
g1_tmoe_coarse_1e19,1e19,temporal,1,1,64,6,2048,3,0.01427,0.02045,0.01482,0.01455,0.00447,0.02047,1.00000,0.44048,0.45767,0.47924,0.31874,0.16607,1.18967,1.43374,1.52749,1.51818,1.45957,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
g1_tmoe_coarse_1e19,1e19,temporal,1,1,64,6,2048,4,0.01388,0.02364,0.01542,0.01330,0.00459,0.02073,1.00000,0.45998,0.46577,0.48423,0.33000,0.16849,1.21897,1.44368,1.48899,1.49579,1.45243,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
g1_tmoe_coarse_1e19,1e19,temporal,1,1,64,6,2048,5,0.01628,0.02867,0.01748,0.01694,0.00432,0.02658,1.00000,0.44127,0.44158,0.45242,0.31983,0.16535,1.31554,1.44707,1.48015,1.50212,1.46199,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
g1_tmoe_coarse_1e19,1e19,temporal,1,1,64,6,2048,6,0.01590,0.03217,0.01774,0.01613,0.00458,0.02880,1.00000,0.41661,0.42471,0.43901,0.30604,0.17070,1.74571,1.43903,1.49265,1.51792,1.46593,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
g1_tmoe_coarse_1e19,1e19,temporal,1,1,64,6,2048,7,0.01422,0.03365,0.01578,0.01501,0.00425,0.02945,1.00000,0.38997,0.38498,0.38790,0.28860,0.16065,2.25017,1.44247,1.47800,1.53822,1.53875,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
g1_tmoe_coarse_1e19,1e19,temporal,1,1,64,6,2048,8,0.01470,0.03843,0.01980,0.02118,0.00429,0.03341,1.00000,0.39285,0.38277,0.38677,0.29710,0.16982,2.66470,1.45541,1.48643,1.59464,1.57077,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
g1_tmoe_coarse_1e19,1e19,temporal,1,1,64,6,2048,9,0.01199,0.03324,0.01486,0.01540,0.00420,0.02927,1.00000,0.38107,0.37225,0.37716,0.29168,0.16986,3.32562,1.45949,1.52677,1.63997,1.60721,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
g1_tmoe_coarse_1e19,1e19,temporal,1,1,64,6,2048,10,0.01163,0.03261,0.01460,0.01862,0.00350,0.03056,0.99951,0.37670,0.36095,0.36114,0.28423,0.16039,3.86860,1.44826,1.50217,1.65382,1.63732,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
g1_tmoe_coarse_1e19,1e19,temporal,1,1,64,6,2048,11,0.01164,0.03820,0.01883,0.01955,0.00307,0.03512,0.99854,0.37892,0.35475,0.35820,0.28912,0.16547,5.20263,1.48830,1.52051,1.74118,1.70031,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
g1_tmoe_coarse_1e19,1e19,temporal,1,1,64,6,2048,12,0.01113,0.03358,0.01573,0.01805,0.00286,0.03397,0.99902,0.36774,0.33792,0.34210,0.27744,0.16164,6.02709,1.48283,1.51991,1.76410,1.71487,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
g1_tmoe_coarse_1e19,1e19,temporal,1,1,64,6,2048,13,0.01353,0.03744,0.01772,0.02244,0.00287,0.03751,0.99854,0.38312,0.35363,0.35170,0.28770,0.16758,7.34652,1.50079,1.53658,1.81911,1.79459,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
g1_tmoe_coarse_1e19,1e19,temporal,1,1,64,6,2048,14,0.02525,0.06156,0.02819,0.03608,0.00245,0.06218,0.99805,0.33616,0.31811,0.31535,0.26044,0.16212,9.99589,1.52891,1.56620,1.86768,1.87199,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
g1_tmoe_s2_1e17,1e17,temporal,1,1,64,6,2048,2,0.01764,0.05498,0.02151,0.01765,0.01442,0.04030,1.00000,0.35304,0.36997,0.39834,0.26794,0.16608,3.38810,1.65394,1.52842,1.67030,1.47756,7559fffd8644a8cba1116b42e126161e16082e8aaf2d226c49c80c7e5760fbf2
g1_tmoe_s2_1e17,1e17,temporal,1,1,64,6,2048,3,0.01473,0.04441,0.01742,0.02352,0.01342,0.04219,0.99854,0.40741,0.40811,0.40817,0.30484,0.16959,5.42692,1.45286,1.51634,1.59424,1.56686,7559fffd8644a8cba1116b42e126161e16082e8aaf2d226c49c80c7e5760fbf2
g1_tmoe_s2_1e17,1e17,temporal,1,1,64,6,2048,4,0.01185,0.03427,0.01397,0.02019,0.01104,0.03398,0.99561,0.41967,0.40757,0.41113,0.31660,0.17201,6.02104,1.51887,1.59056,1.69608,1.64554,7559fffd8644a8cba1116b42e126161e16082e8aaf2d226c49c80c7e5760fbf2
g1_tmoe_s2_1e17,1e17,temporal,1,1,64,6,2048,5,0.01063,0.04049,0.01643,0.01854,0.01195,0.04161,0.99805,0.38620,0.35973,0.36473,0.28827,0.16660,8.41969,1.51019,1.54646,1.78419,1.73788,7559fffd8644a8cba1116b42e126161e16082e8aaf2d226c49c80c7e5760fbf2
g1_tmoe_s2_1e17,1e17,temporal,1,1,64,6,2048,6,0.01768,0.07167,0.02459,0.03569,0.00969,0.06889,0.99316,0.36043,0.33569,0.33477,0.27842,0.16591,12.57774,1.50967,1.60268,2.01777,1.93577,7559fffd8644a8cba1116b42e126161e16082e8aaf2d226c49c80c7e5760fbf2
g3_moe_s2_1e17,1e17,full,3,1,192,18,2048,2,0.00555,0.02655,0.00693,0.01217,0.00756,0.04652,0.99951,0.18356,0.19050,0.19072,0.13623,0.02208,14.32751,1.69734,1.83922,1.85519,1.80678,7559fffd8644a8cba1116b42e126161e16082e8aaf2d226c49c80c7e5760fbf2
g3_moe_s2_1e17,1e17,full,3,1,192,18,2048,3,0.00734,0.02479,0.00957,0.01103,0.00827,0.03648,1.00000,0.20196,0.19858,0.19974,0.14855,0.02199,16.73191,1.63498,1.73484,1.85769,1.79927,7559fffd8644a8cba1116b42e126161e16082e8aaf2d226c49c80c7e5760fbf2
g3_moe_s2_1e17,1e17,full,3,1,192,18,2048,4,0.00728,0.02325,0.00856,0.01254,0.00817,0.03502,0.99951,0.20340,0.20900,0.21025,0.15002,0.02416,17.77681,1.65230,1.74924,1.80500,1.75088,7559fffd8644a8cba1116b42e126161e16082e8aaf2d226c49c80c7e5760fbf2
g3_moe_s2_1e17,1e17,full,3,1,192,18,2048,5,0.00350,0.01446,0.00598,0.00897,0.00394,0.02888,0.99951,0.20069,0.20335,0.20244,0.14904,0.02542,33.05910,1.64044,1.82917,1.83680,1.84891,7559fffd8644a8cba1116b42e126161e16082e8aaf2d226c49c80c7e5760fbf2
g3_moe_s2_1e17,1e17,full,3,1,192,18,2048,6,0.00769,0.03007,0.01079,0.01562,0.00197,0.05237,1.00000,0.18389,0.18394,0.18895,0.14025,0.02508,47.77520,1.68293,1.83615,1.91585,1.82139,7559fffd8644a8cba1116b42e126161e16082e8aaf2d226c49c80c7e5760fbf2
g3_tmoe_s2_1e17,1e17,temporal,3,1,192,18,2048,2,0.01187,0.01882,0.01123,0.01242,0.01797,0.01692,1.00000,0.17207,0.16629,0.19580,0.11825,0.05437,3.23245,2.01787,1.51879,2.07408,1.47091,7559fffd8644a8cba1116b42e126161e16082e8aaf2d226c49c80c7e5760fbf2
g3_tmoe_s2_1e17,1e17,temporal,3,1,192,18,2048,3,0.00904,0.01556,0.00838,0.00714,0.01189,0.01589,1.00000,0.18677,0.18438,0.19151,0.13338,0.05479,4.64007,1.71587,1.67961,1.89786,1.65239,7559fffd8644a8cba1116b42e126161e16082e8aaf2d226c49c80c7e5760fbf2
g3_tmoe_s2_1e17,1e17,temporal,3,1,192,18,2048,4,0.00545,0.01019,0.00743,0.00214,0.00913,0.01246,1.00000,0.20939,0.19175,0.19659,0.14873,0.05750,6.60900,1.61192,1.65701,1.86185,1.83744,7559fffd8644a8cba1116b42e126161e16082e8aaf2d226c49c80c7e5760fbf2
g3_tmoe_s2_1e17,1e17,temporal,3,1,192,18,2048,5,0.00487,0.01483,0.00413,0.00633,0.00740,0.01515,1.00000,0.20554,0.18707,0.18899,0.14765,0.05592,9.12222,1.65772,1.69667,2.04557,2.00730,7559fffd8644a8cba1116b42e126161e16082e8aaf2d226c49c80c7e5760fbf2
g3_tmoe_s2_1e17,1e17,temporal,3,1,192,18,2048,6,0.01125,0.02744,0.01331,0.01199,0.00821,0.03000,1.00000,0.19038,0.16718,0.16996,0.13806,0.05659,12.31936,1.64752,1.64476,2.22938,2.15304,7559fffd8644a8cba1116b42e126161e16082e8aaf2d226c49c80c7e5760fbf2
init_s19opt_g1,1e19,init,1,0,64,6,2048,2,-0.00001,0.00018,0.00082,-0.00078,-0.00001,0.00030,0.99316,0.56321,0.56295,0.56243,0.39797,0.03684,0.43556,1.42313,1.42393,1.42439,1.42717,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
init_s19opt_g1,1e19,init,1,0,64,6,2048,3,-0.00004,-0.00094,-0.00086,0.00014,0.00003,-0.00044,0.99023,0.56306,0.56277,0.56224,0.39719,0.03685,0.43511,1.42332,1.42519,1.42556,1.42461,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
init_s19opt_g1,1e19,init,1,0,64,6,2048,4,-0.00003,-0.00148,0.00026,0.00131,0.00000,-0.00030,0.99072,0.56622,0.56480,0.56386,0.39893,0.03748,0.43666,1.42211,1.42427,1.42507,1.42358,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
init_s19opt_g1,1e19,init,1,0,64,6,2048,5,0.00001,-0.00127,0.00002,0.00027,0.00001,0.00049,0.99072,0.56256,0.56191,0.56186,0.39698,0.03681,0.43630,1.42344,1.42617,1.42472,1.42458,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
init_s19opt_g1,1e19,init,1,0,64,6,2048,6,0.00006,0.00045,0.00075,-0.00064,0.00000,-0.00034,0.99219,0.56343,0.56119,0.56327,0.39645,0.03784,0.43523,1.42361,1.41967,1.42425,1.42135,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
init_s19opt_g1,1e19,init,1,0,64,6,2048,7,-0.00009,0.00029,0.00044,-0.00085,0.00000,-0.00002,0.99121,0.55978,0.56015,0.55993,0.39484,0.03702,0.43637,1.42093,1.42278,1.42135,1.42273,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
init_s19opt_g1,1e19,init,1,0,64,6,2048,8,-0.00011,-0.00029,-0.00032,0.00128,0.00002,-0.00047,0.99023,0.56096,0.56086,0.56122,0.39573,0.03610,0.43662,1.42107,1.42379,1.42301,1.42109,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
init_s19opt_g1,1e19,init,1,0,64,6,2048,9,0.00015,0.00015,0.00098,0.00153,0.00002,-0.00080,0.98926,0.56279,0.56212,0.56234,0.39676,0.03846,0.43519,1.42226,1.42201,1.42293,1.42290,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
init_s19opt_g1,1e19,init,1,0,64,6,2048,10,0.00006,0.00055,-0.00005,0.00055,0.00002,-0.00021,0.98877,0.56399,0.56296,0.56197,0.39635,0.03799,0.43608,1.42302,1.41604,1.42004,1.42124,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
init_s19opt_g1,1e19,init,1,0,64,6,2048,11,0.00005,0.00044,0.00126,-0.00323,-0.00004,-0.00014,0.98584,0.56235,0.56381,0.56256,0.39571,0.03724,0.43627,1.42476,1.41977,1.41520,1.42442,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
init_s19opt_g1,1e19,init,1,0,64,6,2048,12,0.00021,0.00158,-0.00034,0.00005,-0.00001,0.00074,0.98438,0.56402,0.56455,0.56362,0.39701,0.03899,0.43752,1.42170,1.41883,1.41985,1.42134,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
init_s19opt_g1,1e19,init,1,0,64,6,2048,13,0.00004,0.00006,0.00087,-0.00045,0.00004,-0.00023,0.98779,0.56320,0.56298,0.56291,0.39876,0.03677,0.43646,1.42090,1.42743,1.42671,1.42614,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
init_s19opt_g1,1e19,init,1,0,64,6,2048,14,-0.00007,0.00140,-0.00004,0.00062,-0.00001,-0.00000,0.98682,0.56968,0.57211,0.57072,0.40204,0.03582,0.43474,1.42429,1.42052,1.41699,1.41910,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
init_s19opt_g3,1e19,init,3,0,192,18,2048,2,-0.00003,-0.00092,-0.00084,0.00087,-0.00000,-0.00034,0.99219,0.32042,0.31955,0.31935,0.22510,0.01235,0.25026,1.43820,1.43921,1.44020,1.43990,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
init_s19opt_g3,1e19,init,3,0,192,18,2048,3,-0.00000,-0.00033,0.00045,0.00050,0.00002,-0.00001,0.99268,0.31881,0.31883,0.31888,0.22421,0.01235,0.25023,1.43889,1.43727,1.43851,1.43658,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
init_s19opt_g3,1e19,init,3,0,192,18,2048,4,-0.00002,-0.00044,0.00074,-0.00039,-0.00000,-0.00010,0.99268,0.32034,0.32037,0.31939,0.22445,0.01238,0.25058,1.43973,1.43166,1.43085,1.43774,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
init_s19opt_g3,1e19,init,3,0,192,18,2048,5,-0.00001,0.00065,0.00115,-0.00171,0.00002,0.00002,0.99219,0.32223,0.32149,0.32293,0.22636,0.01253,0.25125,1.43792,1.43591,1.43966,1.43800,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
init_s19opt_g3,1e19,init,3,0,192,18,2048,6,-0.00002,-0.00033,-0.00017,-0.00118,0.00001,0.00006,0.99316,0.32390,0.32309,0.32361,0.22749,0.01237,0.25083,1.43522,1.43900,1.43794,1.43737,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
init_s19opt_g3,1e19,init,3,0,192,18,2048,7,-0.00000,0.00059,-0.00048,0.00010,-0.00001,-0.00009,0.99170,0.32464,0.32533,0.32412,0.22881,0.01250,0.25009,1.43770,1.43909,1.43864,1.44189,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
init_s19opt_g3,1e19,init,3,0,192,18,2048,8,-0.00001,0.00070,0.00027,0.00105,0.00001,-0.00008,0.99316,0.32479,0.32445,0.32492,0.22929,0.01244,0.25036,1.43575,1.44390,1.44475,1.44136,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
init_s19opt_g3,1e19,init,3,0,192,18,2048,9,0.00007,-0.00034,-0.00038,-0.00026,0.00001,0.00014,0.99316,0.31766,0.31717,0.31685,0.22358,0.01230,0.25027,1.43733,1.44000,1.43915,1.43939,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
init_s19opt_g3,1e19,init,3,0,192,18,2048,10,0.00001,-0.00057,-0.00029,0.00015,-0.00002,0.00011,0.99170,0.32259,0.32296,0.32212,0.22643,0.01228,0.24949,1.43784,1.43493,1.43457,1.43735,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
init_s19opt_g3,1e19,init,3,0,192,18,2048,11,-0.00001,-0.00067,-0.00061,-0.00019,-0.00000,-0.00020,0.99316,0.31934,0.31708,0.31860,0.22433,0.01260,0.25044,1.43792,1.43772,1.44725,1.43808,9c34dd73c571c10b8071a7d9fe8dc10b1e79e2a087d1a36eed6e32e2644f7b5c
