run,budget,regime,grain,resident_cache_K_over_k,hit_rate,mean_lifetime_tokens
g3_tmoe_s0_1e16_momr_b1,1e16,temporal,fine 18/192,10.444,0.99485,1140.538
g3_tmoe_s0_1e16_momr_b2,1e16,temporal,fine 18/192,1.000,0.32167,17.853
g3_tmoe_s0_1e16_momr_b2,1e16,temporal,fine 18/192,1.556,0.41430,27.712
g3_tmoe_s0_1e16_momr_b2,1e16,temporal,fine 18/192,2.111,0.48745,37.619
g3_tmoe_s0_1e16_momr_b2,1e16,temporal,fine 18/192,2.667,0.54764,47.536
g3_tmoe_s0_1e16_momr_b2,1e16,temporal,fine 18/192,3.222,0.60155,57.577
g3_tmoe_s0_1e16_momr_b2,1e16,temporal,fine 18/192,3.778,0.64930,67.835
g3_tmoe_s0_1e16_momr_b2,1e16,temporal,fine 18/192,4.333,0.69262,78.407
g3_tmoe_s0_1e16_momr_b2,1e16,temporal,fine 18/192,4.889,0.73303,89.672
g3_tmoe_s0_1e16_momr_b2,1e16,temporal,fine 18/192,5.444,0.76894,101.932
g3_tmoe_s0_1e16_momr_b2,1e16,temporal,fine 18/192,6.000,0.80360,116.062
g3_tmoe_s0_1e16_momr_b2,1e16,temporal,fine 18/192,6.556,0.83649,132.960
g3_tmoe_s0_1e16_momr_b2,1e16,temporal,fine 18/192,7.111,0.86664,153.864
g3_tmoe_s0_1e16_momr_b2,1e16,temporal,fine 18/192,7.667,0.89409,181.657
g3_tmoe_s0_1e16_momr_b2,1e16,temporal,fine 18/192,8.222,0.91923,219.329
g3_tmoe_s0_1e16_momr_b2,1e16,temporal,fine 18/192,8.778,0.94280,278.660
g3_tmoe_s0_1e16_momr_b2,1e16,temporal,fine 18/192,9.333,0.96332,379.243
g3_tmoe_s0_1e16_momr_b2,1e16,temporal,fine 18/192,9.889,0.98067,574.760
g3_tmoe_s0_1e16_momr_b2,1e16,temporal,fine 18/192,10.444,0.99539,1188.145
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,1.000,0.34231,17.852
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,1.556,0.42789,27.751
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,2.111,0.49398,37.635
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,2.667,0.55046,47.537
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,3.222,0.59976,57.563
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,3.778,0.64437,67.825
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,4.333,0.68502,78.520
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,4.889,0.72296,89.909
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,5.444,0.75861,102.357
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,6.000,0.79118,116.519
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,6.556,0.82252,133.072
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,7.111,0.85249,153.700
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,7.667,0.88099,180.881
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,8.222,0.90730,218.288
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,8.778,0.93205,273.662
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,9.333,0.95470,367.172
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,9.889,0.97598,559.885
g3_tmoe_s2_1e17,1e17,temporal,fine 18/192,10.444,0.99408,1137.827
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,1.000,0.38764,17.852
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,1.556,0.49594,27.705
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,2.111,0.57485,37.590
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,2.667,0.63825,47.535
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,3.222,0.69215,57.727
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,3.778,0.73470,68.467
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,4.333,0.77286,80.136
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,4.889,0.80613,93.366
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,5.444,0.83567,108.796
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,6.000,0.86304,127.553
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,6.556,0.88654,150.979
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,7.111,0.90873,182.857
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,7.667,0.92915,226.209
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,8.222,0.94743,288.846
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,8.778,0.96341,386.259
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,9.333,0.97653,533.499
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,9.889,0.98784,798.574
g3_tmoe_s2_1e17_auxfree,1e17,temporal,fine 18/192,10.444,0.99728,1435.202
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,1.000,0.40898,17.852
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,1.556,0.52612,27.711
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,2.111,0.61262,37.620
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,2.667,0.67993,47.732
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,3.222,0.73353,58.357
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,3.778,0.77799,69.899
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,4.333,0.81476,83.091
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,4.889,0.84514,98.526
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,5.444,0.87050,117.569
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,6.000,0.89235,141.595
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,6.556,0.91080,173.234
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,7.111,0.92657,214.921
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,7.667,0.94113,271.887
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,8.222,0.95609,349.947
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,8.778,0.96942,464.497
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,9.333,0.98072,635.313
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,9.889,0.99020,924.333
g3_tmoe_s2_1e17_karen,1e17,temporal,fine 18/192,10.444,0.99789,1525.689
moe_coarse_1e19,1e19,full,coarse 6/64,1.000,0.16879,5.986
moe_coarse_1e19,1e19,full,coarse 6/64,1.500,0.22868,8.978
moe_coarse_1e19,1e19,full,coarse 6/64,2.000,0.28392,11.978
moe_coarse_1e19,1e19,full,coarse 6/64,2.500,0.33592,15.008
moe_coarse_1e19,1e19,full,coarse 6/64,3.000,0.38569,18.081
moe_coarse_1e19,1e19,full,coarse 6/64,3.500,0.43348,21.227
moe_coarse_1e19,1e19,full,coarse 6/64,4.000,0.47977,24.482
moe_coarse_1e19,1e19,full,coarse 6/64,4.500,0.52458,27.889
moe_coarse_1e19,1e19,full,coarse 6/64,5.000,0.56830,31.521
moe_coarse_1e19,1e19,full,coarse 6/64,5.500,0.61121,35.509
moe_coarse_1e19,1e19,full,coarse 6/64,6.000,0.65266,39.933
moe_coarse_1e19,1e19,full,coarse 6/64,6.500,0.69357,45.030
moe_coarse_1e19,1e19,full,coarse 6/64,7.000,0.73352,51.139
moe_coarse_1e19,1e19,full,coarse 6/64,7.500,0.77309,58.851
moe_coarse_1e19,1e19,full,coarse 6/64,8.000,0.81176,69.086
moe_coarse_1e19,1e19,full,coarse 6/64,8.500,0.84956,83.471
moe_coarse_1e19,1e19,full,coarse 6/64,9.000,0.88664,105.763
moe_coarse_1e19,1e19,full,coarse 6/64,9.500,0.92242,145.133
moe_coarse_1e19,1e19,full,coarse 6/64,10.000,0.95706,237.698
moe_coarse_1e19,1e19,full,coarse 6/64,10.500,0.98970,702.518
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,1.000,0.23570,17.852
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,1.556,0.30423,27.636
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,2.111,0.36560,37.328
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,2.667,0.42236,46.936
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,3.222,0.47630,56.475
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,3.778,0.52737,65.982
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,4.333,0.57602,75.499
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,4.889,0.62309,85.136
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,5.444,0.66898,95.124
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,6.000,0.71293,105.634
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,6.556,0.75515,117.207
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,7.111,0.79557,130.833
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,7.667,0.83422,148.402
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,8.222,0.87093,172.431
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,8.778,0.90556,210.434
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,9.333,0.93786,278.123
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,9.889,0.96694,429.241
temporal_fine_g3_1e19,1e19,temporal,fine 18/192,10.444,0.99194,966.262
