run,layer,expert,out_l2_mean,sel_count,interm_max,interm_kurt,rlogit_mean,rlogit_std,rlogit_mean_res,rlogit_mean_nonres,gate_mean,gate_std
g1_moe,3,47,0.9723,5441,5.03125,0.994002,-5.02167,1.12388,,,0.15382,0.100227
g1_moe,3,48,1.09606,5246,4.84375,0.82063,-5.31441,1.29894,,,0.201369,0.138734
g1_moe,3,49,1.06763,5570,4.9375,0.948426,-4.94552,1.08754,,,0.187721,0.115369
g1_moe,3,50,0.858615,6332,4.4375,1.28593,-5.07793,1.14839,,,0.129284,0.0791191
g1_moe,3,51,0.857359,5549,4.90625,1.16561,-4.94093,1.12638,,,0.141778,0.0978435
g1_moe,3,52,0.949336,6272,4.6875,0.75996,-5.19518,1.32717,,,0.156504,0.10293
g1_moe,3,53,1.06888,5173,4.71875,0.882343,-5.30683,1.27269,,,0.167372,0.12608
g1_moe,3,54,1.13745,7102,4.84375,0.97029,-5.4174,1.43027,,,0.170769,0.0946997
g1_moe,3,55,1.01109,5387,5.53125,1.05946,-5.0048,1.11564,,,0.171871,0.118073
g1_moe,3,56,0.957715,7206,4.875,0.692494,-5.14091,1.35395,,,0.177654,0.115984
g1_moe,3,57,0.918157,6735,5.9375,1.32442,-5.00572,1.11868,,,0.126617,0.080184
g1_moe,3,58,0.986416,5619,5.1875,0.742497,-4.86685,1.09021,,,0.132255,0.0903924
g1_moe,3,59,0.810419,6104,5.1875,1.03113,-5.08343,1.23589,,,0.124786,0.0758888
g1_moe,3,60,0.960144,5622,5.3125,1.06853,-5.09626,1.23385,,,0.141118,0.099477
g1_moe,3,61,0.825892,8011,4.6875,1.55953,-4.9877,1.29701,,,0.166911,0.091371
g1_moe,3,62,0.975814,5809,4.46875,0.705886,-4.76965,1.04032,,,0.143883,0.0968746
g1_moe,3,63,0.972623,5799,4.53125,0.761888,-5.07093,1.23951,,,0.174218,0.131836
g1_moe,4,0,0.989282,4805,5.0625,0.910481,-4.62811,0.918046,,,0.196521,0.181113
g1_moe,4,1,1.19154,5726,4.96875,0.625161,-4.98732,1.12746,,,0.151069,0.108806
g1_moe,4,2,0.95123,5709,4.375,0.818425,-5.24752,1.4002,,,0.17047,0.13918
g1_moe,4,3,1.00536,6442,4.5,0.95452,-4.85462,1.11614,,,0.14641,0.0741578
g1_moe,4,4,0.972388,8160,4.59375,1.14254,-4.88334,1.19142,,,0.160956,0.085167
g1_moe,4,5,1.05881,5935,4.84375,0.858786,-5.61081,1.46193,,,0.178467,0.100213
g1_moe,4,6,1.0209,6031,4.46875,0.866791,-5.36175,1.39422,,,0.145028,0.0819433
g1_moe,4,7,1.1593,5775,7.65625,1.58885,-5.04487,1.08075,,,0.191485,0.110762
g1_moe,4,8,1.11259,5716,5.09375,1.04074,-5.03357,1.10235,,,0.126369,0.089161
g1_moe,4,9,1.00826,5341,5.375,0.90406,-4.77071,0.97086,,,0.195431,0.160141
g1_moe,4,10,1.00931,6622,4.5,0.784201,-4.88584,1.15591,,,0.168362,0.140708
g1_moe,4,11,1.07108,8566,4.3125,0.787934,-4.84697,1.21645,,,0.151028,0.0954088
g1_moe,4,12,1.1125,6037,4.53125,0.833496,-5.13041,1.19112,,,0.190861,0.119628
g1_moe,4,13,1.25326,5940,5.375,1.19975,-5.05831,1.22184,,,0.190535,0.104631
g1_moe,4,14,1.07417,6542,5.59375,0.998419,-4.76286,1.03846,,,0.138852,0.100914
