label,run,budget,regime,layer,expert,variant,n_tokens,eff_vocab,dispersion
flame38m_g1_moe,flame38m_g1_moe,1e18,full,6,63,weighted,11430,2701.4,0.7299
flame38m_g1_moe,flame38m_g1_moe,1e18,full,6,63,static,11430,29360.9,0.9503
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,0,weighted,14078,6030.8,0.8041
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,0,static,14078,23152.4,0.9283
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,1,weighted,12381,4842.9,0.7838
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,1,static,12381,4767.4,0.7823
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,2,weighted,10803,6681.9,0.8135
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,2,static,10803,21978.4,0.9235
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,3,weighted,10799,17547.1,0.9027
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,3,static,10799,21274.8,0.9205
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,4,weighted,12695,6448.1,0.8102
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,4,static,12695,30062.0,0.9524
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,5,weighted,11803,13779.8,0.8804
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,5,static,11803,20152.3,0.9155
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,6,weighted,11153,8069.5,0.831
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,6,static,11153,20687.8,0.9179
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,7,weighted,13204,10387.5,0.8543
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,7,static,13204,23165.6,0.9284
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,8,weighted,11068,6045.5,0.8043
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,8,static,11068,21788.3,0.9227
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,9,weighted,12333,7463.7,0.8238
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,9,static,12333,27138.0,0.943
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,10,weighted,12657,13657.7,0.8796
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,10,static,12657,24523.3,0.9336
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,11,weighted,13243,7452.6,0.8236
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,11,static,13243,16127.7,0.8949
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,12,weighted,10909,1353.6,0.666
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,12,static,10909,10894.2,0.8587
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,13,weighted,12437,16970.6,0.8996
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,13,static,12437,22562.4,0.9259
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,14,weighted,11234,6369.0,0.8091
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,14,static,11234,21322.9,0.9207
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,15,weighted,11581,1419.1,0.6704
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,15,static,11581,20556.8,0.9173
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,16,weighted,12584,5704.4,0.7989
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,16,static,12584,22745.8,0.9267
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,17,weighted,12434,1351.1,0.6659
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,17,static,12434,20574.8,0.9174
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,18,weighted,12092,10266.0,0.8532
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,18,static,12092,22886.9,0.9273
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,19,weighted,11565,14623.6,0.8859
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,19,static,11565,25207.6,0.9362
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,20,weighted,13039,3960.7,0.7652
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,20,static,13039,26229.3,0.9398
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,21,weighted,11946,8165.1,0.832
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,21,static,11946,15079.5,0.8887
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,22,weighted,14949,1823.9,0.6936
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,22,static,14949,23635.3,0.9302
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,23,weighted,11139,4618.2,0.7794
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,23,static,11139,27878.6,0.9455
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,24,weighted,12451,7931.1,0.8294
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,24,static,12451,27111.3,0.9429
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,25,weighted,9854,4937.8,0.7856
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,25,static,9854,12783.4,0.8735
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,26,weighted,12100,9866.2,0.8495
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,26,static,12100,26188.1,0.9397
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,27,weighted,12261,705.4,0.6058
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,27,static,12261,29084.8,0.9494
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,28,weighted,12646,11822.8,0.8662
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,28,static,12646,24980.0,0.9353
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,29,weighted,12177,1032.7,0.6411
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,29,static,12177,29087.9,0.9494
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,30,weighted,13142,6658.6,0.8132
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,30,static,13142,25480.9,0.9372
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,31,weighted,12548,3923.1,0.7643
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,31,static,12548,20849.0,0.9186
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,32,weighted,11632,12689.4,0.8728
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,32,static,11632,20420.7,0.9167
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,33,weighted,11569,14033.6,0.8821
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,33,static,11569,21309.2,0.9207
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,34,weighted,12048,12646.3,0.8725
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,34,static,12048,28016.1,0.9459
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,35,weighted,12430,4425.4,0.7755
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,35,static,12430,27237.9,0.9433
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,36,weighted,11514,16404.6,0.8965
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,36,static,11514,25784.2,0.9383
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,37,weighted,12555,13157.5,0.8761
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,37,static,12555,29147.2,0.9496
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,38,weighted,11417,3871.4,0.7631
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,38,static,11417,20014.0,0.9149
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,39,weighted,13856,15145.2,0.8891
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,39,static,13856,20560.6,0.9174
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,40,weighted,11773,17596.4,0.903
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,40,static,11773,25994.0,0.939
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,41,weighted,11256,1863.4,0.6956
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,41,static,11256,27189.7,0.9432
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,42,weighted,12768,8042.6,0.8307
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,42,static,12768,29137.7,0.9496
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,43,weighted,12369,7357.1,0.8224
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,43,static,12369,24116.5,0.9321
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,44,weighted,12387,8846.3,0.8395
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,44,static,12387,24687.5,0.9343
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,45,weighted,13899,8380.4,0.8345
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,45,static,13899,21405.2,0.9211
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,46,weighted,12553,2798.8,0.7331
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,46,static,12553,20493.3,0.9171
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,47,weighted,12354,6530.0,0.8114
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,47,static,12354,25333.2,0.9366
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,48,weighted,12082,7800.3,0.8278
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,48,static,12082,25399.7,0.9369
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,49,weighted,12057,16192.0,0.8953
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,49,static,12057,23668.8,0.9304
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,50,weighted,12720,12331.7,0.8701
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,50,static,12720,24878.0,0.935
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,51,weighted,13110,4118.9,0.7688
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,51,static,13110,26430.5,0.9406
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,52,weighted,13015,17806.5,0.9041
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,52,static,13015,18814.1,0.9092
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,53,weighted,14501,10228.6,0.8529
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,53,static,14501,22050.9,0.9238
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,54,weighted,12815,12089.5,0.8683
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,54,static,12815,25520.5,0.9373
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,55,weighted,12105,7732.7,0.827
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,55,static,12105,10513.8,0.8554
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,56,weighted,11614,14509.7,0.8852
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,56,static,11614,16249.6,0.8956
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,57,weighted,12165,3312.7,0.7487
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,57,static,12165,17908.8,0.9046
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,58,weighted,11019,17901.5,0.9046
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,58,static,11019,25332.8,0.9366
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,59,weighted,13112,7547.5,0.8248
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,59,static,13112,20717.5,0.9181
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,60,weighted,11128,3720.7,0.7594
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,60,static,11128,18077.4,0.9055
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,61,weighted,12271,3055.7,0.7413
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,61,static,12271,21217.8,0.9203
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,62,weighted,13504,16609.9,0.8976
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,62,static,13504,28530.4,0.9476
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,63,weighted,13529,7253.9,0.8211
flame38m_g1_moe,flame38m_g1_moe,1e18,full,7,63,static,13529,23140.1,0.9283
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,0,weighted,13233,3377.7,0.7505
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,0,static,13233,15734.9,0.8926
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,1,weighted,12763,3188.4,0.7452
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,1,static,12763,20291.4,0.9161
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,2,weighted,12600,17989.6,0.905
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,2,static,12600,19038.8,0.9103
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,3,weighted,12823,15831.0,0.8932
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,3,static,12823,20032.5,0.915
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,4,weighted,11392,11342.0,0.8624
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,4,static,11392,21448.7,0.9213
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,5,weighted,12948,9593.0,0.8469
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,5,static,12948,24056.0,0.9319
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,6,weighted,10363,14374.0,0.8843
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,6,static,10363,16754.6,0.8984
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,7,weighted,11658,16872.0,0.8991
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,7,static,11658,29248.6,0.9499
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,8,weighted,12557,10519.8,0.8555
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,8,static,12557,14997.0,0.8882
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,9,weighted,12367,5767.8,0.7999
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,9,static,12367,25704.2,0.938
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,10,weighted,10681,6364.1,0.809
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,10,static,10681,25517.1,0.9373
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,11,weighted,13315,3869.0,0.7631
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,11,static,13315,24432.3,0.9333
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,12,weighted,13806,3583.9,0.756
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,12,static,13806,17565.6,0.9028
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,13,weighted,13686,13321.5,0.8773
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,13,static,13686,23899.1,0.9313
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,14,weighted,12296,6623.5,0.8127
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,14,static,12296,20398.1,0.9166
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,15,weighted,11240,4529.9,0.7776
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,15,static,11240,19424.4,0.9121
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,16,weighted,13236,10214.0,0.8527
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,16,static,13236,25101.2,0.9358
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,17,weighted,11377,4496.0,0.7769
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,17,static,11377,25081.7,0.9357
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,18,weighted,12107,7184.4,0.8202
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,18,static,12107,25464.9,0.9371
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,19,weighted,12565,12698.7,0.8728
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,19,static,12565,15862.1,0.8934
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,20,weighted,12497,16370.1,0.8963
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,20,static,12497,9693.0,0.8479
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,21,weighted,9867,18977.8,0.91
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,21,static,9867,19524.8,0.9126
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,22,weighted,12882,15549.2,0.8915
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,22,static,12882,23655.7,0.9303
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,23,weighted,12759,6628.6,0.8128
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,23,static,12759,17579.7,0.9029
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,24,weighted,12411,6735.5,0.8143
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,24,static,12411,18712.2,0.9087
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,25,weighted,12199,5060.1,0.7878
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,25,static,12199,20243.4,0.9159
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,26,weighted,11452,2305.0,0.7152
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,26,static,11452,29763.2,0.9515
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,27,weighted,10551,10158.4,0.8522
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,27,static,10551,20348.2,0.9164
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,28,weighted,11434,11978.1,0.8674
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,28,static,11434,24814.3,0.9347
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,29,weighted,10124,10503.2,0.8553
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,29,static,10124,11526.2,0.8639
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,30,weighted,13066,9738.5,0.8483
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,30,static,13066,21998.1,0.9236
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,31,weighted,12503,14704.5,0.8864
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,31,static,12503,20194.2,0.9157
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,32,weighted,12125,7752.4,0.8273
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,32,static,12125,29343.5,0.9502
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,33,weighted,11566,19248.4,0.9113
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,33,static,11566,29026.7,0.9492
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,34,weighted,14432,11557.0,0.8641
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,34,static,14432,29429.2,0.9505
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,35,weighted,11573,12095.3,0.8683
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,35,static,11573,23388.3,0.9293
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,36,weighted,11867,8153.4,0.8319
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,36,static,11867,29165.3,0.9496
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,37,weighted,12864,8559.1,0.8364
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,37,static,12864,20622.8,0.9176
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,38,weighted,11235,8681.6,0.8377
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,38,static,11235,20543.0,0.9173
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,39,weighted,11126,12401.0,0.8707
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,39,static,11126,20609.7,0.9176
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,40,weighted,12286,17637.4,0.9032
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,40,static,12286,25579.9,0.9375
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,41,weighted,12072,7390.8,0.8228
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,41,static,12072,23307.9,0.9289
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,42,weighted,11454,11395.5,0.8628
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,42,static,11454,27180.8,0.9431
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,43,weighted,13391,19055.2,0.9103
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,43,static,13391,18113.9,0.9057
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,44,weighted,11001,2588.1,0.7259
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,44,static,11001,14089.0,0.8824
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,45,weighted,13949,3642.8,0.7575
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,45,static,13949,12416.4,0.8708
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,46,weighted,10753,3373.3,0.7504
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,46,static,10753,27569.0,0.9444
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,47,weighted,12228,5901.1,0.8021
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,47,static,12228,20658.4,0.9178
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,48,weighted,11938,19357.7,0.9118
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,48,static,11938,15644.0,0.8921
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,49,weighted,12302,15044.6,0.8885
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,49,static,12302,24440.8,0.9333
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,50,weighted,13097,4913.1,0.7851
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,50,static,13097,25520.8,0.9373
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,51,weighted,12967,18865.8,0.9094
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,51,static,12967,22488.1,0.9256
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,52,weighted,12947,2250.7,0.713
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,52,static,12947,23941.9,0.9314
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,53,weighted,12493,7222.7,0.8207
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,53,static,12493,26772.4,0.9417
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,54,weighted,11788,9686.7,0.8478
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,54,static,11788,14136.5,0.8828
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,55,weighted,11687,12580.7,0.872
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,55,static,11687,27015.1,0.9426
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,56,weighted,11712,617.1,0.5935
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,56,static,11712,24279.3,0.9327
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,57,weighted,13682,9415.9,0.8452
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,57,static,13682,21772.1,0.9226
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,58,weighted,14786,10250.3,0.8531
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,58,static,14786,24179.5,0.9323
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,59,weighted,12848,3871.0,0.7631
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,59,static,12848,26456.2,0.9406
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,60,weighted,13422,15842.9,0.8933
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,60,static,13422,18621.8,0.9082
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,61,weighted,13173,7830.0,0.8282
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,61,static,13173,19877.6,0.9142
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,62,weighted,13043,10000.4,0.8508
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,62,static,13043,14465.0,0.8849
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,63,weighted,11867,8453.8,0.8353
flame38m_g1_moe,flame38m_g1_moe,1e18,full,8,63,static,11867,9585.9,0.8469
flame38m_g1_moe,flame38m_g1_moe,1e18,full,9,0,weighted,11527,21992.2,0.9236
flame38m_g1_moe,flame38m_g1_moe,1e18,full,9,0,static,11527,19518.1,0.9125
flame38m_g1_moe,flame38m_g1_moe,1e18,full,9,1,weighted,13037,17764.4,0.9039
flame38m_g1_moe,flame38m_g1_moe,1e18,full,9,1,static,13037,25713.0,0.938
flame38m_g1_moe,flame38m_g1_moe,1e18,full,9,2,weighted,11375,10720.6,0.8572
flame38m_g1_moe,flame38m_g1_moe,1e18,full,9,2,static,11375,22391.9,0.9252
flame38m_g1_moe,flame38m_g1_moe,1e18,full,9,3,weighted,11876,4896.4,0.7848
flame38m_g1_moe,flame38m_g1_moe,1e18,full,9,3,static,11876,19487.7,0.9124
flame38m_g1_moe,flame38m_g1_moe,1e18,full,9,4,weighted,11341,23024.1,0.9278
flame38m_g1_moe,flame38m_g1_moe,1e18,full,9,4,static,11341,26827.1,0.9419
flame38m_g1_moe,flame38m_g1_moe,1e18,full,9,5,weighted,12593,23026.1,0.9278
flame38m_g1_moe,flame38m_g1_moe,1e18,full,9,5,static,12593,24774.2,0.9346
flame38m_g1_moe,flame38m_g1_moe,1e18,full,9,6,weighted,11556,6609.3,0.8125
flame38m_g1_moe,flame38m_g1_moe,1e18,full,9,6,static,11556,27039.2,0.9427
flame38m_g1_moe,flame38m_g1_moe,1e18,full,9,7,weighted,12887,17702.8,0.9035
flame38m_g1_moe,flame38m_g1_moe,1e18,full,9,7,static,12887,23779.5,0.9308
flame38m_g1_moe,flame38m_g1_moe,1e18,full,9,8,weighted,12133,16521.9,0.8972
flame38m_g1_moe,flame38m_g1_moe,1e18,full,9,8,static,12133,22595.5,0.9261
flame38m_g1_moe,flame38m_g1_moe,1e18,full,9,9,weighted,12227,14977.7,0.8881
flame38m_g1_moe,flame38m_g1_moe,1e18,full,9,9,static,12227,23666.9,0.9304
flame38m_g1_moe,flame38m_g1_moe,1e18,full,9,10,weighted,11375,11380.1,0.8627
flame38m_g1_moe,flame38m_g1_moe,1e18,full,9,10,static,11375,17904.4,0.9046
flame38m_g1_moe,flame38m_g1_moe,1e18,full,9,11,weighted,11414,15572.3,0.8917
flame38m_g1_moe,flame38m_g1_moe,1e18,full,9,11,static,11414,16974.1,0.8996
flame38m_g1_moe,flame38m_g1_moe,1e18,full,9,12,weighted,12771,7357.1,0.8224
flame38m_g1_moe,flame38m_g1_moe,1e18,full,9,12,static,12771,25508.4,0.9373
flame38m_g1_moe,flame38m_g1_moe,1e18,full,9,13,weighted,12167,25872.8,0.9386
flame38m_g1_moe,flame38m_g1_moe,1e18,full,9,13,static,12167,18535.1,0.9078
flame38m_g1_moe,flame38m_g1_moe,1e18,full,9,14,weighted,11568,18957.9,0.9099
flame38m_g1_moe,flame38m_g1_moe,1e18,full,9,14,static,11568,21439.9,0.9212
flame38m_g1_moe,flame38m_g1_moe,1e18,full,9,15,weighted,12572,13287.8,0.877
flame38m_g1_moe,flame38m_g1_moe,1e18,full,9,15,static,12572,13273.6,0.8769
flame38m_g1_moe,flame38m_g1_moe,1e18,full,9,16,weighted,14154,19399.6,0.912
