run,iteration,train_lm_loss,final_test_ce,seed
flame512_g3_moe,540,4.571638E+00,,1234
flame512_g3_moe,545,4.570485E+00,,1234
flame512_g3_moe,550,4.555742E+00,,1234
flame512_g3_moe,555,4.556632E+00,,1234
flame512_g3_moe,560,4.534713E+00,,1234
flame512_g3_moe,565,4.531903E+00,,1234
flame512_g3_moe,570,4.514008E+00,,1234
flame512_g3_moe,575,4.515650E+00,,1234
flame512_g3_moe,580,4.516086E+00,,1234
flame512_g3_moe,585,4.495213E+00,,1234
flame512_g3_moe,590,4.483303E+00,,1234
flame512_g3_moe,595,4.472406E+00,,1234
flame512_g3_moe,600,4.472119E+00,,1234
flame512_g3_moe,605,4.468673E+00,,1234
flame512_g3_moe,610,4.476645E+00,,1234
flame512_g3_moe,615,4.454699E+00,,1234
flame512_g3_moe,620,4.440771E+00,,1234
flame512_g3_moe,625,4.437898E+00,,1234
flame512_g3_moe,630,4.435768E+00,,1234
flame512_g3_moe,635,4.413209E+00,,1234
flame512_g3_moe,640,4.408278E+00,,1234
flame512_g3_moe,645,4.405211E+00,,1234
flame512_g3_moe,650,4.423289E+00,,1234
flame512_g3_moe,655,4.413693E+00,,1234
flame512_g3_moe,660,4.402119E+00,,1234
flame512_g3_moe,665,4.384752E+00,,1234
flame512_g3_moe,670,4.373936E+00,,1234
flame512_g3_moe,675,4.367169E+00,,1234
flame512_g3_moe,680,4.366639E+00,,1234
flame512_g3_moe,685,4.360653E+00,,1234
flame512_g3_moe,690,4.359114E+00,,1234
flame512_g3_moe,695,4.351567E+00,,1234
flame512_g3_moe,700,4.349104E+00,,1234
flame512_g3_moe,705,4.347710E+00,,1234
flame512_g3_moe,710,4.325277E+00,,1234
flame512_g3_moe,715,4.323770E+00,,1234
flame512_g3_moe,720,4.325253E+00,,1234
flame512_g3_moe,725,4.321873E+00,,1234
flame512_g3_moe,730,4.296062E+00,,1234
flame512_g3_moe,735,4.289399E+00,,1234
flame512_g3_moe,740,4.276250E+00,,1234
flame512_g3_moe,745,4.280206E+00,,1234
flame512_g3_moe,750,4.273784E+00,,1234
flame512_g3_moe,755,4.265487E+00,,1234
flame512_g3_moe,760,4.251536E+00,,1234
flame512_g3_moe,765,4.249876E+00,,1234
flame512_g3_moe,770,4.243244E+00,,1234
flame512_g3_moe,775,4.238316E+00,,1234
flame512_g3_moe,780,4.236299E+00,,1234
flame512_g3_moe,785,4.233916E+00,,1234
flame512_g3_moe,790,4.237992E+00,,1234
flame512_g3_moe,795,4.232191E+00,,1234
flame512_g3_moe,800,4.223383E+00,,1234
flame512_g3_moe,802,,4.221056,1234
flame512_g3_temporal,5,1.058145E+01,,1234
flame512_g3_temporal,10,9.708185E+00,,1234
flame512_g3_temporal,15,8.901192E+00,,1234
flame512_g3_temporal,20,8.203743E+00,,1234
flame512_g3_temporal,25,7.665388E+00,,1234
flame512_g3_temporal,30,7.305709E+00,,1234
flame512_g3_temporal,35,7.072275E+00,,1234
flame512_g3_temporal,40,6.889693E+00,,1234
flame512_g3_temporal,45,6.745801E+00,,1234
flame512_g3_temporal,50,6.623228E+00,,1234
flame512_g3_temporal,55,6.494417E+00,,1234
flame512_g3_temporal,60,6.419051E+00,,1234
flame512_g3_temporal,65,6.346010E+00,,1234
flame512_g3_temporal,70,6.301195E+00,,1234
flame512_g3_temporal,75,6.253857E+00,,1234
flame512_g3_temporal,80,6.198506E+00,,1234
flame512_g3_temporal,85,6.146850E+00,,1234
flame512_g3_temporal,90,6.097902E+00,,1234
flame512_g3_temporal,95,6.080720E+00,,1234
flame512_g3_temporal,100,6.028437E+00,,1234
flame512_g3_temporal,105,5.982452E+00,,1234
flame512_g3_temporal,110,5.960779E+00,,1234
flame512_g3_temporal,115,5.937167E+00,,1234
flame512_g3_temporal,120,5.902927E+00,,1234
flame512_g3_temporal,125,5.863784E+00,,1234
flame512_g3_temporal,130,5.823005E+00,,1234
flame512_g3_temporal,135,5.799004E+00,,1234
flame512_g3_temporal,140,5.771322E+00,,1234
flame512_g3_temporal,145,5.729779E+00,,1234
flame512_g3_temporal,150,5.721733E+00,,1234
flame512_g3_temporal,155,5.671106E+00,,1234
flame512_g3_temporal,160,5.649110E+00,,1234
flame512_g3_temporal,165,5.623319E+00,,1234
flame512_g3_temporal,170,5.601066E+00,,1234
flame512_g3_temporal,175,5.569389E+00,,1234
flame512_g3_temporal,180,5.537355E+00,,1234
flame512_g3_temporal,185,5.526076E+00,,1234
flame512_g3_temporal,190,5.501393E+00,,1234
flame512_g3_temporal,195,5.476130E+00,,1234
flame512_g3_temporal,200,5.445596E+00,,1234
flame512_g3_temporal,205,5.409034E+00,,1234
flame512_g3_temporal,210,5.409752E+00,,1234
flame512_g3_temporal,215,5.379990E+00,,1234
flame512_g3_temporal,220,5.380789E+00,,1234
flame512_g3_temporal,225,5.346918E+00,,1234
flame512_g3_temporal,230,5.314441E+00,,1234
flame512_g3_temporal,235,5.302606E+00,,1234
flame512_g3_temporal,240,5.277901E+00,,1234
flame512_g3_temporal,245,5.263507E+00,,1234
flame512_g3_temporal,250,5.226682E+00,,1234
flame512_g3_temporal,255,5.223915E+00,,1234
flame512_g3_temporal,260,5.218791E+00,,1234
flame512_g3_temporal,265,5.171539E+00,,1234
flame512_g3_temporal,270,5.174965E+00,,1234
flame512_g3_temporal,275,5.139656E+00,,1234
flame512_g3_temporal,280,5.137607E+00,,1234
flame512_g3_temporal,285,5.118447E+00,,1234
flame512_g3_temporal,290,5.097251E+00,,1234
flame512_g3_temporal,295,5.076230E+00,,1234
flame512_g3_temporal,300,5.063059E+00,,1234
flame512_g3_temporal,305,5.063892E+00,,1234
flame512_g3_temporal,310,5.046796E+00,,1234
flame512_g3_temporal,315,5.027984E+00,,1234
flame512_g3_temporal,320,4.996226E+00,,1234
flame512_g3_temporal,325,4.981332E+00,,1234
flame512_g3_temporal,330,4.969140E+00,,1234
flame512_g3_temporal,335,4.953403E+00,,1234
flame512_g3_temporal,340,4.957903E+00,,1234
flame512_g3_temporal,345,4.943770E+00,,1234
flame512_g3_temporal,350,4.926841E+00,,1234
flame512_g3_temporal,355,4.901043E+00,,1234
flame512_g3_temporal,360,4.886819E+00,,1234
flame512_g3_temporal,365,4.880201E+00,,1234
flame512_g3_temporal,370,4.868419E+00,,1234
flame512_g3_temporal,375,4.866805E+00,,1234
flame512_g3_temporal,380,4.845493E+00,,1234
flame512_g3_temporal,385,4.819747E+00,,1234
flame512_g3_temporal,390,4.820620E+00,,1234
flame512_g3_temporal,395,4.813708E+00,,1234
flame512_g3_temporal,400,4.800902E+00,,1234
flame512_g3_temporal,405,4.788618E+00,,1234
flame512_g3_temporal,410,4.787753E+00,,1234
flame512_g3_temporal,415,4.769644E+00,,1234
flame512_g3_temporal,420,4.758089E+00,,1234
flame512_g3_temporal,425,4.738441E+00,,1234
flame512_g3_temporal,430,4.735622E+00,,1234
flame512_g3_temporal,435,4.723897E+00,,1234
flame512_g3_temporal,440,4.711869E+00,,1234
flame512_g3_temporal,445,4.694408E+00,,1234
flame512_g3_temporal,450,4.688461E+00,,1234
flame512_g3_temporal,455,4.690347E+00,,1234
flame512_g3_temporal,460,4.675198E+00,,1234
flame512_g3_temporal,465,4.664951E+00,,1234
flame512_g3_temporal,470,4.662895E+00,,1234
flame512_g3_temporal,475,4.648307E+00,,1234
flame512_g3_temporal,480,4.629468E+00,,1234
flame512_g3_temporal,485,4.628074E+00,,1234
flame512_g3_temporal,490,4.613444E+00,,1234
flame512_g3_temporal,495,4.610229E+00,,1234
flame512_g3_temporal,500,4.598107E+00,,1234
flame512_g3_temporal,505,4.596696E+00,,1234
flame512_g3_temporal,510,4.583865E+00,,1234
flame512_g3_temporal,515,4.569438E+00,,1234
flame512_g3_temporal,520,4.552686E+00,,1234
flame512_g3_temporal,525,4.556860E+00,,1234
flame512_g3_temporal,530,4.536681E+00,,1234
flame512_g3_temporal,535,4.538686E+00,,1234
flame512_g3_temporal,540,4.537935E+00,,1234
flame512_g3_temporal,545,4.531974E+00,,1234
flame512_g3_temporal,550,4.508588E+00,,1234
flame512_g3_temporal,555,4.516201E+00,,1234
flame512_g3_temporal,560,4.496621E+00,,1234
flame512_g3_temporal,565,4.490188E+00,,1234
flame512_g3_temporal,570,4.471439E+00,,1234
flame512_g3_temporal,575,4.475224E+00,,1234
flame512_g3_temporal,580,4.475222E+00,,1234
flame512_g3_temporal,585,4.453369E+00,,1234
flame512_g3_temporal,590,4.452938E+00,,1234
flame512_g3_temporal,595,4.438905E+00,,1234
flame512_g3_temporal,600,4.436745E+00,,1234
flame512_g3_temporal,605,4.424136E+00,,1234
flame512_g3_temporal,610,4.419733E+00,,1234
flame512_g3_temporal,615,4.399437E+00,,1234
flame512_g3_temporal,620,4.393895E+00,,1234
flame512_g3_temporal,625,4.390924E+00,,1234
flame512_g3_temporal,630,4.387944E+00,,1234
flame512_g3_temporal,635,4.373449E+00,,1234
flame512_g3_temporal,640,4.361862E+00,,1234
flame512_g3_temporal,645,4.351090E+00,,1234
flame512_g3_temporal,650,4.363623E+00,,1234
flame512_g3_temporal,655,4.356441E+00,,1234
flame512_g3_temporal,660,4.355731E+00,,1234
flame512_g3_temporal,665,4.337725E+00,,1234
flame512_g3_temporal,670,4.329606E+00,,1234
flame512_g3_temporal,675,4.321007E+00,,1234
flame512_g3_temporal,680,4.315462E+00,,1234
flame512_g3_temporal,685,4.307615E+00,,1234
flame512_g3_temporal,690,4.303241E+00,,1234
flame512_g3_temporal,695,4.293086E+00,,1234
flame512_g3_temporal,700,4.284208E+00,,1234
flame512_g3_temporal,705,4.289300E+00,,1234
flame512_g3_temporal,710,4.275876E+00,,1234
flame512_g3_temporal,715,4.275951E+00,,1234
flame512_g3_temporal,720,4.293101E+00,,1234
flame512_g3_temporal,725,4.297962E+00,,1234
flame512_g3_temporal,730,4.269955E+00,,1234
flame512_g3_temporal,735,4.255441E+00,,1234
flame512_g3_temporal,740,4.239404E+00,,1234
flame512_g3_temporal,745,4.241182E+00,,1234
flame512_g3_temporal,750,4.234741E+00,,1234
flame512_g3_temporal,755,4.224473E+00,,1234
flame512_g3_temporal,760,4.211946E+00,,1234
flame512_g3_temporal,765,4.210208E+00,,1234
flame512_g3_temporal,770,4.203085E+00,,1234
flame512_g3_temporal,775,4.199453E+00,,1234
flame512_g3_temporal,780,4.197067E+00,,1234
flame512_g3_temporal,785,4.196347E+00,,1234
flame512_g3_temporal,790,4.198725E+00,,1234
flame512_g3_temporal,795,4.194437E+00,,1234
flame512_g3_temporal,800,4.186260E+00,,1234
flame512_g3_temporal,802,,4.183103,1234
