run,layer,expert,resident_frac,selected_frac
g3_temporal,5,98,0.065247,0.098358
g3_temporal,5,99,0.089279,0.072357
g3_temporal,5,100,0.144424,0.124298
g3_temporal,5,101,0.101410,0.077591
g3_temporal,5,102,0.120041,0.090790
g3_temporal,5,103,0.137299,0.125961
g3_temporal,5,104,0.057266,0.077484
g3_temporal,5,105,0.067734,0.106781
g3_temporal,5,106,0.097244,0.098557
g3_temporal,5,107,0.095078,0.102921
g3_temporal,5,108,0.113342,0.071625
g3_temporal,5,109,0.090302,0.087906
g3_temporal,5,110,0.096039,0.101059
g3_temporal,5,111,0.094513,0.097336
g3_temporal,5,112,0.060455,0.073624
g3_temporal,5,113,0.071808,0.076492
g3_temporal,5,114,0.105133,0.084656
g3_temporal,5,115,0.077393,0.074371
g3_temporal,5,116,0.082169,0.104538
g3_temporal,5,117,0.098831,0.096741
g3_temporal,5,118,0.074142,0.079727
g3_temporal,5,119,0.077820,0.083878
g3_temporal,5,120,0.099915,0.090012
g3_temporal,5,121,0.094299,0.099808
g3_temporal,5,122,0.116165,0.102585
g3_temporal,5,123,0.087036,0.079956
g3_temporal,5,124,0.045135,0.084778
g3_temporal,5,125,0.106171,0.113510
g3_temporal,5,126,0.080734,0.084015
g3_temporal,5,127,0.102509,0.077286
g3_temporal,5,128,0.071487,0.119095
g3_temporal,5,129,0.070618,0.076965
g3_temporal,5,130,0.089050,0.091095
g3_temporal,5,131,0.087952,0.080811
g3_temporal,5,132,0.113663,0.082962
g3_temporal,5,133,0.080063,0.071243
g3_temporal,5,134,0.093246,0.080933
g3_temporal,5,135,0.109528,0.102570
g3_temporal,5,136,0.123764,0.109375
g3_temporal,5,137,0.100769,0.088211
g3_temporal,5,138,0.085205,0.083084
g3_temporal,5,139,0.084244,0.087891
g3_temporal,5,140,0.106430,0.104568
g3_temporal,5,141,0.097458,0.100571
g3_temporal,5,142,0.091736,0.093445
g3_temporal,5,143,0.105881,0.110916
g3_temporal,5,144,0.096817,0.080826
g3_temporal,5,145,0.100204,0.101212
g3_temporal,5,146,0.086517,0.093964
g3_temporal,5,147,0.075241,0.059372
g3_temporal,5,148,0.097076,0.088791
g3_temporal,5,149,0.090134,0.105576
g3_temporal,5,150,0.083420,0.113525
g3_temporal,5,151,0.091446,0.068176
g3_temporal,5,152,0.080948,0.082047
g3_temporal,5,153,0.102386,0.100021
g3_temporal,5,154,0.076828,0.123169
g3_temporal,5,155,0.133942,0.138580
g3_temporal,5,156,0.115128,0.092133
g3_temporal,5,157,0.090256,0.119598
g3_temporal,5,158,0.100067,0.074402
g3_temporal,5,159,0.097626,0.097427
g3_temporal,5,160,0.091965,0.130249
g3_temporal,5,161,0.076035,0.090057
g3_temporal,5,162,0.064102,0.058823
g3_temporal,5,163,0.077240,0.072037
g3_temporal,5,164,0.083267,0.071136
g3_temporal,5,165,0.069351,0.097549
g3_temporal,5,166,0.091965,0.070358
g3_temporal,5,167,0.085678,0.076874
g3_temporal,5,168,0.094193,0.084610
g3_temporal,5,169,0.107010,0.075836
g3_temporal,5,170,0.100525,0.073730
g3_temporal,5,171,0.106552,0.101013
g3_temporal,5,172,0.126678,0.107224
g3_temporal,5,173,0.126999,0.136581
g3_temporal,5,174,0.094223,0.079254
g3_temporal,5,175,0.089828,0.094299
g3_temporal,5,176,0.075607,0.093857
g3_temporal,5,177,0.103165,0.097519
g3_temporal,5,178,0.099945,0.136597
g3_temporal,5,179,0.086792,0.078781
g3_temporal,5,180,0.094696,0.120514
g3_temporal,5,181,0.104279,0.113708
g3_temporal,5,182,0.098831,0.097534
g3_temporal,5,183,0.094238,0.072098
g3_temporal,5,184,0.102646,0.109146
g3_temporal,5,185,0.113403,0.127350
g3_temporal,5,186,0.059799,0.099304
g3_temporal,5,187,0.065125,0.080093
g3_temporal,5,188,0.087875,0.092072
g3_temporal,5,189,0.085342,0.102371
g3_temporal,5,190,0.100037,0.129318
g3_temporal,5,191,0.091415,0.095749
g3_temporal,6,0,0.081604,0.127228
g3_temporal,6,1,0.088654,0.087250
g3_temporal,6,2,0.096771,0.100677
g3_temporal,6,3,0.072678,0.084229
g3_temporal,6,4,0.081863,0.095169
g3_temporal,6,5,0.099716,0.096268
g3_temporal,6,6,0.092224,0.116089
g3_temporal,6,7,0.114243,0.072525
g3_temporal,6,8,0.109024,0.093292
g3_temporal,6,9,0.075394,0.072449
g3_temporal,6,10,0.091934,0.094360
g3_temporal,6,11,0.070328,0.108887
g3_temporal,6,12,0.096130,0.077209
g3_temporal,6,13,0.097977,0.130722
g3_temporal,6,14,0.097168,0.090286
g3_temporal,6,15,0.089172,0.080383
g3_temporal,6,16,0.101624,0.088135
g3_temporal,6,17,0.118103,0.123672
g3_temporal,6,18,0.081131,0.069855
g3_temporal,6,19,0.077866,0.053299
g3_temporal,6,20,0.063446,0.065857
g3_temporal,6,21,0.095322,0.085587
g3_temporal,6,22,0.057678,0.111008
g3_temporal,6,23,0.128494,0.108841
g3_temporal,6,24,0.105820,0.122360
g3_temporal,6,25,0.088440,0.090393
g3_temporal,6,26,0.067245,0.097290
g3_temporal,6,27,0.125076,0.097382
g3_temporal,6,28,0.072861,0.075180
g3_temporal,6,29,0.109268,0.097733
g3_temporal,6,30,0.114471,0.090454
g3_temporal,6,31,0.067215,0.072067
g3_temporal,6,32,0.094788,0.095657
g3_temporal,6,33,0.072113,0.075241
g3_temporal,6,34,0.110397,0.130356
g3_temporal,6,35,0.093109,0.085281
g3_temporal,6,36,0.089737,0.082214
g3_temporal,6,37,0.079483,0.072830
g3_temporal,6,38,0.089096,0.096893
g3_temporal,6,39,0.162231,0.142181
g3_temporal,6,40,0.081436,0.090973
g3_temporal,6,41,0.096176,0.082764
g3_temporal,6,42,0.102448,0.079712
g3_temporal,6,43,0.106567,0.104172
g3_temporal,6,44,0.070786,0.070847
g3_temporal,6,45,0.085251,0.083435
g3_temporal,6,46,0.081665,0.064346
g3_temporal,6,47,0.099228,0.103104
g3_temporal,6,48,0.100769,0.052307
g3_temporal,6,49,0.095444,0.095200
g3_temporal,6,50,0.068863,0.122147
g3_temporal,6,51,0.131317,0.096588
g3_temporal,6,52,0.147186,0.116501
g3_temporal,6,53,0.084000,0.092163
g3_temporal,6,54,0.105011,0.119171
g3_temporal,6,55,0.070831,0.066483
g3_temporal,6,56,0.088730,0.096329
g3_temporal,6,57,0.143814,0.125946
g3_temporal,6,58,0.121185,0.102448
g3_temporal,6,59,0.113632,0.099503
g3_temporal,6,60,0.092804,0.085648
g3_temporal,6,61,0.065750,0.056824
g3_temporal,6,62,0.053299,0.082275
g3_temporal,6,63,0.072174,0.091095
g3_temporal,6,64,0.087265,0.128479
g3_temporal,6,65,0.105850,0.120590
g3_temporal,6,66,0.083405,0.073456
g3_temporal,6,67,0.053787,0.083267
g3_temporal,6,68,0.079056,0.072861
g3_temporal,6,69,0.111984,0.100143
g3_temporal,6,70,0.094437,0.078217
g3_temporal,6,71,0.099060,0.065552
g3_temporal,6,72,0.091064,0.144073
g3_temporal,6,73,0.097961,0.066116
g3_temporal,6,74,0.077026,0.077225
g3_temporal,6,75,0.067001,0.057999
g3_temporal,6,76,0.091354,0.052673
g3_temporal,6,77,0.060028,0.071411
g3_temporal,6,78,0.081985,0.086121
g3_temporal,6,79,0.099701,0.070496
g3_temporal,6,80,0.071518,0.086288
g3_temporal,6,81,0.102921,0.113663
g3_temporal,6,82,0.096252,0.097839
g3_temporal,6,83,0.091095,0.102997
g3_temporal,6,84,0.108917,0.085632
g3_temporal,6,85,0.070465,0.082245
g3_temporal,6,86,0.121994,0.115280
g3_temporal,6,87,0.085800,0.078110
g3_temporal,6,88,0.112732,0.106140
g3_temporal,6,89,0.111542,0.123291
g3_temporal,6,90,0.115341,0.107697
g3_temporal,6,91,0.092377,0.088989
g3_temporal,6,92,0.096161,0.089508
g3_temporal,6,93,0.100693,0.109711
g3_temporal,6,94,0.096939,0.100372
g3_temporal,6,95,0.065536,0.112366
g3_temporal,6,96,0.082413,0.095490
g3_temporal,6,97,0.084793,0.087204
g3_temporal,6,98,0.095795,0.087418
g3_temporal,6,99,0.093140,0.097656
g3_temporal,6,100,0.091995,0.093307
g3_temporal,6,101,0.099335,0.094315
g3_temporal,6,102,0.118973,0.109787
g3_temporal,6,103,0.095993,0.092117
g3_temporal,6,104,0.095474,0.078629
g3_temporal,6,105,0.079285,0.090790
g3_temporal,6,106,0.107727,0.107239
g3_temporal,6,107,0.125031,0.100784
g3_temporal,6,108,0.130188,0.097275
g3_temporal,6,109,0.086685,0.129501
g3_temporal,6,110,0.123199,0.096359
g3_temporal,6,111,0.066940,0.085281
g3_temporal,6,112,0.086945,0.068130
g3_temporal,6,113,0.079193,0.056107
g3_temporal,6,114,0.081802,0.089691
g3_temporal,6,115,0.078445,0.078842
g3_temporal,6,116,0.084396,0.095795
g3_temporal,6,117,0.109558,0.129120
g3_temporal,6,118,0.130463,0.141190
g3_temporal,6,119,0.063995,0.097107
g3_temporal,6,120,0.088715,0.084564
g3_temporal,6,121,0.075745,0.065109
g3_temporal,6,122,0.101257,0.103271
g3_temporal,6,123,0.099243,0.089600
g3_temporal,6,124,0.096664,0.090607
g3_temporal,6,125,0.068985,0.076370
g3_temporal,6,126,0.091141,0.109619
g3_temporal,6,127,0.071365,0.069153
g3_temporal,6,128,0.092834,0.086182
g3_temporal,6,129,0.100647,0.105270
g3_temporal,6,130,0.050949,0.088409
g3_temporal,6,131,0.076508,0.097107
g3_temporal,6,132,0.091324,0.077255
g3_temporal,6,133,0.120697,0.133423
g3_temporal,6,134,0.117554,0.103973
g3_temporal,6,135,0.094513,0.127792
g3_temporal,6,136,0.109329,0.111771
g3_temporal,6,137,0.105469,0.088470
g3_temporal,6,138,0.091827,0.075500
g3_temporal,6,139,0.078247,0.085846
g3_temporal,6,140,0.095993,0.137451
g3_temporal,6,141,0.130127,0.129196
g3_temporal,6,142,0.094406,0.083603
g3_temporal,6,143,0.089737,0.080460
g3_temporal,6,144,0.100281,0.062286
g3_temporal,6,145,0.113708,0.095795
g3_temporal,6,146,0.099304,0.087189
g3_temporal,6,147,0.095337,0.084824
g3_temporal,6,148,0.077805,0.074356
g3_temporal,6,149,0.074661,0.094040
g3_temporal,6,150,0.120377,0.108444
g3_temporal,6,151,0.065399,0.069824
g3_temporal,6,152,0.096954,0.101852
g3_temporal,6,153,0.095963,0.112396
g3_temporal,6,154,0.088242,0.142365
g3_temporal,6,155,0.085724,0.081924
g3_temporal,6,156,0.087677,0.099365
g3_temporal,6,157,0.138565,0.133240
g3_temporal,6,158,0.116165,0.113556
g3_temporal,6,159,0.084641,0.071808
g3_temporal,6,160,0.095093,0.089294
g3_temporal,6,161,0.093964,0.054108
g3_temporal,6,162,0.077286,0.075531
g3_temporal,6,163,0.064774,0.085052
g3_temporal,6,164,0.107101,0.111481
g3_temporal,6,165,0.056549,0.102615
g3_temporal,6,166,0.104736,0.086853
g3_temporal,6,167,0.083328,0.088455
g3_temporal,6,168,0.097794,0.100952
g3_temporal,6,169,0.073822,0.095306
g3_temporal,6,170,0.104538,0.095505
g3_temporal,6,171,0.100433,0.087784
g3_temporal,6,172,0.092346,0.079666
g3_temporal,6,173,0.123383,0.105347
g3_temporal,6,174,0.106094,0.108673
g3_temporal,6,175,0.106949,0.054260
g3_temporal,6,176,0.084885,0.110291
g3_temporal,6,177,0.081421,0.096481
g3_temporal,6,178,0.077057,0.084595
g3_temporal,6,179,0.114105,0.095718
g3_temporal,6,180,0.092926,0.063889
g3_temporal,6,181,0.110596,0.093674
g3_temporal,6,182,0.086487,0.081802
g3_temporal,6,183,0.069901,0.121384
g3_temporal,6,184,0.110397,0.127029
g3_temporal,6,185,0.103027,0.100876
g3_temporal,6,186,0.076797,0.081482
g3_temporal,6,187,0.109894,0.101425
g3_temporal,6,188,0.121674,0.103333
g3_temporal,6,189,0.082077,0.089233
g3_temporal,6,190,0.112747,0.106644
g3_temporal,6,191,0.092468,0.103287
g3_temporal,7,0,0.081619,0.088699
g3_temporal,7,1,0.049332,0.078339
g3_temporal,7,2,0.109741,0.112411
g3_temporal,7,3,0.102432,0.097000
g3_temporal,7,4,0.071045,0.091583
g3_temporal,7,5,0.086685,0.096375
g3_temporal,7,6,0.162949,0.142319
g3_temporal,7,7,0.094055,0.110947
g3_temporal,7,8,0.075027,0.080902
g3_temporal,7,9,0.073608,0.079453
g3_temporal,7,10,0.094818,0.103851
g3_temporal,7,11,0.068970,0.095718
g3_temporal,7,12,0.087006,0.060852
g3_temporal,7,13,0.086288,0.086945
g3_temporal,7,14,0.104980,0.096802
g3_temporal,7,15,0.125519,0.104141
g3_temporal,7,16,0.090408,0.100693
g3_temporal,7,17,0.086868,0.078674
g3_temporal,7,18,0.124344,0.109909
g3_temporal,7,19,0.114517,0.067215
g3_temporal,7,20,0.088806,0.071014
g3_temporal,7,21,0.079117,0.092804
g3_temporal,7,22,0.136429,0.142899
g3_temporal,7,23,0.094574,0.111786
g3_temporal,7,24,0.083740,0.070129
g3_temporal,7,25,0.083725,0.077835
g3_temporal,7,26,0.052200,0.075470
g3_temporal,7,27,0.133057,0.132050
g3_temporal,7,28,0.092865,0.071442
g3_temporal,7,29,0.057968,0.077957
g3_temporal,7,30,0.094513,0.084839
g3_temporal,7,31,0.144897,0.125748
g3_temporal,7,32,0.099503,0.116669
g3_temporal,7,33,0.086029,0.105698
g3_temporal,7,34,0.124115,0.134735
g3_temporal,7,35,0.084274,0.098679
g3_temporal,7,36,0.132812,0.118866
g3_temporal,7,37,0.109879,0.090683
g3_temporal,7,38,0.125381,0.124283
g3_temporal,7,39,0.110916,0.114059
g3_temporal,7,40,0.109100,0.080795
g3_temporal,7,41,0.081604,0.083786
g3_temporal,7,42,0.123550,0.121933
g3_temporal,7,43,0.082947,0.070847
g3_temporal,7,44,0.077911,0.069153
g3_temporal,7,45,0.092041,0.096191
g3_temporal,7,46,0.085892,0.089447
g3_temporal,7,47,0.084702,0.086868
g3_temporal,7,48,0.074966,0.095688
g3_temporal,7,49,0.095779,0.104691
g3_temporal,7,50,0.091675,0.106583
g3_temporal,7,51,0.099609,0.104202
g3_temporal,7,52,0.095840,0.085754
g3_temporal,7,53,0.094543,0.073349
g3_temporal,7,54,0.103775,0.089417
g3_temporal,7,55,0.076355,0.091537
g3_temporal,7,56,0.102570,0.106400
g3_temporal,7,57,0.096054,0.074371
g3_temporal,7,58,0.114395,0.085312
g3_temporal,7,59,0.084961,0.088654
g3_temporal,7,60,0.074600,0.094635
g3_temporal,7,61,0.050354,0.073669
g3_temporal,7,62,0.086426,0.077560
g3_temporal,7,63,0.093842,0.117599
g3_temporal,7,64,0.088303,0.074081
g3_temporal,7,65,0.076691,0.089371
g3_temporal,7,66,0.090622,0.089783
g3_temporal,7,67,0.112961,0.081680
g3_temporal,7,68,0.080994,0.103302
g3_temporal,7,69,0.141220,0.115402
g3_temporal,7,70,0.143448,0.108551
g3_temporal,7,71,0.088516,0.086105
g3_temporal,7,72,0.083221,0.086563
g3_temporal,7,73,0.084930,0.115936
g3_temporal,7,74,0.116608,0.104584
g3_temporal,7,75,0.096512,0.092239
g3_temporal,7,76,0.085449,0.104782
g3_temporal,7,77,0.089005,0.104919
g3_temporal,7,78,0.089706,0.109512
g3_temporal,7,79,0.091766,0.076889
g3_temporal,7,80,0.053589,0.069061
g3_temporal,7,81,0.088043,0.054764
g3_temporal,7,82,0.100540,0.099899
g3_temporal,7,83,0.124664,0.107468
g3_temporal,7,84,0.098129,0.067642
g3_temporal,7,85,0.108871,0.127838
g3_temporal,7,86,0.097626,0.097015
g3_temporal,7,87,0.113678,0.103149
g3_temporal,7,88,0.091064,0.084427
g3_temporal,7,89,0.074203,0.070084
g3_temporal,7,90,0.109940,0.130951
g3_temporal,7,91,0.062958,0.055023
g3_temporal,7,92,0.070129,0.085648
g3_temporal,7,93,0.087158,0.089905
g3_temporal,7,94,0.110519,0.092667
g3_temporal,7,95,0.111938,0.080032
g3_temporal,7,96,0.114716,0.115875
g3_temporal,7,97,0.102341,0.073685
g3_temporal,7,98,0.138245,0.138580
g3_temporal,7,99,0.095505,0.085159
g3_temporal,7,100,0.099243,0.098206
g3_temporal,7,101,0.058350,0.058731
g3_temporal,7,102,0.087723,0.092743
g3_temporal,7,103,0.121933,0.101532
g3_temporal,7,104,0.135254,0.098022
g3_temporal,7,105,0.093781,0.091537
g3_temporal,7,106,0.092255,0.089508
g3_temporal,7,107,0.126465,0.118790
g3_temporal,7,108,0.109329,0.089233
g3_temporal,7,109,0.075607,0.085434
g3_temporal,7,110,0.088882,0.133469
g3_temporal,7,111,0.098465,0.075943
g3_temporal,7,112,0.090637,0.067581
g3_temporal,7,113,0.063477,0.074066
g3_temporal,7,114,0.097870,0.086868
g3_temporal,7,115,0.099838,0.124069
g3_temporal,7,116,0.081177,0.076126
g3_temporal,7,117,0.084213,0.081467
g3_temporal,7,118,0.106964,0.102859
g3_temporal,7,119,0.063858,0.093628
g3_temporal,7,120,0.118454,0.105850
g3_temporal,7,121,0.090332,0.084335
g3_temporal,7,122,0.097458,0.078506
g3_temporal,7,123,0.100937,0.101654
g3_temporal,7,124,0.094360,0.087296
g3_temporal,7,125,0.103897,0.127060
g3_temporal,7,126,0.085846,0.101303
g3_temporal,7,127,0.072159,0.103897
g3_temporal,7,128,0.064850,0.108932
g3_temporal,7,129,0.104431,0.086884
g3_temporal,7,130,0.035614,0.046951
g3_temporal,7,131,0.042862,0.068649
g3_temporal,7,132,0.144547,0.133667
g3_temporal,7,133,0.085159,0.079712
g3_temporal,7,134,0.103455,0.086288
g3_temporal,7,135,0.106873,0.106461
g3_temporal,7,136,0.123367,0.126755
g3_temporal,7,137,0.074539,0.067139
g3_temporal,7,138,0.087387,0.142227
g3_temporal,7,139,0.113754,0.094574
g3_temporal,7,140,0.096115,0.157013
g3_temporal,7,141,0.052002,0.081833
g3_temporal,7,142,0.116104,0.083618
g3_temporal,7,143,0.072342,0.096710
g3_temporal,7,144,0.129684,0.107803
g3_temporal,7,145,0.114990,0.101044
g3_temporal,7,146,0.099075,0.089035
g3_temporal,7,147,0.091217,0.099564
g3_temporal,7,148,0.076584,0.105225
g3_temporal,7,149,0.139893,0.136795
g3_temporal,7,150,0.092819,0.094437
g3_temporal,7,151,0.089615,0.067810
g3_temporal,7,152,0.096664,0.082443
g3_temporal,7,153,0.070404,0.085632
g3_temporal,7,154,0.086075,0.115479
g3_temporal,7,155,0.076324,0.092148
g3_temporal,7,156,0.100510,0.108673
g3_temporal,7,157,0.104630,0.104858
g3_temporal,7,158,0.064560,0.077560
g3_temporal,7,159,0.120895,0.121750
g3_temporal,7,160,0.090088,0.098358
g3_temporal,7,161,0.077499,0.102859
g3_temporal,7,162,0.065048,0.065567
g3_temporal,7,163,0.082169,0.073349
g3_temporal,7,164,0.090637,0.098526
g3_temporal,7,165,0.053497,0.076721
g3_temporal,7,166,0.124130,0.045456
g3_temporal,7,167,0.072464,0.071182
g3_temporal,7,168,0.100464,0.078705
g3_temporal,7,169,0.069595,0.089020
g3_temporal,7,170,0.118103,0.112106
g3_temporal,7,171,0.117844,0.070755
g3_temporal,7,172,0.106018,0.090881
g3_temporal,7,173,0.077850,0.078415
g3_temporal,7,174,0.074066,0.075180
g3_temporal,7,175,0.132172,0.112549
g3_temporal,7,176,0.079651,0.081741
g3_temporal,7,177,0.084717,0.081818
g3_temporal,7,178,0.091415,0.108673
g3_temporal,7,179,0.068405,0.085785
g3_temporal,7,180,0.090378,0.087921
g3_temporal,7,181,0.095459,0.079346
g3_temporal,7,182,0.098694,0.087891
g3_temporal,7,183,0.085052,0.077454
g3_temporal,7,184,0.088409,0.117783
g3_temporal,7,185,0.067673,0.070541
g3_temporal,7,186,0.093262,0.100922
g3_temporal,7,187,0.056000,0.074692
g3_temporal,7,188,0.119354,0.102890
g3_temporal,7,189,0.084778,0.123123
g3_temporal,7,190,0.051117,0.065002
g3_temporal,7,191,0.085571,0.065918
g3_temporal,8,0,0.075638,0.072281
g3_temporal,8,1,0.097443,0.104218
g3_temporal,8,2,0.047241,0.059631
g3_temporal,8,3,0.080643,0.089355
g3_temporal,8,4,0.098495,0.145538
g3_temporal,8,5,0.144394,0.122192
g3_temporal,8,6,0.074661,0.119110
g3_temporal,8,7,0.145950,0.101471
g3_temporal,8,8,0.150513,0.119019
g3_temporal,8,9,0.071243,0.080200
g3_temporal,8,10,0.091812,0.064026
g3_temporal,8,11,0.106873,0.082352
g3_temporal,8,12,0.070129,0.075058
g3_temporal,8,13,0.142288,0.150558
g3_temporal,8,14,0.103912,0.104126
g3_temporal,8,15,0.179077,0.140152
g3_temporal,8,16,0.098709,0.084747
g3_temporal,8,17,0.087814,0.147629
g3_temporal,8,18,0.078598,0.086731
g3_temporal,8,19,0.078171,0.098724
g3_temporal,8,20,0.096130,0.095688
g3_temporal,8,21,0.098206,0.107758
g3_temporal,8,22,0.108292,0.103973
g3_temporal,8,23,0.110458,0.093094
g3_temporal,8,24,0.094833,0.064529
g3_temporal,8,25,0.085129,0.108810
g3_temporal,8,26,0.083054,0.094513
g3_temporal,8,27,0.100220,0.091614
g3_temporal,8,28,0.081589,0.094498
g3_temporal,8,29,0.139038,0.136856
g3_temporal,8,30,0.093903,0.089157
g3_temporal,8,31,0.077301,0.063034
g3_temporal,8,32,0.081238,0.099350
g3_temporal,8,33,0.087341,0.094421
g3_temporal,8,34,0.097275,0.110397
g3_temporal,8,35,0.104706,0.105881
g3_temporal,8,36,0.086411,0.076248
g3_temporal,8,37,0.101379,0.106613
g3_temporal,8,38,0.079025,0.087311
g3_temporal,8,39,0.098160,0.099518
g3_temporal,8,40,0.103333,0.099228
g3_temporal,8,41,0.051346,0.061279
g3_temporal,8,42,0.072357,0.072281
g3_temporal,8,43,0.123306,0.115250
g3_temporal,8,44,0.077454,0.086533
g3_temporal,8,45,0.119598,0.113739
g3_temporal,8,46,0.103577,0.125580
g3_temporal,8,47,0.091110,0.093460
g3_temporal,8,48,0.094101,0.087769
g3_temporal,8,49,0.104477,0.102936
g3_temporal,8,50,0.140259,0.127014
g3_temporal,8,51,0.143173,0.124710
g3_temporal,8,52,0.104736,0.092026
g3_temporal,8,53,0.107422,0.092621
g3_temporal,8,54,0.133804,0.109100
g3_temporal,8,55,0.105408,0.089813
g3_temporal,8,56,0.069717,0.093384
g3_temporal,8,57,0.100449,0.074997
g3_temporal,8,58,0.027618,0.038010
g3_temporal,8,59,0.090973,0.083832
g3_temporal,8,60,0.080627,0.090286
g3_temporal,8,61,0.083633,0.095291
g3_temporal,8,62,0.090530,0.092148
g3_temporal,8,63,0.075943,0.080444
g3_temporal,8,64,0.092072,0.059021
g3_temporal,8,65,0.113907,0.105179
g3_temporal,8,66,0.076584,0.102692
g3_temporal,8,67,0.114868,0.107727
g3_temporal,8,68,0.059189,0.070236
g3_temporal,8,69,0.092819,0.104675
g3_temporal,8,70,0.068802,0.076935
g3_temporal,8,71,0.060852,0.062897
g3_temporal,8,72,0.067230,0.073639
g3_temporal,8,73,0.081055,0.098190
g3_temporal,8,74,0.092697,0.092758
g3_temporal,8,75,0.126907,0.141602
g3_temporal,8,76,0.065308,0.074371
g3_temporal,8,77,0.094757,0.108612
g3_temporal,8,78,0.109436,0.097977
g3_temporal,8,79,0.096176,0.115097
g3_temporal,8,80,0.108978,0.110382
g3_temporal,8,81,0.069626,0.106888
g3_temporal,8,82,0.085464,0.124664
g3_temporal,8,83,0.080002,0.058945
g3_temporal,8,84,0.087906,0.082733
g3_temporal,8,85,0.122101,0.121368
g3_temporal,8,86,0.076233,0.089020
g3_temporal,8,87,0.076981,0.092621
g3_temporal,8,88,0.075623,0.086075
g3_temporal,8,89,0.059677,0.069809
g3_temporal,8,90,0.086853,0.078003
g3_temporal,8,91,0.087769,0.084457
g3_temporal,8,92,0.106934,0.096130
g3_temporal,8,93,0.090027,0.099930
g3_temporal,8,94,0.067154,0.063843
g3_temporal,8,95,0.065887,0.074203
g3_temporal,8,96,0.091324,0.102463
g3_temporal,8,97,0.091431,0.083481
g3_temporal,8,98,0.083679,0.081650
g3_temporal,8,99,0.110031,0.093140
g3_temporal,8,100,0.096466,0.082199
g3_temporal,8,101,0.115067,0.076477
g3_temporal,8,102,0.083038,0.088776
g3_temporal,8,103,0.092682,0.090179
g3_temporal,8,104,0.072311,0.077881
g3_temporal,8,105,0.055862,0.086105
g3_temporal,8,106,0.097946,0.104080
g3_temporal,8,107,0.069916,0.063293
g3_temporal,8,108,0.092682,0.089539
g3_temporal,8,109,0.098114,0.116318
g3_temporal,8,110,0.103134,0.154724
g3_temporal,8,111,0.097900,0.095596
g3_temporal,8,112,0.109375,0.110962
g3_temporal,8,113,0.091537,0.088120
g3_temporal,8,114,0.055832,0.057297
g3_temporal,8,115,0.074127,0.076828
g3_temporal,8,116,0.112213,0.127838
g3_temporal,8,117,0.078903,0.097061
g3_temporal,8,118,0.106674,0.105438
g3_temporal,8,119,0.110428,0.090225
g3_temporal,8,120,0.091400,0.097488
g3_temporal,8,121,0.077591,0.084915
g3_temporal,8,122,0.078766,0.087631
g3_temporal,8,123,0.114136,0.083084
g3_temporal,8,124,0.139343,0.125244
g3_temporal,8,125,0.105301,0.102219
g3_temporal,8,126,0.095505,0.092773
g3_temporal,8,127,0.157089,0.140671
g3_temporal,8,128,0.144470,0.128418
g3_temporal,8,129,0.109879,0.102936
g3_temporal,8,130,0.106964,0.103134
g3_temporal,8,131,0.089691,0.102814
g3_temporal,8,132,0.076370,0.064285
g3_temporal,8,133,0.098495,0.087585
g3_temporal,8,134,0.064758,0.082382
g3_temporal,8,135,0.076141,0.080353
g3_temporal,8,136,0.093826,0.104980
g3_temporal,8,137,0.135300,0.116058
g3_temporal,8,138,0.124588,0.110001
g3_temporal,8,139,0.107742,0.087479
g3_temporal,8,140,0.097855,0.109238
g3_temporal,8,141,0.045013,0.066071
g3_temporal,8,142,0.104065,0.125458
g3_temporal,8,143,0.120102,0.102722
g3_temporal,8,144,0.054718,0.059875
g3_temporal,8,145,0.092010,0.091965
g3_temporal,8,146,0.060883,0.066483
g3_temporal,8,147,0.094604,0.091171
g3_temporal,8,148,0.130310,0.117264
g3_temporal,8,149,0.093033,0.086426
g3_temporal,8,150,0.093567,0.122543
g3_temporal,8,151,0.058929,0.065521
g3_temporal,8,152,0.049240,0.057816
g3_temporal,8,153,0.099091,0.078384
g3_temporal,8,154,0.126328,0.113907
g3_temporal,8,155,0.066895,0.068375
g3_temporal,8,156,0.083435,0.072449
g3_temporal,8,157,0.130203,0.114502
g3_temporal,8,158,0.083649,0.080917
g3_temporal,8,159,0.096649,0.107803
g3_temporal,8,160,0.099579,0.111221
g3_temporal,8,161,0.108734,0.083832
g3_temporal,8,162,0.140427,0.122681
g3_temporal,8,163,0.142380,0.058395
g3_temporal,8,164,0.107071,0.087952
g3_temporal,8,165,0.102325,0.083130
g3_temporal,8,166,0.096329,0.111450
g3_temporal,8,167,0.096405,0.087387
g3_temporal,8,168,0.058105,0.067093
g3_temporal,8,169,0.099762,0.119461
g3_temporal,8,170,0.123917,0.082001
g3_temporal,8,171,0.087067,0.088455
g3_temporal,8,172,0.067917,0.107376
g3_temporal,8,173,0.136612,0.110245
g3_temporal,8,174,0.086349,0.098953
g3_temporal,8,175,0.060486,0.056183
g3_temporal,8,176,0.084808,0.100540
g3_temporal,8,177,0.055725,0.057083
g3_temporal,8,178,0.063110,0.060120
g3_temporal,8,179,0.089066,0.073700
g3_temporal,8,180,0.096268,0.087982
g3_temporal,8,181,0.090210,0.101883
g3_temporal,8,182,0.066864,0.074371
g3_temporal,8,183,0.089066,0.082306
g3_temporal,8,184,0.104263,0.090530
g3_temporal,8,185,0.059341,0.060272
g3_temporal,8,186,0.105438,0.100525
