label,run,budget,layer,variant,split,feature,null_type,median_AUC_floor,n_experts
flame38m_g3_temporal,flame38m_g3_temporal,1e18,5,base,sequence,token,iid,0.4997,192
flame38m_g3_temporal,flame38m_g3_temporal,1e18,5,base,sequence,token,circular,0.5004,192
flame38m_g3_temporal,flame38m_g3_temporal,1e18,5,base,sequence,context,iid,0.5,192
flame38m_g3_temporal,flame38m_g3_temporal,1e18,5,base,sequence,context,circular,0.4996,192
flame38m_g3_temporal,flame38m_g3_temporal,1e18,6,base,sequence,token,iid,0.4993,192
flame38m_g3_temporal,flame38m_g3_temporal,1e18,6,base,sequence,token,circular,0.4998,192
flame38m_g3_temporal,flame38m_g3_temporal,1e18,6,base,sequence,context,iid,0.4996,192
flame38m_g3_temporal,flame38m_g3_temporal,1e18,6,base,sequence,context,circular,0.5036,192
flame38m_g3_temporal,flame38m_g3_temporal,1e18,7,base,sequence,token,iid,0.4993,192
flame38m_g3_temporal,flame38m_g3_temporal,1e18,7,base,sequence,token,circular,0.5004,192
flame38m_g3_temporal,flame38m_g3_temporal,1e18,7,base,sequence,context,iid,0.5005,192
flame38m_g3_temporal,flame38m_g3_temporal,1e18,7,base,sequence,context,circular,0.5029,192
flame38m_g3_temporal,flame38m_g3_temporal,1e18,8,base,sequence,token,iid,0.5001,192
flame38m_g3_temporal,flame38m_g3_temporal,1e18,8,base,sequence,token,circular,0.5005,192
flame38m_g3_temporal,flame38m_g3_temporal,1e18,8,base,sequence,context,iid,0.5,192
flame38m_g3_temporal,flame38m_g3_temporal,1e18,8,base,sequence,context,circular,0.5067,192
flame38m_g3_temporal,flame38m_g3_temporal,1e18,9,base,sequence,token,iid,0.5011,192
flame38m_g3_temporal,flame38m_g3_temporal,1e18,9,base,sequence,token,circular,0.5001,192
flame38m_g3_temporal,flame38m_g3_temporal,1e18,9,base,sequence,context,iid,0.4994,192
flame38m_g3_temporal,flame38m_g3_temporal,1e18,9,base,sequence,context,circular,0.5008,192
flame38m_g5_moe,flame38m_g5_moe,1e18,2,kwin,sequence,token,iid,0.5003,320
flame38m_g5_moe,flame38m_g5_moe,1e18,2,kwin,sequence,token,circular,0.5007,320
flame38m_g5_moe,flame38m_g5_moe,1e18,2,kwin,sequence,context,iid,0.5005,320
flame38m_g5_moe,flame38m_g5_moe,1e18,2,kwin,sequence,context,circular,0.4999,320
flame38m_g5_moe,flame38m_g5_moe,1e18,3,kwin,sequence,token,iid,0.4986,320
flame38m_g5_moe,flame38m_g5_moe,1e18,3,kwin,sequence,token,circular,0.5007,320
flame38m_g5_moe,flame38m_g5_moe,1e18,3,kwin,sequence,context,iid,0.4996,320
flame38m_g5_moe,flame38m_g5_moe,1e18,3,kwin,sequence,context,circular,0.5003,320
flame38m_g5_moe,flame38m_g5_moe,1e18,4,kwin,sequence,token,iid,0.5005,320
flame38m_g5_moe,flame38m_g5_moe,1e18,4,kwin,sequence,token,circular,0.5012,320
flame38m_g5_moe,flame38m_g5_moe,1e18,4,kwin,sequence,context,iid,0.4999,320
flame38m_g5_moe,flame38m_g5_moe,1e18,4,kwin,sequence,context,circular,0.4999,320
flame38m_g5_moe,flame38m_g5_moe,1e18,5,kwin,sequence,token,iid,0.4989,320
flame38m_g5_moe,flame38m_g5_moe,1e18,5,kwin,sequence,token,circular,0.5002,320
flame38m_g5_moe,flame38m_g5_moe,1e18,5,kwin,sequence,context,iid,0.5005,320
flame38m_g5_moe,flame38m_g5_moe,1e18,5,kwin,sequence,context,circular,0.5009,320
flame38m_g5_moe,flame38m_g5_moe,1e18,6,kwin,sequence,token,iid,0.4995,320
flame38m_g5_moe,flame38m_g5_moe,1e18,6,kwin,sequence,token,circular,0.5006,320
flame38m_g5_moe,flame38m_g5_moe,1e18,6,kwin,sequence,context,iid,0.5005,320
flame38m_g5_moe,flame38m_g5_moe,1e18,6,kwin,sequence,context,circular,0.5007,320
flame38m_g5_moe,flame38m_g5_moe,1e18,7,kwin,sequence,token,iid,0.4993,320
flame38m_g5_moe,flame38m_g5_moe,1e18,7,kwin,sequence,token,circular,0.5009,320
flame38m_g5_moe,flame38m_g5_moe,1e18,7,kwin,sequence,context,iid,0.5004,320
flame38m_g5_moe,flame38m_g5_moe,1e18,7,kwin,sequence,context,circular,0.5015,320
flame38m_g5_moe,flame38m_g5_moe,1e18,8,kwin,sequence,token,iid,0.499,320
flame38m_g5_moe,flame38m_g5_moe,1e18,8,kwin,sequence,token,circular,0.5004,320
flame38m_g5_moe,flame38m_g5_moe,1e18,8,kwin,sequence,context,iid,0.5002,320
flame38m_g5_moe,flame38m_g5_moe,1e18,8,kwin,sequence,context,circular,0.5006,320
flame38m_g5_moe,flame38m_g5_moe,1e18,9,kwin,sequence,token,iid,0.5,320
flame38m_g5_moe,flame38m_g5_moe,1e18,9,kwin,sequence,token,circular,0.5005,320
flame38m_g5_moe,flame38m_g5_moe,1e18,9,kwin,sequence,context,iid,0.4983,320
flame38m_g5_moe,flame38m_g5_moe,1e18,9,kwin,sequence,context,circular,0.5006,320
flame38m_g5_moe,flame38m_g5_moe,1e18,2,kfull,sequence,token,iid,0.5009,320
flame38m_g5_moe,flame38m_g5_moe,1e18,2,kfull,sequence,token,circular,0.5007,320
flame38m_g5_moe,flame38m_g5_moe,1e18,2,kfull,sequence,context,iid,0.4994,320
flame38m_g5_moe,flame38m_g5_moe,1e18,2,kfull,sequence,context,circular,0.5004,320
flame38m_g5_moe,flame38m_g5_moe,1e18,3,kfull,sequence,token,iid,0.5004,320
flame38m_g5_moe,flame38m_g5_moe,1e18,3,kfull,sequence,token,circular,0.5007,320
flame38m_g5_moe,flame38m_g5_moe,1e18,3,kfull,sequence,context,iid,0.5004,320
flame38m_g5_moe,flame38m_g5_moe,1e18,3,kfull,sequence,context,circular,0.5012,320
flame38m_g5_moe,flame38m_g5_moe,1e18,4,kfull,sequence,token,iid,0.5011,320
flame38m_g5_moe,flame38m_g5_moe,1e18,4,kfull,sequence,token,circular,0.5012,320
flame38m_g5_moe,flame38m_g5_moe,1e18,4,kfull,sequence,context,iid,0.5002,320
flame38m_g5_moe,flame38m_g5_moe,1e18,4,kfull,sequence,context,circular,0.5001,320
flame38m_g5_moe,flame38m_g5_moe,1e18,5,kfull,sequence,token,iid,0.4996,320
flame38m_g5_moe,flame38m_g5_moe,1e18,5,kfull,sequence,token,circular,0.5002,320
flame38m_g5_moe,flame38m_g5_moe,1e18,5,kfull,sequence,context,iid,0.5001,320
flame38m_g5_moe,flame38m_g5_moe,1e18,5,kfull,sequence,context,circular,0.5029,320
flame38m_g5_moe,flame38m_g5_moe,1e18,6,kfull,sequence,token,iid,0.4998,320
flame38m_g5_moe,flame38m_g5_moe,1e18,6,kfull,sequence,token,circular,0.5006,320
flame38m_g5_moe,flame38m_g5_moe,1e18,6,kfull,sequence,context,iid,0.4996,320
flame38m_g5_moe,flame38m_g5_moe,1e18,6,kfull,sequence,context,circular,0.5025,320
flame38m_g5_moe,flame38m_g5_moe,1e18,7,kfull,sequence,token,iid,0.5008,320
flame38m_g5_moe,flame38m_g5_moe,1e18,7,kfull,sequence,token,circular,0.5009,320
flame38m_g5_moe,flame38m_g5_moe,1e18,7,kfull,sequence,context,iid,0.4999,320
flame38m_g5_moe,flame38m_g5_moe,1e18,7,kfull,sequence,context,circular,0.503,320
flame38m_g5_moe,flame38m_g5_moe,1e18,8,kfull,sequence,token,iid,0.4995,320
flame38m_g5_moe,flame38m_g5_moe,1e18,8,kfull,sequence,token,circular,0.5004,320
flame38m_g5_moe,flame38m_g5_moe,1e18,8,kfull,sequence,context,iid,0.5007,320
flame38m_g5_moe,flame38m_g5_moe,1e18,8,kfull,sequence,context,circular,0.5022,320
flame38m_g5_moe,flame38m_g5_moe,1e18,9,kfull,sequence,token,iid,0.5002,320
flame38m_g5_moe,flame38m_g5_moe,1e18,9,kfull,sequence,token,circular,0.5005,320
flame38m_g5_moe,flame38m_g5_moe,1e18,9,kfull,sequence,context,iid,0.5004,320
flame38m_g5_moe,flame38m_g5_moe,1e18,9,kfull,sequence,context,circular,0.5018,320
flame38m_g5_moe,flame38m_g5_moe,1e18,2,base,sequence,token,iid,0.5,320
flame38m_g5_moe,flame38m_g5_moe,1e18,2,base,sequence,token,circular,0.5007,320
flame38m_g5_moe,flame38m_g5_moe,1e18,2,base,sequence,context,iid,0.4985,320
flame38m_g5_moe,flame38m_g5_moe,1e18,2,base,sequence,context,circular,0.5006,320
flame38m_g5_moe,flame38m_g5_moe,1e18,3,base,sequence,token,iid,0.5009,320
flame38m_g5_moe,flame38m_g5_moe,1e18,3,base,sequence,token,circular,0.5007,320
flame38m_g5_moe,flame38m_g5_moe,1e18,3,base,sequence,context,iid,0.4994,320
flame38m_g5_moe,flame38m_g5_moe,1e18,3,base,sequence,context,circular,0.501,320
flame38m_g5_moe,flame38m_g5_moe,1e18,4,base,sequence,token,iid,0.5011,320
flame38m_g5_moe,flame38m_g5_moe,1e18,4,base,sequence,token,circular,0.5012,320
flame38m_g5_moe,flame38m_g5_moe,1e18,4,base,sequence,context,iid,0.4994,320
flame38m_g5_moe,flame38m_g5_moe,1e18,4,base,sequence,context,circular,0.5,320
flame38m_g5_moe,flame38m_g5_moe,1e18,5,base,sequence,token,iid,0.4997,320
flame38m_g5_moe,flame38m_g5_moe,1e18,5,base,sequence,token,circular,0.5002,320
flame38m_g5_moe,flame38m_g5_moe,1e18,5,base,sequence,context,iid,0.4992,320
flame38m_g5_moe,flame38m_g5_moe,1e18,5,base,sequence,context,circular,0.503,320
flame38m_g5_moe,flame38m_g5_moe,1e18,6,base,sequence,token,iid,0.4997,320
flame38m_g5_moe,flame38m_g5_moe,1e18,6,base,sequence,token,circular,0.5006,320
flame38m_g5_moe,flame38m_g5_moe,1e18,6,base,sequence,context,iid,0.5003,320
flame38m_g5_moe,flame38m_g5_moe,1e18,6,base,sequence,context,circular,0.5026,320
flame38m_g5_moe,flame38m_g5_moe,1e18,7,base,sequence,token,iid,0.4996,320
flame38m_g5_moe,flame38m_g5_moe,1e18,7,base,sequence,token,circular,0.5009,320
flame38m_g5_moe,flame38m_g5_moe,1e18,7,base,sequence,context,iid,0.4993,320
flame38m_g5_moe,flame38m_g5_moe,1e18,7,base,sequence,context,circular,0.5031,320
flame38m_g5_moe,flame38m_g5_moe,1e18,8,base,sequence,token,iid,0.5007,320
flame38m_g5_moe,flame38m_g5_moe,1e18,8,base,sequence,token,circular,0.5004,320
flame38m_g5_moe,flame38m_g5_moe,1e18,8,base,sequence,context,iid,0.4998,320
flame38m_g5_moe,flame38m_g5_moe,1e18,8,base,sequence,context,circular,0.5017,320
flame38m_g5_moe,flame38m_g5_moe,1e18,9,base,sequence,token,iid,0.5001,320
flame38m_g5_moe,flame38m_g5_moe,1e18,9,base,sequence,token,circular,0.5005,320
flame38m_g5_moe,flame38m_g5_moe,1e18,9,base,sequence,context,iid,0.5002,320
flame38m_g5_moe,flame38m_g5_moe,1e18,9,base,sequence,context,circular,0.502,320
flame38m_g5_temporal,flame38m_g5_temporal,1e18,2,kwin,sequence,token,iid,0.5,319
flame38m_g5_temporal,flame38m_g5_temporal,1e18,2,kwin,sequence,token,circular,0.4995,319
flame38m_g5_temporal,flame38m_g5_temporal,1e18,2,kwin,sequence,context,iid,0.4998,319
flame38m_g5_temporal,flame38m_g5_temporal,1e18,2,kwin,sequence,context,circular,0.5005,319
flame38m_g5_temporal,flame38m_g5_temporal,1e18,3,kwin,sequence,token,iid,0.4997,316
flame38m_g5_temporal,flame38m_g5_temporal,1e18,3,kwin,sequence,token,circular,0.5,316
flame38m_g5_temporal,flame38m_g5_temporal,1e18,3,kwin,sequence,context,iid,0.4995,316
flame38m_g5_temporal,flame38m_g5_temporal,1e18,3,kwin,sequence,context,circular,0.5007,316
flame38m_g5_temporal,flame38m_g5_temporal,1e18,4,kwin,sequence,token,iid,0.5005,318
flame38m_g5_temporal,flame38m_g5_temporal,1e18,4,kwin,sequence,token,circular,0.5004,318
flame38m_g5_temporal,flame38m_g5_temporal,1e18,4,kwin,sequence,context,iid,0.5006,318
flame38m_g5_temporal,flame38m_g5_temporal,1e18,4,kwin,sequence,context,circular,0.5005,318
flame38m_g5_temporal,flame38m_g5_temporal,1e18,5,kwin,sequence,token,iid,0.5007,320
flame38m_g5_temporal,flame38m_g5_temporal,1e18,5,kwin,sequence,token,circular,0.5002,320
flame38m_g5_temporal,flame38m_g5_temporal,1e18,5,kwin,sequence,context,iid,0.5001,320
flame38m_g5_temporal,flame38m_g5_temporal,1e18,5,kwin,sequence,context,circular,0.502,320
flame38m_g5_temporal,flame38m_g5_temporal,1e18,6,kwin,sequence,token,iid,0.5002,320
flame38m_g5_temporal,flame38m_g5_temporal,1e18,6,kwin,sequence,token,circular,0.4996,320
flame38m_g5_temporal,flame38m_g5_temporal,1e18,6,kwin,sequence,context,iid,0.4993,320
flame38m_g5_temporal,flame38m_g5_temporal,1e18,6,kwin,sequence,context,circular,0.5005,320
flame38m_g5_temporal,flame38m_g5_temporal,1e18,7,kwin,sequence,token,iid,0.4996,320
flame38m_g5_temporal,flame38m_g5_temporal,1e18,7,kwin,sequence,token,circular,0.4996,320
flame38m_g5_temporal,flame38m_g5_temporal,1e18,7,kwin,sequence,context,iid,0.4993,320
flame38m_g5_temporal,flame38m_g5_temporal,1e18,7,kwin,sequence,context,circular,0.5004,320
flame38m_g5_temporal,flame38m_g5_temporal,1e18,8,kwin,sequence,token,iid,0.5001,320
flame38m_g5_temporal,flame38m_g5_temporal,1e18,8,kwin,sequence,token,circular,0.5002,320
flame38m_g5_temporal,flame38m_g5_temporal,1e18,8,kwin,sequence,context,iid,0.5,320
flame38m_g5_temporal,flame38m_g5_temporal,1e18,8,kwin,sequence,context,circular,0.5,320
flame38m_g5_temporal,flame38m_g5_temporal,1e18,9,kwin,sequence,token,iid,0.5005,320
flame38m_g5_temporal,flame38m_g5_temporal,1e18,9,kwin,sequence,token,circular,0.4998,320
flame38m_g5_temporal,flame38m_g5_temporal,1e18,9,kwin,sequence,context,iid,0.5003,320
flame38m_g5_temporal,flame38m_g5_temporal,1e18,9,kwin,sequence,context,circular,0.5018,320
flame38m_g5_temporal,flame38m_g5_temporal,1e18,2,kfull,sequence,token,iid,0.4999,319
flame38m_g5_temporal,flame38m_g5_temporal,1e18,2,kfull,sequence,token,circular,0.4995,319
flame38m_g5_temporal,flame38m_g5_temporal,1e18,2,kfull,sequence,context,iid,0.5003,319
flame38m_g5_temporal,flame38m_g5_temporal,1e18,2,kfull,sequence,context,circular,0.5003,319
flame38m_g5_temporal,flame38m_g5_temporal,1e18,3,kfull,sequence,token,iid,0.4994,316
flame38m_g5_temporal,flame38m_g5_temporal,1e18,3,kfull,sequence,token,circular,0.5,316
flame38m_g5_temporal,flame38m_g5_temporal,1e18,3,kfull,sequence,context,iid,0.5003,316
flame38m_g5_temporal,flame38m_g5_temporal,1e18,3,kfull,sequence,context,circular,0.5018,316
flame38m_g5_temporal,flame38m_g5_temporal,1e18,4,kfull,sequence,token,iid,0.5005,318
flame38m_g5_temporal,flame38m_g5_temporal,1e18,4,kfull,sequence,token,circular,0.5004,318
flame38m_g5_temporal,flame38m_g5_temporal,1e18,4,kfull,sequence,context,iid,0.5,318
flame38m_g5_temporal,flame38m_g5_temporal,1e18,4,kfull,sequence,context,circular,0.5006,318
flame38m_g5_temporal,flame38m_g5_temporal,1e18,5,kfull,sequence,token,iid,0.4996,320
flame38m_g5_temporal,flame38m_g5_temporal,1e18,5,kfull,sequence,token,circular,0.5002,320
flame38m_g5_temporal,flame38m_g5_temporal,1e18,5,kfull,sequence,context,iid,0.4993,320
flame38m_g5_temporal,flame38m_g5_temporal,1e18,5,kfull,sequence,context,circular,0.5036,320
flame38m_g5_temporal,flame38m_g5_temporal,1e18,6,kfull,sequence,token,iid,0.5002,320
flame38m_g5_temporal,flame38m_g5_temporal,1e18,6,kfull,sequence,token,circular,0.4996,320
flame38m_g5_temporal,flame38m_g5_temporal,1e18,6,kfull,sequence,context,iid,0.4999,320
flame38m_g5_temporal,flame38m_g5_temporal,1e18,6,kfull,sequence,context,circular,0.5015,320
flame38m_g5_temporal,flame38m_g5_temporal,1e18,7,kfull,sequence,token,iid,0.4996,320
flame38m_g5_temporal,flame38m_g5_temporal,1e18,7,kfull,sequence,token,circular,0.4996,320
flame38m_g5_temporal,flame38m_g5_temporal,1e18,7,kfull,sequence,context,iid,0.5002,320
flame38m_g5_temporal,flame38m_g5_temporal,1e18,7,kfull,sequence,context,circular,0.4998,320
flame38m_g5_temporal,flame38m_g5_temporal,1e18,8,kfull,sequence,token,iid,0.4996,320
flame38m_g5_temporal,flame38m_g5_temporal,1e18,8,kfull,sequence,token,circular,0.5002,320
flame38m_g5_temporal,flame38m_g5_temporal,1e18,8,kfull,sequence,context,iid,0.5002,320
flame38m_g5_temporal,flame38m_g5_temporal,1e18,8,kfull,sequence,context,circular,0.5004,320
flame38m_g5_temporal,flame38m_g5_temporal,1e18,9,kfull,sequence,token,iid,0.4999,320
flame38m_g5_temporal,flame38m_g5_temporal,1e18,9,kfull,sequence,token,circular,0.4998,320
flame38m_g5_temporal,flame38m_g5_temporal,1e18,9,kfull,sequence,context,iid,0.5004,320
flame38m_g5_temporal,flame38m_g5_temporal,1e18,9,kfull,sequence,context,circular,0.5028,320
flame38m_g5_temporal,flame38m_g5_temporal,1e18,2,base,sequence,token,iid,0.4998,319
flame38m_g5_temporal,flame38m_g5_temporal,1e18,2,base,sequence,token,circular,0.4995,319
flame38m_g5_temporal,flame38m_g5_temporal,1e18,2,base,sequence,context,iid,0.5002,319
flame38m_g5_temporal,flame38m_g5_temporal,1e18,2,base,sequence,context,circular,0.5002,319
flame38m_g5_temporal,flame38m_g5_temporal,1e18,3,base,sequence,token,iid,0.5002,316
flame38m_g5_temporal,flame38m_g5_temporal,1e18,3,base,sequence,token,circular,0.5,316
flame38m_g5_temporal,flame38m_g5_temporal,1e18,3,base,sequence,context,iid,0.5006,316
flame38m_g5_temporal,flame38m_g5_temporal,1e18,3,base,sequence,context,circular,0.5025,316
flame38m_g5_temporal,flame38m_g5_temporal,1e18,4,base,sequence,token,iid,0.5001,318
flame38m_g5_temporal,flame38m_g5_temporal,1e18,4,base,sequence,token,circular,0.5004,318
flame38m_g5_temporal,flame38m_g5_temporal,1e18,4,base,sequence,context,iid,0.4993,318
flame38m_g5_temporal,flame38m_g5_temporal,1e18,4,base,sequence,context,circular,0.5007,318
flame38m_g5_temporal,flame38m_g5_temporal,1e18,5,base,sequence,token,iid,0.4994,320
flame38m_g5_temporal,flame38m_g5_temporal,1e18,5,base,sequence,token,circular,0.5002,320
flame38m_g5_temporal,flame38m_g5_temporal,1e18,5,base,sequence,context,iid,0.5,320
flame38m_g5_temporal,flame38m_g5_temporal,1e18,5,base,sequence,context,circular,0.5038,320
flame38m_g5_temporal,flame38m_g5_temporal,1e18,6,base,sequence,token,iid,0.4997,320
flame38m_g5_temporal,flame38m_g5_temporal,1e18,6,base,sequence,token,circular,0.4996,320
flame38m_g5_temporal,flame38m_g5_temporal,1e18,6,base,sequence,context,iid,0.4993,320
flame38m_g5_temporal,flame38m_g5_temporal,1e18,6,base,sequence,context,circular,0.5017,320
flame38m_g5_temporal,flame38m_g5_temporal,1e18,7,base,sequence,token,iid,0.4996,320
flame38m_g5_temporal,flame38m_g5_temporal,1e18,7,base,sequence,token,circular,0.4996,320
flame38m_g5_temporal,flame38m_g5_temporal,1e18,7,base,sequence,context,iid,0.4996,320
flame38m_g5_temporal,flame38m_g5_temporal,1e18,7,base,sequence,context,circular,0.5003,320
flame38m_g5_temporal,flame38m_g5_temporal,1e18,8,base,sequence,token,iid,0.5005,320
flame38m_g5_temporal,flame38m_g5_temporal,1e18,8,base,sequence,token,circular,0.5002,320
flame38m_g5_temporal,flame38m_g5_temporal,1e18,8,base,sequence,context,iid,0.4997,320
flame38m_g5_temporal,flame38m_g5_temporal,1e18,8,base,sequence,context,circular,0.5007,320
flame38m_g5_temporal,flame38m_g5_temporal,1e18,9,base,sequence,token,iid,0.5014,320
flame38m_g5_temporal,flame38m_g5_temporal,1e18,9,base,sequence,token,circular,0.4998,320
flame38m_g5_temporal,flame38m_g5_temporal,1e18,9,base,sequence,context,iid,0.4997,320
flame38m_g5_temporal,flame38m_g5_temporal,1e18,9,base,sequence,context,circular,0.5026,320
flame512_g1_moe,flame512_g1_moe,1e18,2,kwin,sequence,token,iid,0.5015,64
flame512_g1_moe,flame512_g1_moe,1e18,2,kwin,sequence,token,circular,0.4999,64
flame512_g1_moe,flame512_g1_moe,1e18,2,kwin,sequence,context,iid,0.5001,64
flame512_g1_moe,flame512_g1_moe,1e18,2,kwin,sequence,context,circular,0.4997,64
flame512_g1_moe,flame512_g1_moe,1e18,3,kwin,sequence,token,iid,0.4989,64
flame512_g1_moe,flame512_g1_moe,1e18,3,kwin,sequence,token,circular,0.5002,64
flame512_g1_moe,flame512_g1_moe,1e18,3,kwin,sequence,context,iid,0.5003,64
flame512_g1_moe,flame512_g1_moe,1e18,3,kwin,sequence,context,circular,0.5002,64
flame512_g1_moe,flame512_g1_moe,1e18,4,kwin,sequence,token,iid,0.5024,64
flame512_g1_moe,flame512_g1_moe,1e18,4,kwin,sequence,token,circular,0.5005,64
flame512_g1_moe,flame512_g1_moe,1e18,4,kwin,sequence,context,iid,0.5006,64
flame512_g1_moe,flame512_g1_moe,1e18,4,kwin,sequence,context,circular,0.5013,64
flame512_g1_moe,flame512_g1_moe,1e18,5,kwin,sequence,token,iid,0.5004,64
flame512_g1_moe,flame512_g1_moe,1e18,5,kwin,sequence,token,circular,0.5001,64
flame512_g1_moe,flame512_g1_moe,1e18,5,kwin,sequence,context,iid,0.4993,64
flame512_g1_moe,flame512_g1_moe,1e18,5,kwin,sequence,context,circular,0.5003,64
flame512_g1_moe,flame512_g1_moe,1e18,6,kwin,sequence,token,iid,0.4996,64
flame512_g1_moe,flame512_g1_moe,1e18,6,kwin,sequence,token,circular,0.5006,64
flame512_g1_moe,flame512_g1_moe,1e18,6,kwin,sequence,context,iid,0.4996,64
flame512_g1_moe,flame512_g1_moe,1e18,6,kwin,sequence,context,circular,0.5,64
flame512_g1_moe,flame512_g1_moe,1e18,7,kwin,sequence,token,iid,0.5003,64
flame512_g1_moe,flame512_g1_moe,1e18,7,kwin,sequence,token,circular,0.5003,64
flame512_g1_moe,flame512_g1_moe,1e18,7,kwin,sequence,context,iid,0.5009,64
flame512_g1_moe,flame512_g1_moe,1e18,7,kwin,sequence,context,circular,0.4995,64
flame512_g1_moe,flame512_g1_moe,1e18,8,kwin,sequence,token,iid,0.5004,64
flame512_g1_moe,flame512_g1_moe,1e18,8,kwin,sequence,token,circular,0.5005,64
flame512_g1_moe,flame512_g1_moe,1e18,8,kwin,sequence,context,iid,0.5003,64
flame512_g1_moe,flame512_g1_moe,1e18,8,kwin,sequence,context,circular,0.5008,64
flame512_g1_moe,flame512_g1_moe,1e18,9,kwin,sequence,token,iid,0.4992,64
flame512_g1_moe,flame512_g1_moe,1e18,9,kwin,sequence,token,circular,0.5001,64
flame512_g1_moe,flame512_g1_moe,1e18,9,kwin,sequence,context,iid,0.502,64
flame512_g1_moe,flame512_g1_moe,1e18,9,kwin,sequence,context,circular,0.5005,64
flame512_g1_moe,flame512_g1_moe,1e18,2,kfull,sequence,token,iid,0.5006,64
flame512_g1_moe,flame512_g1_moe,1e18,2,kfull,sequence,token,circular,0.4999,64
flame512_g1_moe,flame512_g1_moe,1e18,2,kfull,sequence,context,iid,0.4995,64
flame512_g1_moe,flame512_g1_moe,1e18,2,kfull,sequence,context,circular,0.4988,64
flame512_g1_moe,flame512_g1_moe,1e18,3,kfull,sequence,token,iid,0.5008,64
flame512_g1_moe,flame512_g1_moe,1e18,3,kfull,sequence,token,circular,0.5002,64
flame512_g1_moe,flame512_g1_moe,1e18,3,kfull,sequence,context,iid,0.5008,64
flame512_g1_moe,flame512_g1_moe,1e18,3,kfull,sequence,context,circular,0.5002,64
flame512_g1_moe,flame512_g1_moe,1e18,4,kfull,sequence,token,iid,0.4994,64
flame512_g1_moe,flame512_g1_moe,1e18,4,kfull,sequence,token,circular,0.5005,64
flame512_g1_moe,flame512_g1_moe,1e18,4,kfull,sequence,context,iid,0.4997,64
flame512_g1_moe,flame512_g1_moe,1e18,4,kfull,sequence,context,circular,0.5006,64
flame512_g1_moe,flame512_g1_moe,1e18,5,kfull,sequence,token,iid,0.4994,64
flame512_g1_moe,flame512_g1_moe,1e18,5,kfull,sequence,token,circular,0.5001,64
flame512_g1_moe,flame512_g1_moe,1e18,5,kfull,sequence,context,iid,0.4999,64
flame512_g1_moe,flame512_g1_moe,1e18,5,kfull,sequence,context,circular,0.5,64
flame512_g1_moe,flame512_g1_moe,1e18,6,kfull,sequence,token,iid,0.5008,64
flame512_g1_moe,flame512_g1_moe,1e18,6,kfull,sequence,token,circular,0.5006,64
flame512_g1_moe,flame512_g1_moe,1e18,6,kfull,sequence,context,iid,0.4998,64
flame512_g1_moe,flame512_g1_moe,1e18,6,kfull,sequence,context,circular,0.5012,64
flame512_g1_moe,flame512_g1_moe,1e18,7,kfull,sequence,token,iid,0.5005,64
flame512_g1_moe,flame512_g1_moe,1e18,7,kfull,sequence,token,circular,0.5003,64
flame512_g1_moe,flame512_g1_moe,1e18,7,kfull,sequence,context,iid,0.4999,64
flame512_g1_moe,flame512_g1_moe,1e18,7,kfull,sequence,context,circular,0.5001,64
flame512_g1_moe,flame512_g1_moe,1e18,8,kfull,sequence,token,iid,0.4986,64
flame512_g1_moe,flame512_g1_moe,1e18,8,kfull,sequence,token,circular,0.5005,64
flame512_g1_moe,flame512_g1_moe,1e18,8,kfull,sequence,context,iid,0.5011,64
flame512_g1_moe,flame512_g1_moe,1e18,8,kfull,sequence,context,circular,0.5003,64
flame512_g1_moe,flame512_g1_moe,1e18,9,kfull,sequence,token,iid,0.5002,64
flame512_g1_moe,flame512_g1_moe,1e18,9,kfull,sequence,token,circular,0.5001,64
flame512_g1_moe,flame512_g1_moe,1e18,9,kfull,sequence,context,iid,0.5008,64
flame512_g1_moe,flame512_g1_moe,1e18,9,kfull,sequence,context,circular,0.5016,64
flame512_g1_moe,flame512_g1_moe,1e18,2,base,sequence,token,iid,0.4993,64
flame512_g1_moe,flame512_g1_moe,1e18,2,base,sequence,token,circular,0.4999,64
flame512_g1_moe,flame512_g1_moe,1e18,2,base,sequence,context,iid,0.4989,64
flame512_g1_moe,flame512_g1_moe,1e18,2,base,sequence,context,circular,0.4991,64
flame512_g1_moe,flame512_g1_moe,1e18,3,base,sequence,token,iid,0.4988,64
flame512_g1_moe,flame512_g1_moe,1e18,3,base,sequence,token,circular,0.5002,64
flame512_g1_moe,flame512_g1_moe,1e18,3,base,sequence,context,iid,0.5003,64
flame512_g1_moe,flame512_g1_moe,1e18,3,base,sequence,context,circular,0.5003,64
flame512_g1_moe,flame512_g1_moe,1e18,4,base,sequence,token,iid,0.499,64
flame512_g1_moe,flame512_g1_moe,1e18,4,base,sequence,token,circular,0.5005,64
flame512_g1_moe,flame512_g1_moe,1e18,4,base,sequence,context,iid,0.5014,64
flame512_g1_moe,flame512_g1_moe,1e18,4,base,sequence,context,circular,0.5014,64
flame512_g1_moe,flame512_g1_moe,1e18,5,base,sequence,token,iid,0.4996,64
flame512_g1_moe,flame512_g1_moe,1e18,5,base,sequence,token,circular,0.5001,64
flame512_g1_moe,flame512_g1_moe,1e18,5,base,sequence,context,iid,0.499,64
flame512_g1_moe,flame512_g1_moe,1e18,5,base,sequence,context,circular,0.4981,64
flame512_g1_moe,flame512_g1_moe,1e18,6,base,sequence,token,iid,0.5003,64
flame512_g1_moe,flame512_g1_moe,1e18,6,base,sequence,token,circular,0.5006,64
