label,run,budget,layer,variant,split,feature,null_type,median_AUC_floor,n_experts
flame512_g3_temporal,flame512_g3_temporal,1e18,9,base,sequence,context,iid,0.4995,192
flame512_g3_temporal,flame512_g3_temporal,1e18,9,base,sequence,context,circular,0.4943,192
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,2,kwin,sequence,token,iid,0.5008,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,2,kwin,sequence,token,circular,0.5001,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,2,kwin,sequence,context,iid,0.4985,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,2,kwin,sequence,context,circular,0.4984,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,3,kwin,sequence,token,iid,0.4992,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,3,kwin,sequence,token,circular,0.4995,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,3,kwin,sequence,context,iid,0.501,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,3,kwin,sequence,context,circular,0.5001,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,4,kwin,sequence,token,iid,0.4986,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,4,kwin,sequence,token,circular,0.4994,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,4,kwin,sequence,context,iid,0.5007,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,4,kwin,sequence,context,circular,0.4985,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,5,kwin,sequence,token,iid,0.5001,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,5,kwin,sequence,token,circular,0.4992,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,5,kwin,sequence,context,iid,0.5005,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,5,kwin,sequence,context,circular,0.499,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,6,kwin,sequence,token,iid,0.4992,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,6,kwin,sequence,token,circular,0.5004,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,6,kwin,sequence,context,iid,0.5,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,6,kwin,sequence,context,circular,0.5003,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,7,kwin,sequence,token,iid,0.5002,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,7,kwin,sequence,token,circular,0.4994,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,7,kwin,sequence,context,iid,0.4995,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,7,kwin,sequence,context,circular,0.4996,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,8,kwin,sequence,token,iid,0.5007,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,8,kwin,sequence,token,circular,0.4988,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,8,kwin,sequence,context,iid,0.4998,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,8,kwin,sequence,context,circular,0.4985,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,9,kwin,sequence,token,iid,0.5,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,9,kwin,sequence,token,circular,0.501,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,9,kwin,sequence,context,iid,0.4984,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,9,kwin,sequence,context,circular,0.5006,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,10,kwin,sequence,token,iid,0.4996,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,10,kwin,sequence,token,circular,0.4994,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,10,kwin,sequence,context,iid,0.5007,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,10,kwin,sequence,context,circular,0.4997,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,11,kwin,sequence,token,iid,0.4992,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,11,kwin,sequence,token,circular,0.5002,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,11,kwin,sequence,context,iid,0.4992,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,11,kwin,sequence,context,circular,0.5008,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,12,kwin,sequence,token,iid,0.4989,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,12,kwin,sequence,token,circular,0.4996,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,12,kwin,sequence,context,iid,0.4981,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,12,kwin,sequence,context,circular,0.4998,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,13,kwin,sequence,token,iid,0.5012,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,13,kwin,sequence,token,circular,0.5005,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,13,kwin,sequence,context,iid,0.5004,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,13,kwin,sequence,context,circular,0.4995,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,14,kwin,sequence,token,iid,0.5005,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,14,kwin,sequence,token,circular,0.5002,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,14,kwin,sequence,context,iid,0.4998,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,14,kwin,sequence,context,circular,0.4994,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,2,kfull,sequence,token,iid,0.5001,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,2,kfull,sequence,token,circular,0.5001,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,2,kfull,sequence,context,iid,0.4995,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,2,kfull,sequence,context,circular,0.4987,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,3,kfull,sequence,token,iid,0.4994,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,3,kfull,sequence,token,circular,0.4995,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,3,kfull,sequence,context,iid,0.4997,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,3,kfull,sequence,context,circular,0.4993,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,4,kfull,sequence,token,iid,0.5005,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,4,kfull,sequence,token,circular,0.4994,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,4,kfull,sequence,context,iid,0.4996,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,4,kfull,sequence,context,circular,0.4987,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,5,kfull,sequence,token,iid,0.4999,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,5,kfull,sequence,token,circular,0.4992,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,5,kfull,sequence,context,iid,0.5012,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,5,kfull,sequence,context,circular,0.4989,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,6,kfull,sequence,token,iid,0.4987,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,6,kfull,sequence,token,circular,0.5004,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,6,kfull,sequence,context,iid,0.5004,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,6,kfull,sequence,context,circular,0.501,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,7,kfull,sequence,token,iid,0.5009,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,7,kfull,sequence,token,circular,0.4994,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,7,kfull,sequence,context,iid,0.5012,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,7,kfull,sequence,context,circular,0.4993,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,8,kfull,sequence,token,iid,0.5011,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,8,kfull,sequence,token,circular,0.4988,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,8,kfull,sequence,context,iid,0.4989,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,8,kfull,sequence,context,circular,0.4979,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,9,kfull,sequence,token,iid,0.5,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,9,kfull,sequence,token,circular,0.501,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,9,kfull,sequence,context,iid,0.4995,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,9,kfull,sequence,context,circular,0.5011,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,10,kfull,sequence,token,iid,0.5002,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,10,kfull,sequence,token,circular,0.4994,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,10,kfull,sequence,context,iid,0.5017,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,10,kfull,sequence,context,circular,0.501,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,11,kfull,sequence,token,iid,0.4992,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,11,kfull,sequence,token,circular,0.5002,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,11,kfull,sequence,context,iid,0.5004,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,11,kfull,sequence,context,circular,0.5011,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,12,kfull,sequence,token,iid,0.5001,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,12,kfull,sequence,token,circular,0.4996,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,12,kfull,sequence,context,iid,0.4998,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,12,kfull,sequence,context,circular,0.498,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,13,kfull,sequence,token,iid,0.5006,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,13,kfull,sequence,token,circular,0.5005,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,13,kfull,sequence,context,iid,0.5,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,13,kfull,sequence,context,circular,0.5011,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,14,kfull,sequence,token,iid,0.4994,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,14,kfull,sequence,token,circular,0.5002,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,14,kfull,sequence,context,iid,0.5006,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,14,kfull,sequence,context,circular,0.5005,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,2,base,sequence,token,iid,0.4999,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,2,base,sequence,token,circular,0.5001,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,2,base,sequence,context,iid,0.4991,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,2,base,sequence,context,circular,0.4986,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,3,base,sequence,token,iid,0.4994,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,3,base,sequence,token,circular,0.4995,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,3,base,sequence,context,iid,0.4993,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,3,base,sequence,context,circular,0.4983,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,4,base,sequence,token,iid,0.5002,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,4,base,sequence,token,circular,0.4994,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,4,base,sequence,context,iid,0.499,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,4,base,sequence,context,circular,0.4988,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,5,base,sequence,token,iid,0.5006,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,5,base,sequence,token,circular,0.4992,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,5,base,sequence,context,iid,0.4994,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,5,base,sequence,context,circular,0.4959,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,6,base,sequence,token,iid,0.5004,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,6,base,sequence,token,circular,0.5004,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,6,base,sequence,context,iid,0.5,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,6,base,sequence,context,circular,0.5015,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,7,base,sequence,token,iid,0.4993,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,7,base,sequence,token,circular,0.4994,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,7,base,sequence,context,iid,0.4995,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,7,base,sequence,context,circular,0.4976,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,8,base,sequence,token,iid,0.5012,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,8,base,sequence,token,circular,0.4988,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,8,base,sequence,context,iid,0.4995,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,8,base,sequence,context,circular,0.4978,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,9,base,sequence,token,iid,0.5002,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,9,base,sequence,token,circular,0.501,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,9,base,sequence,context,iid,0.4995,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,9,base,sequence,context,circular,0.4997,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,10,base,sequence,token,iid,0.4996,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,10,base,sequence,token,circular,0.4994,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,10,base,sequence,context,iid,0.5004,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,10,base,sequence,context,circular,0.5018,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,11,base,sequence,token,iid,0.5004,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,11,base,sequence,token,circular,0.5002,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,11,base,sequence,context,iid,0.5009,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,11,base,sequence,context,circular,0.5,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,12,base,sequence,token,iid,0.5009,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,12,base,sequence,token,circular,0.4996,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,12,base,sequence,context,iid,0.4993,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,12,base,sequence,context,circular,0.4985,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,13,base,sequence,token,iid,0.5002,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,13,base,sequence,token,circular,0.5005,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,13,base,sequence,context,iid,0.4998,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,13,base,sequence,context,circular,0.5026,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,14,base,sequence,token,iid,0.5001,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,14,base,sequence,token,circular,0.5002,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,14,base,sequence,context,iid,0.4996,64
temporal_coarse_1e19,g1_tmoe_coarse_1e19,1e19,14,base,sequence,context,circular,0.4983,64
g3_moe_s0_1e16,g3_moe_s0_1e16,1e16,2,kwin,sequence,token,iid,0.4995,192
g3_moe_s0_1e16,g3_moe_s0_1e16,1e16,2,kwin,sequence,token,circular,0.5003,192
g3_moe_s0_1e16,g3_moe_s0_1e16,1e16,2,kwin,sequence,context,iid,0.5003,192
g3_moe_s0_1e16,g3_moe_s0_1e16,1e16,2,kwin,sequence,context,circular,0.4987,192
g3_moe_s0_1e16,g3_moe_s0_1e16,1e16,3,kwin,sequence,token,iid,0.4999,192
g3_moe_s0_1e16,g3_moe_s0_1e16,1e16,3,kwin,sequence,token,circular,0.4997,192
g3_moe_s0_1e16,g3_moe_s0_1e16,1e16,3,kwin,sequence,context,iid,0.5001,192
g3_moe_s0_1e16,g3_moe_s0_1e16,1e16,3,kwin,sequence,context,circular,0.4979,192
g3_moe_s0_1e16,g3_moe_s0_1e16,1e16,4,kwin,sequence,token,iid,0.4987,192
g3_moe_s0_1e16,g3_moe_s0_1e16,1e16,4,kwin,sequence,token,circular,0.4998,192
g3_moe_s0_1e16,g3_moe_s0_1e16,1e16,4,kwin,sequence,context,iid,0.5001,192
g3_moe_s0_1e16,g3_moe_s0_1e16,1e16,4,kwin,sequence,context,circular,0.498,192
g3_moe_s0_1e16,g3_moe_s0_1e16,1e16,2,kfull,sequence,token,iid,0.5003,192
g3_moe_s0_1e16,g3_moe_s0_1e16,1e16,2,kfull,sequence,token,circular,0.5003,192
g3_moe_s0_1e16,g3_moe_s0_1e16,1e16,2,kfull,sequence,context,iid,0.4998,192
g3_moe_s0_1e16,g3_moe_s0_1e16,1e16,2,kfull,sequence,context,circular,0.4969,192
g3_moe_s0_1e16,g3_moe_s0_1e16,1e16,3,kfull,sequence,token,iid,0.4987,192
g3_moe_s0_1e16,g3_moe_s0_1e16,1e16,3,kfull,sequence,token,circular,0.4997,192
g3_moe_s0_1e16,g3_moe_s0_1e16,1e16,3,kfull,sequence,context,iid,0.4997,192
g3_moe_s0_1e16,g3_moe_s0_1e16,1e16,3,kfull,sequence,context,circular,0.4966,192
g3_moe_s0_1e16,g3_moe_s0_1e16,1e16,4,kfull,sequence,token,iid,0.499,192
g3_moe_s0_1e16,g3_moe_s0_1e16,1e16,4,kfull,sequence,token,circular,0.4998,192
g3_moe_s0_1e16,g3_moe_s0_1e16,1e16,4,kfull,sequence,context,iid,0.5004,192
g3_moe_s0_1e16,g3_moe_s0_1e16,1e16,4,kfull,sequence,context,circular,0.497,192
g3_moe_s0_1e16,g3_moe_s0_1e16,1e16,2,base,sequence,token,iid,0.5002,192
g3_moe_s0_1e16,g3_moe_s0_1e16,1e16,2,base,sequence,token,circular,0.5003,192
g3_moe_s0_1e16,g3_moe_s0_1e16,1e16,2,base,sequence,context,iid,0.4993,192
g3_moe_s0_1e16,g3_moe_s0_1e16,1e16,2,base,sequence,context,circular,0.496,192
g3_moe_s0_1e16,g3_moe_s0_1e16,1e16,3,base,sequence,token,iid,0.5014,192
g3_moe_s0_1e16,g3_moe_s0_1e16,1e16,3,base,sequence,token,circular,0.4997,192
g3_moe_s0_1e16,g3_moe_s0_1e16,1e16,3,base,sequence,context,iid,0.5006,192
g3_moe_s0_1e16,g3_moe_s0_1e16,1e16,3,base,sequence,context,circular,0.4951,192
g3_moe_s0_1e16,g3_moe_s0_1e16,1e16,4,base,sequence,token,iid,0.4986,192
g3_moe_s0_1e16,g3_moe_s0_1e16,1e16,4,base,sequence,token,circular,0.4998,192
g3_moe_s0_1e16,g3_moe_s0_1e16,1e16,4,base,sequence,context,iid,0.5,192
g3_moe_s0_1e16,g3_moe_s0_1e16,1e16,4,base,sequence,context,circular,0.4951,192
g3_moe_s0_1e16_sigmoid_seed2,g3_moe_s0_1e16_sigmoid_seed2,1e16,2,kwin,sequence,token,iid,0.4995,192
g3_moe_s0_1e16_sigmoid_seed2,g3_moe_s0_1e16_sigmoid_seed2,1e16,2,kwin,sequence,token,circular,0.4997,192
g3_moe_s0_1e16_sigmoid_seed2,g3_moe_s0_1e16_sigmoid_seed2,1e16,2,kwin,sequence,context,iid,0.5003,192
g3_moe_s0_1e16_sigmoid_seed2,g3_moe_s0_1e16_sigmoid_seed2,1e16,2,kwin,sequence,context,circular,0.4997,192
g3_moe_s0_1e16_sigmoid_seed2,g3_moe_s0_1e16_sigmoid_seed2,1e16,3,kwin,sequence,token,iid,0.4996,192
g3_moe_s0_1e16_sigmoid_seed2,g3_moe_s0_1e16_sigmoid_seed2,1e16,3,kwin,sequence,token,circular,0.4992,192
g3_moe_s0_1e16_sigmoid_seed2,g3_moe_s0_1e16_sigmoid_seed2,1e16,3,kwin,sequence,context,iid,0.4997,192
g3_moe_s0_1e16_sigmoid_seed2,g3_moe_s0_1e16_sigmoid_seed2,1e16,3,kwin,sequence,context,circular,0.4993,192
g3_moe_s0_1e16_sigmoid_seed2,g3_moe_s0_1e16_sigmoid_seed2,1e16,4,kwin,sequence,token,iid,0.5007,192
g3_moe_s0_1e16_sigmoid_seed2,g3_moe_s0_1e16_sigmoid_seed2,1e16,4,kwin,sequence,token,circular,0.4991,192
g3_moe_s0_1e16_sigmoid_seed2,g3_moe_s0_1e16_sigmoid_seed2,1e16,4,kwin,sequence,context,iid,0.5004,192
g3_moe_s0_1e16_sigmoid_seed2,g3_moe_s0_1e16_sigmoid_seed2,1e16,4,kwin,sequence,context,circular,0.4995,192
g3_moe_s0_1e16_sigmoid_seed2,g3_moe_s0_1e16_sigmoid_seed2,1e16,2,kfull,sequence,token,iid,0.5002,192
g3_moe_s0_1e16_sigmoid_seed2,g3_moe_s0_1e16_sigmoid_seed2,1e16,2,kfull,sequence,token,circular,0.4997,192
g3_moe_s0_1e16_sigmoid_seed2,g3_moe_s0_1e16_sigmoid_seed2,1e16,2,kfull,sequence,context,iid,0.4993,192
g3_moe_s0_1e16_sigmoid_seed2,g3_moe_s0_1e16_sigmoid_seed2,1e16,2,kfull,sequence,context,circular,0.4985,192
g3_moe_s0_1e16_sigmoid_seed2,g3_moe_s0_1e16_sigmoid_seed2,1e16,3,kfull,sequence,token,iid,0.4996,192
g3_moe_s0_1e16_sigmoid_seed2,g3_moe_s0_1e16_sigmoid_seed2,1e16,3,kfull,sequence,token,circular,0.4992,192
g3_moe_s0_1e16_sigmoid_seed2,g3_moe_s0_1e16_sigmoid_seed2,1e16,3,kfull,sequence,context,iid,0.5018,192
g3_moe_s0_1e16_sigmoid_seed2,g3_moe_s0_1e16_sigmoid_seed2,1e16,3,kfull,sequence,context,circular,0.4981,192
g3_moe_s0_1e16_sigmoid_seed2,g3_moe_s0_1e16_sigmoid_seed2,1e16,4,kfull,sequence,token,iid,0.5007,192
g3_moe_s0_1e16_sigmoid_seed2,g3_moe_s0_1e16_sigmoid_seed2,1e16,4,kfull,sequence,token,circular,0.4991,192
g3_moe_s0_1e16_sigmoid_seed2,g3_moe_s0_1e16_sigmoid_seed2,1e16,4,kfull,sequence,context,iid,0.5009,192
g3_moe_s0_1e16_sigmoid_seed2,g3_moe_s0_1e16_sigmoid_seed2,1e16,4,kfull,sequence,context,circular,0.4988,192
g3_moe_s0_1e16_sigmoid_seed2,g3_moe_s0_1e16_sigmoid_seed2,1e16,2,base,sequence,token,iid,0.4999,192
g3_moe_s0_1e16_sigmoid_seed2,g3_moe_s0_1e16_sigmoid_seed2,1e16,2,base,sequence,token,circular,0.4997,192
g3_moe_s0_1e16_sigmoid_seed2,g3_moe_s0_1e16_sigmoid_seed2,1e16,2,base,sequence,context,iid,0.4995,192
g3_moe_s0_1e16_sigmoid_seed2,g3_moe_s0_1e16_sigmoid_seed2,1e16,2,base,sequence,context,circular,0.496,192
g3_moe_s0_1e16_sigmoid_seed2,g3_moe_s0_1e16_sigmoid_seed2,1e16,3,base,sequence,token,iid,0.5009,192
g3_moe_s0_1e16_sigmoid_seed2,g3_moe_s0_1e16_sigmoid_seed2,1e16,3,base,sequence,token,circular,0.4992,192
g3_moe_s0_1e16_sigmoid_seed2,g3_moe_s0_1e16_sigmoid_seed2,1e16,3,base,sequence,context,iid,0.5008,192
g3_moe_s0_1e16_sigmoid_seed2,g3_moe_s0_1e16_sigmoid_seed2,1e16,3,base,sequence,context,circular,0.4953,192
g3_moe_s0_1e16_sigmoid_seed2,g3_moe_s0_1e16_sigmoid_seed2,1e16,4,base,sequence,token,iid,0.4991,192
g3_moe_s0_1e16_sigmoid_seed2,g3_moe_s0_1e16_sigmoid_seed2,1e16,4,base,sequence,token,circular,0.4991,192
g3_moe_s0_1e16_sigmoid_seed2,g3_moe_s0_1e16_sigmoid_seed2,1e16,4,base,sequence,context,iid,0.5007,192
g3_moe_s0_1e16_sigmoid_seed2,g3_moe_s0_1e16_sigmoid_seed2,1e16,4,base,sequence,context,circular,0.4962,192
g3_moe_s1_1e16,g3_moe_s1_1e16,1e16,2,kwin,sequence,token,iid,0.4995,192
g3_moe_s1_1e16,g3_moe_s1_1e16,1e16,2,kwin,sequence,token,circular,0.5003,192
g3_moe_s1_1e16,g3_moe_s1_1e16,1e16,2,kwin,sequence,context,iid,0.4998,192
g3_moe_s1_1e16,g3_moe_s1_1e16,1e16,2,kwin,sequence,context,circular,0.5003,192
g3_moe_s1_1e16,g3_moe_s1_1e16,1e16,3,kwin,sequence,token,iid,0.5001,192
g3_moe_s1_1e16,g3_moe_s1_1e16,1e16,3,kwin,sequence,token,circular,0.4998,192
g3_moe_s1_1e16,g3_moe_s1_1e16,1e16,3,kwin,sequence,context,iid,0.4999,192
g3_moe_s1_1e16,g3_moe_s1_1e16,1e16,3,kwin,sequence,context,circular,0.5008,192
g3_moe_s1_1e16,g3_moe_s1_1e16,1e16,4,kwin,sequence,token,iid,0.4997,192
g3_moe_s1_1e16,g3_moe_s1_1e16,1e16,4,kwin,sequence,token,circular,0.4996,192
g3_moe_s1_1e16,g3_moe_s1_1e16,1e16,4,kwin,sequence,context,iid,0.5009,192
g3_moe_s1_1e16,g3_moe_s1_1e16,1e16,4,kwin,sequence,context,circular,0.4991,192
g3_moe_s1_1e16,g3_moe_s1_1e16,1e16,5,kwin,sequence,token,iid,0.5003,192
g3_moe_s1_1e16,g3_moe_s1_1e16,1e16,5,kwin,sequence,token,circular,0.4999,192
g3_moe_s1_1e16,g3_moe_s1_1e16,1e16,5,kwin,sequence,context,iid,0.4998,192
g3_moe_s1_1e16,g3_moe_s1_1e16,1e16,5,kwin,sequence,context,circular,0.5002,192
g3_moe_s1_1e16,g3_moe_s1_1e16,1e16,2,kfull,sequence,token,iid,0.5005,192
g3_moe_s1_1e16,g3_moe_s1_1e16,1e16,2,kfull,sequence,token,circular,0.5003,192
g3_moe_s1_1e16,g3_moe_s1_1e16,1e16,2,kfull,sequence,context,iid,0.499,192
g3_moe_s1_1e16,g3_moe_s1_1e16,1e16,2,kfull,sequence,context,circular,0.4998,192
g3_moe_s1_1e16,g3_moe_s1_1e16,1e16,3,kfull,sequence,token,iid,0.4998,192
g3_moe_s1_1e16,g3_moe_s1_1e16,1e16,3,kfull,sequence,token,circular,0.4998,192
