label,run,layer,expert,eff_vocab,semantic_dispersion
s0_TEMPORAL,g3_tmoe_s0_1e16,2,154,15993.86,0.9045
s0_TEMPORAL,g3_tmoe_s0_1e16,2,155,15990.29,0.8781
s0_TEMPORAL,g3_tmoe_s0_1e16,2,156,15989.27,0.9234
s0_TEMPORAL,g3_tmoe_s0_1e16,2,157,15990.42,0.9036
s0_TEMPORAL,g3_tmoe_s0_1e16,2,158,15986.08,0.8863
s0_TEMPORAL,g3_tmoe_s0_1e16,2,159,15989.62,0.8969
s0_TEMPORAL,g3_tmoe_s0_1e16,2,160,15986.39,0.9022
s0_TEMPORAL,g3_tmoe_s0_1e16,2,161,15990.72,0.8761
s0_TEMPORAL,g3_tmoe_s0_1e16,2,162,15987.61,0.8658
s0_TEMPORAL,g3_tmoe_s0_1e16,2,163,15989.82,0.9274
s0_TEMPORAL,g3_tmoe_s0_1e16,2,164,15987.93,0.9043
s0_TEMPORAL,g3_tmoe_s0_1e16,2,165,15987.47,0.8917
s0_TEMPORAL,g3_tmoe_s0_1e16,2,166,15982.43,0.9093
s0_TEMPORAL,g3_tmoe_s0_1e16,2,167,15998.1,0.9145
s0_TEMPORAL,g3_tmoe_s0_1e16,2,168,15988.55,0.9069
s0_TEMPORAL,g3_tmoe_s0_1e16,2,169,15983.52,0.8801
s0_TEMPORAL,g3_tmoe_s0_1e16,2,170,15984.06,0.8579
s0_TEMPORAL,g3_tmoe_s0_1e16,2,171,15992.62,0.8821
s0_TEMPORAL,g3_tmoe_s0_1e16,2,172,15996.1,0.8992
s0_TEMPORAL,g3_tmoe_s0_1e16,2,173,15991.02,0.8888
s0_TEMPORAL,g3_tmoe_s0_1e16,2,174,15994.44,0.893
s0_TEMPORAL,g3_tmoe_s0_1e16,2,175,15984.82,0.9027
s0_TEMPORAL,g3_tmoe_s0_1e16,2,176,15993.56,0.8753
s0_TEMPORAL,g3_tmoe_s0_1e16,2,177,15989.45,0.8997
s0_TEMPORAL,g3_tmoe_s0_1e16,2,178,15993.53,0.8616
s0_TEMPORAL,g3_tmoe_s0_1e16,2,179,15994.41,0.9109
s0_TEMPORAL,g3_tmoe_s0_1e16,2,180,15990.42,0.8259
s0_TEMPORAL,g3_tmoe_s0_1e16,2,181,15993.37,0.9422
s0_TEMPORAL,g3_tmoe_s0_1e16,2,182,15990.57,0.8672
s0_TEMPORAL,g3_tmoe_s0_1e16,2,183,15994.29,0.8866
s0_TEMPORAL,g3_tmoe_s0_1e16,2,184,15989.91,0.9082
s0_TEMPORAL,g3_tmoe_s0_1e16,2,185,15989.39,0.8964
s0_TEMPORAL,g3_tmoe_s0_1e16,2,186,15994.07,0.8376
s0_TEMPORAL,g3_tmoe_s0_1e16,2,187,15978.86,0.8933
s0_TEMPORAL,g3_tmoe_s0_1e16,2,188,15987.58,0.8596
s0_TEMPORAL,g3_tmoe_s0_1e16,2,189,15989.79,0.8819
s0_TEMPORAL,g3_tmoe_s0_1e16,2,190,15992.76,0.9143
s0_TEMPORAL,g3_tmoe_s0_1e16,2,191,15991.94,0.9497
s0_TEMPORAL,g3_tmoe_s0_1e16,3,0,15995.3,0.9045
s0_TEMPORAL,g3_tmoe_s0_1e16,3,1,15989.96,0.892
s0_TEMPORAL,g3_tmoe_s0_1e16,3,2,15989.96,0.854
s0_TEMPORAL,g3_tmoe_s0_1e16,3,3,15977.79,0.8054
s0_TEMPORAL,g3_tmoe_s0_1e16,3,4,15989.13,0.9185
s0_TEMPORAL,g3_tmoe_s0_1e16,3,5,15992.64,0.9005
s0_TEMPORAL,g3_tmoe_s0_1e16,3,6,15994.38,0.8948
s0_TEMPORAL,g3_tmoe_s0_1e16,3,7,15990.31,0.9009
s0_TEMPORAL,g3_tmoe_s0_1e16,3,8,15989.19,0.8875
s0_TEMPORAL,g3_tmoe_s0_1e16,3,9,15983.54,0.9079
s0_TEMPORAL,g3_tmoe_s0_1e16,3,10,15989.16,0.9127
s0_TEMPORAL,g3_tmoe_s0_1e16,3,11,15985.15,0.9202
s0_TEMPORAL,g3_tmoe_s0_1e16,3,12,15984.27,0.9108
s0_TEMPORAL,g3_tmoe_s0_1e16,3,13,15990.78,0.8802
s0_TEMPORAL,g3_tmoe_s0_1e16,3,14,15983.94,0.9213
s0_TEMPORAL,g3_tmoe_s0_1e16,3,15,15983.31,0.8665
s0_TEMPORAL,g3_tmoe_s0_1e16,3,16,15980.03,0.8413
s0_TEMPORAL,g3_tmoe_s0_1e16,3,17,15992.55,0.9286
s0_TEMPORAL,g3_tmoe_s0_1e16,3,18,15992.58,0.9161
s0_TEMPORAL,g3_tmoe_s0_1e16,3,19,15988.34,0.9
s0_TEMPORAL,g3_tmoe_s0_1e16,3,20,15988.39,0.8865
s0_TEMPORAL,g3_tmoe_s0_1e16,3,21,15987.91,0.8824
s0_TEMPORAL,g3_tmoe_s0_1e16,3,22,15991.92,0.8819
s0_TEMPORAL,g3_tmoe_s0_1e16,3,23,15980.84,0.8979
s0_TEMPORAL,g3_tmoe_s0_1e16,3,24,15989.45,0.8812
s0_TEMPORAL,g3_tmoe_s0_1e16,3,25,15989.44,0.8822
s0_TEMPORAL,g3_tmoe_s0_1e16,3,26,15985.73,0.8723
s0_TEMPORAL,g3_tmoe_s0_1e16,3,27,15989.68,0.8797
s0_TEMPORAL,g3_tmoe_s0_1e16,3,28,15993.13,0.9001
s0_TEMPORAL,g3_tmoe_s0_1e16,3,29,15988.08,0.8946
s0_TEMPORAL,g3_tmoe_s0_1e16,3,30,15986.54,0.8924
s0_TEMPORAL,g3_tmoe_s0_1e16,3,31,15987.67,0.8503
s0_TEMPORAL,g3_tmoe_s0_1e16,3,32,15990.08,0.875
s0_TEMPORAL,g3_tmoe_s0_1e16,3,33,15992.46,0.8659
s0_TEMPORAL,g3_tmoe_s0_1e16,3,34,15983.77,0.8873
s0_TEMPORAL,g3_tmoe_s0_1e16,3,35,15990.63,0.9116
s0_TEMPORAL,g3_tmoe_s0_1e16,3,36,15976.97,0.8859
s0_TEMPORAL,g3_tmoe_s0_1e16,3,37,15992.52,0.8756
s0_TEMPORAL,g3_tmoe_s0_1e16,3,38,15977.96,0.8678
s0_TEMPORAL,g3_tmoe_s0_1e16,3,39,15986.95,0.8575
s0_TEMPORAL,g3_tmoe_s0_1e16,3,40,15994.07,0.8622
s0_TEMPORAL,g3_tmoe_s0_1e16,3,41,15990.96,0.8517
s0_TEMPORAL,g3_tmoe_s0_1e16,3,42,15990.2,0.8226
s0_TEMPORAL,g3_tmoe_s0_1e16,3,43,15987.12,0.8193
s0_TEMPORAL,g3_tmoe_s0_1e16,3,44,15987.03,0.87
s0_TEMPORAL,g3_tmoe_s0_1e16,3,45,15988.28,0.871
s0_TEMPORAL,g3_tmoe_s0_1e16,3,46,15995.87,0.8199
s0_TEMPORAL,g3_tmoe_s0_1e16,3,47,15987.18,0.8662
s0_TEMPORAL,g3_tmoe_s0_1e16,3,48,15989.7,0.9345
s0_TEMPORAL,g3_tmoe_s0_1e16,3,49,15989.62,0.8795
s0_TEMPORAL,g3_tmoe_s0_1e16,3,50,15985.98,0.8677
s0_TEMPORAL,g3_tmoe_s0_1e16,3,51,15991.0,0.923
s0_TEMPORAL,g3_tmoe_s0_1e16,3,52,15991.66,0.8987
s0_TEMPORAL,g3_tmoe_s0_1e16,3,53,15982.94,0.9038
s0_TEMPORAL,g3_tmoe_s0_1e16,3,54,15991.36,0.8821
s0_TEMPORAL,g3_tmoe_s0_1e16,3,55,15987.82,0.8556
s0_TEMPORAL,g3_tmoe_s0_1e16,3,56,15987.18,0.872
s0_TEMPORAL,g3_tmoe_s0_1e16,3,57,15995.1,0.9346
s0_TEMPORAL,g3_tmoe_s0_1e16,3,58,15966.99,0.8973
s0_TEMPORAL,g3_tmoe_s0_1e16,3,59,15990.6,0.8951
s0_TEMPORAL,g3_tmoe_s0_1e16,3,60,15984.94,0.8919
s0_TEMPORAL,g3_tmoe_s0_1e16,3,61,15992.79,0.8961
s0_TEMPORAL,g3_tmoe_s0_1e16,3,62,15994.29,0.7334
s0_TEMPORAL,g3_tmoe_s0_1e16,3,63,15987.73,0.9159
s0_TEMPORAL,g3_tmoe_s0_1e16,3,64,15984.96,0.8495
s0_TEMPORAL,g3_tmoe_s0_1e16,3,65,15991.41,0.8924
s0_TEMPORAL,g3_tmoe_s0_1e16,3,66,15991.45,0.842
s0_TEMPORAL,g3_tmoe_s0_1e16,3,67,15982.11,0.863
s0_TEMPORAL,g3_tmoe_s0_1e16,3,68,15985.6,0.8521
s0_TEMPORAL,g3_tmoe_s0_1e16,3,69,15985.23,0.8538
s0_TEMPORAL,g3_tmoe_s0_1e16,3,70,15988.36,0.9036
s0_TEMPORAL,g3_tmoe_s0_1e16,3,71,15992.43,0.8942
s0_TEMPORAL,g3_tmoe_s0_1e16,3,72,15990.23,0.9227
s0_TEMPORAL,g3_tmoe_s0_1e16,3,73,15985.09,0.881
s0_TEMPORAL,g3_tmoe_s0_1e16,3,74,15975.6,0.8764
s0_TEMPORAL,g3_tmoe_s0_1e16,3,75,15991.74,0.9255
s0_TEMPORAL,g3_tmoe_s0_1e16,3,76,15993.62,0.8989
s0_TEMPORAL,g3_tmoe_s0_1e16,3,77,15990.96,0.8774
s0_TEMPORAL,g3_tmoe_s0_1e16,3,78,15994.44,0.9065
s0_TEMPORAL,g3_tmoe_s0_1e16,3,79,15990.42,0.878
s0_TEMPORAL,g3_tmoe_s0_1e16,3,80,15993.22,0.8835
s0_TEMPORAL,g3_tmoe_s0_1e16,3,81,15989.1,0.8176
s0_TEMPORAL,g3_tmoe_s0_1e16,3,82,15990.63,0.9025
s0_TEMPORAL,g3_tmoe_s0_1e16,3,83,15995.91,0.8765
s0_TEMPORAL,g3_tmoe_s0_1e16,3,84,15990.58,0.8819
s0_TEMPORAL,g3_tmoe_s0_1e16,3,85,15987.17,0.8884
s0_TEMPORAL,g3_tmoe_s0_1e16,3,86,15991.22,0.9215
s0_TEMPORAL,g3_tmoe_s0_1e16,3,87,15992.43,0.8862
s0_TEMPORAL,g3_tmoe_s0_1e16,3,88,15983.29,0.9068
s0_TEMPORAL,g3_tmoe_s0_1e16,3,89,15992.85,0.9002
s0_TEMPORAL,g3_tmoe_s0_1e16,3,90,15992.66,0.8682
s0_TEMPORAL,g3_tmoe_s0_1e16,3,91,15986.21,0.9068
s0_TEMPORAL,g3_tmoe_s0_1e16,3,92,15984.82,0.8783
s0_TEMPORAL,g3_tmoe_s0_1e16,3,93,15989.5,0.8844
s0_TEMPORAL,g3_tmoe_s0_1e16,3,94,15988.55,0.8982
s0_TEMPORAL,g3_tmoe_s0_1e16,3,95,15993.65,0.933
s0_TEMPORAL,g3_tmoe_s0_1e16,3,96,15986.91,0.8802
s0_TEMPORAL,g3_tmoe_s0_1e16,3,97,15979.33,0.8356
s0_TEMPORAL,g3_tmoe_s0_1e16,3,98,15981.88,0.8879
s0_TEMPORAL,g3_tmoe_s0_1e16,3,99,15997.4,0.8791
s0_TEMPORAL,g3_tmoe_s0_1e16,3,100,15990.21,0.8895
s0_TEMPORAL,g3_tmoe_s0_1e16,3,101,15986.3,0.9162
s0_TEMPORAL,g3_tmoe_s0_1e16,3,102,15983.08,0.7936
s0_TEMPORAL,g3_tmoe_s0_1e16,3,103,15989.83,0.8584
s0_TEMPORAL,g3_tmoe_s0_1e16,3,104,15989.22,0.905
s0_TEMPORAL,g3_tmoe_s0_1e16,3,105,15982.91,0.9061
s0_TEMPORAL,g3_tmoe_s0_1e16,3,106,15981.63,0.8964
s0_TEMPORAL,g3_tmoe_s0_1e16,3,107,15995.45,0.918
s0_TEMPORAL,g3_tmoe_s0_1e16,3,108,15993.86,0.8183
s0_TEMPORAL,g3_tmoe_s0_1e16,3,109,15988.72,0.8602
s0_TEMPORAL,g3_tmoe_s0_1e16,3,110,15988.74,0.9172
s0_TEMPORAL,g3_tmoe_s0_1e16,3,111,15990.6,0.93
s0_TEMPORAL,g3_tmoe_s0_1e16,3,112,15986.22,0.8534
s0_TEMPORAL,g3_tmoe_s0_1e16,3,113,15992.85,0.8726
s0_TEMPORAL,g3_tmoe_s0_1e16,3,114,15991.33,0.9215
s0_TEMPORAL,g3_tmoe_s0_1e16,3,115,15991.05,0.9213
s0_TEMPORAL,g3_tmoe_s0_1e16,3,116,15985.2,0.8233
s0_TEMPORAL,g3_tmoe_s0_1e16,3,117,15984.25,0.8965
s0_TEMPORAL,g3_tmoe_s0_1e16,3,118,15975.25,0.8783
s0_TEMPORAL,g3_tmoe_s0_1e16,3,119,15983.87,0.8712
s0_TEMPORAL,g3_tmoe_s0_1e16,3,120,15990.9,0.8659
s0_TEMPORAL,g3_tmoe_s0_1e16,3,121,15981.17,0.8393
s0_TEMPORAL,g3_tmoe_s0_1e16,3,122,15989.47,0.8642
s0_TEMPORAL,g3_tmoe_s0_1e16,3,123,15992.11,0.8678
s0_TEMPORAL,g3_tmoe_s0_1e16,3,124,15992.49,0.8846
s0_TEMPORAL,g3_tmoe_s0_1e16,3,125,15993.98,0.8185
s0_TEMPORAL,g3_tmoe_s0_1e16,3,126,15988.43,0.8733
s0_TEMPORAL,g3_tmoe_s0_1e16,3,127,15988.98,0.8863
s0_TEMPORAL,g3_tmoe_s0_1e16,3,128,15980.37,0.8896
s0_TEMPORAL,g3_tmoe_s0_1e16,3,129,15989.24,0.8231
s0_TEMPORAL,g3_tmoe_s0_1e16,3,130,15990.72,0.9205
s0_TEMPORAL,g3_tmoe_s0_1e16,3,131,15995.16,0.8281
s0_TEMPORAL,g3_tmoe_s0_1e16,3,132,15986.1,0.8916
s0_TEMPORAL,g3_tmoe_s0_1e16,3,133,15994.99,0.8716
s0_TEMPORAL,g3_tmoe_s0_1e16,3,134,15994.2,0.8474
s0_TEMPORAL,g3_tmoe_s0_1e16,3,135,15993.74,0.9196
s0_TEMPORAL,g3_tmoe_s0_1e16,3,136,15985.06,0.779
s0_TEMPORAL,g3_tmoe_s0_1e16,3,137,15992.05,0.909
s0_TEMPORAL,g3_tmoe_s0_1e16,3,138,15989.35,0.9165
s0_TEMPORAL,g3_tmoe_s0_1e16,3,139,15986.18,0.87
s0_TEMPORAL,g3_tmoe_s0_1e16,3,140,15989.1,0.8416
s0_TEMPORAL,g3_tmoe_s0_1e16,3,141,15990.29,0.8505
s0_TEMPORAL,g3_tmoe_s0_1e16,3,142,15991.53,0.9202
s0_TEMPORAL,g3_tmoe_s0_1e16,3,143,15985.17,0.8634
s0_TEMPORAL,g3_tmoe_s0_1e16,3,144,15993.36,0.9089
s0_TEMPORAL,g3_tmoe_s0_1e16,3,145,15993.95,0.9136
s0_TEMPORAL,g3_tmoe_s0_1e16,3,146,15984.65,0.8887
s0_TEMPORAL,g3_tmoe_s0_1e16,3,147,15995.42,0.9145
s0_TEMPORAL,g3_tmoe_s0_1e16,3,148,15977.0,0.856
s0_TEMPORAL,g3_tmoe_s0_1e16,3,149,15987.7,0.9216
s0_TEMPORAL,g3_tmoe_s0_1e16,3,150,15980.69,0.7892
s0_TEMPORAL,g3_tmoe_s0_1e16,3,151,15995.66,0.9115
s0_TEMPORAL,g3_tmoe_s0_1e16,3,152,15995.1,0.9001
s0_TEMPORAL,g3_tmoe_s0_1e16,3,153,15985.15,0.8818
s0_TEMPORAL,g3_tmoe_s0_1e16,3,154,15987.5,0.9217
s0_TEMPORAL,g3_tmoe_s0_1e16,3,155,15988.37,0.7897
s0_TEMPORAL,g3_tmoe_s0_1e16,3,156,15988.16,0.8676
s0_TEMPORAL,g3_tmoe_s0_1e16,3,157,15992.83,0.8924
s0_TEMPORAL,g3_tmoe_s0_1e16,3,158,15980.69,0.8942
s0_TEMPORAL,g3_tmoe_s0_1e16,3,159,15996.16,0.8942
s0_TEMPORAL,g3_tmoe_s0_1e16,3,160,15995.05,0.8801
s0_TEMPORAL,g3_tmoe_s0_1e16,3,161,15989.79,0.9074
s0_TEMPORAL,g3_tmoe_s0_1e16,3,162,15987.61,0.8983
s0_TEMPORAL,g3_tmoe_s0_1e16,3,163,15993.31,0.9246
s0_TEMPORAL,g3_tmoe_s0_1e16,3,164,15990.44,0.8407
s0_TEMPORAL,g3_tmoe_s0_1e16,3,165,15994.75,0.8214
s0_TEMPORAL,g3_tmoe_s0_1e16,3,166,15985.78,0.9275
s0_TEMPORAL,g3_tmoe_s0_1e16,3,167,15981.08,0.8828
s0_TEMPORAL,g3_tmoe_s0_1e16,3,168,15986.89,0.8824
s0_TEMPORAL,g3_tmoe_s0_1e16,3,169,15989.13,0.8723
s0_TEMPORAL,g3_tmoe_s0_1e16,3,170,15993.95,0.9271
s0_TEMPORAL,g3_tmoe_s0_1e16,3,171,15989.16,0.9179
s0_TEMPORAL,g3_tmoe_s0_1e16,3,172,15987.36,0.8672
s0_TEMPORAL,g3_tmoe_s0_1e16,3,173,15986.22,0.9016
s0_TEMPORAL,g3_tmoe_s0_1e16,3,174,15989.1,0.8515
s0_TEMPORAL,g3_tmoe_s0_1e16,3,175,15982.21,0.8761
s0_TEMPORAL,g3_tmoe_s0_1e16,3,176,15995.52,0.9051
s0_TEMPORAL,g3_tmoe_s0_1e16,3,177,15984.91,0.8824
s0_TEMPORAL,g3_tmoe_s0_1e16,3,178,15990.6,0.8276
s0_TEMPORAL,g3_tmoe_s0_1e16,3,179,15987.24,0.8741
s0_TEMPORAL,g3_tmoe_s0_1e16,3,180,15976.04,0.8803
s0_TEMPORAL,g3_tmoe_s0_1e16,3,181,15985.78,0.9048
s0_TEMPORAL,g3_tmoe_s0_1e16,3,182,15988.81,0.8229
s0_TEMPORAL,g3_tmoe_s0_1e16,3,183,15990.78,0.8903
s0_TEMPORAL,g3_tmoe_s0_1e16,3,184,15985.02,0.8865
s0_TEMPORAL,g3_tmoe_s0_1e16,3,185,15993.68,0.9
s0_TEMPORAL,g3_tmoe_s0_1e16,3,186,15990.89,0.9009
s0_TEMPORAL,g3_tmoe_s0_1e16,3,187,15988.16,0.9182
s0_TEMPORAL,g3_tmoe_s0_1e16,3,188,15992.18,0.9284
s0_TEMPORAL,g3_tmoe_s0_1e16,3,189,15994.07,0.9279
s0_TEMPORAL,g3_tmoe_s0_1e16,3,190,15988.83,0.8743
s0_TEMPORAL,g3_tmoe_s0_1e16,3,191,15951.74,0.8455
s0_FULL,g3_moe_s0_1e16_sigmoid,1,0,15990.15,0.8318
s0_FULL,g3_moe_s0_1e16_sigmoid,1,1,15977.15,0.8617
s0_FULL,g3_moe_s0_1e16_sigmoid,1,2,15991.05,0.8722
s0_FULL,g3_moe_s0_1e16_sigmoid,1,3,15986.45,0.8975
s0_FULL,g3_moe_s0_1e16_sigmoid,1,4,15983.46,0.9024
s0_FULL,g3_moe_s0_1e16_sigmoid,1,5,15988.26,0.8815
s0_FULL,g3_moe_s0_1e16_sigmoid,1,6,15993.31,0.882
s0_FULL,g3_moe_s0_1e16_sigmoid,1,7,15989.48,0.8801
s0_FULL,g3_moe_s0_1e16_sigmoid,1,8,15993.53,0.8713
s0_FULL,g3_moe_s0_1e16_sigmoid,1,9,15990.72,0.8623
s0_FULL,g3_moe_s0_1e16_sigmoid,1,10,15992.23,0.9094
s0_FULL,g3_moe_s0_1e16_sigmoid,1,11,15985.35,0.9211
s0_FULL,g3_moe_s0_1e16_sigmoid,1,12,15988.13,0.8722
s0_FULL,g3_moe_s0_1e16_sigmoid,1,13,15994.64,0.881
s0_FULL,g3_moe_s0_1e16_sigmoid,1,14,15991.0,0.8949
s0_FULL,g3_moe_s0_1e16_sigmoid,1,15,15988.93,0.8517
s0_FULL,g3_moe_s0_1e16_sigmoid,1,16,15985.99,0.7492
s0_FULL,g3_moe_s0_1e16_sigmoid,1,17,15985.05,0.89
s0_FULL,g3_moe_s0_1e16_sigmoid,1,18,15976.36,0.8897
s0_FULL,g3_moe_s0_1e16_sigmoid,1,19,15986.54,0.862
s0_FULL,g3_moe_s0_1e16_sigmoid,1,20,15985.75,0.8372
s0_FULL,g3_moe_s0_1e16_sigmoid,1,21,15989.38,0.8661
s0_FULL,g3_moe_s0_1e16_sigmoid,1,22,15989.01,0.7938
s0_FULL,g3_moe_s0_1e16_sigmoid,1,23,15993.74,0.8654
s0_FULL,g3_moe_s0_1e16_sigmoid,1,24,15993.71,0.8273
s0_FULL,g3_moe_s0_1e16_sigmoid,1,25,15987.4,0.7983
s0_FULL,g3_moe_s0_1e16_sigmoid,1,26,15986.43,0.8922
s0_FULL,g3_moe_s0_1e16_sigmoid,1,27,15989.74,0.8779
s0_FULL,g3_moe_s0_1e16_sigmoid,1,28,15994.35,0.8797
s0_FULL,g3_moe_s0_1e16_sigmoid,1,29,15993.92,0.8691
s0_FULL,g3_moe_s0_1e16_sigmoid,1,30,15988.05,0.8939
s0_FULL,g3_moe_s0_1e16_sigmoid,1,31,15987.73,0.8968
s0_FULL,g3_moe_s0_1e16_sigmoid,1,32,15989.83,0.8669
s0_FULL,g3_moe_s0_1e16_sigmoid,1,33,15991.01,0.8678
s0_FULL,g3_moe_s0_1e16_sigmoid,1,34,15981.97,0.8673
s0_FULL,g3_moe_s0_1e16_sigmoid,1,35,15989.56,0.8781
s0_FULL,g3_moe_s0_1e16_sigmoid,1,36,15992.98,0.9112
s0_FULL,g3_moe_s0_1e16_sigmoid,1,37,15994.53,0.8416
s0_FULL,g3_moe_s0_1e16_sigmoid,1,38,15978.07,0.7769
s0_FULL,g3_moe_s0_1e16_sigmoid,1,39,15988.74,0.8697
s0_FULL,g3_moe_s0_1e16_sigmoid,1,40,15984.77,0.8345
s0_FULL,g3_moe_s0_1e16_sigmoid,1,41,15986.66,0.8456
s0_FULL,g3_moe_s0_1e16_sigmoid,1,42,15990.86,0.8705
s0_FULL,g3_moe_s0_1e16_sigmoid,1,43,15988.28,0.8596
s0_FULL,g3_moe_s0_1e16_sigmoid,1,44,15989.41,0.9056
s0_FULL,g3_moe_s0_1e16_sigmoid,1,45,15989.56,0.8704
s0_FULL,g3_moe_s0_1e16_sigmoid,1,46,15995.42,0.8858
s0_FULL,g3_moe_s0_1e16_sigmoid,1,47,15984.12,0.9155
s0_FULL,g3_moe_s0_1e16_sigmoid,1,48,15986.68,0.8961
s0_FULL,g3_moe_s0_1e16_sigmoid,1,49,15989.65,0.8773
s0_FULL,g3_moe_s0_1e16_sigmoid,1,50,15985.25,0.8488
s0_FULL,g3_moe_s0_1e16_sigmoid,1,51,15986.48,0.8895
s0_FULL,g3_moe_s0_1e16_sigmoid,1,52,15986.63,0.8226
s0_FULL,g3_moe_s0_1e16_sigmoid,1,53,15987.69,0.87
s0_FULL,g3_moe_s0_1e16_sigmoid,1,54,15981.73,0.7896
s0_FULL,g3_moe_s0_1e16_sigmoid,1,55,15988.62,0.872
s0_FULL,g3_moe_s0_1e16_sigmoid,1,56,15987.99,0.8801
s0_FULL,g3_moe_s0_1e16_sigmoid,1,57,15990.46,0.9021
s0_FULL,g3_moe_s0_1e16_sigmoid,1,58,15987.06,0.8813
s0_FULL,g3_moe_s0_1e16_sigmoid,1,59,15991.33,0.8929
s0_FULL,g3_moe_s0_1e16_sigmoid,1,60,15991.66,0.8155
s0_FULL,g3_moe_s0_1e16_sigmoid,1,61,15981.02,0.8573
s0_FULL,g3_moe_s0_1e16_sigmoid,1,62,15988.68,0.8743
s0_FULL,g3_moe_s0_1e16_sigmoid,1,63,15978.0,0.8789
s0_FULL,g3_moe_s0_1e16_sigmoid,1,64,15987.78,0.8798
s0_FULL,g3_moe_s0_1e16_sigmoid,1,65,15986.83,0.8989
s0_FULL,g3_moe_s0_1e16_sigmoid,1,66,15990.32,0.8596
s0_FULL,g3_moe_s0_1e16_sigmoid,1,67,15988.68,0.8942
s0_FULL,g3_moe_s0_1e16_sigmoid,1,68,15986.51,0.8413
s0_FULL,g3_moe_s0_1e16_sigmoid,1,69,15988.98,0.8809
s0_FULL,g3_moe_s0_1e16_sigmoid,1,70,15986.36,0.8238
s0_FULL,g3_moe_s0_1e16_sigmoid,1,71,15976.3,0.8313
s0_FULL,g3_moe_s0_1e16_sigmoid,1,72,15988.95,0.8647
s0_FULL,g3_moe_s0_1e16_sigmoid,1,73,15986.05,0.8389
s0_FULL,g3_moe_s0_1e16_sigmoid,1,74,15994.15,0.8473
s0_FULL,g3_moe_s0_1e16_sigmoid,1,75,15987.76,0.8541
s0_FULL,g3_moe_s0_1e16_sigmoid,1,76,15982.15,0.8554
s0_FULL,g3_moe_s0_1e16_sigmoid,1,77,15991.22,0.851
s0_FULL,g3_moe_s0_1e16_sigmoid,1,78,15980.26,0.9032
s0_FULL,g3_moe_s0_1e16_sigmoid,1,79,15973.1,0.8334
s0_FULL,g3_moe_s0_1e16_sigmoid,1,80,15988.89,0.8265
s0_FULL,g3_moe_s0_1e16_sigmoid,1,81,15986.6,0.9028
s0_FULL,g3_moe_s0_1e16_sigmoid,1,82,15981.73,0.8532
s0_FULL,g3_moe_s0_1e16_sigmoid,1,83,15984.99,0.8588
s0_FULL,g3_moe_s0_1e16_sigmoid,1,84,15982.01,0.8828
s0_FULL,g3_moe_s0_1e16_sigmoid,1,85,15992.73,0.8601
s0_FULL,g3_moe_s0_1e16_sigmoid,1,86,15991.12,0.8724
s0_FULL,g3_moe_s0_1e16_sigmoid,1,87,15982.32,0.8695
s0_FULL,g3_moe_s0_1e16_sigmoid,1,88,15985.25,0.8833
s0_FULL,g3_moe_s0_1e16_sigmoid,1,89,15983.46,0.8607
s0_FULL,g3_moe_s0_1e16_sigmoid,1,90,15977.15,0.8463
s0_FULL,g3_moe_s0_1e16_sigmoid,1,91,15987.0,0.8587
s0_FULL,g3_moe_s0_1e16_sigmoid,1,92,15990.2,0.8749
s0_FULL,g3_moe_s0_1e16_sigmoid,1,93,15985.96,0.7831
s0_FULL,g3_moe_s0_1e16_sigmoid,1,94,15986.57,0.8819
s0_FULL,g3_moe_s0_1e16_sigmoid,1,95,15992.28,0.8938
s0_FULL,g3_moe_s0_1e16_sigmoid,1,96,15993.01,0.9013
s0_FULL,g3_moe_s0_1e16_sigmoid,1,97,15992.95,0.8391
s0_FULL,g3_moe_s0_1e16_sigmoid,1,98,15988.08,0.8838
s0_FULL,g3_moe_s0_1e16_sigmoid,1,99,15991.48,0.8881
s0_FULL,g3_moe_s0_1e16_sigmoid,1,100,15988.68,0.8709
s0_FULL,g3_moe_s0_1e16_sigmoid,1,101,15986.88,0.8635
s0_FULL,g3_moe_s0_1e16_sigmoid,1,102,15991.86,0.8898
s0_FULL,g3_moe_s0_1e16_sigmoid,1,103,15987.01,0.8681
s0_FULL,g3_moe_s0_1e16_sigmoid,1,104,15986.02,0.8614
s0_FULL,g3_moe_s0_1e16_sigmoid,1,105,15990.5,0.8749
s0_FULL,g3_moe_s0_1e16_sigmoid,1,106,15990.48,0.9125
s0_FULL,g3_moe_s0_1e16_sigmoid,1,107,15976.73,0.9119
s0_FULL,g3_moe_s0_1e16_sigmoid,1,108,15981.48,0.87
s0_FULL,g3_moe_s0_1e16_sigmoid,1,109,15990.2,0.9104
s0_FULL,g3_moe_s0_1e16_sigmoid,1,110,15988.51,0.8759
s0_FULL,g3_moe_s0_1e16_sigmoid,1,111,15988.26,0.8725
s0_FULL,g3_moe_s0_1e16_sigmoid,1,112,15988.49,0.9169
s0_FULL,g3_moe_s0_1e16_sigmoid,1,113,15987.73,0.9031
s0_FULL,g3_moe_s0_1e16_sigmoid,1,114,15990.29,0.8522
s0_FULL,g3_moe_s0_1e16_sigmoid,1,115,15988.74,0.866
s0_FULL,g3_moe_s0_1e16_sigmoid,1,116,15982.09,0.843
s0_FULL,g3_moe_s0_1e16_sigmoid,1,117,15992.81,0.9136
s0_FULL,g3_moe_s0_1e16_sigmoid,1,118,15991.45,0.8728
s0_FULL,g3_moe_s0_1e16_sigmoid,1,119,15983.89,0.8402
