label,run,layer,expert,usage_count,token_AUC,context_AUC,context_minus_token
s0_TEMPORAL,g3_tmoe_s0_1e16,3,75,213,0.5924,0.8009,0.2085
s0_TEMPORAL,g3_tmoe_s0_1e16,3,76,1564,0.662,0.9515,0.2895
s0_TEMPORAL,g3_tmoe_s0_1e16,3,77,3353,0.6405,0.7867,0.1462
s0_TEMPORAL,g3_tmoe_s0_1e16,3,79,7519,0.5451,0.5989,0.0539
s0_TEMPORAL,g3_tmoe_s0_1e16,3,80,4029,0.5448,0.6356,0.0908
s0_TEMPORAL,g3_tmoe_s0_1e16,3,81,1486,0.6686,0.8719,0.2033
s0_TEMPORAL,g3_tmoe_s0_1e16,3,82,4676,0.6418,0.803,0.1612
s0_TEMPORAL,g3_tmoe_s0_1e16,3,83,2362,0.7222,0.7945,0.0722
s0_TEMPORAL,g3_tmoe_s0_1e16,3,84,2218,0.5604,0.762,0.2016
s0_TEMPORAL,g3_tmoe_s0_1e16,3,85,16670,0.5322,0.5647,0.0325
s0_TEMPORAL,g3_tmoe_s0_1e16,3,86,9710,0.6875,0.8157,0.1282
s0_TEMPORAL,g3_tmoe_s0_1e16,3,87,1799,0.6401,0.786,0.146
s0_TEMPORAL,g3_tmoe_s0_1e16,3,88,129,0.5278,0.2001,-0.3276
s0_TEMPORAL,g3_tmoe_s0_1e16,3,90,9378,0.5993,0.7382,0.1389
s0_TEMPORAL,g3_tmoe_s0_1e16,3,91,246,0.6762,0.9305,0.2544
s0_TEMPORAL,g3_tmoe_s0_1e16,3,92,3383,0.6418,0.7298,0.088
s0_TEMPORAL,g3_tmoe_s0_1e16,3,94,1117,0.6417,0.7847,0.143
s0_TEMPORAL,g3_tmoe_s0_1e16,3,95,4206,0.7135,0.8913,0.1778
s0_TEMPORAL,g3_tmoe_s0_1e16,3,96,816,0.6824,0.9169,0.2345
s0_TEMPORAL,g3_tmoe_s0_1e16,3,97,465,0.5907,0.8701,0.2793
s0_TEMPORAL,g3_tmoe_s0_1e16,3,98,3742,0.6451,0.7409,0.0958
s0_TEMPORAL,g3_tmoe_s0_1e16,3,99,2669,0.6168,0.7448,0.128
s0_TEMPORAL,g3_tmoe_s0_1e16,3,101,6847,0.6378,0.7303,0.0925
s0_TEMPORAL,g3_tmoe_s0_1e16,3,102,378,0.6325,0.7288,0.0964
s0_TEMPORAL,g3_tmoe_s0_1e16,3,103,1215,0.5924,0.7493,0.1568
s0_TEMPORAL,g3_tmoe_s0_1e16,3,104,2952,0.6882,0.7743,0.0861
s0_TEMPORAL,g3_tmoe_s0_1e16,3,105,456,0.5514,0.736,0.1846
s0_TEMPORAL,g3_tmoe_s0_1e16,3,106,8102,0.6663,0.7462,0.0798
s0_TEMPORAL,g3_tmoe_s0_1e16,3,107,1409,0.6113,0.8916,0.2803
s0_TEMPORAL,g3_tmoe_s0_1e16,3,108,12474,0.609,0.7469,0.1379
s0_TEMPORAL,g3_tmoe_s0_1e16,3,109,379,0.6406,0.8942,0.2536
s0_TEMPORAL,g3_tmoe_s0_1e16,3,110,1184,0.6307,0.8945,0.2638
s0_TEMPORAL,g3_tmoe_s0_1e16,3,111,1125,0.702,0.74,0.0381
s0_TEMPORAL,g3_tmoe_s0_1e16,3,113,345,0.5612,0.6873,0.126
s0_TEMPORAL,g3_tmoe_s0_1e16,3,115,6410,0.5905,0.8124,0.2219
s0_TEMPORAL,g3_tmoe_s0_1e16,3,116,2180,0.6859,0.8675,0.1816
s0_TEMPORAL,g3_tmoe_s0_1e16,3,117,2519,0.7537,0.9597,0.2061
s0_TEMPORAL,g3_tmoe_s0_1e16,3,118,124,0.5731,0.884,0.3108
s0_TEMPORAL,g3_tmoe_s0_1e16,3,120,3084,0.6311,0.7543,0.1233
s0_TEMPORAL,g3_tmoe_s0_1e16,3,121,257,0.6685,0.7208,0.0523
s0_TEMPORAL,g3_tmoe_s0_1e16,3,122,3043,0.707,0.8806,0.1735
s0_TEMPORAL,g3_tmoe_s0_1e16,3,123,9299,0.5695,0.7053,0.1358
s0_TEMPORAL,g3_tmoe_s0_1e16,3,124,450,0.6012,0.7798,0.1786
s0_TEMPORAL,g3_tmoe_s0_1e16,3,125,576,0.6721,0.8411,0.169
s0_TEMPORAL,g3_tmoe_s0_1e16,3,127,205,0.5834,0.685,0.1015
s0_TEMPORAL,g3_tmoe_s0_1e16,3,128,5422,0.5269,0.6342,0.1074
s0_TEMPORAL,g3_tmoe_s0_1e16,3,129,276,0.5628,0.6263,0.0635
s0_TEMPORAL,g3_tmoe_s0_1e16,3,130,1383,0.5811,0.7297,0.1486
s0_TEMPORAL,g3_tmoe_s0_1e16,3,131,2476,0.6424,0.8712,0.2288
s0_TEMPORAL,g3_tmoe_s0_1e16,3,132,1627,0.5982,0.8324,0.2342
s0_TEMPORAL,g3_tmoe_s0_1e16,3,133,1688,0.7088,0.9549,0.246
