label,run,layer,expert,usage_count,token_AUC,context_AUC,context_minus_token
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,4,30,755,0.5758,0.5856,0.0098
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,4,31,1027,0.5964,0.5937,-0.0027
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,4,32,655,0.5478,0.6181,0.0703
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,4,33,487,0.5463,0.7616,0.2153
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,4,34,743,0.5279,0.6013,0.0733
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,4,35,1180,0.5423,0.6161,0.0739
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,4,36,607,0.5567,0.6262,0.0695
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,4,37,958,0.5153,0.5199,0.0046
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,4,38,686,0.5402,0.6705,0.1304
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,4,39,870,0.5606,0.5167,-0.0439
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,4,40,732,0.5554,0.6864,0.1309
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,4,41,874,0.5506,0.7122,0.1616
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,4,42,981,0.5804,0.6122,0.0318
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,4,43,642,0.6424,0.6639,0.0216
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,4,44,645,0.6093,0.5927,-0.0165
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,4,45,397,0.6455,0.5601,-0.0854
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,4,46,1025,0.6023,0.5441,-0.0582
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,4,47,385,0.5081,0.785,0.2769
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,4,48,681,0.5062,0.5446,0.0384
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,4,49,910,0.5392,0.5658,0.0266
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,4,50,565,0.4643,0.6649,0.2006
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,4,51,475,0.6956,0.6449,-0.0507
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,4,52,908,0.5342,0.6074,0.0733
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,4,53,1131,0.5807,0.6449,0.0643
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,4,54,676,0.4985,0.4991,0.0006
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,4,55,654,0.4952,0.5935,0.0983
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,4,56,664,0.6246,0.5958,-0.0287
