panel,token,expert,num_experts_E,topk_k,moe_layer
full MoE  (top-k),115,25,64,6,7
full MoE  (top-k),115,30,64,6,7
full MoE  (top-k),115,54,64,6,7
full MoE  (top-k),115,59,64,6,7
full MoE  (top-k),116,0,64,6,7
full MoE  (top-k),116,7,64,6,7
full MoE  (top-k),116,19,64,6,7
full MoE  (top-k),116,25,64,6,7
full MoE  (top-k),116,30,64,6,7
full MoE  (top-k),116,44,64,6,7
full MoE  (top-k),117,0,64,6,7
full MoE  (top-k),117,22,64,6,7
full MoE  (top-k),117,31,64,6,7
full MoE  (top-k),117,32,64,6,7
full MoE  (top-k),117,33,64,6,7
full MoE  (top-k),117,55,64,6,7
full MoE  (top-k),118,28,64,6,7
full MoE  (top-k),118,32,64,6,7
full MoE  (top-k),118,39,64,6,7
full MoE  (top-k),118,47,64,6,7
full MoE  (top-k),118,48,64,6,7
full MoE  (top-k),118,60,64,6,7
full MoE  (top-k),119,21,64,6,7
full MoE  (top-k),119,32,64,6,7
full MoE  (top-k),119,39,64,6,7
full MoE  (top-k),119,53,64,6,7
full MoE  (top-k),119,54,64,6,7
full MoE  (top-k),119,55,64,6,7
full MoE  (top-k),120,11,64,6,7
full MoE  (top-k),120,28,64,6,7
full MoE  (top-k),120,32,64,6,7
full MoE  (top-k),120,39,64,6,7
full MoE  (top-k),120,60,64,6,7
full MoE  (top-k),120,62,64,6,7
full MoE  (top-k),121,14,64,6,7
full MoE  (top-k),121,20,64,6,7
full MoE  (top-k),121,21,64,6,7
full MoE  (top-k),121,32,64,6,7
full MoE  (top-k),121,50,64,6,7
full MoE  (top-k),121,55,64,6,7
full MoE  (top-k),122,11,64,6,7
full MoE  (top-k),122,31,64,6,7
full MoE  (top-k),122,32,64,6,7
full MoE  (top-k),122,39,64,6,7
full MoE  (top-k),122,52,64,6,7
full MoE  (top-k),122,60,64,6,7
full MoE  (top-k),123,22,64,6,7
full MoE  (top-k),123,32,64,6,7
full MoE  (top-k),123,33,64,6,7
full MoE  (top-k),123,51,64,6,7
full MoE  (top-k),123,52,64,6,7
full MoE  (top-k),123,55,64,6,7
full MoE  (top-k),124,18,64,6,7
full MoE  (top-k),124,32,64,6,7
full MoE  (top-k),124,39,64,6,7
full MoE  (top-k),124,48,64,6,7
full MoE  (top-k),124,60,64,6,7
full MoE  (top-k),124,62,64,6,7
full MoE  (top-k),125,4,64,6,7
full MoE  (top-k),125,6,64,6,7
full MoE  (top-k),125,39,64,6,7
full MoE  (top-k),125,45,64,6,7
full MoE  (top-k),125,49,64,6,7
full MoE  (top-k),125,62,64,6,7
full MoE  (top-k),126,0,64,6,7
full MoE  (top-k),126,22,64,6,7
full MoE  (top-k),126,23,64,6,7
full MoE  (top-k),126,32,64,6,7
full MoE  (top-k),126,54,64,6,7
full MoE  (top-k),126,55,64,6,7
full MoE  (top-k),127,11,64,6,7
full MoE  (top-k),127,18,64,6,7
full MoE  (top-k),127,32,64,6,7
full MoE  (top-k),127,39,64,6,7
full MoE  (top-k),127,48,64,6,7
full MoE  (top-k),127,60,64,6,7
full MoE  (top-k),128,16,64,6,7
full MoE  (top-k),128,19,64,6,7
full MoE  (top-k),128,36,64,6,7
full MoE  (top-k),128,53,64,6,7
full MoE  (top-k),128,54,64,6,7
full MoE  (top-k),128,55,64,6,7
full MoE  (top-k),129,0,64,6,7
full MoE  (top-k),129,22,64,6,7
full MoE  (top-k),129,23,64,6,7
full MoE  (top-k),129,32,64,6,7
full MoE  (top-k),129,53,64,6,7
full MoE  (top-k),129,55,64,6,7
full MoE  (top-k),130,2,64,6,7
full MoE  (top-k),130,11,64,6,7
full MoE  (top-k),130,23,64,6,7
full MoE  (top-k),130,32,64,6,7
full MoE  (top-k),130,39,64,6,7
full MoE  (top-k),130,60,64,6,7
full MoE  (top-k),131,1,64,6,7
full MoE  (top-k),131,9,64,6,7
full MoE  (top-k),131,17,64,6,7
full MoE  (top-k),131,32,64,6,7
full MoE  (top-k),131,34,64,6,7
full MoE  (top-k),131,55,64,6,7
full MoE  (top-k),132,2,64,6,7
full MoE  (top-k),132,11,64,6,7
full MoE  (top-k),132,18,64,6,7
full MoE  (top-k),132,32,64,6,7
full MoE  (top-k),132,39,64,6,7
full MoE  (top-k),132,60,64,6,7
full MoE  (top-k),133,14,64,6,7
full MoE  (top-k),133,22,64,6,7
full MoE  (top-k),133,31,64,6,7
full MoE  (top-k),133,32,64,6,7
full MoE  (top-k),133,40,64,6,7
full MoE  (top-k),133,46,64,6,7
full MoE  (top-k),134,2,64,6,7
full MoE  (top-k),134,18,64,6,7
full MoE  (top-k),134,28,64,6,7
full MoE  (top-k),134,32,64,6,7
full MoE  (top-k),134,39,64,6,7
full MoE  (top-k),134,60,64,6,7
full MoE  (top-k),135,2,64,6,7
full MoE  (top-k),135,8,64,6,7
full MoE  (top-k),135,18,64,6,7
full MoE  (top-k),135,28,64,6,7
full MoE  (top-k),135,42,64,6,7
full MoE  (top-k),135,60,64,6,7
full MoE  (top-k),136,0,64,6,7
full MoE  (top-k),136,3,64,6,7
full MoE  (top-k),136,8,64,6,7
full MoE  (top-k),136,18,64,6,7
full MoE  (top-k),136,28,64,6,7
full MoE  (top-k),136,56,64,6,7
full MoE  (top-k),137,15,64,6,7
full MoE  (top-k),137,22,64,6,7
full MoE  (top-k),137,23,64,6,7
full MoE  (top-k),137,31,64,6,7
full MoE  (top-k),137,32,64,6,7
full MoE  (top-k),137,53,64,6,7
full MoE  (top-k),138,4,64,6,7
full MoE  (top-k),138,6,64,6,7
full MoE  (top-k),138,10,64,6,7
full MoE  (top-k),138,32,64,6,7
full MoE  (top-k),138,52,64,6,7
full MoE  (top-k),138,60,64,6,7
full MoE  (top-k),139,4,64,6,7
full MoE  (top-k),139,6,64,6,7
full MoE  (top-k),139,10,64,6,7
full MoE  (top-k),139,45,64,6,7
full MoE  (top-k),139,49,64,6,7
full MoE  (top-k),139,62,64,6,7
full MoE  (top-k),140,0,64,6,7
full MoE  (top-k),140,7,64,6,7
full MoE  (top-k),140,19,64,6,7
full MoE  (top-k),140,25,64,6,7
full MoE  (top-k),140,30,64,6,7
full MoE  (top-k),140,59,64,6,7
full MoE  (top-k),141,0,64,6,7
full MoE  (top-k),141,8,64,6,7
full MoE  (top-k),141,11,64,6,7
full MoE  (top-k),141,31,64,6,7
full MoE  (top-k),141,55,64,6,7
full MoE  (top-k),141,57,64,6,7
full MoE  (top-k),142,11,64,6,7
full MoE  (top-k),142,15,64,6,7
full MoE  (top-k),142,18,64,6,7
full MoE  (top-k),142,31,64,6,7
full MoE  (top-k),142,33,64,6,7
full MoE  (top-k),142,51,64,6,7
full MoE  (top-k),143,9,64,6,7
full MoE  (top-k),143,11,64,6,7
full MoE  (top-k),143,15,64,6,7
full MoE  (top-k),143,33,64,6,7
full MoE  (top-k),143,51,64,6,7
full MoE  (top-k),143,58,64,6,7
full MoE  (top-k),144,9,64,6,7
full MoE  (top-k),144,11,64,6,7
full MoE  (top-k),144,39,64,6,7
full MoE  (top-k),144,48,64,6,7
full MoE  (top-k),144,60,64,6,7
full MoE  (top-k),144,62,64,6,7
full MoE  (top-k),145,0,64,6,7
full MoE  (top-k),145,19,64,6,7
full MoE  (top-k),145,25,64,6,7
full MoE  (top-k),145,30,64,6,7
full MoE  (top-k),145,54,64,6,7
full MoE  (top-k),145,55,64,6,7
full MoE  (top-k),146,0,64,6,7
full MoE  (top-k),146,12,64,6,7
full MoE  (top-k),146,22,64,6,7
full MoE  (top-k),146,23,64,6,7
full MoE  (top-k),146,33,64,6,7
full MoE  (top-k),146,55,64,6,7
full MoE  (top-k),147,2,64,6,7
full MoE  (top-k),147,3,64,6,7
full MoE  (top-k),147,13,64,6,7
full MoE  (top-k),147,23,64,6,7
full MoE  (top-k),147,28,64,6,7
full MoE  (top-k),147,34,64,6,7
full MoE  (top-k),148,14,64,6,7
full MoE  (top-k),148,17,64,6,7
full MoE  (top-k),148,22,64,6,7
full MoE  (top-k),148,32,64,6,7
full MoE  (top-k),148,40,64,6,7
full MoE  (top-k),148,55,64,6,7
full MoE  (top-k),149,9,64,6,7
full MoE  (top-k),149,23,64,6,7
full MoE  (top-k),149,31,64,6,7
full MoE  (top-k),149,32,64,6,7
full MoE  (top-k),149,41,64,6,7
full MoE  (top-k),149,61,64,6,7
full MoE  (top-k),150,1,64,6,7
full MoE  (top-k),150,9,64,6,7
full MoE  (top-k),150,39,64,6,7
full MoE  (top-k),150,48,64,6,7
full MoE  (top-k),150,60,64,6,7
full MoE  (top-k),150,62,64,6,7
full MoE  (top-k),151,4,64,6,7
full MoE  (top-k),151,6,64,6,7
full MoE  (top-k),151,39,64,6,7
full MoE  (top-k),151,45,64,6,7
full MoE  (top-k),151,60,64,6,7
full MoE  (top-k),151,62,64,6,7
full MoE  (top-k),152,0,64,6,7
full MoE  (top-k),152,7,64,6,7
full MoE  (top-k),152,19,64,6,7
full MoE  (top-k),152,25,64,6,7
full MoE  (top-k),152,30,64,6,7
full MoE  (top-k),152,59,64,6,7
full MoE  (top-k),153,1,64,6,7
full MoE  (top-k),153,16,64,6,7
full MoE  (top-k),153,21,64,6,7
full MoE  (top-k),153,26,64,6,7
full MoE  (top-k),153,31,64,6,7
full MoE  (top-k),153,32,64,6,7
full MoE  (top-k),154,9,64,6,7
full MoE  (top-k),154,18,64,6,7
full MoE  (top-k),154,28,64,6,7
full MoE  (top-k),154,39,64,6,7
full MoE  (top-k),154,48,64,6,7
full MoE  (top-k),154,60,64,6,7
full MoE  (top-k),155,11,64,6,7
full MoE  (top-k),155,22,64,6,7
full MoE  (top-k),155,31,64,6,7
full MoE  (top-k),155,32,64,6,7
full MoE  (top-k),155,41,64,6,7
full MoE  (top-k),155,55,64,6,7
full MoE  (top-k),156,2,64,6,7
full MoE  (top-k),156,23,64,6,7
full MoE  (top-k),156,28,64,6,7
full MoE  (top-k),156,39,64,6,7
full MoE  (top-k),156,42,64,6,7
full MoE  (top-k),156,60,64,6,7
full MoE  (top-k),157,2,64,6,7
full MoE  (top-k),157,11,64,6,7
full MoE  (top-k),157,23,64,6,7
full MoE  (top-k),157,28,64,6,7
full MoE  (top-k),157,42,64,6,7
full MoE  (top-k),157,60,64,6,7
full MoE  (top-k),158,0,64,6,7
full MoE  (top-k),158,19,64,6,7
full MoE  (top-k),158,22,64,6,7
full MoE  (top-k),158,25,64,6,7
full MoE  (top-k),158,54,64,6,7
full MoE  (top-k),158,63,64,6,7
full MoE  (top-k),159,16,64,6,7
full MoE  (top-k),159,22,64,6,7
full MoE  (top-k),159,26,64,6,7
full MoE  (top-k),159,31,64,6,7
full MoE  (top-k),159,41,64,6,7
full MoE  (top-k),159,63,64,6,7
full MoE  (top-k),160,0,64,6,7
full MoE  (top-k),160,19,64,6,7
full MoE  (top-k),160,22,64,6,7
full MoE  (top-k),160,23,64,6,7
full MoE  (top-k),160,25,64,6,7
full MoE  (top-k),160,38,64,6,7
full MoE  (top-k),161,22,64,6,7
full MoE  (top-k),161,26,64,6,7
full MoE  (top-k),161,29,64,6,7
full MoE  (top-k),161,31,64,6,7
full MoE  (top-k),161,32,64,6,7
full MoE  (top-k),161,63,64,6,7
full MoE  (top-k),162,28,64,6,7
full MoE  (top-k),162,32,64,6,7
full MoE  (top-k),162,39,64,6,7
full MoE  (top-k),162,48,64,6,7
full MoE  (top-k),162,60,64,6,7
full MoE  (top-k),162,62,64,6,7
full MoE  (top-k),163,4,64,6,7
full MoE  (top-k),163,6,64,6,7
full MoE  (top-k),163,39,64,6,7
full MoE  (top-k),163,45,64,6,7
full MoE  (top-k),163,49,64,6,7
full MoE  (top-k),163,62,64,6,7
full MoE  (top-k),164,0,64,6,7
full MoE  (top-k),164,19,64,6,7
full MoE  (top-k),164,31,64,6,7
full MoE  (top-k),164,54,64,6,7
full MoE  (top-k),164,55,64,6,7
full MoE  (top-k),164,63,64,6,7
full MoE  (top-k),165,0,64,6,7
full MoE  (top-k),165,7,64,6,7
full MoE  (top-k),165,22,64,6,7
full MoE  (top-k),165,25,64,6,7
full MoE  (top-k),165,30,64,6,7
full MoE  (top-k),165,55,64,6,7
full MoE  (top-k),166,21,64,6,7
full MoE  (top-k),166,22,64,6,7
full MoE  (top-k),166,23,64,6,7
full MoE  (top-k),166,26,64,6,7
full MoE  (top-k),166,32,64,6,7
full MoE  (top-k),166,33,64,6,7
full MoE  (top-k),167,28,64,6,7
full MoE  (top-k),167,39,64,6,7
full MoE  (top-k),167,47,64,6,7
full MoE  (top-k),167,48,64,6,7
full MoE  (top-k),167,60,64,6,7
full MoE  (top-k),167,62,64,6,7
full MoE  (top-k),168,0,64,6,7
full MoE  (top-k),168,14,64,6,7
full MoE  (top-k),168,19,64,6,7
full MoE  (top-k),168,20,64,6,7
full MoE  (top-k),168,22,64,6,7
full MoE  (top-k),168,55,64,6,7
full MoE  (top-k),169,22,64,6,7
full MoE  (top-k),169,23,64,6,7
full MoE  (top-k),169,26,64,6,7
full MoE  (top-k),169,32,64,6,7
full MoE  (top-k),169,41,64,6,7
full MoE  (top-k),169,53,64,6,7
full MoE  (top-k),170,23,64,6,7
full MoE  (top-k),170,32,64,6,7
full MoE  (top-k),170,39,64,6,7
full MoE  (top-k),170,42,64,6,7
full MoE  (top-k),170,60,64,6,7
full MoE  (top-k),170,62,64,6,7
full MoE  (top-k),171,0,64,6,7
full MoE  (top-k),171,22,64,6,7
full MoE  (top-k),171,32,64,6,7
full MoE  (top-k),171,35,64,6,7
full MoE  (top-k),171,40,64,6,7
full MoE  (top-k),171,55,64,6,7
full MoE  (top-k),172,22,64,6,7
full MoE  (top-k),172,23,64,6,7
full MoE  (top-k),172,31,64,6,7
full MoE  (top-k),172,32,64,6,7
full MoE  (top-k),172,41,64,6,7
full MoE  (top-k),172,53,64,6,7
full MoE  (top-k),173,16,64,6,7
full MoE  (top-k),173,22,64,6,7
full MoE  (top-k),173,27,64,6,7
full MoE  (top-k),173,31,64,6,7
full MoE  (top-k),173,32,64,6,7
full MoE  (top-k),173,41,64,6,7
full MoE  (top-k),174,2,64,6,7
full MoE  (top-k),174,9,64,6,7
full MoE  (top-k),174,32,64,6,7
full MoE  (top-k),174,39,64,6,7
full MoE  (top-k),174,42,64,6,7
full MoE  (top-k),174,60,64,6,7
full MoE  (top-k),175,10,64,6,7
full MoE  (top-k),175,28,64,6,7
full MoE  (top-k),175,37,64,6,7
full MoE  (top-k),175,47,64,6,7
full MoE  (top-k),175,54,64,6,7
full MoE  (top-k),175,59,64,6,7
full MoE  (top-k),176,0,64,6,7
full MoE  (top-k),176,14,64,6,7
full MoE  (top-k),176,17,64,6,7
full MoE  (top-k),176,19,64,6,7
full MoE  (top-k),176,22,64,6,7
full MoE  (top-k),176,41,64,6,7
full MoE  (top-k),177,9,64,6,7
full MoE  (top-k),177,22,64,6,7
full MoE  (top-k),177,31,64,6,7
full MoE  (top-k),177,32,64,6,7
full MoE  (top-k),177,41,64,6,7
full MoE  (top-k),177,46,64,6,7
full MoE  (top-k),178,2,64,6,7
full MoE  (top-k),178,23,64,6,7
full MoE  (top-k),178,32,64,6,7
full MoE  (top-k),178,39,64,6,7
full MoE  (top-k),178,42,64,6,7
full MoE  (top-k),178,60,64,6,7
full MoE  (top-k),179,6,64,6,7
full MoE  (top-k),179,39,64,6,7
full MoE  (top-k),179,45,64,6,7
full MoE  (top-k),179,49,64,6,7
full MoE  (top-k),179,60,64,6,7
full MoE  (top-k),179,62,64,6,7
full MoE  (top-k),180,0,64,6,7
full MoE  (top-k),180,7,64,6,7
full MoE  (top-k),180,19,64,6,7
full MoE  (top-k),180,30,64,6,7
full MoE  (top-k),180,35,64,6,7
full MoE  (top-k),180,54,64,6,7
full MoE  (top-k),181,0,64,6,7
full MoE  (top-k),181,14,64,6,7
full MoE  (top-k),181,22,64,6,7
full MoE  (top-k),181,23,64,6,7
full MoE  (top-k),181,32,64,6,7
full MoE  (top-k),181,41,64,6,7
full MoE  (top-k),182,2,64,6,7
full MoE  (top-k),182,23,64,6,7
full MoE  (top-k),182,32,64,6,7
full MoE  (top-k),182,39,64,6,7
full MoE  (top-k),182,42,64,6,7
full MoE  (top-k),182,60,64,6,7
full MoE  (top-k),183,0,64,6,7
full MoE  (top-k),183,19,64,6,7
full MoE  (top-k),183,25,64,6,7
full MoE  (top-k),183,40,64,6,7
full MoE  (top-k),183,54,64,6,7
full MoE  (top-k),183,55,64,6,7
full MoE  (top-k),184,16,64,6,7
full MoE  (top-k),184,22,64,6,7
full MoE  (top-k),184,23,64,6,7
full MoE  (top-k),184,31,64,6,7
full MoE  (top-k),184,32,64,6,7
full MoE  (top-k),184,41,64,6,7
full MoE  (top-k),185,2,64,6,7
full MoE  (top-k),185,23,64,6,7
full MoE  (top-k),185,32,64,6,7
full MoE  (top-k),185,39,64,6,7
full MoE  (top-k),185,42,64,6,7
full MoE  (top-k),185,60,64,6,7
full MoE  (top-k),186,2,64,6,7
full MoE  (top-k),186,23,64,6,7
full MoE  (top-k),186,28,64,6,7
full MoE  (top-k),186,32,64,6,7
full MoE  (top-k),186,42,64,6,7
full MoE  (top-k),186,60,64,6,7
full MoE  (top-k),187,19,64,6,7
full MoE  (top-k),187,25,64,6,7
full MoE  (top-k),187,36,64,6,7
full MoE  (top-k),187,40,64,6,7
full MoE  (top-k),187,53,64,6,7
full MoE  (top-k),187,55,64,6,7
full MoE  (top-k),188,9,64,6,7
full MoE  (top-k),188,16,64,6,7
full MoE  (top-k),188,22,64,6,7
full MoE  (top-k),188,23,64,6,7
full MoE  (top-k),188,32,64,6,7
full MoE  (top-k),188,41,64,6,7
full MoE  (top-k),189,4,64,6,7
full MoE  (top-k),189,11,64,6,7
full MoE  (top-k),189,32,64,6,7
full MoE  (top-k),189,39,64,6,7
full MoE  (top-k),189,60,64,6,7
full MoE  (top-k),189,62,64,6,7
full MoE  (top-k),190,4,64,6,7
full MoE  (top-k),190,6,64,6,7
full MoE  (top-k),190,45,64,6,7
full MoE  (top-k),190,49,64,6,7
full MoE  (top-k),190,60,64,6,7
full MoE  (top-k),190,62,64,6,7
full MoE  (top-k),191,0,64,6,7
full MoE  (top-k),191,19,64,6,7
full MoE  (top-k),191,20,64,6,7
full MoE  (top-k),191,25,64,6,7
full MoE  (top-k),191,41,64,6,7
full MoE  (top-k),191,59,64,6,7
full MoE  (top-k),192,0,64,6,7
full MoE  (top-k),192,7,64,6,7
full MoE  (top-k),192,19,64,6,7
full MoE  (top-k),192,25,64,6,7
full MoE  (top-k),192,30,64,6,7
full MoE  (top-k),192,59,64,6,7
full MoE  (top-k),193,22,64,6,7
full MoE  (top-k),193,23,64,6,7
full MoE  (top-k),193,29,64,6,7
full MoE  (top-k),193,36,64,6,7
full MoE  (top-k),193,40,64,6,7
full MoE  (top-k),193,55,64,6,7
full MoE  (top-k),194,2,64,6,7
full MoE  (top-k),194,28,64,6,7
full MoE  (top-k),194,39,64,6,7
full MoE  (top-k),194,47,64,6,7
full MoE  (top-k),194,48,64,6,7
full MoE  (top-k),194,60,64,6,7
full MoE  (top-k),195,7,64,6,7
full MoE  (top-k),195,19,64,6,7
full MoE  (top-k),195,22,64,6,7
full MoE  (top-k),195,25,64,6,7
full MoE  (top-k),195,30,64,6,7
full MoE  (top-k),195,55,64,6,7
full MoE  (top-k),196,14,64,6,7
full MoE  (top-k),196,22,64,6,7
full MoE  (top-k),196,23,64,6,7
full MoE  (top-k),196,29,64,6,7
full MoE  (top-k),196,32,64,6,7
full MoE  (top-k),196,55,64,6,7
full MoE  (top-k),197,2,64,6,7
full MoE  (top-k),197,22,64,6,7
full MoE  (top-k),197,28,64,6,7
full MoE  (top-k),197,32,64,6,7
full MoE  (top-k),197,39,64,6,7
full MoE  (top-k),197,60,64,6,7
full MoE  (top-k),198,2,64,6,7
full MoE  (top-k),198,28,64,6,7
full MoE  (top-k),198,32,64,6,7
full MoE  (top-k),198,38,64,6,7
full MoE  (top-k),198,42,64,6,7
full MoE  (top-k),198,60,64,6,7
full MoE  (top-k),199,17,64,6,7
full MoE  (top-k),199,19,64,6,7
full MoE  (top-k),199,22,64,6,7
full MoE  (top-k),199,25,64,6,7
full MoE  (top-k),199,54,64,6,7
full MoE  (top-k),199,55,64,6,7
full MoE  (top-k),200,22,64,6,7
full MoE  (top-k),200,23,64,6,7
full MoE  (top-k),200,26,64,6,7
full MoE  (top-k),200,31,64,6,7
full MoE  (top-k),200,32,64,6,7
full MoE  (top-k),200,55,64,6,7
full MoE  (top-k),201,32,64,6,7
full MoE  (top-k),201,39,64,6,7
full MoE  (top-k),201,47,64,6,7
full MoE  (top-k),201,48,64,6,7
full MoE  (top-k),201,60,64,6,7
full MoE  (top-k),201,62,64,6,7
full MoE  (top-k),202,4,64,6,7
full MoE  (top-k),202,6,64,6,7
full MoE  (top-k),202,39,64,6,7
full MoE  (top-k),202,45,64,6,7
full MoE  (top-k),202,49,64,6,7
full MoE  (top-k),202,62,64,6,7
full MoE  (top-k),203,0,64,6,7
full MoE  (top-k),203,19,64,6,7
full MoE  (top-k),203,38,64,6,7
full MoE  (top-k),203,41,64,6,7
full MoE  (top-k),203,54,64,6,7
full MoE  (top-k),203,59,64,6,7
full MoE  (top-k),204,22,64,6,7
full MoE  (top-k),204,26,64,6,7
full MoE  (top-k),204,32,64,6,7
full MoE  (top-k),204,54,64,6,7
full MoE  (top-k),204,55,64,6,7
full MoE  (top-k),204,63,64,6,7
full MoE  (top-k),205,28,64,6,7
full MoE  (top-k),205,39,64,6,7
full MoE  (top-k),205,42,64,6,7
full MoE  (top-k),205,47,64,6,7
full MoE  (top-k),205,48,64,6,7
full MoE  (top-k),205,60,64,6,7
full MoE  (top-k),206,19,64,6,7
full MoE  (top-k),206,25,64,6,7
full MoE  (top-k),206,29,64,6,7
full MoE  (top-k),206,30,64,6,7
full MoE  (top-k),206,54,64,6,7
full MoE  (top-k),206,59,64,6,7
full MoE  (top-k),207,0,64,6,7
full MoE  (top-k),207,22,64,6,7
full MoE  (top-k),207,23,64,6,7
full MoE  (top-k),207,31,64,6,7
full MoE  (top-k),207,40,64,6,7
full MoE  (top-k),207,53,64,6,7
full MoE  (top-k),208,2,64,6,7
full MoE  (top-k),208,28,64,6,7
full MoE  (top-k),208,32,64,6,7
full MoE  (top-k),208,39,64,6,7
full MoE  (top-k),208,42,64,6,7
full MoE  (top-k),208,60,64,6,7
full MoE  (top-k),209,14,64,6,7
full MoE  (top-k),209,19,64,6,7
full MoE  (top-k),209,22,64,6,7
full MoE  (top-k),209,31,64,6,7
full MoE  (top-k),209,40,64,6,7
full MoE  (top-k),209,55,64,6,7
full MoE  (top-k),210,2,64,6,7
full MoE  (top-k),210,9,64,6,7
full MoE  (top-k),210,23,64,6,7
full MoE  (top-k),210,28,64,6,7
full MoE  (top-k),210,42,64,6,7
full MoE  (top-k),210,60,64,6,7
full MoE  (top-k),211,12,64,6,7
full MoE  (top-k),211,31,64,6,7
full MoE  (top-k),211,40,64,6,7
full MoE  (top-k),211,51,64,6,7
full MoE  (top-k),211,55,64,6,7
full MoE  (top-k),211,63,64,6,7
full MoE  (top-k),212,4,64,6,7
full MoE  (top-k),212,10,64,6,7
full MoE  (top-k),212,32,64,6,7
full MoE  (top-k),212,39,64,6,7
full MoE  (top-k),212,60,64,6,7
full MoE  (top-k),212,62,64,6,7
full MoE  (top-k),213,4,64,6,7
full MoE  (top-k),213,6,64,6,7
full MoE  (top-k),213,39,64,6,7
full MoE  (top-k),213,45,64,6,7
full MoE  (top-k),213,49,64,6,7
full MoE  (top-k),213,62,64,6,7
full MoE  (top-k),214,12,64,6,7
full MoE  (top-k),214,21,64,6,7
full MoE  (top-k),214,27,64,6,7
full MoE  (top-k),214,28,64,6,7
full MoE  (top-k),214,32,64,6,7
full MoE  (top-k),214,54,64,6,7
full MoE  (top-k),215,28,64,6,7
full MoE  (top-k),215,39,64,6,7
full MoE  (top-k),215,47,64,6,7
full MoE  (top-k),215,48,64,6,7
full MoE  (top-k),215,60,64,6,7
full MoE  (top-k),215,62,64,6,7
full MoE  (top-k),216,2,64,6,7
full MoE  (top-k),216,9,64,6,7
full MoE  (top-k),216,28,64,6,7
full MoE  (top-k),216,37,64,6,7
full MoE  (top-k),216,49,64,6,7
full MoE  (top-k),216,54,64,6,7
full MoE  (top-k),217,0,64,6,7
full MoE  (top-k),217,19,64,6,7
full MoE  (top-k),217,22,64,6,7
full MoE  (top-k),217,25,64,6,7
full MoE  (top-k),217,40,64,6,7
full MoE  (top-k),217,55,64,6,7
full MoE  (top-k),218,14,64,6,7
full MoE  (top-k),218,16,64,6,7
full MoE  (top-k),218,22,64,6,7
full MoE  (top-k),218,23,64,6,7
full MoE  (top-k),218,29,64,6,7
full MoE  (top-k),218,32,64,6,7
full MoE  (top-k),219,28,64,6,7
full MoE  (top-k),219,39,64,6,7
full MoE  (top-k),219,47,64,6,7
full MoE  (top-k),219,48,64,6,7
full MoE  (top-k),219,60,64,6,7
full MoE  (top-k),219,62,64,6,7
temporal (resident set used),0,5,64,6,7
temporal (resident set used),0,21,64,6,7
temporal (resident set used),0,32,64,6,7
temporal (resident set used),0,36,64,6,7
temporal (resident set used),0,45,64,6,7
temporal (resident set used),0,49,64,6,7
temporal (resident set used),1,5,64,6,7
temporal (resident set used),1,21,64,6,7
temporal (resident set used),1,23,64,6,7
temporal (resident set used),1,32,64,6,7
temporal (resident set used),1,45,64,6,7
temporal (resident set used),1,49,64,6,7
temporal (resident set used),2,5,64,6,7
temporal (resident set used),2,23,64,6,7
temporal (resident set used),2,26,64,6,7
temporal (resident set used),2,32,64,6,7
temporal (resident set used),2,45,64,6,7
temporal (resident set used),2,49,64,6,7
temporal (resident set used),3,5,64,6,7
temporal (resident set used),3,23,64,6,7
temporal (resident set used),3,26,64,6,7
temporal (resident set used),3,32,64,6,7
temporal (resident set used),3,34,64,6,7
temporal (resident set used),3,45,64,6,7
temporal (resident set used),4,5,64,6,7
temporal (resident set used),4,23,64,6,7
temporal (resident set used),4,32,64,6,7
temporal (resident set used),4,34,64,6,7
temporal (resident set used),4,45,64,6,7
temporal (resident set used),4,50,64,6,7
temporal (resident set used),5,5,64,6,7
temporal (resident set used),5,6,64,6,7
temporal (resident set used),5,23,64,6,7
temporal (resident set used),5,32,64,6,7
temporal (resident set used),5,34,64,6,7
temporal (resident set used),5,50,64,6,7
temporal (resident set used),6,5,64,6,7
temporal (resident set used),6,6,64,6,7
temporal (resident set used),6,23,64,6,7
temporal (resident set used),6,34,64,6,7
temporal (resident set used),6,42,64,6,7
temporal (resident set used),6,50,64,6,7
temporal (resident set used),7,5,64,6,7
temporal (resident set used),7,23,64,6,7
temporal (resident set used),7,28,64,6,7
temporal (resident set used),7,34,64,6,7
temporal (resident set used),7,42,64,6,7
temporal (resident set used),7,50,64,6,7
temporal (resident set used),8,5,64,6,7
temporal (resident set used),8,23,64,6,7
temporal (resident set used),8,28,64,6,7
temporal (resident set used),8,34,64,6,7
temporal (resident set used),8,42,64,6,7
temporal (resident set used),8,62,64,6,7
temporal (resident set used),9,5,64,6,7
temporal (resident set used),9,23,64,6,7
temporal (resident set used),9,28,64,6,7
temporal (resident set used),9,42,64,6,7
temporal (resident set used),9,60,64,6,7
temporal (resident set used),9,62,64,6,7
temporal (resident set used),10,4,64,6,7
temporal (resident set used),10,5,64,6,7
temporal (resident set used),10,28,64,6,7
temporal (resident set used),10,42,64,6,7
temporal (resident set used),10,60,64,6,7
temporal (resident set used),10,62,64,6,7
temporal (resident set used),11,4,64,6,7
temporal (resident set used),11,5,64,6,7
temporal (resident set used),11,24,64,6,7
temporal (resident set used),11,42,64,6,7
temporal (resident set used),11,60,64,6,7
temporal (resident set used),11,62,64,6,7
temporal (resident set used),12,4,64,6,7
temporal (resident set used),12,5,64,6,7
