panel,token,expert,num_experts_E,topk_k,moe_layer
full MoE  (top-k),69,17,64,6,6
full MoE  (top-k),69,46,64,6,6
full MoE  (top-k),69,48,64,6,6
full MoE  (top-k),69,60,64,6,6
full MoE  (top-k),70,2,64,6,6
full MoE  (top-k),70,10,64,6,6
full MoE  (top-k),70,24,64,6,6
full MoE  (top-k),70,49,64,6,6
full MoE  (top-k),70,56,64,6,6
full MoE  (top-k),70,62,64,6,6
full MoE  (top-k),71,10,64,6,6
full MoE  (top-k),71,19,64,6,6
full MoE  (top-k),71,24,64,6,6
full MoE  (top-k),71,39,64,6,6
full MoE  (top-k),71,56,64,6,6
full MoE  (top-k),71,62,64,6,6
full MoE  (top-k),72,2,64,6,6
full MoE  (top-k),72,3,64,6,6
full MoE  (top-k),72,30,64,6,6
full MoE  (top-k),72,49,64,6,6
full MoE  (top-k),72,60,64,6,6
full MoE  (top-k),72,61,64,6,6
full MoE  (top-k),73,2,64,6,6
full MoE  (top-k),73,3,64,6,6
full MoE  (top-k),73,7,64,6,6
full MoE  (top-k),73,14,64,6,6
full MoE  (top-k),73,33,64,6,6
full MoE  (top-k),73,37,64,6,6
full MoE  (top-k),74,2,64,6,6
full MoE  (top-k),74,3,64,6,6
full MoE  (top-k),74,7,64,6,6
full MoE  (top-k),74,23,64,6,6
full MoE  (top-k),74,33,64,6,6
full MoE  (top-k),74,37,64,6,6
full MoE  (top-k),75,2,64,6,6
full MoE  (top-k),75,3,64,6,6
full MoE  (top-k),75,7,64,6,6
full MoE  (top-k),75,23,64,6,6
full MoE  (top-k),75,54,64,6,6
full MoE  (top-k),75,61,64,6,6
full MoE  (top-k),76,2,64,6,6
full MoE  (top-k),76,3,64,6,6
full MoE  (top-k),76,7,64,6,6
full MoE  (top-k),76,14,64,6,6
full MoE  (top-k),76,23,64,6,6
full MoE  (top-k),76,54,64,6,6
full MoE  (top-k),77,6,64,6,6
full MoE  (top-k),77,12,64,6,6
full MoE  (top-k),77,27,64,6,6
full MoE  (top-k),77,42,64,6,6
full MoE  (top-k),77,44,64,6,6
full MoE  (top-k),77,45,64,6,6
full MoE  (top-k),78,1,64,6,6
full MoE  (top-k),78,9,64,6,6
full MoE  (top-k),78,11,64,6,6
full MoE  (top-k),78,20,64,6,6
full MoE  (top-k),78,48,64,6,6
full MoE  (top-k),78,63,64,6,6
full MoE  (top-k),79,5,64,6,6
full MoE  (top-k),79,40,64,6,6
full MoE  (top-k),79,46,64,6,6
full MoE  (top-k),79,47,64,6,6
full MoE  (top-k),79,48,64,6,6
full MoE  (top-k),79,57,64,6,6
full MoE  (top-k),80,10,64,6,6
full MoE  (top-k),80,19,64,6,6
full MoE  (top-k),80,38,64,6,6
full MoE  (top-k),80,42,64,6,6
full MoE  (top-k),80,56,64,6,6
full MoE  (top-k),80,62,64,6,6
full MoE  (top-k),81,9,64,6,6
full MoE  (top-k),81,13,64,6,6
full MoE  (top-k),81,28,64,6,6
full MoE  (top-k),81,36,64,6,6
full MoE  (top-k),81,44,64,6,6
full MoE  (top-k),81,61,64,6,6
full MoE  (top-k),82,16,64,6,6
full MoE  (top-k),82,22,64,6,6
full MoE  (top-k),82,23,64,6,6
full MoE  (top-k),82,25,64,6,6
full MoE  (top-k),82,35,64,6,6
full MoE  (top-k),82,49,64,6,6
full MoE  (top-k),83,10,64,6,6
full MoE  (top-k),83,32,64,6,6
full MoE  (top-k),83,46,64,6,6
full MoE  (top-k),83,49,64,6,6
full MoE  (top-k),83,60,64,6,6
full MoE  (top-k),83,62,64,6,6
full MoE  (top-k),84,1,64,6,6
full MoE  (top-k),84,13,64,6,6
full MoE  (top-k),84,23,64,6,6
full MoE  (top-k),84,28,64,6,6
full MoE  (top-k),84,30,64,6,6
full MoE  (top-k),84,61,64,6,6
full MoE  (top-k),85,6,64,6,6
full MoE  (top-k),85,12,64,6,6
full MoE  (top-k),85,27,64,6,6
full MoE  (top-k),85,42,64,6,6
full MoE  (top-k),85,44,64,6,6
full MoE  (top-k),85,45,64,6,6
full MoE  (top-k),86,0,64,6,6
full MoE  (top-k),86,4,64,6,6
full MoE  (top-k),86,10,64,6,6
full MoE  (top-k),86,20,64,6,6
full MoE  (top-k),86,31,64,6,6
full MoE  (top-k),86,51,64,6,6
full MoE  (top-k),87,1,64,6,6
full MoE  (top-k),87,25,64,6,6
full MoE  (top-k),87,30,64,6,6
full MoE  (top-k),87,55,64,6,6
full MoE  (top-k),87,58,64,6,6
full MoE  (top-k),87,63,64,6,6
full MoE  (top-k),88,6,64,6,6
full MoE  (top-k),88,12,64,6,6
full MoE  (top-k),88,32,64,6,6
full MoE  (top-k),88,42,64,6,6
full MoE  (top-k),88,45,64,6,6
full MoE  (top-k),88,59,64,6,6
full MoE  (top-k),89,0,64,6,6
full MoE  (top-k),89,10,64,6,6
full MoE  (top-k),89,20,64,6,6
full MoE  (top-k),89,31,64,6,6
full MoE  (top-k),89,46,64,6,6
full MoE  (top-k),89,60,64,6,6
full MoE  (top-k),90,24,64,6,6
full MoE  (top-k),90,26,64,6,6
full MoE  (top-k),90,37,64,6,6
full MoE  (top-k),90,56,64,6,6
full MoE  (top-k),90,61,64,6,6
full MoE  (top-k),90,62,64,6,6
full MoE  (top-k),91,10,64,6,6
full MoE  (top-k),91,19,64,6,6
full MoE  (top-k),91,38,64,6,6
full MoE  (top-k),91,42,64,6,6
full MoE  (top-k),91,56,64,6,6
full MoE  (top-k),91,62,64,6,6
full MoE  (top-k),92,24,64,6,6
full MoE  (top-k),92,30,64,6,6
full MoE  (top-k),92,49,64,6,6
full MoE  (top-k),92,56,64,6,6
full MoE  (top-k),92,61,64,6,6
full MoE  (top-k),92,63,64,6,6
full MoE  (top-k),93,8,64,6,6
full MoE  (top-k),93,14,64,6,6
full MoE  (top-k),93,21,64,6,6
full MoE  (top-k),93,23,64,6,6
full MoE  (top-k),93,47,64,6,6
full MoE  (top-k),93,61,64,6,6
full MoE  (top-k),94,5,64,6,6
full MoE  (top-k),94,40,64,6,6
full MoE  (top-k),94,47,64,6,6
full MoE  (top-k),94,48,64,6,6
full MoE  (top-k),94,49,64,6,6
full MoE  (top-k),94,60,64,6,6
full MoE  (top-k),95,27,64,6,6
full MoE  (top-k),95,30,64,6,6
full MoE  (top-k),95,35,64,6,6
full MoE  (top-k),95,44,64,6,6
full MoE  (top-k),95,49,64,6,6
full MoE  (top-k),95,61,64,6,6
full MoE  (top-k),96,2,64,6,6
full MoE  (top-k),96,3,64,6,6
full MoE  (top-k),96,7,64,6,6
full MoE  (top-k),96,14,64,6,6
full MoE  (top-k),96,33,64,6,6
full MoE  (top-k),96,34,64,6,6
full MoE  (top-k),97,4,64,6,6
full MoE  (top-k),97,5,64,6,6
full MoE  (top-k),97,17,64,6,6
full MoE  (top-k),97,46,64,6,6
full MoE  (top-k),97,47,64,6,6
full MoE  (top-k),97,48,64,6,6
full MoE  (top-k),98,11,64,6,6
full MoE  (top-k),98,24,64,6,6
full MoE  (top-k),98,56,64,6,6
full MoE  (top-k),98,61,64,6,6
full MoE  (top-k),98,62,64,6,6
full MoE  (top-k),98,63,64,6,6
full MoE  (top-k),99,8,64,6,6
full MoE  (top-k),99,10,64,6,6
full MoE  (top-k),99,19,64,6,6
full MoE  (top-k),99,38,64,6,6
full MoE  (top-k),99,56,64,6,6
full MoE  (top-k),99,62,64,6,6
full MoE  (top-k),100,6,64,6,6
full MoE  (top-k),100,12,64,6,6
full MoE  (top-k),100,36,64,6,6
full MoE  (top-k),100,38,64,6,6
full MoE  (top-k),100,44,64,6,6
full MoE  (top-k),100,45,64,6,6
full MoE  (top-k),101,9,64,6,6
full MoE  (top-k),101,44,64,6,6
full MoE  (top-k),101,47,64,6,6
full MoE  (top-k),101,48,64,6,6
full MoE  (top-k),101,49,64,6,6
full MoE  (top-k),101,61,64,6,6
full MoE  (top-k),102,5,64,6,6
full MoE  (top-k),102,20,64,6,6
full MoE  (top-k),102,31,64,6,6
full MoE  (top-k),102,42,64,6,6
full MoE  (top-k),102,47,64,6,6
full MoE  (top-k),102,59,64,6,6
full MoE  (top-k),103,2,64,6,6
full MoE  (top-k),103,24,64,6,6
full MoE  (top-k),103,25,64,6,6
full MoE  (top-k),103,30,64,6,6
full MoE  (top-k),103,49,64,6,6
full MoE  (top-k),103,63,64,6,6
full MoE  (top-k),104,6,64,6,6
full MoE  (top-k),104,27,64,6,6
full MoE  (top-k),104,42,64,6,6
full MoE  (top-k),104,45,64,6,6
full MoE  (top-k),104,48,64,6,6
full MoE  (top-k),104,54,64,6,6
full MoE  (top-k),105,5,64,6,6
full MoE  (top-k),105,20,64,6,6
full MoE  (top-k),105,31,64,6,6
full MoE  (top-k),105,47,64,6,6
full MoE  (top-k),105,51,64,6,6
full MoE  (top-k),105,59,64,6,6
full MoE  (top-k),106,11,64,6,6
full MoE  (top-k),106,24,64,6,6
full MoE  (top-k),106,25,64,6,6
full MoE  (top-k),106,49,64,6,6
full MoE  (top-k),106,61,64,6,6
full MoE  (top-k),106,63,64,6,6
full MoE  (top-k),107,27,64,6,6
full MoE  (top-k),107,30,64,6,6
full MoE  (top-k),107,42,64,6,6
full MoE  (top-k),107,45,64,6,6
full MoE  (top-k),107,49,64,6,6
full MoE  (top-k),107,61,64,6,6
full MoE  (top-k),108,6,64,6,6
full MoE  (top-k),108,27,64,6,6
full MoE  (top-k),108,37,64,6,6
full MoE  (top-k),108,42,64,6,6
full MoE  (top-k),108,45,64,6,6
full MoE  (top-k),108,54,64,6,6
full MoE  (top-k),109,5,64,6,6
full MoE  (top-k),109,20,64,6,6
full MoE  (top-k),109,25,64,6,6
full MoE  (top-k),109,31,64,6,6
full MoE  (top-k),109,59,64,6,6
full MoE  (top-k),109,60,64,6,6
full MoE  (top-k),110,3,64,6,6
full MoE  (top-k),110,21,64,6,6
full MoE  (top-k),110,23,64,6,6
full MoE  (top-k),110,25,64,6,6
full MoE  (top-k),110,30,64,6,6
full MoE  (top-k),110,63,64,6,6
full MoE  (top-k),111,4,64,6,6
full MoE  (top-k),111,6,64,6,6
full MoE  (top-k),111,12,64,6,6
full MoE  (top-k),111,27,64,6,6
full MoE  (top-k),111,45,64,6,6
full MoE  (top-k),111,54,64,6,6
full MoE  (top-k),112,5,64,6,6
full MoE  (top-k),112,20,64,6,6
full MoE  (top-k),112,31,64,6,6
full MoE  (top-k),112,42,64,6,6
full MoE  (top-k),112,59,64,6,6
full MoE  (top-k),112,60,64,6,6
full MoE  (top-k),113,11,64,6,6
full MoE  (top-k),113,24,64,6,6
full MoE  (top-k),113,49,64,6,6
full MoE  (top-k),113,56,64,6,6
full MoE  (top-k),113,61,64,6,6
full MoE  (top-k),113,63,64,6,6
full MoE  (top-k),114,10,64,6,6
full MoE  (top-k),114,19,64,6,6
full MoE  (top-k),114,38,64,6,6
full MoE  (top-k),114,42,64,6,6
full MoE  (top-k),114,56,64,6,6
full MoE  (top-k),114,62,64,6,6
full MoE  (top-k),115,6,64,6,6
full MoE  (top-k),115,12,64,6,6
full MoE  (top-k),115,36,64,6,6
full MoE  (top-k),115,38,64,6,6
full MoE  (top-k),115,44,64,6,6
full MoE  (top-k),115,45,64,6,6
full MoE  (top-k),116,4,64,6,6
