label,run,layer,expert,usage_count,token_AUC,context_AUC,context_minus_token
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,127,3126,0.9683,0.6215,-0.3468
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,128,3664,0.9846,0.6067,-0.3779
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,129,2824,0.9402,0.7368,-0.2034
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,130,2868,0.8911,0.6916,-0.1995
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,131,3369,0.9345,0.6581,-0.2764
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,132,2595,0.8859,0.5892,-0.2968
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,133,2283,0.9555,0.6994,-0.2561
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,134,3081,0.9219,0.6637,-0.2582
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,135,2969,0.9324,0.5864,-0.346
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,136,3115,0.9729,0.5939,-0.3789
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,137,2426,0.7676,0.6104,-0.1573
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,138,3318,0.9347,0.71,-0.2246
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,139,2587,0.9662,0.5706,-0.3956
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,140,3117,0.9637,0.6508,-0.3129
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,141,3130,0.9041,0.6745,-0.2296
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,142,3303,0.9123,0.6199,-0.2924
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,143,3263,0.921,0.6239,-0.2971
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,144,2738,0.9364,0.6644,-0.2719
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,145,3382,0.921,0.6489,-0.2721
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,146,2826,0.9574,0.6617,-0.2957
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,147,2950,0.868,0.6383,-0.2298
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,148,3396,0.9849,0.5927,-0.3922
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,149,3302,0.9784,0.7013,-0.2771
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,150,2839,0.9924,0.5918,-0.4006
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,151,2935,0.9553,0.5971,-0.3581
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,152,2977,0.9602,0.654,-0.3062
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,153,2604,0.9254,0.596,-0.3294
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,154,3317,0.9435,0.5875,-0.356
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,155,2960,0.8623,0.5921,-0.2702
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,156,2652,0.9175,0.6422,-0.2753
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,157,3119,0.9688,0.5885,-0.3802
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,158,2977,0.9506,0.6456,-0.305
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,159,3266,0.9791,0.6388,-0.3403
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,160,3006,0.8951,0.643,-0.2521
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,161,2906,0.8979,0.6212,-0.2767
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,162,2483,0.8995,0.6116,-0.2879
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,163,2997,0.9075,0.6149,-0.2926
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,164,3122,0.9159,0.6506,-0.2653
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,165,3204,0.8721,0.6175,-0.2546
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,166,2186,0.8602,0.6522,-0.208
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,167,2704,0.9588,0.6177,-0.341
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,168,3069,0.9181,0.5308,-0.3873
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,169,3211,0.9873,0.5745,-0.4129
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,170,3078,0.8691,0.6667,-0.2024
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,171,3156,0.9745,0.7207,-0.2538
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,172,3317,0.8613,0.6103,-0.251
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,173,2722,0.8948,0.6046,-0.2902
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,174,3420,0.9369,0.6097,-0.3272
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,175,2636,0.8725,0.6241,-0.2483
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,176,3106,0.9591,0.621,-0.3381
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,177,2729,0.9828,0.6638,-0.319
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,178,2725,0.9631,0.6031,-0.36
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,179,3007,0.9387,0.6191,-0.3196
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,180,2473,0.9159,0.6777,-0.2382
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,181,3508,0.9632,0.5968,-0.3664
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,182,2418,0.8766,0.6204,-0.2561
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,183,2570,0.9194,0.6401,-0.2793
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,184,2853,0.904,0.5869,-0.3171
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,185,2893,0.8912,0.7233,-0.1679
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,186,2645,0.9247,0.6042,-0.3205
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,187,3414,0.9555,0.5905,-0.365
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,188,2562,0.9444,0.5973,-0.3472
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,189,3715,0.9832,0.6045,-0.3786
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,190,3145,0.9724,0.6015,-0.3709
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,2,191,3182,0.9698,0.6335,-0.3363
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,0,2853,0.9354,0.6382,-0.2972
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,1,3178,0.9763,0.5745,-0.4018
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,2,2879,0.8828,0.6618,-0.221
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,3,3145,0.9081,0.6551,-0.253
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,4,2602,0.8893,0.6634,-0.2259
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,5,2972,0.9125,0.6732,-0.2393
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,6,2760,0.9696,0.6012,-0.3684
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,7,2872,0.9423,0.6383,-0.3039
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,8,3049,0.9885,0.6117,-0.3768
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,9,3092,0.9259,0.6192,-0.3067
s0_SOFTMAX_BASELINE,g3_moe_s0_1e16,3,10,3678,0.9732,0.6145,-0.3587
