panel,token,expert,num_experts_E,topk_k,moe_layer
temporal (resident set used),0,11,64,6,9
temporal (resident set used),0,25,64,6,9
temporal (resident set used),0,28,64,6,9
temporal (resident set used),0,56,64,6,9
temporal (resident set used),0,59,64,6,9
temporal (resident set used),0,61,64,6,9
temporal (resident set used),1,11,64,6,9
temporal (resident set used),1,25,64,6,9
temporal (resident set used),1,28,64,6,9
temporal (resident set used),1,41,64,6,9
temporal (resident set used),1,56,64,6,9
temporal (resident set used),1,59,64,6,9
temporal (resident set used),2,11,64,6,9
temporal (resident set used),2,25,64,6,9
temporal (resident set used),2,28,64,6,9
temporal (resident set used),2,41,64,6,9
temporal (resident set used),2,57,64,6,9
temporal (resident set used),2,59,64,6,9
temporal (resident set used),3,25,64,6,9
temporal (resident set used),3,28,64,6,9
temporal (resident set used),3,41,64,6,9
temporal (resident set used),3,54,64,6,9
temporal (resident set used),3,57,64,6,9
temporal (resident set used),3,59,64,6,9
temporal (resident set used),4,25,64,6,9
temporal (resident set used),4,28,64,6,9
temporal (resident set used),4,46,64,6,9
temporal (resident set used),4,54,64,6,9
temporal (resident set used),4,57,64,6,9
temporal (resident set used),4,59,64,6,9
temporal (resident set used),5,25,64,6,9
temporal (resident set used),5,28,64,6,9
temporal (resident set used),5,46,64,6,9
temporal (resident set used),5,54,64,6,9
temporal (resident set used),5,56,64,6,9
temporal (resident set used),5,59,64,6,9
temporal (resident set used),6,25,64,6,9
temporal (resident set used),6,28,64,6,9
temporal (resident set used),6,46,64,6,9
temporal (resident set used),6,54,64,6,9
temporal (resident set used),6,56,64,6,9
temporal (resident set used),6,57,64,6,9
temporal (resident set used),7,28,64,6,9
temporal (resident set used),7,46,64,6,9
temporal (resident set used),7,54,64,6,9
temporal (resident set used),7,56,64,6,9
temporal (resident set used),7,57,64,6,9
temporal (resident set used),7,59,64,6,9
temporal (resident set used),8,25,64,6,9
temporal (resident set used),8,28,64,6,9
temporal (resident set used),8,54,64,6,9
