cell,layer,expert,residency_share,selectivity_PRfrac,gate_when_selected,dist_to_centroid
karen_soft_s2,3,2,0.03043,0.76142,0.00997,0.9186
karen_soft_s2,3,3,0.19728,0.90331,0.00939,0.88814
karen_soft_s2,3,4,0.03194,0.55213,0.01208,0.96163
karen_soft_s2,3,5,0.04003,0.50489,0.01371,0.86364
karen_soft_s2,3,6,0.0023,0.95988,0.00783,0.90845
karen_soft_s2,3,7,0.05736,0.75115,0.00966,0.88606
karen_soft_s2,3,8,0.01997,0.17294,0.02113,0.84336
karen_soft_s2,3,9,0.02831,0.17173,0.02228,0.83251
karen_soft_s2,3,10,0.02734,0.13295,0.02234,0.86187
karen_soft_s2,3,11,0.04067,0.69072,0.00964,0.86341
karen_soft_s2,3,12,0.06324,0.60508,0.01222,0.9279
karen_soft_s2,3,13,0.11981,0.95872,0.00856,0.88953
karen_soft_s2,3,14,0.02376,0.18773,0.02392,0.89615
karen_soft_s2,3,15,0.00866,0.02848,0.05422,0.86984
karen_soft_s2,3,16,0.02809,0.47144,0.01544,0.89156
karen_soft_s2,3,17,0.0475,0.47706,0.01652,0.89052
karen_soft_s2,3,18,0.05795,0.75132,0.011,0.86168
karen_soft_s2,3,19,0.06564,0.24417,0.01706,0.85433
karen_soft_s2,3,20,0.14973,0.73029,0.01011,0.89425
karen_soft_s2,3,21,0.07012,0.61491,0.01136,0.86569
karen_soft_s2,3,22,0.09576,0.51057,0.01232,0.87414
karen_soft_s2,3,23,0.03624,0.49363,0.01212,0.8727
karen_soft_s2,3,24,0.15526,0.9293,0.0087,0.8931
karen_soft_s2,3,25,0.01913,0.30606,0.01525,0.87528
karen_soft_s2,3,26,0.23187,0.93207,0.0089,0.85435
karen_soft_s2,3,27,0.05005,0.62466,0.0125,0.88912
karen_soft_s2,3,28,0.01682,0.14701,0.02546,0.90306
karen_soft_s2,3,29,0.03203,0.60315,0.01283,0.88623
karen_soft_s2,3,30,0.03008,0.37674,0.01594,0.87101
karen_soft_s2,3,31,0.02897,0.36369,0.01481,0.89716
karen_soft_s2,3,32,0.09944,0.47804,0.01248,0.82776
karen_soft_s2,3,33,0.1153,0.23415,0.02034,0.83506
karen_soft_s2,3,34,0.08089,0.67981,0.01073,0.87469
karen_soft_s2,3,35,0.51486,0.85688,0.00951,0.78332
karen_soft_s2,3,36,0.03442,0.44422,0.01318,0.91575
karen_soft_s2,3,37,0.04024,0.53277,0.01308,0.88888
karen_soft_s2,3,38,0.05254,0.65963,0.01082,0.87926
karen_soft_s2,3,39,0.24127,0.86671,0.0094,0.89556
karen_soft_s2,3,40,0.2188,0.89542,0.00901,0.85302
karen_soft_s2,3,41,0.06649,0.15839,0.02549,0.86162
karen_soft_s2,3,42,0.05843,0.61184,0.01129,0.8975
karen_soft_s2,3,43,0.02299,0.49114,0.01263,0.93242
karen_soft_s2,3,44,0.15742,0.36468,0.01332,0.85028
karen_soft_s2,3,45,0.18802,0.86535,0.00942,0.84348
karen_soft_s2,3,46,0.07788,0.91692,0.0086,0.88981
karen_soft_s2,3,47,0.088,0.26644,0.01886,0.85209
karen_soft_s2,3,48,0.0893,0.49532,0.01185,0.88032
karen_soft_s2,3,49,0.06187,0.4145,0.01481,0.83032
karen_soft_s2,3,50,0.16106,0.54787,0.01155,0.85739
karen_soft_s2,3,51,0.08659,0.65951,0.01033,0.84342
karen_soft_s2,3,52,0.08192,0.75208,0.00962,0.88261
karen_soft_s2,3,53,0.10825,0.84667,0.00914,0.86354
karen_soft_s2,3,54,0.09297,0.80871,0.00947,0.82197
karen_soft_s2,3,55,0.05765,0.67009,0.01151,0.82103
karen_soft_s2,3,56,0.03445,0.4586,0.01278,0.85851
karen_soft_s2,3,57,0.13391,0.84374,0.00983,0.84705
karen_soft_s2,3,58,0.25108,0.82557,0.0095,0.87727
karen_soft_s2,3,59,0.16787,0.44205,0.01279,0.88076
karen_soft_s2,3,60,0.0,0.97239,0.0,0.8867
karen_soft_s2,3,61,0.04503,0.25618,0.02028,0.90283
karen_soft_s2,3,62,0.08672,0.18349,0.02169,0.88643
karen_soft_s2,3,63,0.09853,0.70336,0.00974,0.88394
karen_soft_s2,3,64,0.23183,0.65602,0.01072,0.84772
karen_soft_s2,3,65,0.06352,0.16768,0.02229,0.90226
karen_soft_s2,3,66,0.01929,0.16402,0.01923,0.8737
karen_soft_s2,3,67,0.1117,0.80113,0.00873,0.89169
karen_soft_s2,3,68,0.15318,0.93926,0.00887,0.86111
karen_soft_s2,3,69,0.07594,0.17742,0.02273,0.84991
karen_soft_s2,3,70,0.03648,0.44287,0.01423,0.86342
karen_soft_s2,3,71,0.06292,0.83598,0.00868,0.85752
karen_soft_s2,3,72,0.01522,0.17886,0.02153,0.84434
karen_soft_s2,3,73,0.11588,0.60724,0.01165,0.86469
karen_soft_s2,3,74,0.21978,0.6846,0.0102,0.85949
karen_soft_s2,3,75,0.12322,0.76568,0.01133,0.78838
karen_soft_s2,3,76,0.06769,0.66289,0.01073,0.82941
karen_soft_s2,3,77,0.13979,0.9127,0.00817,0.88716
karen_soft_s2,3,78,0.10954,0.2803,0.01831,0.83653
karen_soft_s2,3,79,0.19347,0.52045,0.01241,0.84671
karen_soft_s2,3,80,0.02164,0.40493,0.0172,0.85081
karen_soft_s2,3,81,0.02743,0.64712,0.01096,0.87596
karen_soft_s2,3,82,0.08867,0.72894,0.01029,0.87704
karen_soft_s2,3,83,0.06831,0.7143,0.0111,0.84857
karen_soft_s2,3,84,0.06651,0.82624,0.01006,0.86549
karen_soft_s2,3,85,0.12756,0.66629,0.00967,0.85635
karen_soft_s2,3,86,0.05679,0.74825,0.01058,0.84573
karen_soft_s2,3,87,0.0339,0.69342,0.01089,0.82827
karen_soft_s2,3,88,0.38971,0.89753,0.00886,0.8896
karen_soft_s2,3,89,0.09142,0.11562,0.02992,0.88122
karen_soft_s2,3,90,0.05749,0.75221,0.01029,0.86398
karen_soft_s2,3,91,0.03254,0.59983,0.01115,0.88415
karen_soft_s2,3,92,0.0276,0.6082,0.01167,0.86132
karen_soft_s2,3,93,0.02077,0.41367,0.01313,0.87643
karen_soft_s2,3,94,0.04797,0.21173,0.0191,0.88941
karen_soft_s2,3,95,0.06005,0.60132,0.01216,0.83735
karen_soft_s2,3,96,0.20217,0.85871,0.00913,0.91417
karen_soft_s2,3,97,0.40456,0.89961,0.00899,0.89122
karen_soft_s2,3,98,0.14656,0.67705,0.00975,0.87691
karen_soft_s2,3,99,0.05368,0.65789,0.0099,0.84442
karen_soft_s2,3,100,0.11527,0.55483,0.01137,0.89736
karen_soft_s2,3,101,0.09142,0.19814,0.02365,0.86789
karen_soft_s2,3,102,0.13795,0.8598,0.00856,0.8601
karen_soft_s2,3,103,0.01599,0.36801,0.01571,0.88261
karen_soft_s2,3,104,0.11742,0.80593,0.00938,0.86049
karen_soft_s2,3,105,0.01872,0.1991,0.01937,0.85533
karen_soft_s2,3,106,0.04972,0.77288,0.01072,0.87502
karen_soft_s2,3,107,0.01331,0.2174,0.02135,0.86556
karen_soft_s2,3,108,0.04807,0.25638,0.02116,0.93221
karen_soft_s2,3,109,0.14002,0.96164,0.00856,0.84595
karen_soft_s2,3,110,0.19806,0.91162,0.00853,0.876
karen_soft_s2,3,111,0.09437,0.74377,0.01008,0.8582
karen_soft_s2,3,112,0.13377,0.22939,0.02088,0.85355
karen_soft_s2,3,113,0.03172,0.57309,0.01152,0.85576
karen_soft_s2,3,114,0.08308,0.86909,0.00918,0.93463
karen_soft_s2,3,115,0.12414,0.78512,0.01134,0.88031
karen_soft_s2,3,116,0.09805,0.19635,0.02092,0.8554
karen_soft_s2,3,117,0.01891,0.0609,0.02616,0.81823
karen_soft_s2,3,118,0.02949,0.09631,0.03029,0.89382
karen_soft_s2,3,119,0.12492,0.40492,0.01372,0.87944
karen_soft_s2,3,120,0.02819,0.07606,0.03193,0.84019
karen_soft_s2,3,121,0.3602,0.91928,0.00867,0.87764
karen_soft_s2,3,122,0.03024,0.68012,0.01038,0.89978
karen_soft_s2,3,123,0.1998,0.52892,0.01196,0.88551
karen_soft_s2,3,124,0.09106,0.93318,0.00906,0.88147
karen_soft_s2,3,125,0.25017,0.28904,0.01699,0.87412
karen_soft_s2,3,126,0.02551,0.78658,0.00972,0.90025
karen_soft_s2,3,127,0.15855,0.45575,0.01294,0.86441
karen_soft_s2,3,128,0.04678,0.72145,0.01033,0.88683
karen_soft_s2,3,129,0.07945,0.31785,0.01658,0.86443
karen_soft_s2,3,130,0.08167,0.751,0.01212,0.86099
karen_soft_s2,3,131,0.05949,0.4859,0.01239,0.89675
karen_soft_s2,3,132,0.55183,0.66601,0.01156,0.86865
karen_soft_s2,3,133,0.021,0.49659,0.0116,0.87377
karen_soft_s2,3,134,0.35457,0.7803,0.01068,0.85901
karen_soft_s2,3,135,0.04798,0.61192,0.01276,0.93318
karen_soft_s2,3,136,0.02505,0.09391,0.03315,0.89828
karen_soft_s2,3,137,0.04028,0.5973,0.01289,0.88053
karen_soft_s2,3,138,0.17088,0.56245,0.01162,0.87071
karen_soft_s2,3,139,0.13395,0.5321,0.01259,0.83519
karen_soft_s2,3,140,0.06262,0.84439,0.00955,0.87804
karen_soft_s2,3,141,0.0461,0.30729,0.01582,0.86738
karen_soft_s2,3,142,0.06313,0.53127,0.01328,0.88007
karen_soft_s2,3,143,0.05024,0.18219,0.02075,0.90649
karen_soft_s2,3,144,0.08582,0.1481,0.02288,0.88476
karen_soft_s2,3,145,0.04626,0.18698,0.01831,0.84273
karen_soft_s2,3,146,0.08074,0.70806,0.0096,0.87293
karen_soft_s2,3,147,0.035,0.50485,0.01253,0.8521
karen_soft_s2,3,148,0.04276,0.54634,0.01208,0.84635
karen_soft_s2,3,149,0.08701,0.79068,0.00979,0.87634
karen_soft_s2,3,150,0.08413,0.81175,0.00895,0.92293
karen_soft_s2,3,151,0.1465,0.47818,0.01312,0.90655
karen_soft_s2,3,152,0.04969,0.26152,0.01601,0.91193
karen_soft_s2,3,153,0.04702,0.17395,0.02221,0.88095
karen_soft_s2,3,154,0.03522,0.08363,0.03301,0.86848
karen_soft_s2,3,155,0.13383,0.81189,0.00903,0.84777
karen_soft_s2,3,156,0.07119,0.76083,0.01015,0.91421
karen_soft_s2,3,157,0.02171,0.13831,0.02565,0.87251
karen_soft_s2,3,158,0.02541,0.57145,0.01071,0.82916
karen_soft_s2,3,159,0.07607,0.82224,0.00888,0.83128
karen_soft_s2,3,160,0.06731,0.75569,0.01004,0.89737
karen_soft_s2,3,161,0.03247,0.17136,0.02356,0.87652
karen_soft_s2,3,162,0.05756,0.62134,0.01058,0.89943
karen_soft_s2,3,163,0.02074,0.30384,0.01672,0.85042
karen_soft_s2,3,164,0.05132,0.07946,0.03519,0.85138
karen_soft_s2,3,165,0.33987,0.92807,0.00872,0.91175
karen_soft_s2,3,166,0.08664,0.44253,0.01376,0.8778
karen_soft_s2,3,167,0.08546,0.75613,0.01085,0.89749
karen_soft_s2,3,168,0.01987,0.38439,0.01271,0.8774
karen_soft_s2,3,169,0.14992,0.26306,0.01679,0.8869
karen_soft_s2,3,170,0.21024,0.66594,0.01055,0.86929
karen_soft_s2,3,171,0.01469,0.18176,0.03561,0.90486
karen_soft_s2,3,172,0.53981,0.84483,0.00912,0.88043
karen_soft_s2,3,173,0.1272,0.84229,0.00959,0.87758
karen_soft_s2,3,174,0.09496,0.49539,0.012,0.89021
karen_soft_s2,3,175,0.05226,0.11494,0.03065,0.91195
karen_soft_s2,3,176,0.14241,0.72658,0.00943,0.8543
karen_soft_s2,3,177,0.15806,0.73743,0.00984,0.87937
karen_soft_s2,3,178,0.00684,0.01216,0.07465,0.85657
karen_soft_s2,3,179,0.02364,0.28984,0.01771,0.89517
karen_soft_s2,3,180,0.02078,0.27299,0.01967,0.85619
karen_soft_s2,3,181,0.01058,0.38295,0.01353,0.90343
karen_soft_s2,3,182,0.05183,0.45878,0.0134,0.89874
karen_soft_s2,3,183,0.03019,0.47962,0.0111,0.92304
karen_soft_s2,3,184,0.13231,0.89025,0.00898,0.83894
karen_soft_s2,3,185,0.0196,0.01727,0.08346,0.89776
karen_soft_s2,3,186,0.04893,0.94734,0.00849,0.90171
karen_soft_s2,3,187,0.03322,0.48498,0.01379,0.85495
karen_soft_s2,3,188,0.09168,0.61586,0.01071,0.86839
karen_soft_s2,3,189,0.05011,0.33717,0.01417,0.90121
karen_soft_s2,3,190,0.03197,0.80932,0.00942,0.82754
karen_soft_s2,3,191,0.15909,0.78837,0.00969,0.90282
karen_soft_s2,4,0,0.06273,0.63533,0.01233,
karen_soft_s2,4,1,0.16806,0.69838,0.01055,
karen_soft_s2,4,2,0.12008,0.40321,0.01478,
karen_soft_s2,4,3,0.05531,0.23132,0.02202,
karen_soft_s2,4,4,0.06432,0.93329,0.00967,
karen_soft_s2,4,5,0.05006,0.65875,0.01299,
karen_soft_s2,4,6,0.12772,0.71513,0.01139,
karen_soft_s2,4,7,0.10596,0.62282,0.01239,
karen_soft_s2,4,8,0.1171,0.75549,0.01033,
karen_soft_s2,4,9,0.04941,0.74555,0.0107,
karen_soft_s2,4,10,0.09583,0.42937,0.01346,
karen_soft_s2,4,11,0.07719,0.70459,0.01123,
karen_soft_s2,4,12,0.11414,0.18154,0.02423,
karen_soft_s2,4,13,0.07854,0.95284,0.00874,
karen_soft_s2,4,14,0.32194,0.94283,0.0097,
karen_soft_s2,4,15,0.08644,0.79822,0.00969,
karen_soft_s2,4,16,0.04234,0.64524,0.01231,
karen_soft_s2,4,17,0.10374,0.71492,0.011,
karen_soft_s2,4,18,0.03878,0.72465,0.01011,
karen_soft_s2,4,19,0.08835,0.39052,0.01424,
karen_soft_s2,4,20,0.16116,0.35543,0.01614,
karen_soft_s2,4,21,0.1058,0.60927,0.01284,
karen_soft_s2,4,22,0.04422,0.72186,0.01139,
karen_soft_s2,4,23,0.11395,0.70712,0.01217,
karen_soft_s2,4,24,0.03103,0.24478,0.01756,
karen_soft_s2,4,25,0.00916,0.07499,0.04019,
karen_soft_s2,4,26,0.03976,0.52062,0.01296,
karen_soft_s2,4,27,0.1012,0.77948,0.01084,
karen_soft_s2,4,28,0.13415,0.84409,0.01051,
karen_soft_s2,4,29,0.33964,0.91648,0.00948,
karen_soft_s2,4,30,0.14667,0.89844,0.00954,
karen_soft_s2,4,31,0.08936,0.76821,0.01041,
karen_soft_s2,4,32,0.09615,0.51284,0.01242,
karen_soft_s2,4,33,0.10001,0.69753,0.0121,
karen_soft_s2,4,34,0.05172,0.58883,0.01223,
karen_soft_s2,4,35,0.18697,0.2486,0.0195,
karen_soft_s2,4,36,0.11101,0.75191,0.01154,
karen_soft_s2,4,37,0.1144,0.77944,0.01011,
karen_soft_s2,4,38,0.02406,0.57979,0.0109,
karen_soft_s2,4,39,0.02014,0.13237,0.02209,
karen_soft_s2,4,40,0.03934,0.48211,0.01425,
karen_soft_s2,4,41,0.05344,0.58832,0.01292,
karen_soft_s2,4,42,0.18116,0.85782,0.00997,
karen_soft_s2,4,43,0.31416,0.8434,0.0104,
karen_soft_s2,4,44,0.04791,0.4139,0.01421,
karen_soft_s2,4,45,0.04536,0.59275,0.01259,
karen_soft_s2,4,46,0.18602,0.82255,0.01053,
karen_soft_s2,4,47,0.03432,0.25927,0.01751,
karen_soft_s2,4,48,0.11079,0.23706,0.01954,
karen_soft_s2,4,49,0.09235,0.22895,0.01832,
karen_soft_s2,4,50,0.06154,0.55769,0.01381,
karen_soft_s2,4,51,0.0778,0.66043,0.01038,
karen_soft_s2,4,52,0.22526,0.40843,0.01615,
karen_soft_s2,4,53,0.06472,0.73383,0.01077,
karen_soft_s2,4,54,0.09834,0.32344,0.0159,
karen_soft_s2,4,55,0.02959,0.2671,0.01791,
karen_soft_s2,4,56,0.02424,0.27601,0.02129,
karen_soft_s2,4,57,0.05888,0.40497,0.01414,
karen_soft_s2,4,58,0.0577,0.78314,0.01193,
karen_soft_s2,4,59,0.08209,0.52228,0.01346,
karen_soft_s2,4,60,0.12129,0.38249,0.01598,
karen_soft_s2,4,61,0.08926,0.76221,0.01063,
karen_soft_s2,4,62,0.02863,0.68616,0.0124,
karen_soft_s2,4,63,0.17442,0.46035,0.01185,
karen_soft_s2,4,64,0.0781,0.73152,0.01063,
karen_soft_s2,4,65,0.17436,0.44315,0.01323,
karen_soft_s2,4,66,0.02531,0.14911,0.02603,
karen_soft_s2,4,67,0.0499,0.70363,0.01042,
karen_soft_s2,4,68,0.05094,0.31605,0.01596,
karen_soft_s2,4,69,0.02054,0.59143,0.01144,
karen_soft_s2,4,70,0.05979,0.22539,0.01769,
karen_soft_s2,4,71,0.0849,0.56334,0.01501,
karen_soft_s2,4,72,0.02892,0.39826,0.01266,
karen_soft_s2,4,73,0.0502,0.65498,0.01118,
karen_soft_s2,4,74,0.11414,0.71067,0.0117,
karen_soft_s2,4,75,0.27152,0.86993,0.00994,
karen_soft_s2,4,76,0.09093,0.9647,0.00888,
karen_soft_s2,4,77,0.12918,0.36595,0.01565,
karen_soft_s2,4,78,0.05865,0.77324,0.00992,
karen_soft_s2,4,79,0.28963,0.84488,0.01029,
karen_soft_s2,4,80,0.10479,0.34417,0.01406,
karen_soft_s2,4,81,0.45399,0.80025,0.00989,
karen_soft_s2,4,82,0.02409,0.56339,0.01417,
karen_soft_s2,4,83,0.32372,0.83195,0.01079,
karen_soft_s2,4,84,0.04588,0.63548,0.01234,
karen_soft_s2,4,85,0.01534,0.08087,0.0291,
karen_soft_s2,4,86,0.04139,0.27317,0.02042,
karen_soft_s2,4,87,0.27179,0.73573,0.01129,
karen_soft_s2,4,88,0.02034,0.14394,0.0289,
karen_soft_s2,4,89,0.33068,0.84342,0.01057,
karen_soft_s2,4,90,0.03104,0.21692,0.02411,
karen_soft_s2,4,91,0.09171,0.82336,0.01045,
karen_soft_s2,4,92,0.03853,0.11458,0.0234,
karen_soft_s2,4,93,0.01197,0.0275,0.05322,
karen_soft_s2,4,94,0.27807,0.90899,0.00988,
karen_soft_s2,4,95,0.02322,0.1651,0.0253,
karen_soft_s2,4,96,0.04451,0.31543,0.01602,
karen_soft_s2,4,97,0.16929,0.80232,0.01031,
karen_soft_s2,4,98,0.15011,0.77077,0.01058,
karen_soft_s2,4,99,0.0653,0.78425,0.00988,
karen_soft_s2,4,100,0.05428,0.1365,0.02592,
karen_soft_s2,4,101,0.10445,0.21883,0.01969,
karen_soft_s2,4,102,0.15724,0.84947,0.01057,
karen_soft_s2,4,103,0.02735,0.26206,0.01708,
karen_soft_s2,4,104,0.06293,0.59227,0.01155,
karen_soft_s2,4,105,0.02363,0.61606,0.01319,
karen_soft_s2,4,106,0.03136,0.31191,0.0156,
karen_soft_s2,4,107,0.10193,0.57024,0.01495,
karen_soft_s2,4,108,0.08706,0.39383,0.01576,
karen_soft_s2,4,109,0.06741,0.55371,0.01438,
karen_soft_s2,4,110,0.02823,0.35954,0.01396,
karen_soft_s2,4,111,0.03661,0.68332,0.01044,
karen_soft_s2,4,112,0.40704,0.93879,0.00934,
karen_soft_s2,4,113,0.02317,0.72169,0.00997,
karen_soft_s2,4,114,0.06456,0.85583,0.00915,
karen_soft_s2,4,115,0.10653,0.25897,0.01945,
karen_soft_s2,4,116,0.01311,0.65192,0.01114,
karen_soft_s2,4,117,0.04657,0.36011,0.0187,
karen_soft_s2,4,118,0.0513,0.17216,0.0245,
karen_soft_s2,4,119,0.08195,0.65697,0.01103,
karen_soft_s2,4,120,0.02358,0.6522,0.01157,
karen_soft_s2,4,121,0.03687,0.62885,0.01268,
karen_soft_s2,4,122,0.0779,0.78183,0.01088,
karen_soft_s2,4,123,0.21577,0.74777,0.01049,
karen_soft_s2,4,124,0.03847,0.08079,0.03183,
karen_soft_s2,4,125,0.02501,0.66003,0.01049,
karen_soft_s2,4,126,0.11187,0.31724,0.01637,
karen_soft_s2,4,127,0.04735,0.57589,0.01257,
karen_soft_s2,4,128,0.10325,0.26257,0.0191,
karen_soft_s2,4,129,0.01903,0.24013,0.02955,
karen_soft_s2,4,130,0.07574,0.57536,0.01248,
karen_soft_s2,4,131,0.07086,0.82388,0.01011,
karen_soft_s2,4,132,0.07281,0.34596,0.01438,
karen_soft_s2,4,133,0.01788,0.15517,0.02693,
karen_soft_s2,4,134,0.1689,0.83588,0.0105,
karen_soft_s2,4,135,0.11249,0.8259,0.01123,
karen_soft_s2,4,136,0.1285,0.50509,0.01373,
karen_soft_s2,4,137,0.09464,0.79414,0.01055,
karen_soft_s2,4,138,0.14823,0.78099,0.01073,
karen_soft_s2,4,139,0.0195,0.18211,0.03289,
karen_soft_s2,4,140,0.05719,0.56182,0.01172,
karen_soft_s2,4,141,0.04626,0.46452,0.01315,
karen_soft_s2,4,142,0.03326,0.39508,0.01652,
karen_soft_s2,4,143,0.29325,0.88459,0.01017,
karen_soft_s2,4,144,0.07793,0.74542,0.00971,
karen_soft_s2,4,145,0.07161,0.6235,0.01083,
karen_soft_s2,4,146,0.058,0.53742,0.0124,
karen_soft_s2,4,147,0.07677,0.55719,0.01276,
karen_soft_s2,4,148,0.04063,0.52729,0.013,
karen_soft_s2,4,149,0.04018,0.16129,0.02475,
karen_soft_s2,4,150,0.17496,0.17632,0.02239,
karen_soft_s2,4,151,0.10504,0.7546,0.011,
karen_soft_s2,4,152,0.04246,0.65652,0.01116,
karen_soft_s2,4,153,0.04019,0.51599,0.01185,
karen_soft_s2,4,154,0.1004,0.55218,0.01419,
karen_soft_s2,4,155,0.04116,0.53892,0.01528,
karen_soft_s2,4,156,0.05228,0.42792,0.01394,
karen_soft_s2,4,157,0.10798,0.74819,0.01102,
karen_soft_s2,4,158,0.09241,0.64183,0.01154,
karen_soft_s2,4,159,0.10654,0.8008,0.0105,
karen_soft_s2,4,160,0.07184,0.62028,0.01289,
karen_soft_s2,4,161,0.24802,0.89584,0.00958,
karen_soft_s2,4,162,0.06982,0.6433,0.01267,
karen_soft_s2,4,163,0.02547,0.15661,0.02379,
karen_soft_s2,4,164,0.03307,0.53889,0.01258,
karen_soft_s2,4,165,0.04279,0.68646,0.01177,
karen_soft_s2,4,166,0.10414,0.14256,0.03409,
karen_soft_s2,4,167,0.04956,0.83719,0.00902,
karen_soft_s2,4,168,0.09282,0.20788,0.02191,
karen_soft_s2,4,169,0.19234,0.8455,0.01046,
karen_soft_s2,4,170,0.07123,0.54253,0.01411,
karen_soft_s2,4,171,0.0573,0.70065,0.01161,
karen_soft_s2,4,172,0.02204,0.73265,0.01047,
karen_soft_s2,4,173,0.10545,0.7458,0.00976,
karen_soft_s2,4,174,0.02578,0.28161,0.0151,
karen_soft_s2,4,175,0.07616,0.8716,0.0097,
karen_soft_s2,4,176,0.04634,0.65102,0.01354,
karen_soft_s2,4,177,0.18114,0.94177,0.0094,
karen_soft_s2,4,178,0.04289,0.81669,0.00955,
karen_soft_s2,4,179,0.04288,0.59906,0.01243,
karen_soft_s2,4,180,0.07835,0.1971,0.02114,
karen_soft_s2,4,181,0.02959,0.42974,0.01387,
karen_soft_s2,4,182,0.12898,0.78604,0.0107,
karen_soft_s2,4,183,0.10339,0.87931,0.01009,
karen_soft_s2,4,184,0.03661,0.30002,0.0192,
karen_soft_s2,4,185,0.21842,0.85373,0.0105,
karen_soft_s2,4,186,0.10872,0.72162,0.01141,
karen_soft_s2,4,187,0.04365,0.60843,0.01419,
karen_soft_s2,4,188,0.02389,0.12974,0.02654,
karen_soft_s2,4,189,0.05882,0.64068,0.0119,
karen_soft_s2,4,190,0.04441,0.15747,0.01919,
karen_soft_s2,4,191,0.28018,0.28952,0.01771,
LG1_momr_s2,2,0,0.06699,0.14284,0.01986,0.89225
LG1_momr_s2,2,1,0.06671,0.49422,0.00879,0.85897
LG1_momr_s2,2,2,0.08492,0.46435,0.00815,0.90227
LG1_momr_s2,2,3,0.07312,0.20198,0.01717,0.81729
LG1_momr_s2,2,4,0.09538,0.83148,0.00687,0.86404
LG1_momr_s2,2,5,0.0882,0.17614,0.01862,0.91115
LG1_momr_s2,2,6,0.0899,0.93856,0.00677,0.88218
LG1_momr_s2,2,7,0.0768,0.469,0.00929,0.89284
LG1_momr_s2,2,8,0.08423,0.33806,0.01113,0.84702
LG1_momr_s2,2,9,0.07529,0.25893,0.01357,0.85317
LG1_momr_s2,2,10,0.10095,0.65631,0.0081,0.87317
LG1_momr_s2,2,11,0.10864,0.9458,0.0069,0.85712
LG1_momr_s2,2,12,0.08767,0.55932,0.00817,0.86628
LG1_momr_s2,2,13,0.0975,0.3998,0.01072,0.87916
LG1_momr_s2,2,14,0.0535,0.9679,0.00761,0.86297
LG1_momr_s2,2,15,0.14198,0.72438,0.00604,0.84456
LG1_momr_s2,2,16,0.05846,0.09386,0.02209,0.91641
LG1_momr_s2,2,17,0.10049,0.77973,0.00675,0.88339
LG1_momr_s2,2,18,0.09827,0.62038,0.01037,0.87455
LG1_momr_s2,2,19,0.12402,0.79294,0.00617,0.89311
LG1_momr_s2,2,20,0.12996,0.92448,0.00626,0.85525
LG1_momr_s2,2,21,0.12761,0.86086,0.00631,0.90646
LG1_momr_s2,2,22,0.115,0.8536,0.00687,0.8779
LG1_momr_s2,2,23,0.05573,0.1382,0.02416,0.91154
LG1_momr_s2,2,24,0.09621,0.20445,0.01487,0.86364
LG1_momr_s2,2,25,0.10474,0.48957,0.00784,0.91779
LG1_momr_s2,2,26,0.05194,0.10254,0.03145,0.86424
LG1_momr_s2,2,27,0.12164,0.85245,0.00585,0.88705
LG1_momr_s2,2,28,0.07578,0.22239,0.01454,0.85038
LG1_momr_s2,2,29,0.08591,0.32876,0.0109,0.84447
LG1_momr_s2,2,30,0.05949,0.12948,0.02004,0.84919
LG1_momr_s2,2,31,0.11506,0.29404,0.01078,0.89354
LG1_momr_s2,2,32,0.10194,0.44652,0.00875,0.87662
LG1_momr_s2,2,33,0.0752,0.43943,0.01113,0.83886
LG1_momr_s2,2,34,0.08472,0.87668,0.00621,0.87754
LG1_momr_s2,2,35,0.08014,0.47228,0.00946,0.89153
LG1_momr_s2,2,36,0.09742,0.17657,0.01655,0.85592
LG1_momr_s2,2,37,0.09856,0.45411,0.01035,0.85297
LG1_momr_s2,2,38,0.10957,0.75165,0.0081,0.8893
LG1_momr_s2,2,39,0.06416,0.73174,0.00867,0.86502
LG1_momr_s2,2,40,0.11668,0.61487,0.00707,0.897
LG1_momr_s2,2,41,0.16678,0.92858,0.00666,0.84566
LG1_momr_s2,2,42,0.1081,0.93503,0.00664,0.88247
LG1_momr_s2,2,43,0.08982,0.93279,0.00644,0.85801
LG1_momr_s2,2,44,0.1048,0.2919,0.00949,0.90857
LG1_momr_s2,2,45,0.11929,0.45467,0.0101,0.87063
LG1_momr_s2,2,46,0.07513,0.8866,0.00667,0.87306
LG1_momr_s2,2,47,0.06361,0.31717,0.01049,0.86538
LG1_momr_s2,2,48,0.05766,0.28322,0.01446,0.91183
LG1_momr_s2,2,49,0.07826,0.122,0.02233,0.92491
LG1_momr_s2,2,50,0.09755,0.22049,0.0141,0.86628
LG1_momr_s2,2,51,0.12204,0.75957,0.00844,0.83985
LG1_momr_s2,2,52,0.07088,0.91084,0.00677,0.89103
LG1_momr_s2,2,53,0.1143,0.61002,0.0075,0.85808
LG1_momr_s2,2,54,0.11878,0.93581,0.00672,0.87995
LG1_momr_s2,2,55,0.15991,0.83178,0.00712,0.92222
LG1_momr_s2,2,56,0.11209,0.78126,0.00646,0.89626
LG1_momr_s2,2,57,0.10754,0.24891,0.01402,0.85897
LG1_momr_s2,2,58,0.09845,0.94887,0.00723,0.87736
LG1_momr_s2,2,59,0.09501,0.84542,0.00729,0.86527
LG1_momr_s2,2,60,0.0328,0.96142,0.00734,0.89826
LG1_momr_s2,2,61,0.05788,0.34619,0.01119,0.86433
