cell,layer,expert,residency_share,selectivity_PRfrac,gate_when_selected,dist_to_centroid
L0_s3,4,132,0.1581,0.923,0.00827,
L0_s3,4,133,0.05737,0.87501,0.00984,
L0_s3,4,134,0.09464,0.82353,0.00794,
L0_s3,4,135,0.0934,0.85598,0.00908,
L0_s3,4,136,0.07879,0.24793,0.01854,
L0_s3,4,137,0.08289,0.91304,0.00804,
L0_s3,4,138,0.09425,0.70903,0.01133,
L0_s3,4,139,0.09953,0.5721,0.01058,
L0_s3,4,140,0.10444,0.56048,0.01139,
L0_s3,4,141,0.05465,0.17414,0.02024,
L0_s3,4,142,0.12353,0.61576,0.01029,
L0_s3,4,143,0.03394,0.27558,0.0217,
L0_s3,4,144,0.04627,0.46935,0.01553,
L0_s3,4,145,0.09486,0.92018,0.00869,
L0_s3,4,146,0.05331,0.24144,0.01916,
L0_s3,4,147,0.12945,0.92045,0.00843,
L0_s3,4,148,0.12103,0.65293,0.01178,
L0_s3,4,149,0.12373,0.44669,0.01207,
L0_s3,4,150,0.10276,0.69039,0.0093,
L0_s3,4,151,0.07397,0.30251,0.01536,
L0_s3,4,152,0.09016,0.32066,0.01504,
L0_s3,4,153,0.07335,0.48069,0.01215,
L0_s3,4,154,0.04068,0.69711,0.00997,
L0_s3,4,155,0.09499,0.95834,0.00792,
L0_s3,4,156,0.05608,0.96369,0.00817,
L0_s3,4,157,0.04333,0.75931,0.00985,
L0_s3,4,158,0.09253,0.60719,0.01014,
L0_s3,4,159,0.08236,0.80681,0.00868,
L0_s3,4,160,0.15038,0.7801,0.01013,
L0_s3,4,161,0.11729,0.39101,0.01376,
L0_s3,4,162,0.04462,0.64973,0.01139,
L0_s3,4,163,0.13012,0.78133,0.00945,
L0_s3,4,164,0.13828,0.63024,0.01057,
L0_s3,4,165,0.08866,0.66285,0.01075,
L0_s3,4,166,0.11628,0.87134,0.00856,
L0_s3,4,167,0.04221,0.32856,0.01972,
L0_s3,4,168,0.10224,0.55325,0.01139,
L0_s3,4,169,0.11375,0.81155,0.00865,
L0_s3,4,170,0.12907,0.86068,0.00877,
L0_s3,4,171,0.1074,0.49901,0.01131,
L0_s3,4,172,0.09766,0.38297,0.01355,
L0_s3,4,173,0.12584,0.8781,0.00874,
L0_s3,4,174,0.03979,0.36963,0.01349,
L0_s3,4,175,0.11097,0.58099,0.01097,
L0_s3,4,176,0.04396,0.35901,0.0143,
L0_s3,4,177,0.09122,0.23802,0.01612,
L0_s3,4,178,0.10078,0.90383,0.00755,
L0_s3,4,179,0.11343,0.79751,0.00914,
L0_s3,4,180,0.07501,0.83682,0.00849,
L0_s3,4,181,0.0987,0.67339,0.00936,
L0_s3,4,182,0.09295,0.49398,0.01152,
L0_s3,4,183,0.11371,0.82364,0.00913,
L0_s3,4,184,0.07053,0.7278,0.01134,
L0_s3,4,185,0.09053,0.33599,0.01366,
L0_s3,4,186,0.08778,0.76565,0.01022,
L0_s3,4,187,0.11524,0.59836,0.00988,
L0_s3,4,188,0.09279,0.39574,0.01495,
L0_s3,4,189,0.10771,0.67567,0.0093,
L0_s3,4,190,0.1002,0.16078,0.02334,
L0_s3,4,191,0.09612,0.16614,0.01846,
A2_auxfree,2,0,0.00245,0.93835,0.00651,0.85288
A2_auxfree,2,1,0.0,0.95045,0.0,0.85063
A2_auxfree,2,2,0.0316,0.08048,0.02882,0.88289
A2_auxfree,2,3,0.01398,0.03501,0.04798,0.90121
A2_auxfree,2,4,0.2952,0.68877,0.00884,0.85182
A2_auxfree,2,5,0.2006,0.55749,0.00969,0.89822
A2_auxfree,2,6,0.13562,0.32921,0.01151,0.90121
A2_auxfree,2,7,0.16238,0.41645,0.01186,0.85692
A2_auxfree,2,8,0.02827,0.02652,0.06817,0.89233
A2_auxfree,2,9,0.23442,0.84271,0.00854,0.87321
A2_auxfree,2,10,0.46249,0.95808,0.00791,0.87408
A2_auxfree,2,11,0.03506,0.60098,0.01128,0.86143
A2_auxfree,2,12,0.0717,0.53483,0.01132,0.9138
A2_auxfree,2,13,0.01447,0.13495,0.02488,0.87766
A2_auxfree,2,14,0.15768,0.69282,0.00836,0.82684
A2_auxfree,2,15,0.00105,0.93091,0.00671,0.87567
A2_auxfree,2,16,0.03473,0.68871,0.0109,0.84335
A2_auxfree,2,17,0.04476,0.58666,0.0116,0.90577
A2_auxfree,2,18,0.09356,0.09196,0.03063,0.88223
A2_auxfree,2,19,0.16444,0.39934,0.01345,0.87127
A2_auxfree,2,20,0.0,0.95554,0.0,0.8332
A2_auxfree,2,21,0.01677,0.17461,0.02326,0.91819
A2_auxfree,2,22,0.04155,0.54632,0.00935,0.8807
A2_auxfree,2,23,0.08718,0.22847,0.01873,0.91863
A2_auxfree,2,24,0.0,0.95801,0.0,0.89685
A2_auxfree,2,25,0.23457,0.86801,0.00771,0.88074
A2_auxfree,2,26,0.00027,0.94257,0.0065,0.85741
A2_auxfree,2,27,0.02351,0.21288,0.0176,0.82153
A2_auxfree,2,28,0.07803,0.90509,0.00733,0.87616
A2_auxfree,2,29,0.0,0.94084,0.0,0.88567
A2_auxfree,2,30,0.0,0.95274,0.0,0.90479
A2_auxfree,2,31,0.08649,0.15176,0.01996,0.86914
A2_auxfree,2,32,0.05707,0.51173,0.0101,0.87888
A2_auxfree,2,33,0.0407,0.12369,0.02808,0.87344
A2_auxfree,2,34,0.01002,0.20871,0.02232,0.83856
A2_auxfree,2,35,0.08933,0.8547,0.00763,0.87213
A2_auxfree,2,36,0.13042,0.10802,0.03056,0.8802
A2_auxfree,2,37,0.05421,0.84897,0.00865,0.87552
A2_auxfree,2,38,0.0,0.9686,0.0,0.88881
A2_auxfree,2,39,0.0126,0.49711,0.01179,0.85292
A2_auxfree,2,40,0.11097,0.48732,0.01065,0.85199
A2_auxfree,2,41,0.02515,0.63129,0.01088,0.89853
A2_auxfree,2,42,0.18036,0.63837,0.00983,0.84366
A2_auxfree,2,43,0.0,0.95599,0.0,0.86539
A2_auxfree,2,44,0.05388,0.45006,0.01245,0.85593
A2_auxfree,2,45,0.14642,0.13182,0.02559,0.8521
A2_auxfree,2,46,0.12,0.0952,0.03172,0.83805
A2_auxfree,2,47,0.05503,0.3584,0.01389,0.85036
A2_auxfree,2,48,0.00016,0.93298,0.00674,0.87035
A2_auxfree,2,49,0.3307,0.82731,0.00811,0.79648
A2_auxfree,2,50,0.13699,0.30111,0.01232,0.86071
A2_auxfree,2,51,0.03085,0.88109,0.00831,0.90282
A2_auxfree,2,52,0.05991,0.7514,0.00932,0.88047
A2_auxfree,2,53,0.01598,0.50349,0.00998,0.87181
A2_auxfree,2,54,0.47504,0.90506,0.00815,0.88643
A2_auxfree,2,55,0.0651,0.70055,0.00854,0.91959
A2_auxfree,2,56,0.14394,0.18534,0.01734,0.86454
A2_auxfree,2,57,0.03351,0.17984,0.01884,0.87976
A2_auxfree,2,58,0.0,0.95206,0.0,0.85342
A2_auxfree,2,59,0.00215,0.92027,0.00607,0.84943
A2_auxfree,2,60,0.0,0.94549,0.0,0.8718
A2_auxfree,2,61,0.14005,0.73585,0.0092,0.84738
A2_auxfree,2,62,0.20997,0.92082,0.00781,0.85037
A2_auxfree,2,63,0.0051,0.0495,0.03854,0.89751
A2_auxfree,2,64,0.00712,0.94049,0.00629,0.87273
A2_auxfree,2,65,0.07629,0.90789,0.00725,0.88171
A2_auxfree,2,66,0.01641,0.29185,0.01452,0.89364
A2_auxfree,2,67,0.0046,0.93469,0.00589,0.84016
A2_auxfree,2,68,0.17918,0.19274,0.01792,0.87189
A2_auxfree,2,69,0.0,0.96605,0.0,0.88564
A2_auxfree,2,70,0.68568,0.89106,0.00883,0.86676
A2_auxfree,2,71,0.04092,0.4748,0.01104,0.87435
A2_auxfree,2,72,0.0,0.96688,0.0,0.86758
A2_auxfree,2,73,0.02678,0.56712,0.00987,0.90524
A2_auxfree,2,74,0.21284,0.69474,0.00889,0.85405
A2_auxfree,2,75,0.33071,0.87176,0.00838,0.91496
A2_auxfree,2,76,0.02456,0.3096,0.01509,0.87724
A2_auxfree,2,77,0.12654,0.0922,0.03149,0.88311
A2_auxfree,2,78,0.0,0.95395,0.0,0.86432
A2_auxfree,2,79,0.12337,0.21669,0.01636,0.87229
A2_auxfree,2,80,0.03743,0.15846,0.02231,0.89227
A2_auxfree,2,81,0.04995,0.61921,0.00883,0.84424
A2_auxfree,2,82,0.05018,0.09614,0.0299,0.87218
A2_auxfree,2,83,0.01571,0.4052,0.01294,0.85173
A2_auxfree,2,84,0.02988,0.65683,0.0101,0.87722
A2_auxfree,2,85,0.0743,0.8621,0.00821,0.89247
A2_auxfree,2,86,0.07803,0.82165,0.0081,0.8678
A2_auxfree,2,87,0.08508,0.07275,0.03358,0.85109
A2_auxfree,2,88,0.19482,0.1744,0.01761,0.88665
A2_auxfree,2,89,0.18164,0.91217,0.00736,0.84129
A2_auxfree,2,90,0.13003,0.8567,0.00754,0.88657
A2_auxfree,2,91,0.06581,0.40358,0.0101,0.88534
A2_auxfree,2,92,0.09074,0.55271,0.01039,0.8757
A2_auxfree,2,93,0.0967,0.50889,0.00944,0.87105
A2_auxfree,2,94,0.07359,0.59508,0.00887,0.87763
A2_auxfree,2,95,0.03754,0.45357,0.01119,0.87558
A2_auxfree,2,96,0.02216,0.40595,0.01185,0.88769
A2_auxfree,2,97,0.02921,0.31947,0.01302,0.86977
A2_auxfree,2,98,0.0405,0.69871,0.01008,0.85121
A2_auxfree,2,99,0.04981,0.92828,0.00699,0.86211
A2_auxfree,2,100,0.0324,0.2043,0.0184,0.87839
A2_auxfree,2,101,0.0,0.95066,0.0,0.86783
A2_auxfree,2,102,0.05214,0.63927,0.00843,0.85259
A2_auxfree,2,103,0.01443,0.31352,0.01818,0.87549
A2_auxfree,2,104,0.0,0.96215,0.0,0.86624
A2_auxfree,2,105,0.14211,0.26944,0.01649,0.87054
A2_auxfree,2,106,0.02807,0.28838,0.01646,0.8462
A2_auxfree,2,107,0.06681,0.15997,0.01878,0.87174
A2_auxfree,2,108,0.04639,0.07235,0.03719,0.87891
A2_auxfree,2,109,0.29183,0.68625,0.00915,0.87997
A2_auxfree,2,110,0.08266,0.84247,0.00838,0.86372
A2_auxfree,2,111,0.42101,0.87391,0.00787,0.86306
A2_auxfree,2,112,0.03179,0.1094,0.02371,0.86286
A2_auxfree,2,113,0.16,0.70541,0.00915,0.85393
A2_auxfree,2,114,0.01387,0.05555,0.04094,0.85482
A2_auxfree,2,115,0.1467,0.89383,0.00757,0.852
A2_auxfree,2,116,0.0,0.94446,0.0,0.86609
A2_auxfree,2,117,0.0872,0.60247,0.00849,0.8734
A2_auxfree,2,118,0.01266,0.20968,0.0162,0.88044
A2_auxfree,2,119,0.05752,0.10712,0.01804,0.90543
A2_auxfree,2,120,0.25532,0.42867,0.01078,0.87139
A2_auxfree,2,121,0.10417,0.06725,0.03453,0.83474
A2_auxfree,2,122,0.04359,0.74685,0.00893,0.85555
A2_auxfree,2,123,0.0,0.95862,0.0,0.85723
A2_auxfree,2,124,0.36295,0.2841,0.01491,0.88133
A2_auxfree,2,125,0.07981,0.16027,0.02073,0.87387
A2_auxfree,2,126,0.0,0.95912,0.0,0.90369
A2_auxfree,2,127,0.10011,0.76104,0.00858,0.84656
A2_auxfree,2,128,0.05096,0.20062,0.01721,0.89491
A2_auxfree,2,129,0.11537,0.18538,0.0157,0.86406
A2_auxfree,2,130,0.06737,0.81653,0.00728,0.87443
A2_auxfree,2,131,0.03677,0.56068,0.0116,0.87153
A2_auxfree,2,132,0.44437,0.91447,0.0082,0.83494
A2_auxfree,2,133,0.23251,0.81097,0.00817,0.92058
A2_auxfree,2,134,0.00632,0.34167,0.01166,0.86595
A2_auxfree,2,135,0.18314,0.76078,0.00849,0.87142
A2_auxfree,2,136,0.12822,0.13495,0.01973,0.8957
A2_auxfree,2,137,0.11002,0.91255,0.0067,0.84564
A2_auxfree,2,138,0.09581,0.76066,0.00945,0.87553
A2_auxfree,2,139,0.08933,0.4703,0.01087,0.90279
A2_auxfree,2,140,0.5054,0.85387,0.0081,0.8654
A2_auxfree,2,141,0.03787,0.5019,0.012,0.85211
A2_auxfree,2,142,0.0,0.96888,0.0,0.87658
A2_auxfree,2,143,0.14523,0.68594,0.00849,0.86138
A2_auxfree,2,144,0.0511,0.08959,0.03256,0.86396
A2_auxfree,2,145,0.0693,0.56674,0.01029,0.8656
A2_auxfree,2,146,0.00053,0.95852,0.00798,0.86169
A2_auxfree,2,147,0.11385,0.88981,0.00795,0.8947
A2_auxfree,2,148,0.00343,0.93411,0.00636,0.82762
A2_auxfree,2,149,0.28625,0.77352,0.00823,0.83139
A2_auxfree,2,150,0.00669,0.01918,0.06088,0.93874
A2_auxfree,2,151,0.05049,0.21871,0.01774,0.86102
A2_auxfree,2,152,0.05995,0.32552,0.01327,0.93839
A2_auxfree,2,153,0.05309,0.12513,0.02745,0.88738
A2_auxfree,2,154,0.23284,0.89414,0.00731,0.90072
A2_auxfree,2,155,0.08441,0.13438,0.02403,0.83163
A2_auxfree,2,156,0.06248,0.61799,0.00884,0.90164
A2_auxfree,2,157,0.02193,0.06761,0.04891,0.8727
A2_auxfree,2,158,0.34142,0.21574,0.01674,0.91438
A2_auxfree,2,159,0.0,0.96065,0.0,0.86098
A2_auxfree,2,160,0.21476,0.50604,0.01068,0.86563
A2_auxfree,2,161,0.05331,0.07859,0.03551,0.8649
A2_auxfree,2,162,0.19412,0.2804,0.01485,0.84836
A2_auxfree,2,163,0.29736,0.24561,0.01863,0.8763
A2_auxfree,2,164,0.06557,0.26404,0.01374,0.84483
A2_auxfree,2,165,0.06975,0.19958,0.01888,0.85911
A2_auxfree,2,166,0.02963,0.46826,0.0118,0.89615
A2_auxfree,2,167,0.0107,0.03027,0.05388,0.86003
A2_auxfree,2,168,0.11707,0.22607,0.01286,0.86561
A2_auxfree,2,169,0.26996,0.38657,0.01176,0.8729
A2_auxfree,2,170,0.03413,0.58823,0.00934,0.8794
A2_auxfree,2,171,0.06391,0.83059,0.00703,0.88676
A2_auxfree,2,172,0.0,0.94836,0.0,0.8726
A2_auxfree,2,173,0.0,0.946,0.0,0.86391
A2_auxfree,2,174,0.01652,0.22881,0.01579,0.92102
A2_auxfree,2,175,0.25079,0.76484,0.00791,0.84914
A2_auxfree,2,176,0.0,0.94479,0.0,0.8709
A2_auxfree,2,177,0.0,0.95048,0.0,0.85962
A2_auxfree,2,178,0.04397,0.64404,0.00883,0.86945
A2_auxfree,2,179,0.06867,0.81508,0.00892,0.83643
A2_auxfree,2,180,0.0,0.973,0.0,0.89682
A2_auxfree,2,181,0.02022,0.41758,0.01126,0.82494
A2_auxfree,2,182,0.01688,0.13425,0.0254,0.90908
A2_auxfree,2,183,0.0843,0.66691,0.00873,0.89409
A2_auxfree,2,184,0.01405,0.07508,0.0379,0.87275
A2_auxfree,2,185,0.3811,0.65093,0.009,0.88662
A2_auxfree,2,186,0.09556,0.13441,0.02674,0.88169
A2_auxfree,2,187,0.01025,0.0263,0.06803,0.86347
A2_auxfree,2,188,0.17062,0.66506,0.0096,0.88958
A2_auxfree,2,189,0.02468,0.37303,0.01351,0.88915
A2_auxfree,2,190,0.20943,0.44009,0.01129,0.84401
A2_auxfree,2,191,0.07615,0.58104,0.00965,0.86386
A2_auxfree,3,0,0.01543,0.13958,0.01956,0.82893
A2_auxfree,3,1,0.00581,0.36201,0.01325,0.89305
A2_auxfree,3,2,0.14413,0.89881,0.00886,0.85975
A2_auxfree,3,3,0.31085,0.83122,0.00865,0.86323
A2_auxfree,3,4,0.076,0.42152,0.01426,0.87038
A2_auxfree,3,5,0.14915,0.29086,0.01213,0.85626
A2_auxfree,3,6,0.09722,0.87094,0.00836,0.85937
A2_auxfree,3,7,0.32016,0.8349,0.00897,0.86691
A2_auxfree,3,8,0.36164,0.35941,0.01457,0.89314
A2_auxfree,3,9,0.08234,0.8761,0.00848,0.8759
A2_auxfree,3,10,0.02211,0.23757,0.01876,0.84305
A2_auxfree,3,11,0.13192,0.23995,0.01805,0.9217
A2_auxfree,3,12,0.02737,0.9282,0.00805,0.88445
A2_auxfree,3,13,0.02968,0.28477,0.01622,0.89256
A2_auxfree,3,14,0.03282,0.38835,0.01455,0.90156
A2_auxfree,3,15,0.09789,0.52039,0.01117,0.89679
A2_auxfree,3,16,0.05683,0.52551,0.01123,0.82228
A2_auxfree,3,17,0.22884,0.73083,0.01032,0.90873
A2_auxfree,3,18,0.0,0.94764,0.0,0.87475
A2_auxfree,3,19,0.02319,0.60102,0.00941,0.847
A2_auxfree,3,20,0.02377,0.5928,0.01039,0.87266
A2_auxfree,3,21,0.14198,0.91129,0.00809,0.8772
A2_auxfree,3,22,0.02093,0.34446,0.01401,0.88235
A2_auxfree,3,23,0.19989,0.8817,0.00879,0.85662
A2_auxfree,3,24,0.11036,0.53084,0.01256,0.94471
A2_auxfree,3,25,0.03356,0.47804,0.01095,0.84059
A2_auxfree,3,26,0.05838,0.13753,0.02182,0.86657
A2_auxfree,3,27,0.00737,0.04752,0.04641,0.83142
A2_auxfree,3,28,0.09229,0.80756,0.00886,0.87097
A2_auxfree,3,29,0.01331,0.39664,0.01342,0.87381
A2_auxfree,3,30,0.09913,0.87995,0.00847,0.86775
A2_auxfree,3,31,0.04307,0.58214,0.01205,0.86808
A2_auxfree,3,32,0.28802,0.91612,0.00859,0.85944
A2_auxfree,3,33,0.12806,0.55525,0.01084,0.85862
A2_auxfree,3,34,0.05717,0.15596,0.02121,0.83513
A2_auxfree,3,35,0.0166,0.4405,0.01113,0.93964
A2_auxfree,3,36,0.09138,0.80583,0.00965,0.87825
A2_auxfree,3,37,0.02985,0.03727,0.04374,0.82986
A2_auxfree,3,38,0.51691,0.86598,0.00923,0.90297
A2_auxfree,3,39,0.14972,0.68747,0.00956,0.90034
A2_auxfree,3,40,0.28992,0.8261,0.00905,0.85162
A2_auxfree,3,41,0.12185,0.60692,0.01002,0.92838
A2_auxfree,3,42,0.07526,0.77018,0.00929,0.87638
A2_auxfree,3,43,0.1083,0.29366,0.01652,0.8613
A2_auxfree,3,44,0.02121,0.36217,0.0149,0.88353
A2_auxfree,3,45,0.13967,0.53225,0.01187,0.86658
A2_auxfree,3,46,0.04645,0.5723,0.01202,0.94966
A2_auxfree,3,47,0.09152,0.19154,0.01837,0.87915
A2_auxfree,3,48,0.06984,0.39979,0.01451,0.89384
A2_auxfree,3,49,0.01657,0.94012,0.00738,0.88334
A2_auxfree,3,50,0.18885,0.87651,0.00781,0.87726
A2_auxfree,3,51,0.19271,0.91502,0.00857,0.8763
A2_auxfree,3,52,0.43832,0.91384,0.00895,0.87823
A2_auxfree,3,53,0.1818,0.6769,0.00991,0.90554
A2_auxfree,3,54,0.02975,0.40298,0.01233,0.82874
A2_auxfree,3,55,0.08369,0.9374,0.00762,0.91232
A2_auxfree,3,56,0.02982,0.36992,0.01253,0.88533
A2_auxfree,3,57,0.07358,0.28359,0.01686,0.88723
A2_auxfree,3,58,0.06659,0.1242,0.02867,0.84064
A2_auxfree,3,59,0.03138,0.0592,0.03482,0.91651
A2_auxfree,3,60,0.17125,0.76284,0.00989,0.85067
A2_auxfree,3,61,0.03907,0.63703,0.01209,0.89375
A2_auxfree,3,62,0.09744,0.4993,0.01121,0.87274
A2_auxfree,3,63,0.09693,0.86936,0.00887,0.86309
A2_auxfree,3,64,0.04131,0.5732,0.01043,0.88075
A2_auxfree,3,65,0.07279,0.84913,0.00876,0.88204
A2_auxfree,3,66,0.19355,0.80056,0.0096,0.88678
A2_auxfree,3,67,0.00951,0.37327,0.0141,0.88457
A2_auxfree,3,68,0.14887,0.62635,0.01087,0.89739
A2_auxfree,3,69,0.15002,0.78153,0.00836,0.9044
A2_auxfree,3,70,0.07958,0.71847,0.00916,0.8669
A2_auxfree,3,71,0.06584,0.71641,0.01014,0.85088
A2_auxfree,3,72,0.11921,0.2905,0.0164,0.91722
A2_auxfree,3,73,0.05442,0.28435,0.01538,0.89634
A2_auxfree,3,74,0.03714,0.12698,0.02986,0.8851
A2_auxfree,3,75,0.16605,0.34422,0.01585,0.87123
A2_auxfree,3,76,0.4435,0.89283,0.00884,0.84729
A2_auxfree,3,77,0.06339,0.3806,0.0137,0.89654
A2_auxfree,3,78,0.13303,0.77053,0.00998,0.87918
A2_auxfree,3,79,0.05524,0.12834,0.02906,0.86279
A2_auxfree,3,80,0.05618,0.72206,0.00966,0.86007
A2_auxfree,3,81,0.05099,0.72829,0.01076,0.90422
A2_auxfree,3,82,0.03473,0.38571,0.01324,0.8964
A2_auxfree,3,83,0.08122,0.43085,0.01165,0.87872
A2_auxfree,3,84,0.24681,0.76893,0.00901,0.8915
A2_auxfree,3,85,0.10384,0.14221,0.02456,0.85878
A2_auxfree,3,86,0.03414,0.8544,0.00871,0.84141
A2_auxfree,3,87,0.02989,0.49042,0.01271,0.86801
A2_auxfree,3,88,0.11622,0.37745,0.0134,0.89454
A2_auxfree,3,89,0.0217,0.16954,0.02024,0.84309
A2_auxfree,3,90,0.09895,0.10776,0.03007,0.85306
A2_auxfree,3,91,0.04874,0.09106,0.03195,0.88855
A2_auxfree,3,92,0.04768,0.23724,0.01733,0.8423
A2_auxfree,3,93,0.03575,0.24543,0.01818,0.87609
A2_auxfree,3,94,0.05458,0.07442,0.03023,0.84189
A2_auxfree,3,95,0.06159,0.36,0.01605,0.89133
A2_auxfree,3,96,0.23703,0.87138,0.00935,0.89437
A2_auxfree,3,97,0.20358,0.31505,0.01422,0.89452
A2_auxfree,3,98,0.05085,0.59983,0.00957,0.8483
A2_auxfree,3,99,0.0787,0.37101,0.01458,0.85158
A2_auxfree,3,100,0.02543,0.93413,0.00839,0.83295
A2_auxfree,3,101,0.38675,0.81482,0.00931,0.88197
A2_auxfree,3,102,0.00964,0.01083,0.09273,0.87026
A2_auxfree,3,103,0.06036,0.68643,0.00947,0.91539
A2_auxfree,3,104,0.09512,0.71761,0.00981,0.86185
A2_auxfree,3,105,0.04556,0.15424,0.02264,0.87334
A2_auxfree,3,106,0.06225,0.49579,0.0125,0.86755
A2_auxfree,3,107,0.05031,0.62884,0.01042,0.88058
A2_auxfree,3,108,0.07298,0.70429,0.00958,0.89203
A2_auxfree,3,109,0.1997,0.89154,0.00926,0.89495
A2_auxfree,3,110,0.0,0.96155,0.0,0.87502
A2_auxfree,3,111,0.05302,0.75882,0.00902,0.87071
A2_auxfree,3,112,0.04578,0.64686,0.00988,0.8893
A2_auxfree,3,113,0.01247,0.08744,0.03462,0.89543
A2_auxfree,3,114,0.05527,0.09972,0.02236,0.84427
A2_auxfree,3,115,0.13736,0.68546,0.00972,0.89961
A2_auxfree,3,116,0.10368,0.54017,0.01087,0.89249
A2_auxfree,3,117,0.05263,0.72972,0.01042,0.84003
A2_auxfree,3,118,0.06122,0.15354,0.02217,0.91487
A2_auxfree,3,119,0.22846,0.80287,0.00884,0.90126
A2_auxfree,3,120,0.01663,0.51253,0.01438,0.89261
A2_auxfree,3,121,0.05644,0.73944,0.00891,0.89845
A2_auxfree,3,122,0.03677,0.53856,0.01144,0.86982
A2_auxfree,3,123,0.0219,0.92016,0.00783,0.89241
A2_auxfree,3,124,0.12856,0.89146,0.00805,0.92398
A2_auxfree,3,125,0.15966,0.67552,0.01032,0.91761
A2_auxfree,3,126,0.05025,0.32335,0.01543,0.81936
A2_auxfree,3,127,0.02495,0.10787,0.02435,0.83716
A2_auxfree,3,128,0.01947,0.94055,0.00776,0.88484
A2_auxfree,3,129,0.11028,0.7366,0.00817,0.87862
A2_auxfree,3,130,0.18748,0.28113,0.01549,0.88037
A2_auxfree,3,131,0.07886,0.09718,0.03234,0.86606
A2_auxfree,3,132,0.02768,0.10358,0.03686,0.8701
A2_auxfree,3,133,0.0,0.96824,0.0,0.83436
A2_auxfree,3,134,0.06895,0.66462,0.01046,0.85432
A2_auxfree,3,135,0.03427,0.15598,0.01989,0.86706
A2_auxfree,3,136,0.11987,0.85936,0.00941,0.88133
A2_auxfree,3,137,0.0386,0.64322,0.01001,0.89594
A2_auxfree,3,138,0.08865,0.30594,0.01634,0.86517
A2_auxfree,3,139,0.00545,0.94858,0.00736,0.84551
A2_auxfree,3,140,0.0647,0.17848,0.02095,0.9015
A2_auxfree,3,141,0.14767,0.24099,0.01602,0.86165
A2_auxfree,3,142,0.09788,0.82722,0.00815,0.87807
A2_auxfree,3,143,0.04964,0.21782,0.0184,0.87489
A2_auxfree,3,144,0.4005,0.75773,0.00941,0.83214
A2_auxfree,3,145,0.04978,0.58147,0.01078,0.92573
A2_auxfree,3,146,0.092,0.4296,0.01256,0.88802
A2_auxfree,3,147,0.31815,0.19715,0.02313,0.90279
A2_auxfree,3,148,0.03005,0.2627,0.01811,0.87751
A2_auxfree,3,149,0.16618,0.80489,0.00973,0.87639
A2_auxfree,3,150,0.0,0.9568,0.0,0.92459
A2_auxfree,3,151,0.1026,0.84641,0.00824,0.87979
A2_auxfree,3,152,0.0,0.96397,0.0,0.86723
A2_auxfree,3,153,0.09506,0.7565,0.00968,0.89769
A2_auxfree,3,154,0.0,0.95771,0.0,0.89977
A2_auxfree,3,155,0.00011,0.96479,0.00668,0.90338
A2_auxfree,3,156,0.08059,0.80895,0.01014,0.88023
A2_auxfree,3,157,0.04015,0.5932,0.01039,0.85993
A2_auxfree,3,158,0.0,0.96882,0.0,0.85797
A2_auxfree,3,159,0.00018,0.95677,0.00649,0.86905
A2_auxfree,3,160,0.03519,0.43116,0.01366,0.81932
A2_auxfree,3,161,0.06103,0.5845,0.01113,0.86422
A2_auxfree,3,162,0.01875,0.31672,0.01426,0.90268
A2_auxfree,3,163,0.04531,0.89361,0.00763,0.92471
A2_auxfree,3,164,0.02477,0.03787,0.05237,0.90205
A2_auxfree,3,165,0.26353,0.88929,0.00862,0.88355
A2_auxfree,3,166,5e-05,0.95746,0.00832,0.81486
A2_auxfree,3,167,0.33663,0.83382,0.00877,0.89847
A2_auxfree,3,168,0.08648,0.10036,0.03468,0.86536
A2_auxfree,3,169,0.08615,0.84777,0.00818,0.88336
A2_auxfree,3,170,0.03947,0.76111,0.00854,0.88563
A2_auxfree,3,171,0.15417,0.16212,0.02158,0.85596
A2_auxfree,3,172,0.0435,0.2787,0.01525,0.88492
A2_auxfree,3,173,0.03591,0.40139,0.01392,0.86496
A2_auxfree,3,174,0.0,0.96258,0.0,0.89176
A2_auxfree,3,175,0.00867,0.11845,0.03119,0.89853
A2_auxfree,3,176,0.07124,0.59804,0.01111,0.89937
A2_auxfree,3,177,0.06508,0.36099,0.01334,0.86295
A2_auxfree,3,178,0.0938,0.17007,0.01852,0.89061
A2_auxfree,3,179,0.02094,0.13962,0.02626,0.88876
A2_auxfree,3,180,0.07837,0.6114,0.01091,0.87961
A2_auxfree,3,181,0.01273,0.2188,0.02699,0.83166
A2_auxfree,3,182,0.02404,0.20464,0.01698,0.8927
A2_auxfree,3,183,0.04151,0.61512,0.01036,0.89252
A2_auxfree,3,184,0.47862,0.91037,0.00938,0.86448
A2_auxfree,3,185,0.22671,0.66637,0.00994,0.82798
A2_auxfree,3,186,0.10732,0.27927,0.01856,0.84374
A2_auxfree,3,187,0.02293,0.87141,0.0082,0.85315
A2_auxfree,3,188,0.00318,0.93941,0.00701,0.8498
A2_auxfree,3,189,0.10341,0.42633,0.01289,0.86631
A2_auxfree,3,190,0.04955,0.70989,0.00909,0.88143
A2_auxfree,3,191,0.02952,0.10538,0.03272,0.88971
A2_auxfree,4,0,0.02679,0.25259,0.01857,
A2_auxfree,4,1,0.12605,0.932,0.00911,
A2_auxfree,4,2,0.02516,0.45492,0.01398,
A2_auxfree,4,3,0.17126,0.43823,0.01178,
A2_auxfree,4,4,0.02151,0.58718,0.01159,
A2_auxfree,4,5,0.09724,0.55374,0.01069,
