label,run,layer,expert,usage_count,token_AUC,context_AUC,context_minus_token
s0_TEMPORAL,g3_tmoe_s0_1e16,2,100,4830,0.5855,0.7079,0.1223
s0_TEMPORAL,g3_tmoe_s0_1e16,2,101,260,0.5391,0.798,0.2589
s0_TEMPORAL,g3_tmoe_s0_1e16,2,102,7513,0.6401,0.8248,0.1847
s0_TEMPORAL,g3_tmoe_s0_1e16,2,103,3396,0.586,0.7575,0.1715
s0_TEMPORAL,g3_tmoe_s0_1e16,2,104,1114,0.6247,0.816,0.1913
s0_TEMPORAL,g3_tmoe_s0_1e16,2,105,3788,0.7118,0.7629,0.0511
s0_TEMPORAL,g3_tmoe_s0_1e16,2,106,4324,0.6464,0.7882,0.1418
s0_TEMPORAL,g3_tmoe_s0_1e16,2,107,9939,0.596,0.7259,0.1298
s0_TEMPORAL,g3_tmoe_s0_1e16,2,108,1046,0.6502,0.7157,0.0655
s0_TEMPORAL,g3_tmoe_s0_1e16,2,109,271,0.5798,0.5869,0.0071
s0_TEMPORAL,g3_tmoe_s0_1e16,2,110,6785,0.7927,0.7307,-0.0619
s0_TEMPORAL,g3_tmoe_s0_1e16,2,111,1231,0.5047,0.4591,-0.0457
s0_TEMPORAL,g3_tmoe_s0_1e16,2,112,7509,0.6135,0.8633,0.2498
s0_TEMPORAL,g3_tmoe_s0_1e16,2,113,4521,0.6139,0.725,0.111
s0_TEMPORAL,g3_tmoe_s0_1e16,2,114,1240,0.5725,0.7092,0.1366
s0_TEMPORAL,g3_tmoe_s0_1e16,2,115,93,0.638,0.5724,-0.0656
s0_TEMPORAL,g3_tmoe_s0_1e16,2,116,182,0.6289,0.7138,0.0849
s0_TEMPORAL,g3_tmoe_s0_1e16,2,117,5759,0.5802,0.724,0.1438
s0_TEMPORAL,g3_tmoe_s0_1e16,2,118,2910,0.6772,0.9167,0.2395
s0_TEMPORAL,g3_tmoe_s0_1e16,2,119,743,0.5901,0.8109,0.2208
s0_TEMPORAL,g3_tmoe_s0_1e16,2,120,2331,0.6423,0.8438,0.2016
s0_TEMPORAL,g3_tmoe_s0_1e16,2,121,10697,0.5509,0.5801,0.0292
s0_TEMPORAL,g3_tmoe_s0_1e16,2,123,4145,0.559,0.7642,0.2052
s0_TEMPORAL,g3_tmoe_s0_1e16,2,124,1134,0.6283,0.8891,0.2609
s0_TEMPORAL,g3_tmoe_s0_1e16,2,125,2669,0.5959,0.7736,0.1777
s0_TEMPORAL,g3_tmoe_s0_1e16,2,126,7270,0.5132,0.5503,0.0371
s0_TEMPORAL,g3_tmoe_s0_1e16,2,129,2302,0.7427,0.7147,-0.028
s0_TEMPORAL,g3_tmoe_s0_1e16,2,130,4149,0.6327,0.7774,0.1447
s0_TEMPORAL,g3_tmoe_s0_1e16,2,131,310,nan,nan,nan
s0_TEMPORAL,g3_tmoe_s0_1e16,2,133,5627,0.5734,0.6913,0.1179
s0_TEMPORAL,g3_tmoe_s0_1e16,2,134,788,0.6834,0.742,0.0586
s0_TEMPORAL,g3_tmoe_s0_1e16,2,135,5410,0.5505,0.573,0.0226
s0_TEMPORAL,g3_tmoe_s0_1e16,2,136,109,0.5558,0.5551,-0.0008
s0_TEMPORAL,g3_tmoe_s0_1e16,2,137,2863,0.6125,0.7338,0.1213
s0_TEMPORAL,g3_tmoe_s0_1e16,2,138,778,0.5461,0.6928,0.1467
s0_TEMPORAL,g3_tmoe_s0_1e16,2,139,6989,0.615,0.774,0.159
s0_TEMPORAL,g3_tmoe_s0_1e16,2,140,5329,0.5921,0.7449,0.1529
s0_TEMPORAL,g3_tmoe_s0_1e16,2,141,2932,0.5251,0.5948,0.0698
s0_TEMPORAL,g3_tmoe_s0_1e16,2,142,2623,0.613,0.8312,0.2182
s0_TEMPORAL,g3_tmoe_s0_1e16,2,143,5061,0.6073,0.8059,0.1986
s0_TEMPORAL,g3_tmoe_s0_1e16,2,144,4744,0.5819,0.7102,0.1283
s0_TEMPORAL,g3_tmoe_s0_1e16,2,145,1969,0.6093,0.8966,0.2874
s0_TEMPORAL,g3_tmoe_s0_1e16,2,146,98,0.6837,0.6534,-0.0303
s0_TEMPORAL,g3_tmoe_s0_1e16,2,147,422,0.5572,0.6484,0.0912
s0_TEMPORAL,g3_tmoe_s0_1e16,2,148,5472,0.6729,0.8777,0.2048
s0_TEMPORAL,g3_tmoe_s0_1e16,2,150,4327,0.6533,0.7343,0.081
s0_TEMPORAL,g3_tmoe_s0_1e16,2,151,3197,0.6921,0.7251,0.033
s0_TEMPORAL,g3_tmoe_s0_1e16,2,152,1108,0.5784,0.8415,0.2631
s0_TEMPORAL,g3_tmoe_s0_1e16,2,153,3384,0.5918,0.8413,0.2495
s0_TEMPORAL,g3_tmoe_s0_1e16,2,154,3223,0.5984,0.9017,0.3033
s0_TEMPORAL,g3_tmoe_s0_1e16,2,155,750,0.5272,0.3134,-0.2139
s0_TEMPORAL,g3_tmoe_s0_1e16,2,157,912,0.6846,0.6732,-0.0114
s0_TEMPORAL,g3_tmoe_s0_1e16,2,158,57,nan,nan,nan
s0_TEMPORAL,g3_tmoe_s0_1e16,2,159,6246,0.5952,0.6768,0.0815
s0_TEMPORAL,g3_tmoe_s0_1e16,2,160,978,0.6114,0.8656,0.2543
s0_TEMPORAL,g3_tmoe_s0_1e16,2,161,7186,0.6348,0.6799,0.0451
s0_TEMPORAL,g3_tmoe_s0_1e16,2,162,6383,0.5914,0.8079,0.2165
s0_TEMPORAL,g3_tmoe_s0_1e16,2,164,491,0.7876,0.6775,-0.1101
s0_TEMPORAL,g3_tmoe_s0_1e16,2,165,4209,0.5817,0.6925,0.1108
s0_TEMPORAL,g3_tmoe_s0_1e16,2,166,2200,0.73,0.6506,-0.0794
s0_TEMPORAL,g3_tmoe_s0_1e16,2,167,7066,0.6012,0.7897,0.1885
s0_TEMPORAL,g3_tmoe_s0_1e16,2,169,6306,0.5575,0.6155,0.058
s0_TEMPORAL,g3_tmoe_s0_1e16,2,170,3098,0.5493,0.679,0.1297
s0_TEMPORAL,g3_tmoe_s0_1e16,2,171,1597,0.7076,0.7836,0.0761
s0_TEMPORAL,g3_tmoe_s0_1e16,2,172,234,0.5764,0.532,-0.0444
s0_TEMPORAL,g3_tmoe_s0_1e16,2,173,5277,0.6244,0.7611,0.1368
s0_TEMPORAL,g3_tmoe_s0_1e16,2,174,7903,0.6874,0.801,0.1136
s0_TEMPORAL,g3_tmoe_s0_1e16,2,175,496,0.5527,0.6804,0.1277
s0_TEMPORAL,g3_tmoe_s0_1e16,2,176,1821,0.5962,0.8144,0.2181
s0_TEMPORAL,g3_tmoe_s0_1e16,2,177,2695,0.6708,0.6775,0.0067
s0_TEMPORAL,g3_tmoe_s0_1e16,2,178,5122,0.675,0.7275,0.0525
s0_TEMPORAL,g3_tmoe_s0_1e16,2,179,1667,0.6485,0.7395,0.091
s0_TEMPORAL,g3_tmoe_s0_1e16,2,180,805,0.6073,0.7178,0.1104
s0_TEMPORAL,g3_tmoe_s0_1e16,2,181,2106,0.6397,0.8764,0.2367
s0_TEMPORAL,g3_tmoe_s0_1e16,2,182,2429,0.6116,0.8619,0.2504
s0_TEMPORAL,g3_tmoe_s0_1e16,2,183,230,0.5179,0.1769,-0.341
s0_TEMPORAL,g3_tmoe_s0_1e16,2,184,80,0.488,0.0128,-0.4752
s0_TEMPORAL,g3_tmoe_s0_1e16,2,185,1660,0.758,0.792,0.0339
s0_TEMPORAL,g3_tmoe_s0_1e16,2,186,4735,0.5523,0.6451,0.0927
s0_TEMPORAL,g3_tmoe_s0_1e16,2,187,1821,0.6827,0.7961,0.1134
s0_TEMPORAL,g3_tmoe_s0_1e16,2,189,1014,0.4894,0.598,0.1085
s0_TEMPORAL,g3_tmoe_s0_1e16,2,191,2177,0.7504,0.6768,-0.0736
s0_TEMPORAL,g3_tmoe_s0_1e16,3,0,1014,0.9298,0.6595,-0.2703
s0_TEMPORAL,g3_tmoe_s0_1e16,3,1,1330,0.5517,0.7003,0.1486
s0_TEMPORAL,g3_tmoe_s0_1e16,3,2,372,0.5634,0.7452,0.1818
s0_TEMPORAL,g3_tmoe_s0_1e16,3,3,4302,0.5397,0.6587,0.119
s0_TEMPORAL,g3_tmoe_s0_1e16,3,4,4070,0.6206,0.7477,0.1271
s0_TEMPORAL,g3_tmoe_s0_1e16,3,6,3341,0.6052,0.7442,0.1391
s0_TEMPORAL,g3_tmoe_s0_1e16,3,7,444,0.808,0.6568,-0.1512
s0_TEMPORAL,g3_tmoe_s0_1e16,3,8,1509,0.6203,0.775,0.1547
s0_TEMPORAL,g3_tmoe_s0_1e16,3,9,2210,0.6352,0.7636,0.1284
s0_TEMPORAL,g3_tmoe_s0_1e16,3,10,13238,0.6154,0.7243,0.1089
s0_TEMPORAL,g3_tmoe_s0_1e16,3,11,1822,0.6131,0.7501,0.137
s0_TEMPORAL,g3_tmoe_s0_1e16,3,12,7790,0.6842,0.6868,0.0025
s0_TEMPORAL,g3_tmoe_s0_1e16,3,13,4534,0.5698,0.8058,0.236
s0_TEMPORAL,g3_tmoe_s0_1e16,3,14,6980,0.6309,0.7476,0.1167
s0_TEMPORAL,g3_tmoe_s0_1e16,3,15,1357,0.7803,0.7661,-0.0141
s0_TEMPORAL,g3_tmoe_s0_1e16,3,16,3520,0.6386,0.7852,0.1465
s0_TEMPORAL,g3_tmoe_s0_1e16,3,17,3956,0.5499,0.6475,0.0976
s0_TEMPORAL,g3_tmoe_s0_1e16,3,18,357,0.4707,0.686,0.2154
s0_TEMPORAL,g3_tmoe_s0_1e16,3,19,1806,0.6222,0.9146,0.2924
s0_TEMPORAL,g3_tmoe_s0_1e16,3,20,11941,0.6625,0.7403,0.0778
s0_TEMPORAL,g3_tmoe_s0_1e16,3,21,1319,0.5959,0.8048,0.2089
s0_TEMPORAL,g3_tmoe_s0_1e16,3,22,4777,0.6327,0.8696,0.2369
s0_TEMPORAL,g3_tmoe_s0_1e16,3,23,2065,0.573,0.748,0.1749
s0_TEMPORAL,g3_tmoe_s0_1e16,3,24,8762,0.5979,0.701,0.1032
s0_TEMPORAL,g3_tmoe_s0_1e16,3,25,2021,0.6378,0.942,0.3042
s0_TEMPORAL,g3_tmoe_s0_1e16,3,26,1795,0.6926,0.7816,0.0891
s0_TEMPORAL,g3_tmoe_s0_1e16,3,27,5173,0.7055,0.7891,0.0836
s0_TEMPORAL,g3_tmoe_s0_1e16,3,28,2683,0.7248,0.7769,0.0521
s0_TEMPORAL,g3_tmoe_s0_1e16,3,29,17525,0.5582,0.702,0.1439
s0_TEMPORAL,g3_tmoe_s0_1e16,3,30,1456,0.7254,0.9061,0.1807
s0_TEMPORAL,g3_tmoe_s0_1e16,3,31,2440,0.7348,0.8878,0.153
s0_TEMPORAL,g3_tmoe_s0_1e16,3,32,1447,0.5955,0.7349,0.1395
s0_TEMPORAL,g3_tmoe_s0_1e16,3,34,2376,0.6482,0.7782,0.13
s0_TEMPORAL,g3_tmoe_s0_1e16,3,35,1751,0.6218,0.6995,0.0777
s0_TEMPORAL,g3_tmoe_s0_1e16,3,36,1650,0.6052,0.8448,0.2395
s0_TEMPORAL,g3_tmoe_s0_1e16,3,37,1550,0.668,0.7752,0.1072
s0_TEMPORAL,g3_tmoe_s0_1e16,3,38,2489,0.631,0.7365,0.1055
s0_TEMPORAL,g3_tmoe_s0_1e16,3,39,3195,0.5939,0.8309,0.237
s0_TEMPORAL,g3_tmoe_s0_1e16,3,40,4189,0.5612,0.6763,0.1151
s0_TEMPORAL,g3_tmoe_s0_1e16,3,41,957,0.6699,0.7951,0.1251
s0_TEMPORAL,g3_tmoe_s0_1e16,3,42,4448,0.6027,0.7866,0.1839
s0_TEMPORAL,g3_tmoe_s0_1e16,3,43,14426,0.6027,0.7154,0.1127
s0_TEMPORAL,g3_tmoe_s0_1e16,3,44,3063,0.6952,0.8656,0.1704
s0_TEMPORAL,g3_tmoe_s0_1e16,3,45,2923,0.6469,0.8317,0.1848
s0_TEMPORAL,g3_tmoe_s0_1e16,3,46,301,0.7178,0.9467,0.2289
s0_TEMPORAL,g3_tmoe_s0_1e16,3,47,172,0.5012,0.4411,-0.0601
s0_TEMPORAL,g3_tmoe_s0_1e16,3,49,1026,0.5479,0.7454,0.1975
s0_TEMPORAL,g3_tmoe_s0_1e16,3,50,284,0.8999,0.6191,-0.2808
s0_TEMPORAL,g3_tmoe_s0_1e16,3,51,855,0.576,0.877,0.3009
s0_TEMPORAL,g3_tmoe_s0_1e16,3,52,384,0.5332,0.7597,0.2265
s0_TEMPORAL,g3_tmoe_s0_1e16,3,53,150,0.5118,0.6125,0.1007
s0_TEMPORAL,g3_tmoe_s0_1e16,3,54,1655,0.6077,0.7096,0.1019
s0_TEMPORAL,g3_tmoe_s0_1e16,3,55,4207,0.6078,0.7598,0.152
s0_TEMPORAL,g3_tmoe_s0_1e16,3,56,112,0.5866,0.8168,0.2302
s0_TEMPORAL,g3_tmoe_s0_1e16,3,57,7158,0.6179,0.7237,0.1059
s0_TEMPORAL,g3_tmoe_s0_1e16,3,58,382,0.8289,0.7354,-0.0935
s0_TEMPORAL,g3_tmoe_s0_1e16,3,59,4461,0.7043,0.7824,0.078
s0_TEMPORAL,g3_tmoe_s0_1e16,3,60,2605,0.6077,0.7049,0.0972
s0_TEMPORAL,g3_tmoe_s0_1e16,3,61,380,0.6805,0.9777,0.2972
s0_TEMPORAL,g3_tmoe_s0_1e16,3,62,11750,0.6993,0.7973,0.098
s0_TEMPORAL,g3_tmoe_s0_1e16,3,63,2141,0.6071,0.8507,0.2436
s0_TEMPORAL,g3_tmoe_s0_1e16,3,64,4160,0.6402,0.8139,0.1737
s0_TEMPORAL,g3_tmoe_s0_1e16,3,65,9752,0.6425,0.8468,0.2044
s0_TEMPORAL,g3_tmoe_s0_1e16,3,66,373,0.7238,0.6931,-0.0307
